Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Raw_Response	Raw_Line	Extraction_Status
57	ash	KAD	Kadamguda L. Bonda	28	23	2	1 ʊkʔsɔŋ	Kadamguda L. Bonda 1 ʊkʔsɔŋ	text-layer
57	ash	DUM	Dumripada U. Bonda	28	23	2	1 ʊkiŋ	Dumripada U. Bonda 1 ʊkiŋ	text-layer
57	ash	GUT	Tikrapada Gutob	28	23	2	1 ʊksoŋ	Tikrapada Gutob 1 ʊksoŋ	text-layer
57	ash	PAR	Kinumun Parenga Parja	28	23	2	3 bud̪ɪ	Kinumun Parenga Parja 3 bud̪ɪ	text-layer
57	ash	RON	Malenga Rona Desiya	28	23	2	4 tʃɐɾ	Malenga Rona Desiya 4 tʃɐɾ	text-layer
57	ash	ODI	Cuttack Oriya	28	23	2	2 pɑ̃usə	Cuttack Oriya 2 pɑ̃usə	text-layer
58	mud	BIA	Biapada U. Didayi	28	23	2	1 bʊɾd̪a	Biapada U. Didayi 1 bʊɾd̪a	text-layer
58	mud	CHI	Chitrakonda L. Didayi	28	23	2	1 bʊɾd̪a	Chitrakonda L. Didayi 1 bʊɾd̪a	text-layer
58	mud	KAL	Kaluguda U. Didayi	28	23	2	4 kʌd̪o	Kaluguda U. Didayi 4 kʌd̪o	text-layer
58	mud	ORA	Orapadar U. Didayi	28	23	2	1 bʊɾd̪a	Orapadar U. Didayi 1 bʊɾd̪a	text-layer
58	mud	ORI	Oringi L. Didayi	28	23	2	1 bʊɾd̪a	Oringi L. Didayi 1 bʊɾd̪a	text-layer
58	mud	RAS	Rasabeda L. Bonda	28	23	2	2 kʌsatu̪bu, 5 kʌsatu̪bu	Rasabeda L. Bonda 2 kʌsatu̪bu, /continued/ 5 kʌsatu̪bu	text-layer
58	mud	KEN	Kendhuguda L. Bonda	28	23	2	4 kʌd̪otu̪bu, 5 kʌd̪otu̪bu	Kendhuguda L. Bonda 4 kʌd̪otu̪bu, /continued/ 5 kʌd̪otu̪bu	text-layer
58	mud	KAD	Kadamguda L. Bonda	28	23	2	4 kʌd̪otu̪bu, 5 kʌd̪otu̪bu	Kadamguda L. Bonda 4 kʌd̪otu̪bu, /continued/ 5 kʌd̪otu̪bu	text-layer
58	mud	DUM	Dumripada U. Bonda	28	23	2	6 lodi̪	Dumripada U. Bonda 6 lodi̪	text-layer
58	mud	GUT	Tikrapada Gutob	28	23	2	2 tʊ̪bo	Tikrapada Gutob 2 tʊ̪bo	text-layer
58	mud	PAR	Kinumun Parenga Parja	28	23	2	3 lobo	Kinumun Parenga Parja 3 lobo	text-layer
58	mud	RON	Malenga Rona Desiya	28	23	2	4 kad̪ɔ	Malenga Rona Desiya 4 kad̪ɔ	text-layer
58	mud	ODI	Cuttack Oriya	28	23	2	4 kɑd̪uə	Cuttack Oriya 4 kɑd̪uə	text-layer
59	dust	BIA	Biapada U. Didayi	28	23	2	1 th̪ʊpʊɾlo	Biapada U. Didayi 1 th̪ʊpʊɾlo	text-layer
59	dust	CHI	Chitrakonda L. Didayi	28	23	2	1 th̪ʊpʊɾlo	Chitrakonda L. Didayi 1 th̪ʊpʊɾlo	text-layer
59	dust	KAL	Kaluguda U. Didayi	28	23	2	1 th̪ʊpuɾle	Kaluguda U. Didayi 1 th̪ʊpuɾle	text-layer
59	dust	ORA	Orapadar U. Didayi	28	23	2	1 th̪ʊpʊɾlo	Orapadar U. Didayi 1 th̪ʊpʊɾlo	text-layer
59	dust	ORI	Oringi L. Didayi	28	23	2	1 th̪ʊpʊɾlo	Oringi L. Didayi 1 th̪ʊpʊɾlo	text-layer
59	dust	RAS	Rasabeda L. Bonda	28	23	2	2 d̪uli	Rasabeda L. Bonda 2 d̪uli	text-layer
59	dust	KEN	Kendhuguda L. Bonda	28	23	2	2 d̪uli	Kendhuguda L. Bonda 2 d̪uli	text-layer
59	dust	KAD	Kadamguda L. Bonda	28	23	2	2 d̪uli	Kadamguda L. Bonda 2 d̪uli	text-layer
59	dust	DUM	Dumripada U. Bonda	28	23	2	2 ɖʊli	Dumripada U. Bonda 2 ɖʊli	text-layer
59	dust	GUT	Tikrapada Gutob	28	23	2	2 d̪ʊli	Tikrapada Gutob 2 d̪ʊli	text-layer
59	dust	PAR	Kinumun Parenga Parja	28	23	2	2 d̪ulɪ	Kinumun Parenga Parja 2 d̪ulɪ	text-layer
59	dust	RON	Malenga Rona Desiya	28	23	2	2 d̪ʊlɪ	Malenga Rona Desiya 2 d̪ʊlɪ	text-layer
59	dust	ODI	Cuttack Oriya	28	23	2	2 d̪ɦuɭi	Cuttack Oriya 2 d̪ɦuɭi	text-layer
60	gold	BIA	Biapada U. Didayi	28	23	2	1 suna	Biapada U. Didayi 1 suna	text-layer
60	gold	CHI	Chitrakonda L. Didayi	28	23	2	1 suna	Chitrakonda L. Didayi 1 suna	text-layer
60	gold	KAL	Kaluguda U. Didayi	28	23	2	1 sʊnɐ	Kaluguda U. Didayi 1 sʊnɐ	text-layer
60	gold	ORA	Orapadar U. Didayi	28	23	2	1 sʊnɐ̃	Orapadar U. Didayi 1 sʊnɐ̃	text-layer
60	gold	ORI	Oringi L. Didayi	29	24	1	1 suna	Oringi L. Didayi 1 suna	text-layer
60	gold	RAS	Rasabeda L. Bonda	29	24	1	1 sʊnɐ	Rasabeda L. Bonda 1 sʊnɐ	text-layer
60	gold	KEN	Kendhuguda L. Bonda	29	24	1	1 sʊnɐ	Kendhuguda L. Bonda 1 sʊnɐ	text-layer
60	gold	KAD	Kadamguda L. Bonda	29	24	1	1 sʊnɐ	Kadamguda L. Bonda 1 sʊnɐ	text-layer
60	gold	DUM	Dumripada U. Bonda	29	24	1	2 soɾsa	Dumripada U. Bonda 2 soɾsa	text-layer
60	gold	GUT	Tikrapada Gutob	29	24	1	1 sʊnːɐ	Tikrapada Gutob 1 sʊnːɐ	text-layer
60	gold	PAR	Kinumun Parenga Parja	29	24	1	1 sonɐ	Kinumun Parenga Parja 1 sonɐ	text-layer
60	gold	RON	Malenga Rona Desiya	29	24	1	1 sʊnɐ	Malenga Rona Desiya 1 sʊnɐ	text-layer
60	gold	ODI	Cuttack Oriya	29	24	1	1 sunːɑ	Cuttack Oriya 1 sunːɑ	text-layer
61	tree	BIA	Biapada U. Didayi	29	24	1	1 sɭa	Biapada U. Didayi 1 sɭa	text-layer
61	tree	CHI	Chitrakonda L. Didayi	29	24	1	1 sɭa	Chitrakonda L. Didayi 1 sɭa	text-layer
61	tree	KAL	Kaluguda U. Didayi	29	24	1	1 səɭa	Kaluguda U. Didayi 1 səɭa	text-layer
61	tree	ORA	Orapadar U. Didayi	29	24	1	1 sɭa	Orapadar U. Didayi 1 sɭa	text-layer
61	tree	ORI	Oringi L. Didayi	29	24	1	1 sɭa	Oringi L. Didayi 1 sɭa	text-layer
61	tree	RAS	Rasabeda L. Bonda	29	24	1	5 çemu	Rasabeda L. Bonda 5 çemu	text-layer
61	tree	KEN	Kendhuguda L. Bonda	29	24	1	5 çemu	Kendhuguda L. Bonda 5 çemu	text-layer
61	tree	KAD	Kadamguda L. Bonda	29	24	1	5 çemu	Kadamguda L. Bonda 5 çemu	text-layer
61	tree	DUM	Dumripada U. Bonda	29	24	1	2 sʊɭop	Dumripada U. Bonda 2 sʊɭop	text-layer
61	tree	GUT	Tikrapada Gutob	29	24	1	2 sʊlːop	Tikrapada Gutob 2 sʊlːop	text-layer
61	tree	PAR	Kinumun Parenga Parja	29	24	1	4 ʌɾɐ	Kinumun Parenga Parja 4 ʌɾɐ	text-layer
61	tree	RON	Malenga Rona Desiya	29	24	1	3 gɔtʃ	Malenga Rona Desiya 3 gɔtʃ	text-layer
61	tree	ODI	Cuttack Oriya	29	24	1	3 gətʃhə	Cuttack Oriya 3 gətʃhə	text-layer
62	leaf	BIA	Biapada U. Didayi	29	24	1	1 ʊlija	Biapada U. Didayi 1 ʊlija	text-layer
62	leaf	CHI	Chitrakonda L. Didayi	29	24	1	1 ʊlija	Chitrakonda L. Didayi 1 ʊlija	text-layer
62	leaf	KAL	Kaluguda U. Didayi	29	24	1	2 ʊlei	Kaluguda U. Didayi 2 ʊlei	text-layer
62	leaf	ORA	Orapadar U. Didayi	29	24	1	2 ʋɪle	Orapadar U. Didayi 2 ʋɪle	text-layer
62	leaf	ORI	Oringi L. Didayi	29	24	1	1 ʊlija	Oringi L. Didayi 1 ʊlija	text-layer
62	leaf	RAS	Rasabeda L. Bonda	29	24	1	4 ʊla	Rasabeda L. Bonda 4 ʊla	text-layer
62	leaf	KEN	Kendhuguda L. Bonda	29	24	1	4 ʊla	Kendhuguda L. Bonda 4 ʊla	text-layer
62	leaf	KAD	Kadamguda L. Bonda	29	24	1	4 ʊla	Kadamguda L. Bonda 4 ʊla	text-layer
62	leaf	DUM	Dumripada U. Bonda	29	24	1	4 ʊɭa	Dumripada U. Bonda 4 ʊɭa	text-layer
62	leaf	GUT	Tikrapada Gutob	29	24	1	4 olːɐ	Tikrapada Gutob 4 olːɐ	text-layer
62	leaf	PAR	Kinumun Parenga Parja	29	24	1	2 ʋolɐ, 4 ʋolɐ	Kinumun Parenga Parja 2 ʋolɐ, 4 ʋolɐ	text-layer
62	leaf	RON	Malenga Rona Desiya	29	24	1	3 pɔtɔ̪ɾ	Malenga Rona Desiya 3 pɔtɔ̪ɾ	text-layer
62	leaf	ODI	Cuttack Oriya	29	24	1	3 potɾo	Cuttack Oriya 3 potɾo	text-layer
63	root	BIA	Biapada U. Didayi	29	24	1	1 n̩ɖɾɛ	Biapada U. Didayi 1 n̩ɖɾɛ	text-layer
63	root	CHI	Chitrakonda L. Didayi	29	24	1	1 n̩ɖɾɛ	Chitrakonda L. Didayi 1 n̩ɖɾɛ	text-layer
63	root	KAL	Kaluguda U. Didayi	29	24	1	2 tʃeɾ	Kaluguda U. Didayi 2 tʃeɾ	text-layer
63	root	ORA	Orapadar U. Didayi	29	24	1	3 ɾeiku	Orapadar U. Didayi 3 ɾeiku	text-layer
63	root	ORI	Oringi L. Didayi	29	24	1	1 n̩ɖɾɛ	Oringi L. Didayi 1 n̩ɖɾɛ	text-layer
63	root	RAS	Rasabeda L. Bonda	29	24	1	2 tʃeɾ	Rasabeda L. Bonda 2 tʃeɾ	text-layer
63	root	KEN	Kendhuguda L. Bonda	29	24	1	2 tʃeɾ	Kendhuguda L. Bonda 2 tʃeɾ	text-layer
63	root	KAD	Kadamguda L. Bonda	29	24	1	2 tʃeɾ	Kadamguda L. Bonda 2 tʃeɾ	text-layer
63	root	DUM	Dumripada U. Bonda	29	24	1	4 ɾegi	Dumripada U. Bonda 4 ɾegi	text-layer
63	root	GUT	Tikrapada Gutob	29	24	1	2 sɛɾ	Tikrapada Gutob 2 sɛɾ	text-layer
63	root	PAR	Kinumun Parenga Parja	29	24	1	2 ʃeɾ	Kinumun Parenga Parja 2 ʃeɾ	text-layer
63	root	RON	Malenga Rona Desiya	29	24	1	2 tʃeɾ	Malenga Rona Desiya 2 tʃeɾ	text-layer
63	root	ODI	Cuttack Oriya	29	24	1	2 tʃeɽo	Cuttack Oriya 2 tʃeɽo	text-layer
64	thorn	BIA	Biapada U. Didayi	29	24	2	1 gɾɛ	Biapada U. Didayi 1 gɾɛ	text-layer
64	thorn	CHI	Chitrakonda L. Didayi	29	24	2	1 gɾɛ	Chitrakonda L. Didayi 1 gɾɛ	text-layer
64	thorn	KAL	Kaluguda U. Didayi	29	24	2	1 gɪɾe, 2 gɪɾe	Kaluguda U. Didayi 1 gɪɾe, 2 gɪɾe	text-layer
64	thorn	ORA	Orapadar U. Didayi	29	24	2	1 gɾɛ	Orapadar U. Didayi 1 gɾɛ	text-layer
64	thorn	ORI	Oringi L. Didayi	29	24	2	1 gɾɛ	Oringi L. Didayi 1 gɾɛ	text-layer
64	thorn	RAS	Rasabeda L. Bonda	29	24	2	2 gʌɾʌi	Rasabeda L. Bonda 2 gʌɾʌi	text-layer
64	thorn	KEN	Kendhuguda L. Bonda	29	24	2	2 gɪɾʌi	Kendhuguda L. Bonda 2 gɪɾʌi	text-layer
64	thorn	KAD	Kadamguda L. Bonda	29	24	2	2 gɪɾʌi	Kadamguda L. Bonda 2 gɪɾʌi	text-layer
64	thorn	DUM	Dumripada U. Bonda	29	24	2	2 gɪɾʌi	Dumripada U. Bonda 2 gɪɾʌi	text-layer
64	thorn	GUT	Tikrapada Gutob	29	24	2	2 gʊɾɐi	Tikrapada Gutob 2 gʊɾɐi	text-layer
64	thorn	PAR	Kinumun Parenga Parja	29	24	2	3 ubɐ, 5 ʋolɐ	Kinumun Parenga Parja 3 ubɐ, 5 ʋolɐ	text-layer
64	thorn	RON	Malenga Rona Desiya	29	24	2	4 kɐʈ̃ɐ	Malenga Rona Desiya 4 kɐʈ̃ɐ	text-layer
64	thorn	ODI	Cuttack Oriya	29	24	2	6 kontɑ̪	Cuttack Oriya 6 kontɑ̪	text-layer
65	flower	BIA	Biapada U. Didayi	29	24	2	1 saɾi	Biapada U. Didayi 1 saɾi	text-layer
65	flower	CHI	Chitrakonda L. Didayi	29	24	2	1 saɾi	Chitrakonda L. Didayi 1 saɾi	text-layer
65	flower	KAL	Kaluguda U. Didayi	29	24	2	1 saɾi	Kaluguda U. Didayi 1 saɾi	text-layer
65	flower	ORA	Orapadar U. Didayi	29	24	2	1 saɾi	Orapadar U. Didayi 1 saɾi	text-layer
65	flower	ORI	Oringi L. Didayi	29	24	2	1 saɾi	Oringi L. Didayi 1 saɾi	text-layer
65	flower	RAS	Rasabeda L. Bonda	29	24	2	1 saɾi	Rasabeda L. Bonda 1 saɾi	text-layer
65	flower	KEN	Kendhuguda L. Bonda	29	24	2	1 saɾi	Kendhuguda L. Bonda 1 saɾi	text-layer
65	flower	KAD	Kadamguda L. Bonda	29	24	2	1 saɾi	Kadamguda L. Bonda 1 saɾi	text-layer
65	flower	DUM	Dumripada U. Bonda	29	24	2	1 saɾi	Dumripada U. Bonda 1 saɾi	text-layer
65	flower	GUT	Tikrapada Gutob	29	24	2	1 sɐɾi	Tikrapada Gutob 1 sɐɾi	text-layer
65	flower	PAR	Kinumun Parenga Parja	29	24	2	2 tʌ̪ɾbɐ	Kinumun Parenga Parja 2 tʌ̪ɾbɐ	text-layer
65	flower	RON	Malenga Rona Desiya	29	24	2	3 phʊl	Malenga Rona Desiya 3 phʊl	text-layer
65	flower	ODI	Cuttack Oriya	29	24	2	3 phulo	Cuttack Oriya 3 phulo	text-layer
66	fruit	BIA	Biapada U. Didayi	29	24	2	1 tʃuɖe	Biapada U. Didayi 1 tʃuɖe	text-layer
66	fruit	CHI	Chitrakonda L. Didayi	29	24	2	1 tʃutʃu	Chitrakonda L. Didayi 1 tʃutʃu	text-layer
66	fruit	KAL	Kaluguda U. Didayi	29	24	2	1 tʃutʃui	Kaluguda U. Didayi 1 tʃutʃui	text-layer
66	fruit	ORA	Orapadar U. Didayi	29	24	2	1 tʃuɖe	Orapadar U. Didayi 1 tʃuɖe	text-layer
66	fruit	ORI	Oringi L. Didayi	29	24	2	1 tʃutʃu	Oringi L. Didayi 1 tʃutʃu	text-layer
66	fruit	RAS	Rasabeda L. Bonda	29	24	2	2 poːl	Rasabeda L. Bonda 2 poːl	text-layer
66	fruit	KEN	Kendhuguda L. Bonda	29	24	2	2 poːl	Kendhuguda L. Bonda 2 poːl	text-layer
66	fruit	KAD	Kadamguda L. Bonda	29	24	2	2 poːl	Kadamguda L. Bonda 2 poːl	text-layer
66	fruit	DUM	Dumripada U. Bonda	29	24	2	2 poːl	Dumripada U. Bonda 2 poːl	text-layer
66	fruit	GUT	Tikrapada Gutob	29	24	2	2 fol	Tikrapada Gutob 2 fol	text-layer
66	fruit	PAR	Kinumun Parenga Parja	29	24	2	3 uɖo	Kinumun Parenga Parja 3 uɖo	text-layer
66	fruit	RON	Malenga Rona Desiya	29	24	2	2 phɔl	Malenga Rona Desiya 2 phɔl	text-layer
66	fruit	ODI	Cuttack Oriya	29	24	2	2 pholo	Cuttack Oriya 2 pholo	text-layer
67	mango	BIA	Biapada U. Didayi	29	24	2	1 ʊli	Biapada U. Didayi 1 ʊli	text-layer
67	mango	CHI	Chitrakonda L. Didayi	29	24	2	1 ʊli	Chitrakonda L. Didayi 1 ʊli	text-layer
67	mango	KAL	Kaluguda U. Didayi	29	24	2	1 ʊli	Kaluguda U. Didayi 1 ʊli	text-layer
67	mango	ORA	Orapadar U. Didayi	29	24	2	1 ʊli	Orapadar U. Didayi 1 ʊli	text-layer
67	mango	ORI	Oringi L. Didayi	29	24	2	1 ʊli	Oringi L. Didayi 1 ʊli	text-layer
67	mango	RAS	Rasabeda L. Bonda	29	24	2	1 ʊli	Rasabeda L. Bonda 1 ʊli	text-layer
67	mango	KEN	Kendhuguda L. Bonda	29	24	2	1 ʊli	Kendhuguda L. Bonda 1 ʊli	text-layer
67	mango	KAD	Kadamguda L. Bonda	29	24	2	1 ʊli	Kadamguda L. Bonda 1 ʊli	text-layer
67	mango	DUM	Dumripada U. Bonda	30	25	1	1 li	Dumripada U. Bonda 1 li	text-layer
67	mango	GUT	Tikrapada Gutob	30	25	1	2 bʊlu	Tikrapada Gutob 2 bʊlu	text-layer
67	mango	PAR	Kinumun Parenga Parja	30	25	1	3 uɖo	Kinumun Parenga Parja 3 uɖo	text-layer
67	mango	RON	Malenga Rona Desiya	30	25	1	4 ɐm	Malenga Rona Desiya 4 ɐm	text-layer
67	mango	ODI	Cuttack Oriya	30	25	1	5 ɑmbo	Cuttack Oriya 5 ɑmbo	text-layer
68	banana	BIA	Biapada U. Didayi	30	25	1	1 n̩so	Biapada U. Didayi 1 n̩so	text-layer
68	banana	CHI	Chitrakonda L. Didayi	30	25	1	1 n̩so	Chitrakonda L. Didayi 1 n̩so	text-layer
68	banana	KAL	Kaluguda U. Didayi	30	25	1	5 n̩sɪg	Kaluguda U. Didayi 5 n̩sɪg	text-layer
68	banana	ORA	Orapadar U. Didayi	30	25	1	1 n̩so	Orapadar U. Didayi 1 n̩so	text-layer
68	banana	ORI	Oringi L. Didayi	30	25	1	1 n̩so	Oringi L. Didayi 1 n̩so	text-layer
68	banana	RAS	Rasabeda L. Bonda	30	25	1	4 n̩dʒuɖa	Rasabeda L. Bonda 4 n̩dʒuɖa	text-layer
68	banana	KEN	Kendhuguda L. Bonda	30	25	1	4 n̩dʒuʔŋuɖa	Kendhuguda L. Bonda 4 n̩dʒuʔŋuɖa	text-layer
68	banana	KAD	Kadamguda L. Bonda	30	25	1	4 n̩dʒuɖa	Kadamguda L. Bonda 4 n̩dʒuɖa	text-layer
68	banana	DUM	Dumripada U. Bonda	30	25	1	4 n̩sʊʔgʊɖa	Dumripada U. Bonda 4 n̩sʊʔgʊɖa	text-layer
68	banana	GUT	Tikrapada Gutob	30	25	1	3 khod̪olɪ	Tikrapada Gutob 3 khod̪olɪ	text-layer
68	banana	PAR	Kinumun Parenga Parja	30	25	1	2 uɾɐ	Kinumun Parenga Parja 2 uɾɐ	text-layer
68	banana	RON	Malenga Rona Desiya	30	25	1	3 kɔd̪lɪ	Malenga Rona Desiya 3 kɔd̪lɪ	text-layer
68	banana	ODI	Cuttack Oriya	30	25	1	3 kodoli	Cuttack Oriya 3 kodoli	text-layer
69	wheat	BIA	Biapada U. Didayi	30	25	1	1 gɔm	Biapada U. Didayi 1 gɔm	text-layer
69	wheat	CHI	Chitrakonda L. Didayi	30	25	1	1 gɔm	Chitrakonda L. Didayi 1 gɔm	text-layer
69	wheat	KAL	Kaluguda U. Didayi	30	25	1	4 god̪aŋ	Kaluguda U. Didayi 4 god̪aŋ	text-layer
69	wheat	ORA	Orapadar U. Didayi	30	25	1	1 gɔm	Orapadar U. Didayi 1 gɔm	text-layer
69	wheat	ORI	Oringi L. Didayi	30	25	1	1 gɔm	Oringi L. Didayi 1 gɔm	text-layer
69	wheat	RAS	Rasabeda L. Bonda	30	25	1	1 gɔŋ	Rasabeda L. Bonda 1 gɔŋ	text-layer
69	wheat	KEN	Kendhuguda L. Bonda	30	25	1	1 gom	Kendhuguda L. Bonda 1 gom	text-layer
69	wheat	KAD	Kadamguda L. Bonda	30	25	1	1 gom	Kadamguda L. Bonda 1 gom	text-layer
69	wheat	DUM	Dumripada U. Bonda	30	25	1	1 gom	Dumripada U. Bonda 1 gom	text-layer
69	wheat	GUT	Tikrapada Gutob	30	25	1	2 kɛɾoŋ	Tikrapada Gutob 2 kɛɾoŋ	text-layer
69	wheat	PAR	Kinumun Parenga Parja	30	25	1	0 no entry	Kinumun Parenga Parja 0 no entry	text-layer
69	wheat	RON	Malenga Rona Desiya	30	25	1	1 gɔm	Malenga Rona Desiya 1 gɔm	text-layer
69	wheat	ODI	Cuttack Oriya	30	25	1	3 gohomõ	Cuttack Oriya 3 gohomõ	text-layer
70	millet	BIA	Biapada U. Didayi	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	CHI	Chitrakonda L. Didayi	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	KAL	Kaluguda U. Didayi	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	ORA	Orapadar U. Didayi	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	ORI	Oringi L. Didayi	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	RAS	Rasabeda L. Bonda	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	KEN	Kendhuguda L. Bonda	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	KAD	Kadamguda L. Bonda	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	DUM	Dumripada U. Bonda	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	GUT	Tikrapada Gutob	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	PAR	Kinumun Parenga Parja	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	RON	Malenga Rona Desiya	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
70	millet	ODI	Cuttack Oriya	30	25	1	DISQUALIFIED	70. millet  DISQUALIFIED	disqualified
71	rice	BIA	Biapada U. Didayi	30	25	1	1 ɾʊkːo	Biapada U. Didayi 1 ɾʊkːo	text-layer
71	rice	CHI	Chitrakonda L. Didayi	30	25	1	1 ɾʊkːo	Chitrakonda L. Didayi 1 ɾʊkːo	text-layer
71	rice	KAL	Kaluguda U. Didayi	30	25	1	5 ɾɪki	Kaluguda U. Didayi 5 ɾɪki	text-layer
71	rice	ORA	Orapadar U. Didayi	30	25	1	1 ɾʊkːo	Orapadar U. Didayi 1 ɾʊkːo	text-layer
71	rice	ORI	Oringi L. Didayi	30	25	1	1 ɾʊkːo	Oringi L. Didayi 1 ɾʊkːo	text-layer
71	rice	RAS	Rasabeda L. Bonda	30	25	1	4 ŋ̩ku	Rasabeda L. Bonda 4 ŋ̩ku	text-layer
71	rice	KEN	Kendhuguda L. Bonda	30	25	1	4 ŋ̩ku	Kendhuguda L. Bonda 4 ŋ̩ku	text-layer
71	rice	KAD	Kadamguda L. Bonda	30	25	1	4 ŋ̩ku	Kadamguda L. Bonda 4 ŋ̩ku	text-layer
71	rice	DUM	Dumripada U. Bonda	30	25	1	1 ɾʊŋko, 2 ɾʊŋko	Dumripada U. Bonda 1 ɾʊŋko, /continued/ 2 ɾʊŋko	text-layer
71	rice	GUT	Tikrapada Gutob	30	25	1	1 ɾʊkːu	Tikrapada Gutob 1 ɾʊkːu	text-layer
71	rice	PAR	Kinumun Parenga Parja	30	25	1	2 ɾuŋ	Kinumun Parenga Parja 2 ɾuŋ	text-layer
71	rice	RON	Malenga Rona Desiya	30	25	1	3 tʃaul	Malenga Rona Desiya 3 tʃaul	text-layer
71	rice	ODI	Cuttack Oriya	30	25	1	3 tʃɑwuɭo	Cuttack Oriya 3 tʃɑwuɭo	text-layer
72	potato	BIA	Biapada U. Didayi	30	25	2	1 alu	Biapada U. Didayi 1 alu	text-layer
72	potato	CHI	Chitrakonda L. Didayi	30	25	2	1 alu	Chitrakonda L. Didayi 1 alu	text-layer
72	potato	KAL	Kaluguda U. Didayi	30	25	2	1 alu	Kaluguda U. Didayi 1 alu	text-layer
72	potato	ORA	Orapadar U. Didayi	30	25	2	1 alu	Orapadar U. Didayi 1 alu	text-layer
72	potato	ORI	Oringi L. Didayi	30	25	2	1 alu	Oringi L. Didayi 1 alu	text-layer
72	potato	RAS	Rasabeda L. Bonda	30	25	2	1 alu	Rasabeda L. Bonda 1 alu	text-layer
72	potato	KEN	Kendhuguda L. Bonda	30	25	2	1 alu	Kendhuguda L. Bonda 1 alu	text-layer
72	potato	KAD	Kadamguda L. Bonda	30	25	2	1 alu	Kadamguda L. Bonda 1 alu	text-layer
72	potato	DUM	Dumripada U. Bonda	30	25	2	1 alu	Dumripada U. Bonda 1 alu	text-layer
72	potato	GUT	Tikrapada Gutob	30	25	2	1 ɐlu	Tikrapada Gutob 1 ɐlu	text-layer
72	potato	PAR	Kinumun Parenga Parja	30	25	2	1 ɐlu	Kinumun Parenga Parja 1 ɐlu	text-layer
72	potato	RON	Malenga Rona Desiya	30	25	2	1 ɐlʊ	Malenga Rona Desiya 1 ɐlʊ	text-layer
72	potato	ODI	Cuttack Oriya	30	25	2	1 ɑɭu	Cuttack Oriya 1 ɑɭu	text-layer
73	eggplant	BIA	Biapada U. Didayi	30	25	2	1 koɖẽhẽ	Biapada U. Didayi 1 koɖẽhẽ	text-layer
73	eggplant	CHI	Chitrakonda L. Didayi	30	25	2	1 koɖẽhã	Chitrakonda L. Didayi 1 koɖẽhã	text-layer
73	eggplant	KAL	Kaluguda U. Didayi	30	25	2	1 koɖhehẽ	Kaluguda U. Didayi 1 koɖhehẽ	text-layer
73	eggplant	ORA	Orapadar U. Didayi	30	25	2	1 koɖẽhã	Orapadar U. Didayi 1 koɖẽhã	text-layer
73	eggplant	ORI	Oringi L. Didayi	30	25	2	1 koɖẽhã	Oringi L. Didayi 1 koɖẽhã	text-layer
73	eggplant	RAS	Rasabeda L. Bonda	30	25	2	2 ijom	Rasabeda L. Bonda 2 ijom	text-layer
73	eggplant	KEN	Kendhuguda L. Bonda	30	25	2	2 ijom	Kendhuguda L. Bonda 2 ijom	text-layer
73	eggplant	KAD	Kadamguda L. Bonda	30	25	2	2 ijom	Kadamguda L. Bonda 2 ijom	text-layer
73	eggplant	DUM	Dumripada U. Bonda	30	25	2	2 ijõm	Dumripada U. Bonda 2 ijõm	text-layer
73	eggplant	GUT	Tikrapada Gutob	30	25	2	2 ejom, 3 bɐigon	Tikrapada Gutob 2 ejom, /continued/ 3 bɐigon	text-layer
73	eggplant	PAR	Kinumun Parenga Parja	30	25	2	3 bʌɪŋgɔn	Kinumun Parenga Parja 3 bʌɪŋgɔn	text-layer
73	eggplant	RON	Malenga Rona Desiya	30	25	2	3 bɐjgɔn	Malenga Rona Desiya 3 bɐjgɔn	text-layer
73	eggplant	ODI	Cuttack Oriya	30	25	2	3 bɑiŋgoɳõ	Cuttack Oriya 3 bɑiŋgoɳõ	text-layer
74	groundnut	BIA	Biapada U. Didayi	30	25	2	4 tʃeɾtʃɔna	Biapada U. Didayi 4 tʃeɾtʃɔna	text-layer
74	groundnut	CHI	Chitrakonda L. Didayi	30	25	2	2 tʃɔnɐ, 4 tʃɔnɐ	Chitrakonda L. Didayi 2 tʃɔnɐ, 4 tʃɔnɐ	text-layer
74	groundnut	KAL	Kaluguda U. Didayi	30	25	2	2 tʃʌnɐ, 4 tʃʌnɐ	Kaluguda U. Didayi 2 tʃʌnɐ, 4 tʃʌnɐ	text-layer
