ID,Short,Source,Progress,Provenance,Editor,OCR,Etymology_Provenance
GGEG,R2019b,"Felix Rau\.
Gutob lexical source ggeg\.
Source siglum in the deposited Proto\-Munda cognate dataset, 2019\.
The deposit does not expand GGEG; retained as an unresolved upstream source identity\.
URL: [https://zenodo\.org/records/3380874](https://zenodo.org/records/3380874)\.",Partial: the cited Gutob reflexes,data/munda/rau_2019.csv; data/munda/forms.csv; the Zenodo deposit and Munda catalogs were checked without finding a defensible expansion,Aryaman Arora and OpenAI Codex,No,source
JLIC,R2019c,"Felix Rau\.
Juang lexical source jlic\.
Source siglum in the deposited Proto\-Munda cognate dataset, 2019\.
The deposit does not expand JLIC; retained as an unresolved upstream source identity\.
URL: [https://zenodo\.org/records/3380874](https://zenodo.org/records/3380874)\.",Partial: the cited Juang reflexes,data/munda/rau_2019.csv; data/munda/forms.csv; the Zenodo deposit and Munda catalogs were checked without finding a defensible expansion,Aryaman Arora and OpenAI Codex,No,source
EM,H1930—1950a,"Johann Hoffmann and Arthur Van Emelen\.
*Encyclopaedia Mundarica*\.
Superintendent, Government Printing, Bihar and Orissa, Patna, 1930–1950\.
Thirteen volumes; source siglum EM in Rau 2019\.",Partial: the cited Mundari reflexes,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
BSDV2,B1930,"Paul Olaf Bodding\.
*A Santali Dictionary: Santali\-English, Volume 2*\.
Det Norske Videnskaps\-Akademi, Oslo, 1930\.
Source siglum BSDV2 in Rau 2019\.",Partial: the cited Santali reflex,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
korkutxt,D2004b,"Patricia J\. Donegan and David Stampe\.
Munda lexical archive: korku text file\.
Electronic lexical archive, 2004\.
Source label korku\.txt in Rau 2019\.
URL: [http://sealang\.net/munda/main\.htm](http://sealang.net/munda/main.htm)\.",Partial: the cited Korku text record,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
MJTL,M1964,"Dan Mitchell Matson\.
*A Grammatical Sketch of Juang, a Munda Language*\.
PhD thesis, University of Wisconsin, 1964\.
Draws on B\. P\. Mahapatra's Revised Munda Lexical List \(Juang\); source siglum MJTL in Rau 2019\.",Partial: the cited Juang reflex,data/munda/rau_2019.csv; data/munda/forms.csv; identity checked against the SEAlang Munda source catalog,Aryaman Arora and OpenAI Codex,No,source
ZG65,Z1965a,"Norman H\. Zide\.
Gutob verb lexicon\.
Unpublished manuscript, University of Chicago Munda Languages Project, 1965\.
Variant source siglum ZG65 in Rau 2019\.",Partial: the cited Gutob reflexes,data/munda/rau_2019.csv; data/munda/forms.csv; identity follows catalogs of the Chicago Munda materials,Aryaman Arora and OpenAI Codex,No,source
EMV13,H1950,"Johann Hoffmann and Arthur Van Emelen\.
*Encyclopaedia Mundarica, Volume 13*\.
Superintendent, Government Printing, Bihar and Orissa, Patna, 1950\.
Source siglum EMV13 in Rau 2019\.",Partial: the cited Mundari reflexes,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
DSKH,D2004c,"Patricia J\. Donegan and David Stampe\.
Munda lexical archive: kharia lexical file \(source siglum dskh\)\.
Electronic lexical archive, 2004\.
Archive\-internal record identifiers preserved by Rau 2019\.
URL: [http://sealang\.net/munda/main\.htm](http://sealang.net/munda/main.htm)\.",Partial: the cited Kharia archive records,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
PJED,P2009a,"John Peterson\.
A kharia\-english lexicon\.
*Himalayan Linguistics Archive*, 5:i–xv, 1–212, 2009\.
Variant source siglum PJED in Rau 2019\.
URL: [https://repositories\.cdlib\.org/uc/item/4566c4bw](https://repositories.cdlib.org/uc/item/4566c4bw), [doi:10\.5070/H90023672](https://doi.org/10.5070/H90023672)\.",Partial: the cited Kharia reflex,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
BSDV5,B1936,"Paul Olaf Bodding\.
*A Santali Dictionary: Santali\-English, Volume 5*\.
Det Norske Videnskaps\-Akademi, Oslo, 1936\.
Source siglum BSDV5 in Rau 2019\.",Partial: the cited Santali reflexes,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
BSD2,B1930a,"Paul Olaf Bodding\.
*A Santali Dictionary: Santali\-English, Volume 2*\.
Det Norske Videnskaps\-Akademi, Oslo, 1930\.
Source siglum BSD2 in Rau 2019\.",Partial: the cited Santali reflex,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
DSKO,D2004d,"Patricia J\. Donegan and David Stampe\.
Munda lexical archive: korku lexical file \(source siglum dsko\)\.
Electronic lexical archive, 2004\.
Archive\-internal record identifiers preserved by Rau 2019\.
URL: [http://sealang\.net/munda/main\.htm](http://sealang.net/munda/main.htm)\.",Partial: the cited Korku archive records,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
DSKW,D2004e,"Patricia J\. Donegan and David Stampe\.
Munda lexical archive: korwa lexical file \(source siglum dskw\)\.
Electronic lexical archive, 2004\.
Archive\-internal record identifiers preserved by Rau 2019\.
URL: [http://sealang\.net/munda/main\.htm](http://sealang.net/munda/main.htm)\.",Partial: the cited Korwa archive records,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
DSBO,D2004f,"Patricia J\. Donegan and David Stampe\.
Munda lexical archive: bondo/remo lexical file \(source siglum dsbo\)\.
Electronic lexical archive, 2004\.
Archive\-internal record identifier preserved by Rau 2019\.
URL: [http://sealang\.net/munda/main\.htm](http://sealang.net/munda/main.htm)\.",Partial: the cited Remo archive record,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
GTXT,D2004g,"Patricia J\. Donegan and David Stampe\.
Munda lexical archive: gutob text file\.
Electronic lexical archive, 2004\.
Source siglum GTXT in Rau 2019\.
URL: [http://sealang\.net/munda/main\.htm](http://sealang.net/munda/main.htm)\.",Partial: the cited Gutob text record,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
CSED,C1899b,"Andrew Campbell\.
*A Santali\-English Dictionary*\.
Santal Mission Press, Pokhuria, Manbhum, 1899\.
Variant source siglum CSED in Rau 2019\.",Partial: the cited Santali reflexes,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
BSD3,B1932,"Paul Olaf Bodding\.
*A Santali Dictionary: Santali\-English, Volume 3*\.
Det Norske Videnskaps\-Akademi, Oslo, 1932\.
Source siglum BSD3 in Rau 2019\.",Partial: the cited Santali reflex,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
Z1965,Z1965b,"Norman H\. Zide\.
Gutob verb lexicon\.
Unpublished manuscript, University of Chicago Munda Languages Project, 1965\.
Source siglum Z1965 in Rau 2019\.",Partial: the cited Gutob reflexes,data/munda/rau_2019.csv; data/munda/forms.csv; identity follows catalogs of the Chicago Munda materials,Aryaman Arora and OpenAI Codex,No,source
SAAW,R2019d,"Felix Rau\.
Gutob lexical source saaw\.
Source siglum in the deposited Proto\-Munda cognate dataset, 2019\.
The deposit does not expand SAAW; retained as an unresolved upstream source identity\.
URL: [https://zenodo\.org/records/3380874](https://zenodo.org/records/3380874)\.",Partial: the cited Gutob reflex,data/munda/rau_2019.csv; data/munda/forms.csv; the Zenodo deposit and Munda catalogs were checked without finding a defensible expansion,Aryaman Arora and OpenAI Codex,No,source
DSJU,D2004h,"Patricia J\. Donegan and David Stampe\.
Munda lexical archive: juang lexical file \(source siglum dsju\)\.
Electronic lexical archive, 2004\.
Archive\-internal record identifiers preserved by Rau 2019\.
URL: [http://sealang\.net/munda/main\.htm](http://sealang.net/munda/main.htm)\.",Partial: the cited Juang archive records,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
BSDV1,B1929a,"Paul Olaf Bodding\.
*A Santali Dictionary: Santali\-English, Volume 1*\.
Det Norske Videnskaps\-Akademi, Oslo, 1929\.
Source siglum BSDV1 in Rau 2019\.",Partial: the cited Santali reflex,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
EMV12,H1930—1950b,"Johann Hoffmann and Arthur Van Emelen\.
*Encyclopaedia Mundarica, Volume 12*\.
Superintendent, Government Printing, Bihar and Orissa, Patna, 1930–1950\.
Source siglum EMV12 in Rau 2019\.",Partial: the cited Mundari reflex,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
Z1975,Z1975,"Norman H\. Zide\.
Gutob lexical source z1975\.
Unpublished source cited by Rau 2019, 1975\.
The deposited dataset does not provide a fuller title\.",Partial: the cited Gutob reflex,data/munda/rau_2019.csv; data/munda/forms.csv; the Zenodo deposit and Munda catalogs were checked without finding a defensible expansion,Aryaman Arora and OpenAI Codex,No,source
AG,G2008a,"Arlo Griffiths\.
Gutob\.
In Gregory D\. S\. Anderson, editor, *The Munda Languages*, pages 633–681\.
Routledge, London and New York, 2008\.",Partial: the cited Gutob reflex,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
PKEV,P2009b,"John Peterson\.
A kharia\-english lexicon\.
*Himalayan Linguistics Archive*, 5:i–xv, 1–212, 2009\.
Variant source siglum PKEV in Rau 2019\.
URL: [https://repositories\.cdlib\.org/uc/item/4566c4bw](https://repositories.cdlib.org/uc/item/4566c4bw), [doi:10\.5070/H90023672](https://doi.org/10.5070/H90023672)\.",Partial: the cited Kharia reflex,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
DSGT,D2004i,"Patricia J\. Donegan and David Stampe\.
Munda lexical archive: gta' lexical file \(source siglum dsgt\)\.
Electronic lexical archive, 2004\.
Archive\-internal record identifiers preserved by Rau 2019\.
URL: [http://sealang\.net/munda/main\.htm](http://sealang.net/munda/main.htm)\.",Partial: the cited Gta' archive records,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
A,Z1968,"Arlene R\. K\. Zide\.
A gorum lexicon\. part i: gorum\-english\.
Unpublished mimeograph, University of Chicago Munda Languages Project, 1968\.
Source label A\.Zide\.dic in Rau 2019\.
URL: [http://sealang\.net/munda/database/](http://sealang.net/munda/database/)\.",Partial: the cited Gorum reflex,data/munda/rau_2019.csv; data/munda/forms.csv; bibliographic identity checked against the SEAlang Munda source catalog,Aryaman Arora and OpenAI Codex,No,source
PKEP,P2009c,"John Peterson\.
A kharia\-english lexicon\.
*Himalayan Linguistics Archive*, 5:i–xv, 1–212, 2009\.
Variant source siglum PKEP in Rau 2019\.
URL: [https://repositories\.cdlib\.org/uc/item/4566c4bw](https://repositories.cdlib.org/uc/item/4566c4bw), [doi:10\.5070/H90023672](https://doi.org/10.5070/H90023672)\.",Partial: the cited Kharia reflex,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
DSRE,D2004j,"Patricia J\. Donegan and David Stampe\.
Munda lexical archive: remo lexical file \(source siglum dsre\)\.
Electronic lexical archive, 2004\.
Archive\-internal record identifier preserved by Rau 2019\.
URL: [http://sealang\.net/munda/main\.htm](http://sealang.net/munda/main.htm)\.",Partial: the cited Remo archive record,data/munda/rau_2019.csv; data/munda/forms.csv,Aryaman Arora and OpenAI Codex,No,source
Zide,Z1968a,"Arlene R\. K\. Zide\.
A gorum lexicon\. part i: gorum\-english\.
Unpublished mimeograph, University of Chicago Munda Languages Project, 1968\.
Source siglum Zide in Rau 2019\.
URL: [http://sealang\.net/munda/database/](http://sealang.net/munda/database/)\.",Partial: the cited Gorum reflex,data/munda/rau_2019.csv; data/munda/forms.csv; bibliographic identity checked against the SEAlang Munda source catalog,Aryaman Arora and OpenAI Codex,No,source
MVOL,?,"Gregory D\. S\. Anderson, editor\.
*The Munda Languages*\.
Routledge, London and New York, 2008\.
ISBN 978\-0\-415\-32890\-6\.
Source siglum MVol in Rau 2019\.",Partial: the cited Remo comparative reflexes,data/munda/rau_2019.csv; data/munda/forms.csv; identity checked against the published volume,Aryaman Arora and OpenAI Codex,No,source
Z1982,Z1982a,"Arlene R\. K\. Zide\.
*A Reconstruction of Proto\-Sora\-Juray\-Gorum Phonology*\.
PhD thesis, University of Chicago, 1982\.
Source siglum Z1982 in Rau 2019\.",Partial: the cited Gorum reflex,data/munda/rau_2019.csv; data/munda/forms.csv; bibliographic identity checked against the Munda bibliography,Aryaman Arora and OpenAI Codex,No,source
canvin2025,C2025,"Maggie Canvin, Nidhin Joseph, and M\. R\. Manoj\.
A sociolinguistic survey of the mavilan tulu language in northern kerala\.
*Journal of Language Survey Reports*, 2025\.
URL: [https://www\.sil\.org/system/files/reapdata/other/JLSR2025\-005\.pdf](https://www.sil.org/system/files/reapdata/other/JLSR2025-005.pdf)\.",Yes,data/other/forms/20260723-markodi.csv,Aryaman Arora; OpenAI Codex; Claude Opus 4.8,No,
lehr,L2014,"Rachel Lehr\.
*A Descriptive Grammar of Pashai: The Language and Speech Community of Darrai Nur*\.
PhD thesis, University of Chicago, Chicago, Illinois, August 2014\.",Partial,data/other/forms/20230705-pashai.csv,Aryaman Arora; OpenAI Codex,No,jambu
zoller2005,Z2005,"Claus Peter Zoller\.
*A Grammar and Dictionary of Indus Kohistani\. Volume 1: Dictionary*\.
Number 21\-1 in Trends in Linguistics\. Documentation\.
Mouton de Gruyter, Berlin and New York, 2005\.
ISBN 9783110179477\.
[doi:10\.1515/9783110197303](https://doi.org/10.1515/9783110197303)\.",Partial,data/other/forms/20260724-zoller-indus-kohistani.csv,OpenAI Codex,No,source-mapped
bashir2023,B2023,"Elena Bashir\.
A Khowar\-English lexicon: with cultural and etymological notes\.
*Himalayan Linguistics*, pages i–xi, 1–160, 2023\.
URL: [https://escholarship\.org/uc/item/955239w9](https://escholarship.org/uc/item/955239w9), [doi:10\.5070/H90057297](https://doi.org/10.5070/H90057297)\.",Partial,data/other/forms/20260725-bashir-khowar.csv,Aryaman Arora; OpenAI Codex,No,source
yoshioka2012,Y2012,"Noboru Yoshioka\.
*A Reference Grammar of Eastern Burushaski*\.
PhD thesis, Tokyo University of Foreign Studies, Tokyo, September 2012\.",Full,data/other/forms/20260726-yoshioka-eastern-burushaski.csv,Aryaman Arora; OpenAI Codex,No,
andersen1990,A1990,"Paul Kent Andersen\.
*Studies in the Minor Rock Edicts of Aśoka\. I: Critical Edition*\.
Hedwig Falk, Freiburg, 1990\.",Full,data/other/forms/20260804-andersen-mre.csv,Aryaman Arora; OpenAI Codex,Yes,source-mapped
weinreich2008,W2008,"Matthias Weinreich\.
Two varieties of Ḍomaakí\.
*Zeitschrift der Deutschen Morgenländischen Gesellschaft*, 158\(2\):299–316, 2008\.
URL: [https://www\.jstor\.org/stable/10\.13173/zeitdeutmorggese\.158\.2\.0299](https://www.jstor.org/stable/10.13173/zeitdeutmorggese.158.2.0299)\.",Section 8 vocabulary,data/other/forms/20260813-weinreich-domaaki.csv,OpenAI Codex,No,source
kullui-org,K2026,"Anastasia S\. Krylova and A\. B\. Ioannissiani\.
Kullui\-english\-russian dictionary\.
2026\.
Online database, version 3\.1\.0; created as part of Russian Science Foundation project 24\-78\-10052\.
URL: [https://kullui\.org/](https://kullui.org/)\.",Full,data/other/forms/20260813-kullui-org.csv,Aryaman Arora; OpenAI Codex,No,source-mapped
lipp2014western-tamang,L2014a,"Timothy Lipp\.
A sociolinguistic study of western tamang in nepal\.
Technical Report, SIL International and Linguistic Survey of Nepal, Kathmandu, 2014\.
URL: [https://nepal\.sil\.org/resources/archives/59839](https://nepal.sil.org/resources/archives/59839)\.",Yes,data/other/forms/20260813-western-tamang.csv,OpenAI Codex,No,
devries2020humla,V2020,"Klaas de Vries\.
A sociolinguistic survey of humla tibetan in northwest nepal\.
*Journal of Language Survey Reports*, 2020\.
URL: [https://nepal\.sil\.org/resources/archives/86809](https://nepal.sil.org/resources/archives/86809)\.",Yes,data/other/forms/20260813-humla.csv,OpenAI Codex,No,
swenson2019gurung,S2019,"Janel Swenson\.
A sociolinguistic study of gurung in nepal\.
*Journal of Language Survey Reports*, 2019\.
URL: [https://nepal\.sil\.org/resources/archives/83990](https://nepal.sil.org/resources/archives/83990)\.",Yes,data/other/forms/20260813-gurung.csv,OpenAI Codex,No,
eichentopf-tupper2019dotyali,E2019,"Stephanie R\. Eichentopf and Katharina Tupper\.
A sociolinguistic study of dotyali\.
*Journal of Language Survey Reports*, 2019\.
URL: [https://nepal\.sil\.org/resources/archives/81187](https://nepal.sil.org/resources/archives/81187)\.",Yes,data/other/forms/20260813-dotyali.csv,OpenAI Codex,No,
joseph2024kudiya,J2024,"Nidhin Joseph\.
A sociolinguistic survey of the kudiya language in karnataka and kerala\.
*Journal of Language Survey Reports*, 2024\.
URL: [https://www\.sil\.org/resources/publications/entry/100247](https://www.sil.org/resources/publications/entry/100247)\.",Kudiya target wordlists KDG and KDK; comparison lists excluded,data/other/forms/20260813-kudiya.csv,OpenAI Codex,No,
page2024majhi-bote,P2024,"Jessica Page\.
A comparative study of majhi and bote in nepal\.
*Journal of Language Survey Reports*, 2024\.
URL: [https://nepal\.sil\.org/resources/archives/99073](https://nepal.sil.org/resources/archives/99073)\.",All four Majhi and both Bote target wordlists,data/other/forms/20260813-majhi-bote.csv,OpenAI Codex,No,
eichentopf-mitchell2020kochila,E2020,"Stephanie R\. Eichentopf and Jessica R\. Mitchell\.
A sociolinguistic study of kochila tharu in southeast nepal\.
*Journal of Language Survey Reports*, 2020\.
URL: [https://nepal\.sil\.org/resources/archives/85355](https://nepal.sil.org/resources/archives/85355)\.",All three Kochila Tharu target wordlists,data/other/forms/20260813-kochila-tharu.csv,OpenAI Codex,No,
