Parameter_ID,Headword,Strategy,Source_Form_ID,Source_Language_ID,Source,Tags,Note
d1519,*ginǯ-i,merriam-pdr,f_rsady2tkqfdbc,PDr,"merriam2026dravidiandb[record 1634, DEDR 1519]",,First source-ordered Merriam database reconstruction classified as PDr.
d1520,giji,dedr-reflex,f_3o4sszzjaxlyk,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1521,kicrī,dedr-reflex,f_4tmxsvfgffeci,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1522,ginjnā,dedr-reflex,f_e774qgw2komfa,Kurux,dedr;Hahn-Kurux,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1523,giñju,dedr-reflex,f_75pqtzcu6fovy,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1524,*kōḍ- (?),merriam-pdr,f_ntyrxitq63akg,PDr,"merriam2026dravidiandb[record 1640, DEDR 1524];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1525,kiṭaŋku,dedr-reflex,f_5ywdqivayigce,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1526,kiṭaŋku,dedr-reflex,f_4uphklwcpqeha,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1527,*giḍ-,merriam-pdr,f_7rzuxuojn42jo,PDr,"merriam2026dravidiandb[record 1643, DEDR 1527];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1528,kiṛy,dedr-reflex,f_frlwlmwz7pd3s,Toda,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1529,giḍi,dedr-reflex,f_4twax44w5bbb6,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1530,kiṭukiṭu,dedr-reflex,f_bburmzfj5gv3e,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1531,kiṭukiṭu,dedr-reflex,f_wx2au544vskms,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1532,kiṭuku,dedr-reflex,f_d35vxjettdox4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1533,*kiṭ-k-,merriam-pdr,f_v6og2mwpdzjkw,PDr,"merriam2026dravidiandb[record 1649, DEDR 1533]",,First source-ordered Merriam database reconstruction classified as PDr.
d1534,kiṭupiṭi,dedr-reflex,f_xaq7t7cbmhb6y,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1535,kiṭai,dedr-reflex,f_vtfoetailwobu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1536,giḍri,dedr-reflex,f_3e3jn46tnopsq,Kui,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1537,kiṭṭa,dedr-reflex,f_pybt6rt6mrqmy,Parji,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1538,*Kiṭ-,merriam-pdr,f_vsw26l3o24dqs,PDr,"merriam2026dravidiandb[record 1654, DEDR 1538];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1539,giṭṭe,dedr-reflex,f_kzojh34h6mcym,Kannada,dedr;Hav-Kannada,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1540,*kiṇṭ-V-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6146, DEDR 1540];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1541,kiṇṭi,dedr-reflex,f_zbvzv3vqzymwi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1542,*kinḍ-,merriam-pdr,f_muxgga5woi7co,PDr,"merriam2026dravidiandb[record 1658, DEDR 1542];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1543,*gin-,merriam-pdr,f_s6htgwnsxc3my,PDr,"merriam2026dravidiandb[record 1660, DEDR 1543]",,First source-ordered Merriam database reconstruction classified as PDr.
d1544,kiṇṇi,dedr-reflex,f_ekh7l3kgcdmim,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1545,kiṇṇ-eṉal,dedr-reflex,f_qksh4cgd4e2jc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1546,**kitVkV-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1547,*cind-,merriam-pdr,f_s4ajvlasyavu4,PDr,"merriam2026dravidiandb[record 1664, DEDR 1547]",,First source-ordered Merriam database reconstruction classified as PDr.
d1548,*k̂edal-,merriam-pdr,f_cturxsftgtvhs,PDr,"merriam2026dravidiandb[record 1665, DEDR 1548];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1549,kiteṛi maran,dedr-reflex,f_z3ooklnrojf6s,Konda,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1550,*git-,merriam-pdr,f_ghehc62nofofy,PDr,"merriam2026dravidiandb[record 1667, DEDR 1550]",,First source-ordered Merriam database reconstruction classified as PDr.
d1551,*kit-,merriam-pdr,f_zqi7y5xddq5r2,PDr,"merriam2026dravidiandb[record 1668, DEDR 1551];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1552,kittu,dedr-reflex,f_nowpjux5mqeio,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1553,gidda,dedr-reflex,f_s5yovl24e2d7e,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1554,*kindr-,merriam-pdr,f_btbyr5vsipeqm,PDr,"merriam2026dravidiandb[record 1673, DEDR 1554]",,First source-ordered Merriam database reconstruction classified as PDr.
d1555,*kirp-a,merriam-pdr,f_3eudctpd34f4e,PDr,"merriam2026dravidiandb[record 1674, DEDR 1555]",,First source-ordered Merriam database reconstruction classified as PDr.
d1556,kimuṛ̆,dedr-reflex,f_vusze6zueeddu,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1557,kimpuri,dedr-reflex,f_6ms3ah2wbo7hc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1558,qemḍe,dedr-reflex,f_se72aoorlmlwu,Malto,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1559,kiyā,dedr-reflex,f_pn2wqazvlvipc,Kurux,dedr;Hahn-Kurux,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1560,ciraŋku,dedr-reflex,f_krh3juw6jsewy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1561,kirāv,dedr-reflex,f_567zhrj2qfmdi,Kolami,dedr;SR-Kolami,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1562,ciri,dedr-reflex,f_lyzfvex4vbbz2,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1563,*kir_l-,merriam-pdr,f_nd4yo4ll7fuqc,PDr,"merriam2026dravidiandb[record 1682, DEDR 1563];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1564,**kerVccV-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1565,kirñci,dedr-reflex,f_3gctvcaepaacy,Kannada,dedr;Hav-Kannada,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1566,kirnā (kirryas),dedr-reflex,f_v4iyxxn7my7am,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1567,*kirŋ-ɣa,merriam-pdr,f_jmna23tbkvtuk,PDr,"merriam2026dravidiandb[record 1686, DEDR 1567]",,First source-ordered Merriam database reconstruction classified as PDr.
d1568,**kīr-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1569,girli,dedr-reflex,f_er7hignbsrta2,Konda,dedr;BB-Konda,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1570,*kil-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1571,*kil-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1572,kili,dedr-reflex,f_ct6njjhummld2,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1573,kileñji,dedr-reflex,f_esa65tvzr4jp6,Tulu,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1574,*kil-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6151, DEDR 1574];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1575,kil-kill-eṉal,dedr-reflex,f_ko3btboy664tq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1576,*gilgil-,merriam-pdr,f_wbbf6t2jwxafc,PDr,"merriam2026dravidiandb[record 1696, DEDR 1576]",,First source-ordered Merriam database reconstruction classified as PDr.
d1577,*kil-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1578,*kiṛ-,merriam-pdr,f_5opmlbw5f6ipa,PDr,"merriam2026dravidiandb[record 1699, DEDR 1578]",,First source-ordered Merriam database reconstruction classified as PDr.
d1579,kiṛ̆am,dedr-reflex,f_dflxqv4zsrzkc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1580,kiṛ̆āaṉ,dedr-reflex,f_phddb2urqzisi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1581,*kiẓ[i]-,merriam-pdr,f_qaih4blcb3x7g,PDr,"merriam2026dravidiandb[record 1702, DEDR 1581];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1582,kille,dedr-reflex,f_dawim6if5zxyu,Gondi,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1583,kiḷar,dedr-reflex,f_oqxre6sznl57c,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1584,*kiḷi,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1585,kiḷiñcil,dedr-reflex,f_joco27ut5nwek,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1586,*kiḷ-,merriam-pdr,f_wwodlkyopohos,PDr,"merriam2026dravidiandb[record 1707, DEDR 1586];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1587,kiḷuvai,dedr-reflex,f_2apb54dl5exks,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1588,*keḷ-ay,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1589,kiḷḷu,dedr-reflex,f_rsfkzzyyco7ae,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1590,kiṟāvu,dedr-reflex,f_my7sogulqyd4y,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1591,ciṟi,dedr-reflex,f_vllyrf26einos,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1592,kiṟige,dedr-reflex,f_dzil6ahvr3wvc,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1593,kiṟiccu,dedr-reflex,f_7wyicokg3gxse,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1594,*kiṯṯ-eli,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1595,kiṟukiṟu,dedr-reflex,f_axp7nwykkovfe,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1596,kiṟukku,dedr-reflex,f_hdp2vtlz7pux6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1597,*kir_-,merriam-pdr,f_pv2tkunmzrlkw,PDr,"merriam2026dravidiandb[record 1720, DEDR 1597];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1598,kiṟuŋku,dedr-reflex,f_dkuwzde5pqasi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1599,*kit-u-tt-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1600,*kin-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6149, DEDR 1600];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1601,*kin-,merriam-pdr,f_sauxnrtltwkpq,PDr,"merriam2026dravidiandb[record 1725, DEDR 1601]",,First source-ordered Merriam database reconstruction classified as PDr.
d1602,kiḏ,dedr-reflex,f_flcahb2rhnchu,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1603,kin,dedr-reflex,f_eabgk7cc2atzo,Toda,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1604,*kinn- (kinni-),merriam-pdr,f_qgtraf6ywtowg,PDr,"merriam2026dravidiandb[record 1728, DEDR 1604]",,First source-ordered Merriam database reconstruction classified as PDr.
d1605,ginen orli,dedr-reflex,f_dubin3pmxeztk,Pengo,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1606,*kitt- / *kitt-i-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d1607,kīkkīy-eṉal,dedr-reflex,f_r43hfwrym3fcs,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1608,gījaga,dedr-reflex,f_7uaaptlsjwkms,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1609,kīṭu,dedr-reflex,f_4bs6e2kihwdji,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d1610,*kīp-,merriam-pdr,f_cwu5tti5hcsoq,PDr,"merriam2026dravidiandb[record 1735, DEDR 1610];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d1611,gību,dedr-reflex,f_txtnvyoi3igx6,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
