Cognateset_ID,Language_ID,Form,Description,Source
2062,Indo-Aryan,*udriṣati,"<html><body><number>2062</number> <b>*udriṣati</b> 'is hurt'. 2. <b>*udrēṣayati.</b> [Cf. <i>ríṣyati</i>, aor. <i>áriṣat</i>, <i>rēṣáyati</i> 'hurts' RV.: √<smallcaps>riṣ</smallcaps>¹]",cdial
2063,Indo-Aryan,*udrīyatē,"<html><body><number>2063</number> <b>*udrīyatē</b> 'runs out, is dissolved, is broken'. 2. <b>*udrīṇa-.</b> 3. <b>*udrēpayati.</b> [<i>riṇā́ti</i> 'lets go' RV.,<i>rīˊyatē</i> 'is dissolved, is shattered' RV., <i>rīṇa</i>- 'dissolved'Śiś., <i>rēpayati</i> Gr.: √<smallcaps>rī</smallcaps>]",cdial
2063a,Indo-Aryan,*udrupati,<html><body><number>2063a</number> †<b>*udrupati</b> 'pierces'. [√<smallcaps>rup</smallcaps>],cdial
2064,Indo-Aryan,*udruhati,<html><body><number>2064</number> <b>*udruhati</b> 'rises'. 2. <b>*udrūḍha-.</b> [Cf. <i>udrōdhana</i>- n. 'growing' AitBr.: √<smallcaps>ruh</smallcaps>¹],cdial
2065,Indo-Aryan,udrēka,<html><body><number>2065</number> <b>udrēka</b> m. 'excess' MBh. [√<smallcaps>ric</smallcaps>],cdial
2066,Indo-Aryan,*udrēkʰa,"<html><body><number>2066</number> <b>*udrēkha</b> 'scratching, drawing', <i>ullēkha</i>- 'causing to appear clearly', <i>°khā</i>- f. 'stroke, line' lex. [√<smallcaps>rikh</smallcaps>¹]",cdial
2067,Indo-Aryan,*udrōka,<html><body><number>2067</number> <b>*udrōka</b> 'shining'. [Cf. <i>udarōcathāḥ</i> 'thou didst shine forth' AV.: √<smallcaps>ruc</smallcaps>],cdial
2068,Indo-Aryan,*udrōkka,<html><body><number>2068</number> <b>*udrōkka</b> 'stopped'. [Cf. <i>ud</i> with <i>rudh</i>² in <i>údarautsīt</i> 'has pushed away' ŚBr.: *<smallcaps>rōkk</smallcaps>-],cdial
2069,Indo-Aryan,údvapati,<html><body><number>2069</number> <b>údvapati</b> 'pours out' RV. 2. <b>udvāpayati</b>² ŚāṅkhGr̥. [√<smallcaps>vap</smallcaps>²],cdial
2070,Indo-Aryan,udvarta,"<html><body><number>2070</number> <b>udvarta</b> 'superfluous', m. 'remainder, surplus' lex. [√<smallcaps>vr̥t</smallcaps>¹]",cdial
2071,Indo-Aryan,údvartatē,"<html><body><number>2071</number> <b>údvartatē</b> 'bursts open, is puffed up with pride, originates' ŚBr., 'rises, swells' Suśr. 2. <b>udvr̥tta-</b>'turned up, opened' MBh. 3. <b>údvartayati</b> 'breaks inpieces' RV. [√<smallcaps>vr̥t</smallcaps>¹]",cdial
2072,Indo-Aryan,udvartana,"<html><body><number>2072</number> <b>udvartana</b> n. 'pounding, rubbing and kneading the body, unguents used therefor' Yājñ. [√<smallcaps>vr̥t</smallcaps>¹]",cdial
2073,Indo-Aryan,udvartman,<html><body><number>2073</number> <b>udvartman</b> n. 'the wrong road' MaitrUp. [<smallcaps>vártman</smallcaps>-],cdial
2074,Indo-Aryan,*udvardʰatē,"<html><body><number>2074</number> <b>*udvardhatē</b> 'comes forth'. [<i>udvr̥ddha</i>- 'appearing' Rājat., Pk. <i>uvvaddha</i>-, <i>°aḍḍha</i>- 'increased': √<smallcaps>vr̥dh</smallcaps>]",cdial
2075,Indo-Aryan,*udvalati,<html><body><number>2075</number> <b>*udvalati</b>¹ 'untwists'. [√<smallcaps>val</smallcaps>],cdial
2076,Indo-Aryan,údvahati,"<html><body><number>2076</number> <b>údvahati</b> 'draws out' RV., 'lifts' MBh. [√<smallcaps>vah</smallcaps>]",cdial
2077,Indo-Aryan,*udvāna,<html><body><number>2077</number> <b>*udvāna</b>² 'outside the web'. [<smallcaps>vāna</smallcaps>-¹],cdial
2078,Indo-Aryan,udvāna,"<html><body><number>2078</number> <b>udvāna</b>³, <i>uddā°</i> n. 'stove' lex. [Semant. cf. <smallcaps>uddhmāna</smallcaps>- with which it would collide in Paš. and Si.: √<smallcaps>vā</smallcaps>²]",cdial
2079,Indo-Aryan,udvānti,"<html><body><number>2079</number> <b>udvānti</b> f. 'vomiting' Vop. [<i>údvamati</i> TS.; <i>udvānta</i>- lex., Pk. <i>uvvaṁta</i>-: √<smallcaps>vam</smallcaps>]",cdial
2080,Indo-Aryan,udvāpa,<html><body><number>2080</number> <b>udvāpa</b> m. 'throwing out' Kauś. [√<smallcaps>vap</smallcaps>²],cdial
2081,Indo-Aryan,údvāyati,"<html><body><number>2081</number> <b>údvāyati</b> 'is extinguished, is exhausted' TS. 2. <b>údvāpayati</b>¹ 'extinguishes' TBr. 3. <b>udvāna-</b>¹ n.'being extinguished' Nyāyam. [<i>vā́yati</i> 'is exhausted'RV., 'dries up' Dhātup., <i>vāna</i>-, <i>vāta</i>- 'dried up' lex.Merges with <i>údvāti</i> 'is blown out' AitBr.: √<smallcaps>vā</smallcaps>² and√<smallcaps>vai</smallcaps>]",cdial
2082,Indo-Aryan,*udvārayati,<html><body><number>2082</number> <b>*udvārayati</b> 'opens'. [Absol. <i>udvr̥tya</i> MBh.: √<smallcaps>vr̥</smallcaps>¹],cdial
2083,Indo-Aryan,*udvāsa,<html><body><number>2083</number> <b>*udvāsa</b> 'smell'. [√<smallcaps>vās</smallcaps>],cdial
2084,Indo-Aryan,*udvāsyatē,<html><body><number>2084</number> <b>*udvāsyatē</b> 'smells' intr. [√<smallcaps>vās</smallcaps>],cdial
2085,Indo-Aryan,udvāhanī,"<html><body><number>2085</number> <b>udvāhanī</b> f. 'rope' lex., <i>°na</i>- n. 'anything that lifts' lex. [<i>udvahana</i>- n. 'lifting up' Suśr., Pk. <i>uvvahaṇa</i>- n.:√<smallcaps>vah</smallcaps>]",cdial
2086,Indo-Aryan,udvāhayati,<html><body><number>2086</number> <b>udvāhayati</b> see <smallcaps>údvahati</smallcaps>.,cdial
2087,Indo-Aryan,údvijatē,"<html><body><number>2087</number> <b>údvijatē</b> 'gushes up' AV., 'is agitated' MBh. 2. <b>udvigna-</b> 'frightened' MBh. [√<smallcaps>vij</smallcaps>]",cdial
2088,Indo-Aryan,udviddʰa,<html><body><number>2088</number> <b>udviddha</b> 'tossed up' MBh. [√<smallcaps>vyadh</smallcaps>],cdial
2089,Indo-Aryan,udvr̩ta,<html><body><number>2089</number> <b>udvr̥ta</b> 'opened' MBh. (as emended from <i>udvr̥tta</i>-). [absol. <i>udvr̥tya</i> MBh.: √<smallcaps>vr̥</smallcaps>¹],cdial
2090,Indo-Aryan,*udvr̩ddʰi,<html><body><number>2090</number> <b>*udvr̥ddhi</b> 'growth'. [√<smallcaps>vr̥dh</smallcaps>],cdial
2091,Indo-Aryan,udvēṣṭatē,"<html><body><number>2091</number> <b>udvēṣṭatē</b> 'winds or twists upwards' MBh. 2. <b>udvēṣṭana-</b> n. 'wrapping, contraction, pain in theback' Suśr. [√<smallcaps>vēṣṭ</smallcaps>]",cdial
2092,Indo-Aryan,*udhadati,<html><body><number>2092</number> <b>*ud-hadati</b> 'defecates'. 2. <b>*ud-hanna-.</b> [√<smallcaps>had</smallcaps>],cdial
2093,Indo-Aryan,*udhvr̩ti,<html><body><number>2093</number> <b>*ud-hvr̥ti</b> 'deceit'. [√<smallcaps>hvr̥</smallcaps>],cdial
2094,Indo-Aryan,undana,<html><body><number>2094</number> <b>undana</b> n. 'wetting' PārGr̥. [√<smallcaps>ud</smallcaps>²],cdial
2095,Indo-Aryan,undura,"<html><body><number>2095</number> <b>undura</b> m. 'rat, mouse' Suśr., <i>°duru</i>-, <i>°daru</i>- m. lex. 2. <b>indūra-</b> m. lex. [← Austro-as. EWA i 105 with lit.]",cdial
2096,Indo-Aryan,unna,<html><body><number>2096</number> <b>unna</b> 'wetted' KātyŚr. 2. <b>*unda-</b> &lt; <i>*udná</i>-. [Pp. of <i>unátti</i> 'springs up (of water)' RV.: √<smallcaps>ud</smallcaps>²],cdial
2097,Indo-Aryan,*unnagna,<html><body><number>2097</number> <b>*unnagna</b> 'naked'. [<smallcaps>nagná</smallcaps>-],cdial
2098,Indo-Aryan,unnaḍa,"<html><body><number>2098</number> <b>unnaḍa</b> 'arrogant' BHS ii 132, more prob. 'boisterous' Brough Dhp 279. [Perh. &lt; <i>*un-nr̥t-a</i>- (Brough loc. cit.with lit.) cf. <i>unnaṭati</i> 'jumps' Kāś. on Pāṇ. and poss.semantic contamination with <i>unnatá</i>- in BHSk.'arrogant', Pk. <i>uṇṇaya</i>- and with <i>unnaddha</i>- 'impudent'MBh. — √<smallcaps>nr̥t</smallcaps>]",cdial
2099,Indo-Aryan,unnatá,"<html><body><number>2099</number> <b>unnatá</b> 'having a large hump' VS., 'raised, high' MBh., n. 'elevated part' TS. [√<smallcaps>nam</smallcaps>]",cdial
2100,Indo-Aryan,*unnandaka,<html><body><number>2100</number> <b>*unnandaka</b> 'rejoicing'. [<i>nandaka</i>- in cmpd. MBh.: √<smallcaps>nand</smallcaps>],cdial
2101,Indo-Aryan,únnayati,"<html><body><number>2101</number> <b>únnayati</b> 'leads out or up, sets up, frees from' RV. 2. <b>únnīta-</b> 'led up' RV. [√<smallcaps>nī</smallcaps>]",cdial
2102,Indo-Aryan,*unnava,<html><body><number>2102</number> <b>*unnava</b> 'very new'. [<smallcaps>náva</smallcaps>-¹],cdial
2103,Indo-Aryan,*unnahati,"<html><body><number>2103</number> <b>*unnahati</b> 'unties'. [<i>unnahyati</i> 'frees, unties' Suśr., 'frees oneself, rushes out' MBh., <i>unnahana</i>- 'unfettered' BhP.: √<smallcaps>nah</smallcaps>]",cdial
2104,Indo-Aryan,unnāda,<html><body><number>2104</number> <b>unnāda</b> m. 'clamour'. [√<smallcaps>nad</smallcaps>],cdial
2105,Indo-Aryan,*unnādayati,"<html><body><number>2105</number> <b>*unnādayati</b> 'makes resound'. [<i>unnadati</i> 'roars' MBh., <i>nadáyati</i> 'makes resound' RV., <i>nād°</i> MBh.: √<smallcaps>nad</smallcaps>]",cdial
2106,Indo-Aryan,unnābʰa,<html><body><number>2106</number> <b>unnābha</b> '*tearing open' (m. 'name of a king' Kālid.). [<i>únnambhayati</i> 'tears open' TS.: √<smallcaps>nabh</smallcaps>],cdial
2107,Indo-Aryan,unnāha,"<html><body><number>2107</number> <b>unnāha</b> m. 'excess, abundance, impudence' BhP. [√<smallcaps>nah</smallcaps>]",cdial
2108,Indo-Aryan,unnidra,"<html><body><number>2108</number> <b>unnidra</b> 'sleepless' Kālid., <i>°aka</i>- n. 'sleeplessness' Kathās. [<smallcaps>nidrā́</smallcaps>-]",cdial
2109,Indo-Aryan,*unmacyatē,<html><body><number>2109</number> <b>*unmacyatē</b> 'is raised'. [√<smallcaps>mac</smallcaps>],cdial
2110,Indo-Aryan,únmajjati,<html><body><number>2110</number> <b>únmajjati</b> 'emerges'. 2. <b>*unmagna-.</b> [√<smallcaps>majj</smallcaps>],cdial
2111,Indo-Aryan,únmatta,"<html><body><number>2111</number> <b>únmatta</b>¹ 'insane' AV., 'drunk' MaitrUp., <i>°aka</i>- Yājñ. [√<smallcaps>mad</smallcaps>¹]",cdial
2112,Indo-Aryan,unmatta,<html><body><number>2112</number> <b>unmatta</b>² m. 'the plant Datura' lex. [Same as <smallcaps>unmatta</smallcaps>-¹?],cdial
2113,Indo-Aryan,*unmatʰyatē,"<html><body><number>2113</number> <b>*unmathyatē</b> 'is stirred up' 2. <b>unmathayati</b> 'shakes, excites' BhP. 3. <b>*unmāthayati</b>. [<i>unmathnāti</i> 'disturbs, rouses' PārGr̥., <i>mathyátē</i> 'is stirred' RV.,<i>māthayati</i> MBh.: √<smallcaps>manth</smallcaps>]",cdial
2114,Indo-Aryan,unmada,"<html><body><number>2114</number> <b>unmada</b> 'mad, drunk' Kālid. or <b>unmāda-</b> 'mad' BhP., m. 'intoxication' MBh. [√<smallcaps>mad</smallcaps>¹]",cdial
2115,Indo-Aryan,*unmadati,<html><body><number>2115</number> <b>*unmadati</b> 'is excited'. [<i>mádatē</i> Ved.: √<smallcaps>mad</smallcaps>¹],cdial
2116,Indo-Aryan,únmadita,"<html><body><number>2116</number> <b>únmadita</b> 'ecstatic, mad' RV. [√<smallcaps>mad</smallcaps>¹]",cdial
2117,Indo-Aryan,unmardayati,<html><body><number>2117</number> <b>unmardayati</b> 'rubs' Suśr. [<i>unmárdana</i>- n. 'essence for rubbing' ŚBr.: √<smallcaps>mr̥d</smallcaps>¹],cdial
2118,Indo-Aryan,*unmala,<html><body><number>2118</number> <b>*unmala</b> 'free from dirt'. [<smallcaps>mála</smallcaps>-],cdial
2119,Indo-Aryan,*unmalati,<html><body><number>2119</number> <b>*unmalati</b> 'rubs'. 2. <b>*unmālayati</b> [√*<smallcaps>mal</smallcaps>¹],cdial
2120,Indo-Aryan,unmātʰa,<html><body><number>2120</number> <b>unmātha</b> m. 'shaking' Prab. [√<smallcaps>manth</smallcaps>],cdial
2121,Indo-Aryan,unmāna,"<html><body><number>2121</number> <b>unmāna</b> n. 'weight, value' ŚBr., 'measure of height or length' VarBr̥S. [√<smallcaps>mā</smallcaps>]",cdial
2122,Indo-Aryan,*unmānayati,<html><body><number>2122</number> <b>*unmānayati</b> 'gives leave to go (?)'. [√<smallcaps>man</smallcaps>],cdial
2123,Indo-Aryan,*unmāpya,<html><body><number>2123</number> <b>*unmāpya</b> 'without measure'. [<smallcaps>māpya</smallcaps>-],cdial
2124,Indo-Aryan,*unmāyatē,<html><body><number>2124</number> <b>*unmāyatē</b> 'is measured'. 2. <b>*unmāpayati</b> 'measures'. [Cf. <i>unmā́</i>- f. VS.: √<smallcaps>mā</smallcaps>],cdial
2125,Indo-Aryan,unmārga,<html><body><number>2125</number> <b>unmārga</b> m. 'deviation from the way' MBh. [<smallcaps>mārga</smallcaps>-],cdial
2126,Indo-Aryan,*unmārgati,"<html><body><number>2126</number> <b>*unmārgati</b> 'searches out'. [Cf. <smallcaps>mārgati: mr̥gá-, mārga</smallcaps>-]",cdial
2127,Indo-Aryan,unmārjayati,"<html><body><number>2127</number> <b>unmārjayati,</b> <i>únmārṣṭi</i> 'makes smooth, polishes' AV. [√<smallcaps>mr̥j</smallcaps>]",cdial
2128,Indo-Aryan,*unmāsaka,<html><body><number>2128</number> <b>*unmāsaka</b> 'out of the proper month'. [<smallcaps>mā́sa</smallcaps>-],cdial
2129,Indo-Aryan,unmīlayati,"<html><body><number>2129</number> <b>unmīlayati</b> 'opens' MBh., <i>unmīlati</i> 'opens (the eyes)' ṢaḍvBr. 2. <b>*unmīlyatē.</b> [√<smallcaps>mīl</smallcaps>]",cdial
2129a,Indo-Aryan,*unmukna,"<html><body><number>2129a</number> <b>*unmukna-</b> 'freed'. [Cf. <i>unmukta</i>- R., <i>únmukti</i>- f. 'deliverance' ŚBr.: √<smallcaps>muc</smallcaps>]",cdial
2130,Indo-Aryan,unmukʰa,"<html><body><number>2130</number> <b>unmukha</b> 'looking up' Suśr., 'expecting' R. [<smallcaps>múkha</smallcaps>-]",cdial
2131,Indo-Aryan,únmuñcati,"<html><body><number>2131</number> <b>únmuñcati</b> 'unfastens' RV., <i>°tē</i> 'gets loose' ŚBr. [√<smallcaps>muc</smallcaps>]",cdial
2132,Indo-Aryan,unmūlayati,<html><body><number>2132</number> <b>unmūlayati</b> 'eradicates'. [From <i>unmūla</i>- 'pulled up by the roots' AitBr.: <smallcaps>mūˊla</smallcaps>-],cdial
2133,Indo-Aryan,únmr̩ṣṭa,"<html><body><number>2133</number> <b>únmr̥ṣṭa</b>¹ 'stroked' TBr., 'rubbed off' Yājñ. 2. '*polished', '*made clear'. [√<smallcaps>mr̥j</smallcaps>]",cdial
2134,Indo-Aryan,*unmr̩ṣṭa,"<html><body><number>2134</number> <b>*unmr̥ṣṭa</b>² 'lifted up'. [<i>únmr̥śati</i> 'lifts up' RV., Pa. <i>ummasati</i>: √<smallcaps>mr̥ś</smallcaps>]",cdial
2135,Indo-Aryan,*unmrakṣati,<html><body><number>2135</number> <b>*unmrakṣati</b> 'rubs' and <b>*unmrakṣaṇa-</b> 'rubbing'. [√<smallcaps>mrakṣ</smallcaps>],cdial
2136,Indo-Aryan,úpa,"<html><body><number>2136</number> <b>úpa</b> 'up to, upon, above, near' RV.",cdial
2137,Indo-Aryan,*upakanīyas,"<html><body><number>2137</number> <b>*upakanīyas</b> 'next younger'. [Cf. <i>upakaniṣṭhikā</i>- f. 'finger next the little finger' ĀśvGr̥. and <i>kánīyas</i>-- 'younger' RV., Pa. <i>kaniya</i>-, Pk. <i>kaṇīa</i>-, <i>°ṇīasa</i>-: *<smallcaps>kana</smallcaps>-]",cdial
2137a,Indo-Aryan,*upakara,"<html><body><number>2137a</number> <b>*upakara-</b> 'strewing on, pile'. [Cf. <i>úpakirati</i> 'scatters upon' ŚBr., Pa. <i>upakiṇṇa</i>-: √<smallcaps>kr̥̄</smallcaps>¹]",cdial
2138,Indo-Aryan,upakaraṇa,"<html><body><number>2138</number> <b>upakaraṇa</b> n. 'implement' KātyŚr., 'doing a service' Pañcat. [√<smallcaps>kr̥</smallcaps>¹]",cdial
2139,Indo-Aryan,úpakarōti,"<html><body><number>2139</number> <b>úpakarōti</b> 'takes care of' ŚBr., 'provides' Mn., 'helps' R. [Cf. <i>upaskurutē</i> 'adorns' Pāṇ.; √<smallcaps>kr̥</smallcaps>¹]",cdial
2140,Indo-Aryan,*upakāŋkṣā,<html><body><number>2140</number> <b>*upakāṅkṣā</b> 'desire'. [√<smallcaps>kāṅkṣ</smallcaps>],cdial
2141,Indo-Aryan,upakāra,"<html><body><number>2141</number> <b>upakāra</b> m. 'help, use' MBh., 'embellishment (as a gate with garlands)' Suśr. [√<smallcaps>kr̥</smallcaps>¹]",cdial
2142,Indo-Aryan,upakāraka,"<html><body><number>2142</number> <b>upakāraka</b> 'serviceable, requisite' Hit. [<smallcaps>upakāra</smallcaps>-]",cdial
2143,Indo-Aryan,upakāriṇī,<html><body><number>2143</number> <b>upakāriṇī</b> f. adj. 'helping' MBh. [<smallcaps>upakāra</smallcaps>-],cdial
2144,Indo-Aryan,*upakāla,"<html><body><number>2144</number> <b>*upakāla</b> 'summer'. [Semant. cf. Psht. <i>psarlai</i> 'spring' &lt; <i>*upa-sarada-ka</i>- (where <i>sarad</i>- is 'summer')and similar time and season names in Sk.: <i>upaparvan</i>- 'the day before the Parvan', <i>upapūrvarātram</i> 'towardsthe beginning of night': EVP 60. Did <smallcaps>kālá</smallcaps>-² whichgives 'year' in Sh. mean 'autumn' or 'winter'?]",cdial
2145,Indo-Aryan,*upakuṇḍala,<html><body><number>2145</number> <b>*upakuṇḍala</b> 'up to the full circle'? [<smallcaps>kuṇḍala</smallcaps>-],cdial
2146,Indo-Aryan,*upakūpya,"<html><body><number>2146</number> <b>*upakūpya</b> 'a small well'. [<i>upakūpa</i>- m. lex., <smallcaps>kūˊpya-: kūˊpa</smallcaps>-¹]",cdial
2147,Indo-Aryan,*upakr̩kāṭī,<html><body><number>2147</number> <b>*upakr̥kāṭī</b> 'part near the back of the neck'. [<smallcaps>kr̥kā- ṭikā</smallcaps>-],cdial
2148,Indo-Aryan,upakr̩ta,"<html><body><number>2148</number> <b>upakr̥ta</b> 'helped' Pāṇ., n. 'help, favour' Kālid. [Cf. <i>upaskr̥ta</i>- 'adorned' MBh., Pa. <i>upakkhata</i>- 'helped':√<smallcaps>kr̥</smallcaps>¹]",cdial
2149,Indo-Aryan,*upakr̩tya,<html><body><number>2149</number> <b>*upakr̥tya</b> 'to be helped'. [Cf. *<smallcaps>pratikr̥tya-: √kr̥</smallcaps>¹],cdial
2150,Indo-Aryan,upakrama,"<html><body><number>2150</number> <b>upakrama</b> m. 'approach, plan' MBh. [√<smallcaps>kram</smallcaps>]",cdial
2151,Indo-Aryan,*upakṣajyati,<html><body><number>2151</number> <b>*upakṣajyati</b> 'approaches'. 2. <b>*upakṣakta-.</b> 3. <b>*upakṣājayati.</b> [√<smallcaps>kṣaj</smallcaps>],cdial
2152,Indo-Aryan,*upakṣalati,<html><body><number>2152</number> <b>*upakṣalati</b> 'pours over'. [<i>úpakṣarati</i> 'flows towards' RV.: √<smallcaps>kṣal</smallcaps>],cdial
2153,Indo-Aryan,*upagarhaṇa,<html><body><number>2153</number> <b>*upagarhaṇa</b> 'blaming'. [√<smallcaps>garh</smallcaps>],cdial
2154,Indo-Aryan,*upagirati,<html><body><number>2154</number> <b>*upagirati</b> 'swallows'. [Cf. <i>upagilēt</i> Suśr.: √<smallcaps>gr̥̄</smallcaps>²],cdial
2155,Indo-Aryan,upagīti,"<html><body><number>2155</number> <b>upagīti</b> f. 'a variety of āryā metre'. [Cf. <i>upagīthá</i>- n. MaitrS., <i>upagātŕ̥</i>- m. 'one who accompanies the song ofudgātṛ' TS.: √<smallcaps>gai</smallcaps>]",cdial
2156,Indo-Aryan,*upagr̩bʰāyati,"<html><body><number>2156</number> <b>*upagr̥bhāyati,</b> <i>úpagr̥hṇāti</i> 'seizes from below' AV., 'collects' TS., 'takes possession of' MBh. 2. <b>*upaghr̥pta-.</b> [√<smallcaps>grah</smallcaps>]",cdial
2157,Indo-Aryan,upagraha,<html><body><number>2157</number> <b>upagraha</b> m. 'a handful (of kuśa grass)' KātyŚr. [Cf. <i>upagrahaṇa</i>- n. 'act of seizing' ib.: √<smallcaps>grah</smallcaps>],cdial
2158,Indo-Aryan,*upagʰrāyati,"<html><body><number>2158</number> <b>*upaghrāyati</b> 'smells at'. [Cf. <i>upaghrā́yam</i> 'smelling at' MaitrS., <i>úpaghrāpayati</i> 'causes to smell at' TS.<i>upajaghrau</i> 'kissed' Kālid. √<smallcaps>ghrā</smallcaps>]",cdial
2159,Indo-Aryan,upacaya,"<html><body><number>2159</number> <b>upacaya</b> m. 'accumulation, prosperity' MBh. [√<smallcaps>ci</smallcaps>¹]",cdial
2160,Indo-Aryan,upacára,"<html><body><number>2160</number> <b>upacára</b> m. 'approach' ŚBr., 'attendance' Suśr. [Cf. <smallcaps>upacārá</smallcaps>- m. 'present' lex.: √<smallcaps>car</smallcaps>]",cdial
2161,Indo-Aryan,úpacarati,"<html><body><number>2161</number> <b>úpacarati</b> 'approaches' RV., 'attends' ŚBr. [√<smallcaps>car</smallcaps>]",cdial
2162,Indo-Aryan,*upacāyayati,"<html><body><number>2162</number> <b>*upacāyayati</b> 'heaps up'. [<i>úpacinōti</i> 'heaps up' TS., Pa. <i>upacināti</i>; Pk. <i>uvacayaṇa</i>- n. 'growth'; <i>cāyayati</i>,<i>cāpayati</i> Pāṇ.: √<smallcaps>ci</smallcaps>¹]",cdial
2163,Indo-Aryan,upacārá,"<html><body><number>2163</number> <b>upacārá</b> m. 'approach, behaviour, service' ŚBr. [√<smallcaps>car</smallcaps>]",cdial
2164,Indo-Aryan,upacāriṇī,"<html><body><number>2164</number> <b>upacāriṇī</b> f. adj. 'serving, attending on' MaitrS. [<smallcaps>upacāra</smallcaps>-]",cdial
2165,Indo-Aryan,upacít,"<html><body><number>2165</number> <b>upacít</b> f. 'a partic. disease, a kind of swelling' VS. [√<smallcaps>ci</smallcaps>¹]",cdial
2166,Indo-Aryan,upacīyatē,"<html><body><number>2166</number> <b>upacīyatē</b> 'is heaped together, is strong, succeeds' MBh. 2. <b>upacita-</b> 'heaped up, prosperous' MBh.,'strong, fat' Suśr. [√<smallcaps>ci</smallcaps>¹]",cdial
2167,Indo-Aryan,upaccʰada,<html><body><number>2167</number> <b>upacchada</b> 'cover' Apte. [Cf. <i>upacchanna</i>- 'covered' MBh. and <i>upānáh</i>- for <i>upa</i>- in 'shoe' :√<smallcaps>chad</smallcaps>¹],cdial
2168,Indo-Aryan,*upaccʰadana,<html><body><number>2168</number> <b>*upacchadana</b> 'covering'. [√<smallcaps>chad</smallcaps>¹],cdial
2169,Indo-Aryan,upaccʰanna,<html><body><number>2169</number> <b>upacchanna</b> 'covered' MBh. [√<smallcaps>chad</smallcaps>¹],cdial
2170,Indo-Aryan,*upaccʰādayati,<html><body><number>2170</number> <b>*upacchādayati</b> 'covers'. [√<smallcaps>chad</smallcaps>¹],cdial
2171,Indo-Aryan,upajñā,"<html><body><number>2171</number> <b>upajñā</b> f. 'invented knowledge' Pāṇ. 2. <b>*upajñāna-.</b> [Cf. <i>úpajñāta</i>- 'ascertained' ŚBr., Pa. <i>upaññāta</i>-:√<smallcaps>jñā</smallcaps>]",cdial
