ID,Name,Language_ID,Description,Etyma
3845,kʰalī,Indo-Aryan,"<html><body><number>3845</number> <b>khalī</b> f. 'oilcake' Car., <i>khala</i>-⁵ m. Suśr.",
3846,kʰálu,Indo-Aryan,<html><body><number>3846</number> <b>khálu</b> 'certainly' RV.,
3847,kʰálya,Indo-Aryan,"<html><body><number>3847</number> <b>khálya</b> 'being on the threshing floor' VS., 'fit for a threshing floor' Pāṇ., <i>khalyā</i>- f. 'a number of threshing floors' Pāṇ. [<smallcaps>khála</smallcaps>-¹]",
3848,kʰalla,Indo-Aryan,"<html><body><number>3848</number> <b>khalla</b>¹ m. 'leather, leathern garment' lex., 'little case of rolled paper &amp;c.' Suśr. [Connexion with <smallcaps>challi</smallcaps>- and of both with <i>skhádatē</i> 'cuts' Dhātup. (ND 121 b 14) is very doubtful: EWA i 307]",
3849,kʰalla,Indo-Aryan,"<html><body><number>3849</number> <b>khalla</b>² m. 'trench, creek, canal' lex. 2. <b>*khāla-.</b> 3. <b>*khala-</b>³. [Cf. *<smallcaps>khaḍḍa</smallcaps>- and list s.v. <smallcaps>kartá</smallcaps>-¹]",
3850,*kʰallabʰastrikā,Indo-Aryan,"<html><body><number>3850</number> <b>*khallabhastrikā</b> or <b>*khallayantrikā-</b> 'leather bellows' [<smallcaps>khalla¹-, bhastrā</smallcaps>- or <smallcaps>yantrá</smallcaps>-]",
3851,kʰalva,Indo-Aryan,"<html><body><number>3851</number> <b>khalva-,</b> <i>khalla</i>-³ m. 'stone for grinding drugs on'. 2. <b>*kharalla-.</b>",
3852,*kʰavaka,Indo-Aryan,<html><body><number>3852</number> <b>*khavaka</b> 'shoulder-blade'. [Poss. &lt; <i>*skapa</i>- cf. Lat. <i>scapula</i>- LM 317],
3853,kʰaśa,Indo-Aryan,"<html><body><number>3853</number> <b>khaśa-,</b> <i>khasa</i>-³ m. 'name of a people in North India' Mn. [Cf. LSI ix 4, 2 ff.]",
3854,kʰasa,Indo-Aryan,"<html><body><number>3854</number> <b>khasa</b>¹ m. 'itch, scab'. [Prob. with <smallcaps>kacchū́</smallcaps>- &amp;c. ← Drav.; EWA i 307 connects with <i>kaṣati</i> also ← Drav.]",
3855,*kʰasa,Indo-Aryan,<html><body><number>3855</number> <b>*khasa</b>² 'rough'. 2. <b>*khasara-.</b> [For similar words see <smallcaps>kakkhaṭa</smallcaps>-],
3856,*kʰasati,Indo-Aryan,"<html><body><number>3856</number> <b>*khasati</b>¹ 'falls, slips'. [√*<smallcaps>khas</smallcaps>¹]",
3857,*kʰasati,Indo-Aryan,<html><body><number>3857</number> <b>*khasati</b>² 'rises'. 2. Pp. <b>*khasta-.</b> 3. Caus. <b>*khāsayati.</b> [√*<smallcaps>khas</smallcaps>²],
3858,*kʰass,Indo-Aryan,<html><body><number>3858</number> <b>*khass</b> 'snatch'.,
3859,*kʰāṭkāra,Indo-Aryan,"<html><body><number>3859</number> <b>*khāṭkāra</b> 'clearing the throat'. [<i>khāṭkarōti</i> Pāṇ., cf. *<smallcaps>khaṅkh</smallcaps>-: onom. with -<smallcaps>kāra</smallcaps>-³]",
3860,*kʰāḍa,Indo-Aryan,<html><body><number>3860</number> <b>*khāḍa</b> 'a hollow'. [Cf. *<smallcaps>khaḍḍa</smallcaps>- and list s.v. <smallcaps>kartá</smallcaps>-¹],
3861,*kʰāṇḍavavatī,Indo-Aryan,<html><body><number>3861</number> <b>*khāṇḍavavatī</b> 'containing sugar-candy'. [Cf. <i>khāṇ- ḍava</i>- m.n. 'sugar-candy' MBh,
3862,kʰātá,Indo-Aryan,"<html><body><number>3862</number> <b>khātá</b> 'dug up' RV., n. 'ditch, pond' ŚBr., <i>°aka</i>- n. Bhpr. 2. <b>khātikā-</b> f. 'ditch', <i>°tā</i>- f. 'pond' lex. [√<smallcaps>khan</smallcaps>]",
3863,kʰā́tra,Indo-Aryan,"<html><body><number>3863</number> <b>khā́tra</b> n. 'hole' HPariś., 'pond, spade' Uṇ. [√<smallcaps>khan</smallcaps>]",
3864,kʰādá,Indo-Aryan,<html><body><number>3864</number> <b>khādá</b> m. 'food' AV. [√<smallcaps>khād</smallcaps>],
3865,kʰā́dati,Indo-Aryan,"<html><body><number>3865</number> <b>khā́dati</b> 'chews, bites' RV., 'eats' ŚBr. 2. Pp. <b>khāditá-</b> ŚBr. 3. Caus. <b>khādayati</b> Mn. 4. Pass. <b>khādyatē</b> Mr̥cch. [√<smallcaps>khād</smallcaps>]",
3866,*kʰādadʰana,Indo-Aryan,"<html><body><number>3866</number> <b>*khādadhana</b> 'payment in food'. [<i>khādá</i>-, <i>dhána</i>-]",
3867,kʰādana,Indo-Aryan,"<html><body><number>3867</number> <b>khādana</b> n. 'eating' Vop., 'food' R. [√<smallcaps>khād</smallcaps>]",
3868,*kʰādanapara,Indo-Aryan,<html><body><number>3868</number> <b>*khādanapara</b> 'devoted to eating'. [Cf. *<smallcaps>adapara-,
3869,*kʰādanāntra,Indo-Aryan,"<html><body><number>3869</number> <b>*khādanāntra</b> [<smallcaps>khādana-, *antra</smallcaps>-¹]",
3870,kʰādanīya,Indo-Aryan,"<html><body><number>3870</number> <b>khādanīya</b> 'to be chewed', n. 'hard food' BHSk. [√<smallcaps>khād</smallcaps>]",
3871,kʰāduka,Indo-Aryan,"<html><body><number>3871</number> <b>khāduka</b> '*biting' ('snappy, bad-tempered' lex.). [√<smallcaps>khād</smallcaps>]",
3872,kʰādya,Indo-Aryan,"<html><body><number>3872</number> <b>khādya</b> 'to be eaten', n. 'food' MBh., <i>°aka</i>- 'a partic. food' lex. [√<smallcaps>khād</smallcaps>]",
3872a,*kʰādyapʰala,Indo-Aryan,"<html><body><number>3872a</number> †<b>*khādyaphala-</b> 'fruit to eat'. [<smallcaps>khādya-, phála</smallcaps>-¹]",
3873,kʰāni,Indo-Aryan,"<html><body><number>3873</number> <b>khāni-,</b> <i>°nī</i>- f. '*digging instrument'. 2. 'mine' lex. [For twofold meaning 'digging and result of digging' cf. <i>khaní</i>- and <i>khātra</i>-",
3874,kʰānya,Indo-Aryan,<html><body><number>3874</number> <b>khānya</b> 'anything being dug out' Pāṇ. [Cf. <i>khánya</i>- 'coming from excavations' TS,
3875,kʰārá,Indo-Aryan,"<html><body><number>3875</number> <b>khārá</b> m. 'a partic. measure' lex., (in cmpds.) Pāṇ., <i>khārī́</i>- f. 'a measure of grain' RV., prob. hypersanskritism in <i>kṣāraka</i>- 'net for catching birds' MBh., 'cage or basket for fish or birds' lex.",
3876,kʰā́rīka,Indo-Aryan,"<html><body><number>3876</number> <b>khā́rīka</b> 'sown with a <i>khārī</i> of grain' Pāṇ., <i>khārika</i>- lex. [<smallcaps>khārá</smallcaps>-]",
3877,*kʰāru,Indo-Aryan,"<html><body><number>3877</number> <b>*khāru</b> 'a kind of cloth'. [Cf. *<smallcaps>khaṇḍu-², *khadda</smallcaps>-]",
3878,kʰiŋkʰira,Indo-Aryan,"<html><body><number>3878</number> <b>khiṅkhira</b> m., <i>°rī</i>- f. 'fox' lex. [Cf. <i>khikhi</i>-, <i>kikhi</i>- f. lex.: ← Mu. PMWS 52]",
3879,*kʰiŋga,Indo-Aryan,<html><body><number>3879</number> <b>*khiṅga</b> 'strong?',
3880,kʰiccā,Indo-Aryan,"<html><body><number>3880</number> <b>khiccā</b>, <i>°cĭ̄</i>- f. 'dish of rice and peas' Npr.",
3881,*kʰiñc,Indo-Aryan,"<html><body><number>3881</number> <b>*khiñc</b> 'to drag, pull'. 2. <b>*khēñc-</b> formed as tr.? 3. <b>*khaiñc-</b> with <i>ai</i> from <i>aĩc</i>- &lt; *<smallcaps>atiyañcati</smallcaps>.",
3882,*kʰiḍ,Indo-Aryan,"<html><body><number>3882</number> <b>*khiḍ</b> 'be open, expand'. 2. <b>*khiḍḍ-</b>². 3. <b>*khiṇḍ-.</b> 4. <b>*khil-.</b> 5. <b>*khill-.</b> 6. <b>*khēḍ-</b> tr. 'open up, plough'. [Cf. <i>khēṭita</i>- 'ploughed' lex.]",
3883,*kʰiḍḍakara,Indo-Aryan,"<html><body><number>3883</number> <b>*khiḍḍakara</b> 'player'. [*<smallcaps>khiḍḍ-¹, kará</smallcaps>-¹]",
3884,kʰídyatē,Indo-Aryan,"<html><body><number>3884</number> <b>khídyatē</b> 'is depressed' R. 2. <b>khinna-</b> 'wearied' MBh. [<i>khidáti</i> 'presses down' RV., <i>sámaskhidat</i> TS., <i>niṣkhidam</i> AV",
3885,kʰilá,Indo-Aryan,<html><body><number>3885</number> <b>khilá</b>¹ m. 'unploughed land' AV. 2. <b>khilyá-</b> m. RV.,
3886,*kʰila,Indo-Aryan,"<html><body><number>3886</number> <b>*khila</b>² 'lump, boil'. 2. <b>*khilla-.</b> 3. <b>*killa-.</b> [Poss. conn. with <smallcaps>kīla</smallcaps>-¹ 'tumour' MBh.: semant. cf. *<smallcaps>khuṇṭa</smallcaps>-¹]",
3887,*kʰilli,Indo-Aryan,"<html><body><number>3887</number> <b>*khilli</b> 'roll esp. of betel leaf'. [Cf. <i>kuhali</i>- m., <i>°lī</i>- f. 'betel leaf' lex.?]",
3888,*kʰis,Indo-Aryan,<html><body><number>3888</number> <b>*khis</b> 'slip'. [Cf. √*<smallcaps>khas</smallcaps>¹],
3889,*kʰiss,Indo-Aryan,"<html><body><number>3889</number> <b>*khiss</b> 'grin, snarl'.",
3889a,*kʰuŋk,Indo-Aryan,<html><body><number>3889a</number> †<b>*khuṅk-</b> 'cough'. [Cf. *<smallcaps>khōkkh</smallcaps>-],
3890,*kʰucc,Indo-Aryan,"<html><body><number>3890</number> <b>*khucc</b> 'pierce, tear'. 2. <b>*khōcc-.</b> 3. <b>*khuñc-.</b> 4. <b>*khōñc-.</b> [Poss. formations fr. <i>*sku-c</i>-. For list of poss. enlargements of IE. <i>*sqeu</i>- see √<smallcaps>sku</smallcaps>]",
3891,*kʰuccā,Indo-Aryan,<html><body><number>3891</number> <b>*khuccā</b> 'bend'. [&lt; *<smallcaps>skuc</smallcaps>- beside √<smallcaps>kuc</smallcaps>?],
3892,*kʰuṭati,Indo-Aryan,"<html><body><number>3892</number> <b>*khuṭati</b> 'breaks, pierces'. 2. <b>*khuṇṭati.</b> 3. <b>*khuṭ- yatē.</b> 4. <b>*khōṭayati.</b> 5. <b>khúṇḍatē</b>¹, <i>khuṇḍáyati</i>, <i>khōḍayati</i> 'breaks in pieces' Dhātup. [Cf. *<smallcaps>utskr̥ta-",
3893,*kʰuṭṭa,Indo-Aryan,"<html><body><number>3893</number> <b>*khuṭṭa</b>¹ 'peg, post'. 2. <b>*khuṇṭa-¹.</b> [Same as *<smallcaps>khuṭṭa</smallcaps>-²",
3894,*kʰuṭṭa,Indo-Aryan,"<html><body><number>3894</number> <b>*khuṭṭa</b>² 'leg'. [Perh. same as *<smallcaps>khuṭṭa</smallcaps>-¹ 'peg', but see word-group s.v. *<smallcaps>kuṭṭha</smallcaps>-]",
3895,*kʰuṭṭa,Indo-Aryan,<html><body><number>3895</number> <b>*khuṭṭa</b>⁴ 'defective'. [See list s.v. <smallcaps>kuṇṭha</smallcaps>-],
3896,*kʰuṭṭahala,Indo-Aryan,"<html><body><number>3896</number> <b>*khuṭṭahala</b> 'worn-out plough'. [*<smallcaps>khuṭṭa-², hala</smallcaps>-]",
3897,*kʰuḍḍʰa,Indo-Aryan,<html><body><number>3897</number> <b>*khuḍḍha</b> 'defective'. [See list s.v. <smallcaps>kuṇṭha</smallcaps>-],
3898,*kʰuṇṭa,Indo-Aryan,<html><body><number>3898</number> <b>*khuṇṭa</b>² 'corner'. 2. <b>*kuṇṭa-².</b> [Cf. *<smallcaps>khōñca</smallcaps>-],
3899,*kʰuṇṭʰa,Indo-Aryan,<html><body><number>3899</number> <b>*khuṇṭha</b> 'defective'. [See list s.v. <smallcaps>kuṇṭha</smallcaps>-],
3900,*kʰuṇṭʰahala,Indo-Aryan,"<html><body><number>3900</number> <b>*khuṇṭhahala</b> 'worn or blunt plough' [*<smallcaps>khuṇṭha-, halá</smallcaps>-]",
3901,*kʰuṇḍa,Indo-Aryan,<html><body><number>3901</number> <b>*khuṇḍa</b> 'defective'. [See list s.v. <smallcaps>kuṇṭha</smallcaps>-],
3902,*kʰundʰa,Indo-Aryan,<html><body><number>3902</number> <b>*khundha</b> 'humpbacked'. [Cf. the 'hump' group s.v. <smallcaps>kubjá</smallcaps>- and the 'defective' group s.v. <smallcaps>kuṇṭha</smallcaps>-],
3903,*kʰubja,Indo-Aryan,<html><body><number>3903</number> <b>*khubja</b> 'humpbacked'. [See <smallcaps>kubjá</smallcaps>-],
3904,*kʰubba,Indo-Aryan,<html><body><number>3904</number> <b>*khubba</b> 'hump'. [See *<smallcaps>kubba</smallcaps>- and list s.v. <smallcaps>kubjá</smallcaps>-],
3905,*kʰumm,Indo-Aryan,<html><body><number>3905</number> <b>*khumm</b> 'bend'.,
3906,kʰura,Indo-Aryan,"<html><body><number>3906</number> <b>khura</b> m. 'hoof' KātyŚr̥. 2. <b>*khuḍa-</b>¹ (<i>khuḍaka</i>-, <i>khula°</i> 'ankle-bone' Suśr.). [← Drav. T. Burrow BSOAS xii 376: it belongs to the word-group 'heel-ankle-knee-wrist', see *<smallcaps>kuṭṭha</smallcaps>-]",
3907,*kʰuragʰāta,Indo-Aryan,"<html><body><number>3907</number> <b>*khuraghāta</b> 'hoof disease'. [<smallcaps>khura-, ghāta</smallcaps>-]",
3908,*kʰurapāśa,Indo-Aryan,"<html><body><number>3908</number> <b>*khurapāśa</b> 'foot rope'. [<smallcaps>khura-, pā́śa</smallcaps>-]",
3909,*kʰuramr̩ttikā,Indo-Aryan,"<html><body><number>3909</number> <b>*khuramr̥ttikā</b> 'hoof dust'. [<smallcaps>khura-, mr̥ttikā</smallcaps>-]",
3910,kʰurāsāna,Indo-Aryan,"<html><body><number>3910</number> <b>khurāsāna-,</b> <i>°āṇa</i>- 'coming from Khorasan (a Persian province which produced saffron, asafoetida and various aromatic gums)'.",
3911,kʰuriṇī,Indo-Aryan,"<html><body><number>3911</number> <b>khuriṇī</b> '*the hoofed (part of foot)', <i>khurin</i>- 'hoofed' VarBr̥S. [<smallcaps>khura</smallcaps>-]",
3912,*kʰūha,Indo-Aryan,"<html><body><number>3912</number> <b>*khūha</b> 'pit, well'. [<smallcaps>kū́pa-¹ X khḗya-, khanati X guhā</smallcaps>-¹?]",
3913,*kʰūhakʰānaka,Indo-Aryan,"<html><body><number>3913</number> <b>*khūhakhānaka</b> 'well-digger'. [Cf. <i>kūpakhā</i>- m. Pāṇ., <i>°khānaka</i>- m. Kathās",
3914,*kʰūhakʰānya,Indo-Aryan,"<html><body><number>3914</number> <b>*khūhakhānya</b> 'dug out from a pit'. [*<smallcaps>khūha-, khānya</smallcaps>-]",
3915,kʰēṭa-,Indo-Aryan,"<html><body><number>3915</number> <b>khēṭa-¹,</b> <i>°aka</i>- m.n. 'shield' MBh.",
3916,kʰēṭa,Indo-Aryan,"<html><body><number>3916</number> <b>khēṭa</b>² m. 'village' MBh., <i>°aka</i>- m. 'small village' VP., at end of cmpd. expresses depreciation Pāṇ. [If semant. development 'cultivation &gt; village' can be accepted, connexion with *<smallcaps>khēḍayati</smallcaps> phonet. better than &lt; <i>kṣḗtra</i>- with J. Charpentier IF 28, 183]",
3917,kʰēṭa,Indo-Aryan,<html><body><number>3917</number> <b>khēṭa</b>⁴ n. 'grass' lex. [Cf. <smallcaps>khaṭa</smallcaps>-],
3918,*kʰēḍ,Indo-Aryan,"<html><body><number>3918</number> <b>*khēḍ</b> 'play'. 2. <b>*khēḍḍ-.</b> 3. <b>*khiḍḍ-¹.</b> 4. <b>*khīl-.</b> 5. <b>*khill-.</b> 6. <b>*khēl-.</b> 7. <b>*khēll-.</b> 8. <b>kēl-</b> or <b>*kēḍ-.</b> [If <i>krī́ḍati</i>, already in RV. (<i>krī́ḷati</i>, <i>°ḷā́</i>-, <i>°ḷí</i>- f., <i>°ḷú</i>-), is of non-Aryan origin (see in last instance A. Master BSOAS xii 363 and F. B. J. Kuiper Festschr. A. Debrunner 242: EWA i 279 with earlier lit.), then these forms may stem from the same source. If <i>krī́ḍati</i> is IE., it has crossed with these, e.g. Pk. <i>kiḍḍaï</i>, <i>killaï</i> ~ <i>kīḍaï</i>. Sk. <i>kḗlati</i> 'trembles' Dhātup., <i>kḗli</i>- f. 'amorous play' Mn., <i>khḗlati</i> 'shakes' R., <i>khēlāyáti</i> 'plays' Bhaṭṭ., <i>khēli</i>- f. 'sport' Gīt. may be connected. <i>kṣvḗlati</i> 'jumps, sports' R., <i>kṣvēli</i>-, <i>°ikā</i>- f. 'play' BhP. ac. to EAW i 296 is sanskritization of <i>khēl</i>-; but, although there is no form in NIA. with <i>c̣h</i>-, or <i>ch</i>-, Gy. eur. and arm. <i>kh</i>-, pal. <i>k</i>- (not <i>x</i>- and <i>ḳ</i>- &lt; Sk. <i>kh</i>-) attest <i>kṣ{v}</i>-. H. <i>helnā</i> 'to play', if &lt; <i>*abhikhēl</i>-, separates <i>khēl</i>- from <i>kṣvēl</i>- or represents a late cmpd. with MIA. <i>kh</i>- &lt; <i>kṣ{v}</i>-]",
3919,kʰēda,Indo-Aryan,"<html><body><number>3919</number> <b>khēda</b> m. 'lassitude' R., 'pain' Pañcat. [√<smallcaps>khid</smallcaps>]",
3920,kʰēdayati,Indo-Aryan,"<html><body><number>3920</number> <b>khēdayati</b> 'presses down, molests, tires' Mr̥cch. [√<smallcaps>khid</smallcaps>]",
3921,*kʰēdd,Indo-Aryan,"<html><body><number>3921</number> <b>*khēdd</b> 'drive, pursue'.",
3922,*kʰēdyatē,Indo-Aryan,<html><body><number>3922</number> <b>*khēdyatē</b> 'is fatigued'. [√<smallcaps>khid</smallcaps>],
3923,kʰḗya,Indo-Aryan,"<html><body><number>3923</number> <b>khḗya</b> n. 'needing to be dug' Pāṇ., n. 'ditch' lex. [√<smallcaps>khan</smallcaps>]",
3924,*kʰeśśa,Indo-Aryan,<html><body><number>3924</number> <b>*kheśśa</b> 'a partic. sort of cloth'.,
3925,*kʰēsārī,Indo-Aryan,<html><body><number>3925</number> <b>*khēsārī</b> 'lentil'. 2. <b>*kēsārī-</b> [Cf. <smallcaps>kr̥sará</smallcaps>-],
3926,*kʰōkkʰ,Indo-Aryan,"<html><body><number>3926</number> <b>*khōkkh</b> 'bark, cough'.",
3927,*kʰōkkʰa,Indo-Aryan,<html><body><number>3927</number> <b>*khōkkha</b> 'hollow'.,
3928,*kʰōŋga,Indo-Aryan,<html><body><number>3928</number> <b>*khōṅga</b> 'basket'.,
3929,*kʰōjja,Indo-Aryan,"<html><body><number>3929</number> <b>*khōjja</b> 'mark, footprint'. 2. <b>*khōjjati</b> 'tracks, seeks'. 3. <b>*khuddati</b> [Conn. with <i>khṓjati</i> 'steals' Dhātup. is doubtful]",
3930,*kʰōñcā,Indo-Aryan,"<html><body><number>3930</number> <b>*khōñcā</b> 'curve, bend'. [&lt; *<smallcaps>skuc</smallcaps>- beside √<smallcaps>kuc</smallcaps>?]",
3931,*kʰōṭi,Indo-Aryan,<html><body><number>3931</number> <b>*khōṭi</b> 'blemish'. 2. <b>*khōṭṭa-.</b> [Cf. *<smallcaps>khuṭṭa</smallcaps>- ⁴ and <smallcaps>kūṭa</smallcaps>-²],
3932,*kʰōtta,Indo-Aryan,<html><body><number>3932</number> <b>*khōtta</b> 'donkey'. [Poss. ← same source as <smallcaps>ghōṭa</smallcaps>-],
3933,*kʰōttarūpa,Indo-Aryan,"<html><body><number>3933</number> <b>*khōttarūpa</b> 'donkey'. [*<smallcaps>khōtta-, rūpá</smallcaps>-]",
3934,*kʰōdd,Indo-Aryan,"<html><body><number>3934</number> <b>*khōdd</b> 'dig'. 2. <b>*khōḍḍ-.</b> 3. <b>*kōḍḍ-.</b> 4. <b>*gōdd-.</b> 5. <b>*gōḍḍ-.</b> 6. <b>*guḍḍ-.</b> [Poss. conn. with <i>khudáti</i> 'thrusts (penis) into' RV., <i>prákhudati</i> 'futuit' AV.; cf. also *<smallcaps>khōtr-, *kōtr</smallcaps>-]",
3935,kʰōnamuṣa,Indo-Aryan,"<html><body><number>3935</number> <b>khōnamuṣa</b> m. 'name of a place in Kashmir' Rājat., <i>°mukha</i>- Vcar.",
3936,*kʰōppa,Indo-Aryan,<html><body><number>3936</number> <b>*khōppa</b>¹ 'coconut shell'. 2. <b>*khōppaḍa-.</b> 3. <b>*khōppara-.</b> 4. <b>*khōbbara-.</b> [Cf. *<smallcaps>kōppara</smallcaps>-],
3937,*kʰōppa,Indo-Aryan,<html><body><number>3937</number> <b>*khōppa</b>² 'hole'. [Cf. *<smallcaps>khappa</smallcaps>-²],
3938,*kʰōppa,Indo-Aryan,<html><body><number>3938</number> <b>*khōppa</b>³ 'hut'. 2. <b>*khōmpa-.</b> [Prob. ← Drav. DED no. 1441],
3939,*kʰōppa,Indo-Aryan,<html><body><number>3939</number> <b>*khōppa</b>⁴ 'bunch of hair'. [← Drav. DED no. 1755],
3940,kʰōyāśrama,Indo-Aryan,<html><body><number>3940</number> <b>khōyāśrama</b> m. 'a district in Kashmir' Rājat.,
3941,kʰōra,Indo-Aryan,"<html><body><number>3941</number> <b>khōra</b>¹ 'lame' KātyŚr., <i>khōla</i>-³, lex. 2. <b>khōṭa-,</b> <i>khōḍa</i>- lex. 3. <b>*khuḍa-².</b> 4. <b>*khuṭṭa-</b>³ (same as *<smallcaps>khuṭṭa</smallcaps>- ⁴?). 5. <b>khuṇḍatē</b>² 'limps' Dhātup. 6. <b>*khōṇḍa-.</b> [Of non-Aryan origin PMWS 52. Cf. <smallcaps>kúṇṭhati</smallcaps> 'is lame' and the list of 'defective' words s.v. <smallcaps>kuṇṭha</smallcaps>- with which some of the 'lame' words collide. See also *<smallcaps>kōla</smallcaps>- ⁴]",
3942,kʰōla,Indo-Aryan,"<html><body><number>3942</number> <b>khōla</b>¹ n. 'a kind of hat' Kād., 'helmet' lex., <i>°aka</i>- m. lex. [Pr. Kho. &lt; <i>*khōda</i>-, Kt. Kal. &lt; <i>*khōḍa</i>-, Sk. Paš. &lt; <i>khōla</i>-, Tor. Sh. &lt; <i>*khōda</i>- or <i>*khōḍa</i>-, M. &lt; <i>*khōḍa</i>- or <i>khōla</i>-: these represent loans from different Iranian dialects at different stages, e.g. Av. <i>xαοδα</i>-, Psht. <i>xōl</i> EVP 96]",
3943,*kʰōla,Indo-Aryan,"<html><body><number>3943</number> <b>*khōla</b>² 'cavity, hollow'. 2. <b>*khōlla-².</b> 3. <b>*khōḍa-.</b> 4. <b>*khōra-².</b> [Cf. Par. <i>khur</i> 'cave' IIFL i 265]",
3944,kʰōli,Indo-Aryan,<html><body><number>3944</number> <b>khōli</b> f. 'quiver' lex.,
3945,*kʰōll,Indo-Aryan,<html><body><number>3945</number> <b>*khōll</b> 'to open'. 2. <b>*khull-</b> 'to be open'.,
3946,*kʰōlla,Indo-Aryan,<html><body><number>3946</number> <b>*khōlla</b>¹ 'hut'.,
3947,*kʰōva,Indo-Aryan,<html><body><number>3947</number> <b>*khōva</b> 'inspissated milk'.,
3948,*kʰōsa,Indo-Aryan,<html><body><number>3948</number> <b>*khōsa</b> 'husk'.,
3949,*gakṣa,Indo-Aryan,"<html><body><number>3949</number> <b>*gakṣa</b> 'tree', <i>gaccha</i>- m. lex.",
3950,gagana,Indo-Aryan,"<html><body><number>3950</number> <b>gagana-,</b> <i>°aṇa</i>- n. 'atmosphere' Yājñ.",
3951,*gaŋgarīti,Indo-Aryan,"<html><body><number>3951</number> <b>*gaṅgarīti</b> 'calls loudly'. [Poss. intens. of √<smallcaps>gr̥̄</smallcaps>³, but prob. onom. like *<smallcaps>gargarāyati</smallcaps>]",
3952,gáŋgā,Indo-Aryan,<html><body><number>3952</number> <b>gáṅgā</b> f. 'the river Ganges' RV.,
3953,*gaŋgāmr̩ttikā,Indo-Aryan,"<html><body><number>3953</number> <b>*gaṅgāmr̥ttikā</b> 'Ganges earth'. [<smallcaps>gáṅgā-, mŕ̥ttikā</smallcaps>-]",
3954,*gacca,Indo-Aryan,"<html><body><number>3954</number> <b>*gacca</b> 'mud'. [Perh. onom., cf. Drav. words s.v. *<smallcaps>gicc</smallcaps>- and Pahlavi <i>gač</i>, Pers. <i>geč</i> 'mud'.]",
3955,gáccʰati,Indo-Aryan,"<html><body><number>3955</number> <b>gácchati</b> 'goes' RV., 'falls to the share of' Mn., 'understands' MBh. [√<smallcaps>gam</smallcaps>]",
3956,gaja,Indo-Aryan,<html><body><number>3956</number> <b>gaja</b> m. 'elephant' ṢaḍvBr.,
3957,gajavara,Indo-Aryan,"<html><body><number>3957</number> <b>gajavara</b> m. 'best of elephants' Jain. [<smallcaps>gaja-, vára</smallcaps>-¹]",
3958,gajēndra,Indo-Aryan,"<html><body><number>3958</number> <b>gajēndra</b> m. 'chief of elephants' MBh. [<smallcaps>gaja-, índra</smallcaps>-]",
