Cell_Key,PDF_Page,Printed_Page,Row,Item,List_Key,Scope,Language_ID,Dialect_ID,Manual_Gloss,Manual_Form,Cell_Status,Confidence,Review_Method,Status,Reason,Citation,Entry_Key,Integration_Status,Integration_Reason
kurumba2012:kannada_bangalore:i508,237,232,8,508,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,upturn,meleʈɪrugu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 508 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 508, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i508,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i509,237,232,9,509,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,run,woɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 509 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 509, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i509,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i510,237,232,10,510,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,fall off,bɪɭu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 510 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 510, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i510,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i511,237,232,11,511,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,get up,keɭu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 511 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 511, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i511,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i512,237,232,12,512,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,wear,hakku,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 512 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 512, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i512,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i513,237,232,13,513,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,beat,hoɖɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 513 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 513, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i513,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i514,237,232,14,514,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,chop,kattʌrɪsu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 514 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 514, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i514,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i515,237,232,15,515,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,tie up,kʌttu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 515 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 515, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i515,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i516,237,232,16,516,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,dig,agɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 516 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 516, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i516,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i517,237,232,17,517,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,cook,aɖɪgemaɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 517 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 517, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i517,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i518,237,232,18,518,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,taste,rutʃɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 518 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 518, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i518,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i519,237,232,19,519,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,burn,suɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 519 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 519, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i519,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i520,237,232,20,520,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,burn food,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.237 / printed p.232 / item 520 / Kannada; four printed dashes confirmed in enlarged 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 232, item 520, list Standard Kannada, Bangalore]",,excluded_blank_control,printed dash in a comparison-control list
kurumba2012:kannada_bangalore:i521,237,232,21,521,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,steal,kaɖɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 521 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 521, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i521,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i522,237,232,22,522,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,bring,ʈa,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 522 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 522, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i522,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i523,237,232,23,523,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,carry,jettu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 523 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 523, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i523,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i524,237,232,24,524,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,send,kʌɭuhɪsu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 524 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 524, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i524,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i525,237,232,25,525,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,take away,tegaɖubɪɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 525 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 525, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i525,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i526,238,233,1,526,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,give,koɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.238 / printed p.233 / item 526 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 233, item 526, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i526,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i527,238,233,2,527,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,see,noɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.238 / printed p.233 / item 527 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 233, item 527, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i527,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i528,238,233,3,528,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,hear,keɭu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.238 / printed p.233 / item 528 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 233, item 528, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i528,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i529,238,233,4,529,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,say,neɭu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.238 / printed p.233 / item 529 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 233, item 529, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i529,excluded_control,comparison-control attestation retained audit-only
