source_index,id,parent_index,parent_id,level,language_id,form,gloss,comment,page
1475,n1166,1474,n1165,1,PIE Form,daɦ-i-u-ēr,,,d
1476,n1167,1475,n1166,3,PNur,davero,,,d
1477,n1168,,,0,PIE Root,dâu,burn,"[Pok. 179  *dâu-  PIE formula: *t̰-âu-
1]",d
1478,n1169,1477,n1168,1,PIE Form,du-h-io-,,,d
1479,n1170,1478,n1169,2,PAr,du:-ya-,,,d
1480,n1171,1479,n1170,3,OIA,du:-ya-te,is burnt,,d
1481,n1172,1478,n1169,2,PAr,upa-du:-ya-,pain; affliction,,d
1482,n1173,1481,n1172,3,OIA,upa-du:-ya-te,is hurt,,d
1483,n1174,1477,n1168,1,PIE Form,du-h-men-,,,d
1484,n1175,1483,n1174,2,PAr,du:-man-,,,d
1485,n1176,1484,n1175,3,OIA,du:-man-,distress,,d
1486,n1177,1485,n1176,4,PNur,koidum,,,d
1487,n1178,,,0,Dåmiâ,dåman,,,d
1488,n1179,,,0,PNur,dis,'silo' storage bin,,d
1489,n1180,,,0,Arb,dīn,faith,,d
1490,n1181,,,0,PIE Root,dei,shine; day; sun; sky god; god,"[Pok. 183  *dei-1  PIE formula: *t̰-i-
]",d
1491,n1182,1490,n1181,1,PIE Form,dei-uo-,,,d
1492,n1183,1491,n1182,2,PAr,daiv′a-,,,d
1493,n1184,1492,n1183,3,OIA,dev′a-,heavenly; god; demon,,d
1494,n1185,1492,n1183,3,OIA,deva-lok′a-,world of the gods,,d
1495,n1186,1490,n1181,1,PIE Form,di-u-o-,,,d
1496,n1187,1495,n1186,2,PAr,div′a-,sky; day,,d
1497,n1188,1490,n1181,1,PIE Form,di-u-t-,,,d
1498,n1189,1497,n1188,2,PAr,dyut-i-,brightness,,d
1499,n1190,1498,n1189,3,PNur,u-ǰu-ma,,,d
1500,n1191,,,0,PIE Root,deu,plunge; penetrate into,"[Pok. 217  *deu-1  PIE formula: *t̰-u-
]",d
1501,n1192,1500,n1191,1,PIE Form,deu-s-o-,,,d
1502,n1193,1501,n1192,2,PAr,daus′a-,night,,d
1503,n1194,1502,n1193,3,PNur,dos,,,d
1504,n1195,,,0,PIE Root,deu,move forward; pass,"[Pok. 219  *deu-3  PIE formula: *t̰-u-
]",d
1505,n1196,1504,n1195,1,PIE Form,du-h-ro-,,,d
1506,n1197,1505,n1196,2,PAr,du:r′a-,distant,,d
1507,n1198,1506,n1197,3,PNur,pa-dur-i,,,d
1508,n1199,1506,n1197,3,OIA,su-du:r′a-,very far,,d
1509,n1200,1508,n1199,4,PNur,su-dur,,,d
1510,n1201,1508,n1199,4,PNur,su-dur-i,,,d
1511,n1202,,,0,PIE Root,dek̂,take; offer a sacrifice; observe a custom,[Pok. 189  *dek̂-1  PIE formula: *t̰-k̂-],d
1512,n1203,1511,n1202,1,PIE Form,dek̂-s-i-no-,,,d
1513,n1204,1512,n1203,2,PAr,d′ačš-i-na-,right,,d
1514,n1205,,,0,PIE Root,dek̂m,ten,"[Pok. 192  *dek̂m̥  PIE formula: *ṱ-k̂-
m]",d
1515,n1206,1514,n1205,1,PIE Form,d′e-k̂m,,,d
1516,n1207,1515,n1206,2,PAr,d′ača,ten,,d
1517,n1208,1516,n1207,3,PNur,dać,,,d
1518,n1209,1516,n1207,3,OIA,d′aša,ten,,d
1519,n1210,1518,n1209,4,PNur,daš,,,d
1520,n1211,,,0,Prs,deǧ,pot,,d
1521,6547,,,0,OIA,deš-′a-,point; region; country,[T. 6547],d
1522,n1212,,,0,PIE Root,der,handspan,"[Pok. 203  *der-1  PIE formula: *t̰-r-
]",d
1523,n1213,1522,n1212,1,PIE Form,dr-i-s-ti-,,,d
1524,n1214,1523,n1213,2,PAr,drišti-,span,,d
1525,n1215,1524,n1214,3,PNur,drišt,,,d
1526,n1216,1524,n1214,3,OIA,driṣṭi-,span,,d
1527,n1217,1526,n1216,4,PNur,driṣṭ,,,d
1528,n1218,,,0,PIE Root,der,run,"[Pok. 204  *der-3  PIE formula: *t̰-r-
]",d
1529,n1219,1528,n1218,1,PIE Form,dr-eh-,,,d
1530,n1220,1529,n1219,2,PAr,dra:-,,,d
1531,n1221,1530,n1220,3,OIA,ud-dra:-ti,flees; flies,,d
1532,n1222,1528,n1218,1,PIE Form,dr-em-e-,,,d
1533,n1223,1532,n1222,2,PAr,dr′am-a-ti,runs,,d
1534,n1224,1533,n1223,3,PNur,drama-,,,d
1535,n1225,1528,n1218,1,PIE Form,dr-eu-o-,,,d
1536,n1226,1535,n1225,2,PAr,drâv-a-,speed; flight,,d
1537,n1227,1528,n1218,1,PIE Form,dr-ōu-′eio-,,,d
1538,n1228,1537,n1227,2,PAr,drâv-′aya-,,,d
1539,n1229,1538,n1228,3,OIA,drâv-′aya-ti,causes to run; makes flow,,d
1540,n1230,,,0,Prs,dereši,suit,,d
1541,n1231,,,0,PIE Root,deru,tree,"[Pok. 214  *deru-  PIE formula: *t̰-r-u-
]",d
1542,n1232,1541,n1231,1,PIE Form,der-u-i-,,,d
1543,n1233,1542,n1232,2,PAr,daru-i-,ladle,,d
1544,n1234,1543,n1233,3,PNur,dar,,,d
1545,n1235,1541,n1231,1,PIE Form,dor-u-o-,,,d
1546,n1236,1545,n1235,2,PAr,dârv-a-,wooden,,d
1547,n1237,1546,n1236,3,PNur,dâv,,,d
1548,n1238,1546,n1236,3,OIA,dâv-′a-,wooden,,d
1549,n1239,1548,n1238,4,PNur,dâv,,,d
1550,n1240,1541,n1231,1,PIE Form,dr-eu-no-,,,d
1551,n1241,1550,n1240,2,PAr,drau-na-,,,d
1552,n1242,1551,n1241,3,OIA,dro-ṇa-,bow,,d
1553,n1243,1552,n1242,4,PNur,dro˜,,,d
1554,n1244,,,0,PIE Root,del,split; divide,"[Pok. 194  *del-3  PIE formula: *t̰-l-
]",d
1555,n1245,1554,n1244,1,PIE Form,del-e-,,,d
1556,n1246,1555,n1245,2,PAr,d′al-a-ti,split,,d
1557,n1247,1556,n1246,3,PNur,dâla-,,,d
1558,n1248,1554,n1244,1,PIE Form,dl-i-ko-,,,d
1559,n1249,1558,n1248,2,PAr,dri-ka-,split,,d
1560,n1250,,,0,PIE Root,del,long,"[Pok. 196  *del-5  PIE formula: *t̰-l-
]",d
1561,n1251,1560,n1250,1,PIE Form,dl-h-gʱʹo-,,,d
1562,n1252,1561,n1251,2,PAr,dr̥:gʱa-,long; tall; deep,,d
1563,n1253,1562,n1252,3,PNur,driga-la,,,d
1564,n1254,1562,n1252,3,PNur,driga-na,,,d
1565,n1255,1562,n1252,3,PNur,"driga-ṛa-
la",,,d
1566,n1256,,,0,PIE Root,denk̂,bite,"[Pok. 201  *denk̂-  PIE formula: *t̰-n-k̂-
]",d
1567,n1257,1566,n1256,1,PIE Form,d-en-k̂-en-o-,,,d
1568,n1258,1567,n1257,2,PAr,da˜č-an-a-,biting,,d
1569,n1259,1568,n1258,3,PNur,daćaṇi,,,d
1570,n1260,1566,n1256,1,PIE Form,d-en-k̂-o-,,,d
1571,n1261,1570,n1260,2,PAr,sa˜-danč-′a-,tongs; pincers,,d
1572,n1262,1571,n1261,3,PNur,sânduć,,,d
1573,n1263,,,0,PIE Root,dem,build; house,"[Pok. 198  *dem-  PIE formula: *t̰-m-
]",d
1574,n1264,1573,n1263,1,PIE Form,dōm-eio-,,,d
1575,n1265,1574,n1264,3,PNur,dâmâv-,,,d
1576,6518,,,0,OIA,dr̥ṣ′ad-,rock; millstone,[T. 6518],d
1577,n1266,,,0,PIE Root,du,two,"[Pok. 228  *du̯ō(u)  PIE formula: *t̰-u-ɦ̊-
1]",d
1578,n1267,1577,n1266,1,PIE Form,du-ōu,,,d
1579,n1268,1578,n1267,2,PAr,duv′â,two,,d
1580,n1269,1579,n1268,3,PNur,du,,,d
1581,n1270,1579,n1268,3,PNur,du-du,,,d
1582,n1271,1578,n1267,2,PAr,duv′â-,two,,d
1583,n1272,1582,n1271,3,PNur,di-og,,,d
1584,n1273,1577,n1266,1,PIE Form,du-ōu-dek̂m,,,d
1585,n1274,1584,n1273,2,PAr,duv′â-dača,twelve,,d
1586,n1275,1585,n1274,3,PNur,duić,,,d
1587,n1276,1584,n1273,2,PAr,dv′â-dača,,,d
1588,n1277,1587,n1276,3,OIA,dv′â-daša,twelve,,d
1589,n1278,1588,n1277,4,PNur,bâš,,,d
1590,n1279,1588,n1277,4,PNur,bâš-pâ,,,d
1591,n1280,1577,n1266,1,PIE Form,du-i-,,,d
1592,n1281,1591,n1280,2,PAr,dvi-vats-i-ka-:-,,,d
1593,n1282,1592,n1281,3,OIA,dvi-vats-i-ka-:-,two years old,,d
1594,n1283,1593,n1282,4,PNur,duvaši,,,d
1595,n1284,,,0,PIE Root,dus,bad; foul,"[Pok. 227  *dus-  PIE formula: *t̰-u-s-
]",d
1596,n1285,1595,n1284,1,PIE Form,deu-s-o-,,,d
1597,n1286,1596,n1285,2,PAr,daus-a-,,,d
1598,n1287,1597,n1286,3,OIA,doṣ-a-,fault,,d
1599,n1288,1598,n1287,4,PNur,doṣ,,,d
1600,n1289,1595,n1284,1,PIE Form,dus-bel-o-,,,d
1601,n1290,1600,n1289,2,PAr,dus-bal-a-,,,d
1602,n1291,1601,n1290,3,OIA,dur-bala-,boy,,d
1603,n1292,1602,n1291,4,PNur,dabala,,,d
1604,n1293,1602,n1291,4,PNur,dabal-i,,,d
1605,n1294,1595,n1284,1,PIE Form,dus-k-h-o,,,d
1606,n1295,1605,n1294,2,PAr,dus-kh′a-,,,d
1607,n1296,1606,n1295,3,OIA,duḥ-kh′a-,difficulty; pain,,d
1608,n1297,1607,n1296,4,PNur,duk,,,d
1609,n1298,,,0,Prs,duzax,hell,,d
1610,6464,,,0,OIA,du-vr̥ta-,twofold,[T. 6464],d
1611,n1299,,,0,PIE Root,dumb,penis; tail,"[Pok. 227  *dumb-  PIE formula: *t̰-u-n-ᴘ̰-
]",d
1612,n1300,1611,n1299,1,PIE Form,dum-bʱ-o-,,,d
1613,n1301,1612,n1300,2,PAr,dum-bʱa-,,,d
1614,n1302,1613,n1301,3,OIA,dumbʱa-,tail,,d
1615,n1303,1614,n1302,4,PNur,duma,,,d
1616,n1304,1614,n1302,4,PNur,dumaṛi,,,d
1617,n1305,,,0,Arb,duʕâ,prayer,,d
1618,n1306,,,0,PNur,dübaka,1/4 bushel,,d
1619,n1307,,,0,PIE Root,dous,arm,"[Pok. 226  *dous-  PIE formula: *t̰-ou-s-
1]",d
1620,n1308,1619,n1307,1,PIE Form,dou-s-,,,d
1621,n1309,1620,n1308,2,PAr,daus-,forearm,,d
1622,n1310,1619,n1307,1,PIE Form,dou-s-,,,d
1623,n1311,1622,n1310,3,PNur,âdasa-,,,d
1624,n1312,,,0,PIE Root,doɦ̊,give,"[Pok. 223  *dō-  PIE formula: *t̰-
ɦ̊1]",d
1625,n1313,1624,n1312,1,PIE Form,de-doɦ̊-,,,d
1626,n1314,1625,n1313,2,PAr,d′a-dâ-ti,gives,,d
1627,n1315,1626,n1314,3,OIA,pr′a-da-dâ-ti,give,,d
1628,n1316,1624,n1312,1,PIE Form,doɦ̊-t′o-,,,d
1629,n1317,1628,n1316,2,PAr,dâ-t′a,,,d
1630,n1318,1629,n1317,3,OIA,pr′a-tta-,gives away,,d
1631,n1319,1624,n1312,1,PIE Form,doɦ̊-r-u-,,,d
1632,n1320,1631,n1319,2,PAr,dâ-ru-,,,d
1633,n1321,1632,n1320,3,OIA,pra-dâru-,gift,,d
1634,n1322,,,0,PNur,draŋâ,knee,,d
1635,6617,,,0,OIA,*drangʱa-,something firm or fixing,[T. 6617],d
1636,6623,,,0,OIA,drav-′a-,flowing,[T. 6623],d
1637,6623,1636,6623,1,PNur,dro,,,d
1638,6623,1636,6623,1,PNur,droi,,,d
1639,n1323,,,0,PNur,drâl,spiderweb,,d
1640,n1324,,,0,PNur,druš,crack in rock,,d
1641,n1325,,,0,PNur,drušâ,bolt (of door or window),,d
1642,6637,,,0,OIA,dru-m′a-,tree,[T. 6637],d
1643,n1326,,,0,PIE Root,dnĝʱ′uɦ,tongue,"[Pok. 223  *dn̥ĝhū  PIE formula: *t̰-n-k̬̂-u-
ɦ]",d
1644,n1327,1643,n1326,1,PIE Form,dn-ĝʱ-′u-ɦ,,,d
1645,n1328,1644,n1327,2,PAr,duǰʱ′u:-,tongue,,d
1646,n1329,1645,n1328,3,OIA,ǰuh′u:-,tongue,,d
1647,n1330,1643,n1326,1,PIE Form,dn-ĝʱ-u-′aɦ,,,d
1648,n1331,1647,n1330,2,PAr,diǰʱu-a:-,tongue,,d
1649,n1332,1648,n1331,3,OIA,ǰiɦv′a-:-,tongue,,d
1650,n1333,,,0,PIE Root,dʱanu,a kind of tree,"[Pok. 234  *dhanu-  PIE formula: *t̬-an-u-
]",dAsp
1651,n1334,1650,n1333,1,PIE Form,dʱan-u-s-,,,dAsp
1652,n1335,1651,n1334,2,PAr,dʱan′us-,,,dAsp
1653,n1336,1652,n1335,3,OIA,indra-dʱan′uṣ-,rainbow,,dAsp
1654,n1337,1653,n1336,4,PNur,indro˜,,,dAsp
1655,6733,,,0,OIA,dʱam-′ani-,vein; nerve; throat,[T. 6733],dAsp
1656,6733,1655,6733,1,PNur,dama,,,dAsp
1657,6777,,,0,OIA,dʱân′a-:-,(parched) grain,[T. 6777],dAsp
1658,6813,,,0,PAr,dʱi·sana-:-,,[T. 6813],dAsp
1659,6813,1658,6813,1,OIA,dʱiṣ′aṇa-:-,,,dAsp
1660,6813,1659,6813,2,PNur,disani,,,dAsp
1661,n1338,,,0,PIE Root,dʱeiĝʱ,knead clay; build,"[Pok. 244  *dheiĝh-  PIE formula: *t̬-i-k̬̂-
]",dAsp
1662,n1339,1661,n1338,1,PIE Form,dʱe-i-ĝʱ-e-,,,dAsp
1663,n1340,1662,n1339,2,PAr,daiǰʱ-a-,makes; builds,,dAsp
1664,n1341,1663,n1340,3,PNur,diźa-,,,dAsp
1665,n1342,,,0,PIE Root,dʱeu,reel; dissipate; blow; smoke; dark; gray; deep; etc.,"[Pok. 261  *dheu-4  PIE 
formula: *t̬-u-]",dAsp
1666,n1343,1665,n1342,1,PIE Form,dʱu-h-m′o-,,,dAsp
1667,n1344,1666,n1343,2,PAr,dʱu:m′a-,smoke,,dAsp
1668,n1345,1667,n1344,3,PNur,dum,,,dAsp
1669,n1346,1666,n1343,2,PAr,dʱu:m-r′a-,smoke-colored; grey,,dAsp
1670,n1347,1669,n1346,3,PNur,drum,,,dAsp
1671,n1348,1669,n1346,3,PNur,drumaṇa,,,dAsp
1672,n1349,,,0,PIE Root,dʱeugʱ,touch; press; milk,"[Pok. 271  *dheugh-  PIE formula: *t̬-u-k̬-
1]",dAsp
1673,n1350,1672,n1349,1,PIE Form,dʱougʱ-′eio-,,,dAsp
1674,n1351,1673,n1350,2,PAr,daugʱ-′aya-,,,dAsp
1675,n1352,1674,n1351,3,OIA,doɦ-′aya-ti,causes to be milked,,dAsp
1676,n1353,1675,n1352,4,PNur,dove-,,,dAsp
1677,n1354,1672,n1349,1,PIE Form,dʱeugʱ-o-,,,dAsp
1678,n1355,1677,n1354,2,PAr,daugʱ-a-,,,dAsp
1679,n1356,1678,n1355,3,OIA,d′oɦ-a-,milking; milk,,dAsp
1680,n1357,1672,n1349,1,PIE Form,dʱeugʱ-ro-,,,dAsp
1681,n1358,1680,n1357,2,PAr,dʱaugʱ-ra-,milk,,dAsp
1682,n1359,,,0,PIE Root,dʱer,hold; support,"[Pok. 252  *dher-2  PIE formula: *t̬-r-
]",dAsp
1683,n1360,1682,n1359,1,PIE Form,dʱer-aɦ-,,,dAsp
1684,n1361,1683,n1360,2,PAr,dʱ′âra-:-,edge; mountain edge,,dAsp
1685,n1362,1684,n1361,3,PNur,dâ,,,dAsp
1686,n1363,1682,n1359,1,PIE Form,dʱer-e-,,,dAsp
1687,n1364,1686,n1363,2,PAr,dʱ′ar-a-ti,holds; keeps,,dAsp
1688,n1365,1687,n1364,3,PNur,dâ-,,,dAsp
1689,n1366,1682,n1359,1,PIE Form,dʱer-mo-,,,dAsp
1690,n1367,1689,n1366,2,PAr,dʱ′ar-ma-,what is established; duty,,dAsp
1691,n1368,1682,n1359,1,PIE Form,dʱer-o-,,,dAsp
1692,n1369,1691,n1368,2,PAr,dʱâr-a-,holding; prop,,dAsp
1693,n1370,1692,n1369,3,PNur,dâr,,,dAsp
1694,n1371,1692,n1369,3,PNur,dâri,,,dAsp
1695,n1372,,,0,PIE Root,dʱeregʱ,thorn [?],"[Pok. 258  *dheregh-  PIE formula: *t̬-r-k̬-
]",dAsp
1696,n1373,1695,n1372,1,PIE Form,dʱr-eĝʱ-s-aɦ,,,dAsp
1697,n1374,1696,n1373,2,PAr,dr′âč-ša-:-,vine; grape,,dAsp
1698,n1375,1697,n1374,3,PNur,drâs,,,dAsp
1699,n1376,1697,n1374,3,OIA,dr′âkṣa-:-,vine; grape,,dAsp
1700,n1377,,,0,PIE Root,dʱen,"surface of hand or land, etc. (*dry land)",[Pok. 249  *dhen-2  PIE formula: *t̬-n-],dAsp
1701,n1378,1700,n1377,1,PIE Form,dʱen-uen-,,,dAsp
1702,n1379,1701,n1378,2,PAr,dʱ′an-van-,,,dAsp
1703,n1380,1702,n1379,3,OIA,dʱ′anv-an-,dry land; desert,,dAsp
1704,n1381,1703,n1380,4,PNur,dama,,,dAsp
1705,n1382,,,0,PIE Root,dʱem,smoke; blow,"[Pok. 247  *dhem-  PIE formula: *t̬-m-
]",dAsp
1706,n1383,1705,n1382,1,PIE Form,dʱem-′eio-,,,dAsp
1707,n1384,1706,n1383,2,PAr,dʱam-aya-,,,dAsp
1708,n1385,1707,n1384,3,OIA,dʱam-′aya-ti,causes to blow,,dAsp
1709,n1386,1708,n1385,4,PNur,dam-âv-,,,dAsp
1710,n1387,1705,n1382,1,PIE Form,dʱem-e-no-,,,dAsp
1711,n1388,1710,n1387,2,PAr,dʱam-ana-,blowing with bellows,,dAsp
1712,n1389,1711,n1388,3,PNur,dama,,,dAsp
1713,n1390,1711,n1388,3,PNur,dama-tâ˜,,,dAsp
1714,n1391,,,0,PIE Root,dʱeh,put; place,"[Pok. 235  *dhē-2  PIE formula: *t̬ē-
]",dAsp
1715,n1392,1714,n1391,1,PIE Form,dʱe-dʱe-h-,,,dAsp
1716,n1393,1715,n1392,2,PAr,da-dʱa:-ti,,,dAsp
1717,n1394,1716,n1393,3,OIA,dʱat-t′e,places; lays on,,dAsp
1718,n1395,1716,n1393,3,OIA,pra-da-dʱa:-ti,places before,,dAsp
1719,n1396,1718,n1395,4,PNur,pre-,,,dAsp
1720,n1397,1716,n1393,3,OIA,s′a˜-da-dʱa:-ti,combines,,dAsp
1721,n1398,1720,n1397,4,PNur,sanda-,,,dAsp
1722,n1399,1714,n1391,1,PIE Form,dʱo-h-eio-,,,dAsp
1723,n1400,1722,n1399,2,PAr,dʱa:-p-aya-ti,causes to be placed,,dAsp
1724,n1401,1723,n1400,3,PNur,sam-dâv-,,,dAsp
1725,n1402,1714,n1391,1,PIE Form,sm-dʱ-h-′o-,,,dAsp
1726,n1403,1725,n1402,2,PAr,sa-dʱ′a-,,,dAsp
1727,n1404,1726,n1403,3,OIA,saɦ′a-aya-,companion; helper,,dAsp
1728,n1405,1714,n1391,1,PIE Form,sm-dʱ-h-t′o-,,,dAsp
1729,n1406,1728,n1405,2,PAr,sa-dʱi-ta-,,,dAsp
1730,n1407,1729,n1406,3,OIA,sa-ɦi-ta-,accompanying,,dAsp
1731,n1408,1730,n1407,4,PNur,se,,,dAsp
1732,n1409,,,0,PIE Root,dʱēi,suck,"[Pok. 242  *dhē(i)-  PIE formula: *t̬-ēi-
]",dAsp
1733,n1410,1732,n1409,1,PIE Form,dʱ-ei-n-′u-,,,dAsp
1734,n1411,1733,n1410,2,PAr,dʱai-n′u-,,,dAsp
1735,n1412,1734,n1411,3,OIA,dʱe-n′u-,milch,,dAsp
1736,n1413,1735,n1412,4,PNur,daṇi,,,dAsp
1737,6873.2,,,0,OIA,*dʱr̥-ta-,satisfied,[T. 6873.2],dAsp
1738,6873.2,1737,6873.2,1,PNur,dâṛ,,,dAsp
1739,n1414,,,0,PIE Root,dʱuēr,door,"[Pok. 278  *dhu̯ē̆r-  PIE formula: *t̬-u-ēr-
]",dAsp
1740,n1415,1739,n1414,1,PIE Form,dʱu-ēr-o-,,,dAsp
1741,n1416,1740,n1415,2,PAr,duvâra-,door,,dAsp
1742,n1417,1741,n1416,3,PNur,dor,,,dAsp
1743,n1418,1741,n1416,3,PNur,duvâk,,,dAsp
1744,n1419,1740,n1415,2,PAr,dvâra-,door,,dAsp
1745,n1420,,,0,PIE Root,dʱugʱt′er,daughter,"[Pok. 277  *dhught′er-  PIE formula: *t̬-u-k̭-h-t′-r-
]",dAsp
1746,n1421,1745,n1420,1,PIE Form,dʱug-h-tr-,,,dAsp
1747,n1422,1746,n1421,2,PAr,duǰʱit′r̥-,daughter,,dAsp
1748,n1423,1747,n1422,3,PNur,duǰit,,,dAsp
1749,n1424,1747,n1422,3,PNur,duǰu,,,dAsp
1750,6835,,,0,OIA,*dʱu:ḍi-,dust; pollen; fog; mist,[T. 6835],dAsp
1751,n1425,,,0,PIE Root,dʱreugʱ,deceive; harm,"[Pok. 276  *dhreugh-2  PIE formula: *t̬r-uk̬-
]",dAsp
1752,n1426,1751,n1425,1,PIE Form,dʱr-u-ĝʱ-o-,,,dAsp
1753,n1427,1752,n1426,2,PAr,druǰʱ-a-,injury; treachery,,dAsp
1754,n1428,1753,n1427,3,PNur,drüć,,,dAsp
1755,n1429,,,0,EurAs,s,,"[G. 5, 12, 19]",s
1756,n1430,1755,n1429,1,PIE Form,s-o-,,[Pok. 978  *so-  PIE formula: *s1],s
1757,n1431,1756,n1430,2,PAr,s′a-,,,s
1758,n1432,1757,n1431,3,PNur,sa,,,s
1759,n1433,1757,n1431,3,PNur,saka,,,s
1760,n1434,1757,n1431,3,PNur,sa-vara,,,s
1761,n1435,1755,n1429,1,PIE Form,-s-i,,[Pok. 978  *so-  PIE formula: *s2],s
1762,n1436,1761,n1435,2,PAr,-s-i,,,s
1763,n1437,1762,n1436,3,PNur,-š,,,s
1764,n1438,1762,n1436,3,PNur,-ši,,,s
1765,n1439,1755,n1429,1,PIE Form,es-,be,[Pok. 340  *es-  PIE formula: *ʔ-s-3],s
1766,n1440,1765,n1439,2,PAr,′as-a-,,,s
1767,n1441,1766,n1440,3,OIA,′as-a-mi,be,,s
1768,n1442,1766,n1440,3,OIA,as-a-m,be,,s
1769,n1443,1766,n1440,3,OIA,as-a-masi,be,,s
1770,n1444,1766,n1440,3,OIA,as-anti,be,,s
1771,n1445,1766,n1440,3,OIA,as-a-si,be,,s
1772,n1446,1766,n1440,3,OIA,as-a-thana,be,,s
1773,n1447,1766,n1440,3,OIA,as-a-ti,be,,s
1774,n1448,1765,n1439,2,PAr,as-,,,s
1775,n1449,1755,n1429,1,PIE Form,s-en-to-ko-,be,[Pok. 340  *es-  PIE formula: *ʔ-s-3],s
1776,n1450,1775,n1449,2,PAr,s-ant-a-ka-,,,s
1777,n1451,1776,n1450,3,PNur,sta,,,s
1778,n1452,1755,n1429,1,PIE Form,s-u-e-,one's own,[Pok. 882  *se-  PIE formula: *s-4],s
1779,n1453,1778,n1452,2,PAr,sv′a,,,s
1780,n1454,1755,n1429,1,PIE Form,s-ed-e-no-,sit,[Pok. 884  *sed-  PIE formula: *s5],s
1781,n1455,1780,n1454,2,PAr,ni-š′ad-a-na-,,,s
1782,n1456,1781,n1455,3,OIA,ni-ṣ′ad-a-na-,sit,,s
1783,n1457,1780,n1454,2,PAr,s′ad-a-na-,,,s
1784,n1458,1755,n1429,1,PIE Form,s-ed-o-,cultivated area,[Pok. 884  *sed-  PIE formula: *s5],s
1785,n1459,1784,n1458,2,PAr,ni-šâd-a-,,,s
1786,n1460,1785,n1459,3,OIA,ni-ṣâd-a-,cultivated area,,s
1787,n1461,1786,n1460,4,PNur,niṣâ,,,s
1788,n1462,1755,n1429,1,PIE Form,s-i-s-ed-e-,sit,[Pok. 884  *sed-  PIE formula: *s6],s
1789,n1463,1788,n1462,2,PAr,n′i-ši-šd-a-,,,s
1790,n1464,1789,n1463,3,PNur,niše-,,,s
1791,n1465,1788,n1462,2,PAr,si-šd-a-,,,s
1792,n1466,1791,n1465,3,PNur,-šid-,,,s
1793,13321,,,0,OIA,sa-akṣin-,witness,[T. 13321],s
1794,13321,1793,13321,1,PNur,ṣâṣ,,,s
1795,13364.1,,,0,OIA,sa-artha-,caravan; troop; company,[T. 13364.1],s
1796,13364.1,1795,13364.1,1,PNur,sâṭ,,,s
1797,13602.2,,,0,OIA,*sain-iya-,soldier,[T. 13602.2],s
1798,13066,,,0,OIA,sak′ala-,with parts; whole,[T. 13066],s
1799,13093,,,0,OIA,sa-ǰǰya-te,is equipped; is prepared,[T. 13093],s
1800,n1467,,,0,Prs,sarkâri,governmental,,s
1801,n1468,,,0,PNur,satik,small intestine,,s
1802,n1469,,,0,Arb?,satl,bucket,,s
1803,n1470,,,0,Arb,salâm,peace,,s
1804,12842,,,0,OIA,s′a˜-khyâ-ti,reckons,[T. 12842],s
1805,12874,,,0,OIA,sa˜-ǰnâ-,agreement; understanding,[T. 12874],s
1806,12992,,,0,OIA,sa˜-raǰ-ya-te,is pleased,[T. 12992],s
1807,12912,,,0,OIA,sa˜-dʱâva-ti,runs together,[T. 12912],s
1808,12928,,,0,OIA,sa˜-nâɦ-a-,coat of mail,[T. 12928],s
1809,12928,1808,12928,1,PNur,sannâ,,,s
1810,12946,,,0,OIA,sa˜-pr̥nč-a-ti,is united,[T. 12946],s
1811,12946,1810,12946,1,PNur,piča-,,,s
1812,12946,1810,12946,1,PNur,su-piča-,,,s
1813,n1471,,,0,PNur,sankiâ,arsenic,,s
1814,n1472,,,0,Prs,sangar,trench,,s
1815,13190,,,0,OIA,sam-artha-ya-te,resolves; perceives,[T. 13190],s
1816,n1473,,,0,PAr,*sampr̥či:-,juniper,,s
1817,n1474,,,0,PIE Root,saɦul,sun,"[Pok. 881  *sā́u̯el-, sâu̯ol-, suu̯él-, su̯el-, sūl-  PIE formula: *s-ɦ-u-
l]",s
1818,n1475,1817,n1474,1,PIE Form,suɦ-l-io-,,,s
1819,n1476,1818,n1475,2,PAr,s′u:r-ya-,sun,,s
1820,n1477,1819,n1476,3,PNur,so,,,s
1821,n1478,1819,n1476,3,PNur,soi,,,s
1822,n1479,,,0,PNur,sâ te-,keep,,s
1823,13355,,,0,OIA,s′âra-,hardness; firm; strong; best part,[T. 13355],s
1824,13355,1823,13355,1,PNur,sâr,,,s
1825,n1480,,,0,OIA,sârangi-:-,kind of musical instrument,,s
1826,n1481,1825,n1480,1,PNur,saraŋi,,,s
1827,13363,,,0,OIA,sârtra-,asylum; abode,[T. 13363],s
1828,13363,1827,13363,1,PNur,sâtra,,,s
1829,n1482,,,0,PNur,sâ˜ṭ-,bury,,s
1830,13340.1,,,0,OIA,s′ânu-,mountain top,[T. 13340.1],s
1831,13340.1,1830,13340.1,1,PNur,sâ˜,,,s
1832,13391,,,0,OIA,*sik-va-ka-,fat,[T. 13391],s
1833,13391,1832,13391,1,PNur,sika,,,s
1834,13391,1832,13391,1,PNur,sikâ,,,s
1835,13384,,,0,OIA,si˜ɦ′a-,lion,[T. 13384],s
1836,n1483,,,0,PNur,sipia˜,quilt,,s
1837,n1484,,,0,PIE Root,sihu,sew,"[Pok. 915  *si̯ū-  PIE formula: *s-i-h-u-
]",s
1838,n1485,1837,n1484,1,PIE Form,si-h-u-io-,,,s
1839,n1486,1838,n1485,2,PAr,â-si:v-ya-ti,sews together,,s
1840,n1487,1838,n1485,2,PAr,s′i:v-ya-ti,sews,,s
1841,n1488,1840,n1487,3,PNur,šiva-,,,s
