Item	Site	Site_Name	PDF_Page	Printed_Page	Column	Cell_Image	Raw_OCR	OCR_Alternates	Transcription	Review	Uncertainty	Blank	Notes
53	SID	Sidua	58	51	1	cells/i053-SID-pdf058.png	ag			pending manual source-image review			
54	ANI	Ani	60	53	2	cells/i054-ANI-pdf060.png	duwa			pending manual source-image review			
54	BAT	Bathad	58	51	3	cells/i054-BAT-pdf058.png	dhũhũ			pending manual source-image review			
54	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i054-BHU-pdf059.png	dhuwa			pending manual source-image review			
54	CHI	Chinninal Village	56	49	2	cells/i054-CHI-pdf056.png	dõ^ dhõ^			pending manual source-image review			
54	CHU	Churla / Lag Valley	55	48	2	cells/i054-CHU-pdf055.png	inyp			pending manual source-image review			
54	GAR	Garsah	59	52	1	cells/i054-GAR-pdf059.png	4. dũwa			pending manual source-image review			
54	JIB	Jibhi	58	51	2	cells/i054-JIB-pdf058.png	dũ: h			pending manual source-image review			
54	KUL	Kullu (District Headquarters)	59	52	2	cells/i054-KUL-pdf059.png	dhulin			pending manual source-image review			
54	LOR	Loren / South Kullu Valley	55	48	3	cells/i054-LOR-pdf055.png	dũlã)			pending manual source-image review			
54	MAN	Manali	57	50	1	cells/i054-MAN-pdf057.png	54. dũã			pending manual source-image review			
54	MAR	Maraur Village	57	50	3	cells/i054-MAR-pdf057.png	а ц:			pending manual source-image review			
54	MNK	Manikaran	60	53	1	cells/i054-MNK-pdf060.png	dũ wã			pending manual source-image review			
54	RAI	Raila Village	57	50	2	cells/i054-RAI-pdf057.png	dhũ:			pending manual source-image review			
54	SHA	Shalwar Village	56	49	1	cells/i054-SHA-pdf056.png	dhũ:			pending manual source-image review			
54	SHG	Shangarh	56	49	3	cells/i054-SHG-pdf056.png	dhu:			pending manual source-image review			
54	SID	Sidua	58	51	1	cells/i054-SID-pdf058.png	dhã			pending manual source-image review			
55	ANI	Ani	60	53	2	cells/i055-ANI-pdf060.png	tsar			pending manual source-image review			
55	BAT	Bathad	58	51	3	cells/i055-BAT-pdf058.png	tsar			pending manual source-image review			
55	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i055-BHU-pdf059.png	bhas			pending manual source-image review			
55	CHI	Chinninal Village	56	49	2	cells/i055-CHI-pdf056.png	tsa: s°			pending manual source-image review			
55	CHU	Churla / Lag Valley	55	48	2	cells/i055-CHU-pdf055.png	"S""^:"			pending manual source-image review			
55	GAR	Garsah	59	52	1	cells/i055-GAR-pdf059.png	15S. t)a:s			pending manual source-image review			
55	JIB	Jibhi	58	51	2	cells/i055-JIB-pdf058.png	tais			pending manual source-image review			
55	KUL	Kullu (District Headquarters)	59	52	2	cells/i055-KUL-pdf059.png	tja:s/ blios			pending manual source-image review			
55	LOR	Loren / South Kullu Valley	55	48	3	cells/i055-LOR-pdf055.png	bas			pending manual source-image review			
55	MAN	Manali	57	50	1	cells/i055-MAN-pdf057.png	55. tshar			pending manual source-image review			
55	MAR	Maraur Village	57	50	3	cells/i055-MAR-pdf057.png	tja:s			pending manual source-image review			
55	MNK	Manikaran	60	53	1	cells/i055-MNK-pdf060.png	Lsar			pending manual source-image review			
55	RAI	Raila Village	57	50	2	cells/i055-RAI-pdf057.png	(t) sa: r			pending manual source-image review			
55	SHA	Shalwar Village	56	49	1	cells/i055-SHA-pdf056.png	tsha:c			pending manual source-image review			
55	SHG	Shangarh	56	49	3	cells/i055-SHG-pdf056.png	ta:s /sa:f			pending manual source-image review			
55	SID	Sidua	58	51	1	cells/i055-SID-pdf058.png	tsas			pending manual source-image review			
56	ANI	Ani	60	53	2	cells/i056-ANI-pdf060.png	oчğem			pending manual source-image review			
56	BAT	Bathad	58	51	3	cells/i056-BAT-pdf058.png	tfit)			pending manual source-image review			
56	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i056-BHU-pdf059.png	muti/mats			pending manual source-image review			
56	CHI	Chinninal Village	56	49	2	cells/i056-CHI-pdf056.png	mLti:			pending manual source-image review			
56	CHU	Churla / Lag Valley	55	48	2	cells/i056-CHU-pdf055.png	mit:^			pending manual source-image review			
56	GAR	Garsah	59	52	1	cells/i056-GAR-pdf059.png	56. mata			pending manual source-image review			
56	JIB	Jibhi	58	51	2	cells/i056-JIB-pdf058.png	mat^			pending manual source-image review			
56	KUL	Kullu (District Headquarters)	59	52	2	cells/i056-KUL-pdf059.png	mint:A			pending manual source-image review			
56	LOR	Loren / South Kullu Valley	55	48	3	cells/i056-LOR-pdf055.png	mata			pending manual source-image review			
56	MAN	Manali	57	50	1	cells/i056-MAN-pdf057.png	56. matha			pending manual source-image review			
56	MAR	Maraur Village	57	50	3	cells/i056-MAR-pdf057.png	vIvm			pending manual source-image review			
56	MNK	Manikaran	60	53	1	cells/i056-MNK-pdf060.png	mata			pending manual source-image review			
56	RAI	Raila Village	57	50	2	cells/i056-RAI-pdf057.png	matha			pending manual source-image review			
56	SHA	Shalwar Village	56	49	1	cells/i056-SHA-pdf056.png	rnnt1			pending manual source-image review			
56	SHG	Shangarh	56	49	3	cells/i056-SHG-pdf056.png	matn			pending manual source-image review			
56	SID	Sidua	58	51	1	cells/i056-SID-pdf058.png	eytem (so.0)			pending manual source-image review			
57	ANI	Ani	60	53	2	cells/i057-ANI-pdf060.png	dzani			pending manual source-image review			
57	BAT	Bathad	58	51	3	cells/i057-BAT-pdf058.png	patar			pending manual source-image review			
57	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i057-BHU-pdf059.png	patf~			pending manual source-image review			
57	CHI	Chinninal Village	56	49	2	cells/i057-CHI-pdf056.png	a/zani:			pending manual source-image review			
57	CHU	Churla / Lag Valley	55	48	2	cells/i057-CHU-pdf055.png	'pithsa			pending manual source-image review			
57	GAR	Garsah	59	52	1	cells/i057-GAR-pdf059.png	57. prths			pending manual source-image review			
57	JIB	Jibhi	58	51	2	cells/i057-JIB-pdf058.png	path!			pending manual source-image review			
57	KUL	Kullu (District Headquarters)	59	52	2	cells/i057-KUL-pdf059.png	path:			pending manual source-image review			
57	LOR	Loren / South Kullu Valley	55	48	3	cells/i057-LOR-pdf055.png	tolii /patco			pending manual source-image review			
57	MAN	Manali	57	50	1	cells/i057-MAN-pdf057.png	'pathlar			pending manual source-image review			
57	MAR	Maraur Village	57	50	3	cells/i057-MAR-pdf057.png	= užvd			pending manual source-image review			
57	MNK	Manikaran	60	53	1	cells/i057-MNK-pdf060.png	qun°			pending manual source-image review			
57	RAI	Raila Village	57	50	2	cells/i057-RAI-pdf057.png	path!			pending manual source-image review			
57	SHA	Shalwar Village	56	49	1	cells/i057-SHA-pdf056.png	pathi			pending manual source-image review			
57	SHG	Shangarh	56	49	3	cells/i057-SHG-pdf056.png				pending manual source-image review			
57	SID	Sidua	58	51	1	cells/i057-SID-pdf058.png	ghotha (thrwviry stonk)			pending manual source-image review			
58	ANI	Ani	60	53	2	cells/i058-ANI-pdf060.png	dhulo			pending manual source-image review			
58	BAT	Bathad	58	51	3	cells/i058-BAT-pdf058.png	chuvida..			pending manual source-image review			
58	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i058-BHU-pdf059.png				pending manual source-image review			
58	CHI	Chinninal Village	56	49	2	cells/i058-CHI-pdf056.png	MTin			pending manual source-image review			
58	CHU	Churla / Lag Valley	55	48	2	cells/i058-CHU-pdf055.png	du'rn			pending manual source-image review			
58	GAR	Garsah	59	52	1	cells/i058-GAR-pdf059.png	53. durn			pending manual source-image review			
58	JIB	Jibhi	58	51	2	cells/i058-JIB-pdf058.png	du:l			pending manual source-image review			
58	KUL	Kullu (District Headquarters)	59	52	2	cells/i058-KUL-pdf059.png	vl:np			pending manual source-image review			
58	LOR	Loren / South Kullu Valley	55	48	3	cells/i058-LOR-pdf055.png	du: l^			pending manual source-image review			
58	MAN	Manali	57	50	1	cells/i058-MAN-pdf057.png	S8. 'duça			pending manual source-image review			
58	MAR	Maraur Village	57	50	3	cells/i058-MAR-pdf057.png	дисл			pending manual source-image review			
58	MNK	Manikaran	60	53	1	cells/i058-MNK-pdf060.png	qula			pending manual source-image review			
58	RAI	Raila Village	57	50	2	cells/i058-RAI-pdf057.png	dusy			pending manual source-image review			
58	SHA	Shalwar Village	56	49	1	cells/i058-SHA-pdf056.png	duci			pending manual source-image review			
58	SHG	Shangarh	56	49	3	cells/i058-SHG-pdf056.png	du ~			pending manual source-image review			
58	SID	Sidua	58	51	1	cells/i058-SID-pdf058.png	qu:da			pending manual source-image review			
59	ANI	Ani	60	53	2	cells/i059-ANI-pdf060.png	suno			pending manual source-image review			
59	BAT	Bathad	58	51	3	cells/i059-BAT-pdf058.png	suna			pending manual source-image review			
59	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i059-BHU-pdf059.png	sani^			pending manual source-image review			
59	CHI	Chinninal Village	56	49	2	cells/i059-CHI-pdf056.png	Son:^			pending manual source-image review			
59	CHU	Churla / Lag Valley	55	48	2	cells/i059-CHU-pdf055.png	su'n1			pending manual source-image review			
59	GAR	Garsah	59	52	1	cells/i059-GAR-pdf059.png	59. scn:^			pending manual source-image review			
59	JIB	Jibhi	58	51	2	cells/i059-JIB-pdf058.png	Sun:^			pending manual source-image review			
59	KUL	Kullu (District Headquarters)	59	52	2	cells/i059-KUL-pdf059.png	sona			pending manual source-image review			
59	LOR	Loren / South Kullu Valley	55	48	3	cells/i059-LOR-pdf055.png	son:n			pending manual source-image review			
59	MAN	Manali	57	50	1	cells/i059-MAN-pdf057.png	59. 'suna			pending manual source-image review			
59	MAR	Maraur Village	57	50	3	cells/i059-MAR-pdf057.png	.ons let			pending manual source-image review			
59	MNK	Manikaran	60	53	1	cells/i059-MNK-pdf060.png	ohns			pending manual source-image review			
59	RAI	Raila Village	57	50	2	cells/i059-RAI-pdf057.png	sons/IupA			pending manual source-image review			
59	SHA	Shalwar Village	56	49	1	cells/i059-SHA-pdf056.png	sanA			pending manual source-image review			
59	SHG	Shangarh	56	49	3	cells/i059-SHG-pdf056.png	son:^			pending manual source-image review			
59	SID	Sidua	58	51	1	cells/i059-SID-pdf058.png	suna..			pending manual source-image review			
60	ANI	Ani	60	53	2	cells/i060-ANI-pdf060.png	pital			pending manual source-image review			
60	BAT	Bathad	58	51	3	cells/i060-BAT-pdf058.png	pithal			pending manual source-image review			
60	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i060-BHU-pdf059.png	Putho!			pending manual source-image review			
60	CHI	Chinninal Village	56	49	2	cells/i060-CHI-pdf056.png	le, ind			pending manual source-image review			
60	CHU	Churla / Lag Valley	55	48	2	cells/i060-CHU-pdf055.png	t=rmba			pending manual source-image review			
60	GAR	Garsah	59	52	1	cells/i060-GAR-pdf059.png	io. pit?!			pending manual source-image review			
60	JIB	Jibhi	58	51	2	cells/i060-JIB-pdf058.png	pital			pending manual source-image review			
60	KUL	Kullu (District Headquarters)	59	52	2	cells/i060-KUL-pdf059.png	pit			pending manual source-image review			
60	LOR	Loren / South Kullu Valley	55	48	3	cells/i060-LOR-pdf055.png	trnmbn			pending manual source-image review			
60	MAN	Manali	57	50	1	cells/i060-MAN-pdf057.png	60. petal			pending manual source-image review			
60	MAR	Maraur Village	57	50	3	cells/i060-MAR-pdf057.png				pending manual source-image review			
60	MNK	Manikaran	60	53	1	cells/i060-MNK-pdf060.png	Pital			pending manual source-image review			
60	RAI	Raila Village	57	50	2	cells/i060-RAI-pdf057.png	pitho			pending manual source-image review			
60	SHA	Shalwar Village	56	49	1	cells/i060-SHA-pdf056.png				pending manual source-image review			
60	SHG	Shangarh	56	49	3	cells/i060-SHG-pdf056.png	.7nd			pending manual source-image review			
60	SID	Sidua	58	51	1	cells/i060-SID-pdf058.png	pithal			pending manual source-image review			
61	ANI	Ani	60	53	2	cells/i061-ANI-pdf060.png	4:09			pending manual source-image review			
61	BAT	Bathad	58	51	3	cells/i061-BAT-pdf058.png	ucya			pending manual source-image review			
61	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i061-BHU-pdf059.png	bhian			pending manual source-image review			
61	CHI	Chinninal Village	56	49	2	cells/i061-CHI-pdf056.png	6 eJ			pending manual source-image review			
61	CHU	Churla / Lag Valley	55	48	2	cells/i061-CHU-pdf055.png	dzang?			pending manual source-image review			
61	GAR	Garsah	59	52	1	cells/i061-GAR-pdf059.png	bõn?			pending manual source-image review			
61	JIB	Jibhi	58	51	2	cells/i061-JIB-pdf058.png	b5:n			pending manual source-image review			
61	KUL	Kullu (District Headquarters)	59	52	2	cells/i061-KUL-pdf059.png	ucya			pending manual source-image review			
61	LOR	Loren / South Kullu Valley	55	48	3	cells/i061-LOR-pdf055.png	"b""ana"			pending manual source-image review			
61	MAN	Manali	57	50	1	cells/i061-MAN-pdf057.png	6I.			pending manual source-image review			
61	MAR	Maraur Village	57	50	3	cells/i061-MAR-pdf057.png	дuаf hotho			pending manual source-image review			
61	MNK	Manikaran	60	53	1	cells/i061-MNK-pdf060.png	bun			pending manual source-image review			
61	RAI	Raila Village	57	50	2	cells/i061-RAI-pdf057.png	elna			pending manual source-image review			
61	SHA	Shalwar Village	56	49	1	cells/i061-SHA-pdf056.png	bon/dznng|/93			pending manual source-image review			
61	SHG	Shangarh	56	49	3	cells/i061-SHG-pdf056.png	bu:na			pending manual source-image review			
61	SID	Sidua	58	51	1	cells/i061-SID-pdf058.png	uсyq			pending manual source-image review			
62	ANI	Ani	60	53	2	cells/i062-ANI-pdf060.png	bu:th			pending manual source-image review			
62	BAT	Bathad	58	51	3	cells/i062-BAT-pdf058.png	bhu:th®			pending manual source-image review			
62	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i062-BHU-pdf059.png	bsth^			pending manual source-image review			
62	CHI	Chinninal Village	56	49	2	cells/i062-CHI-pdf056.png	bot:i:			pending manual source-image review			
62	CHU	Churla / Lag Valley	55	48	2	cells/i062-CHU-pdf055.png	ba'tie			pending manual source-image review			
62	GAR	Garsah	59	52	1	cells/i062-GAR-pdf059.png	39 bsths			pending manual source-image review			
62	JIB	Jibhi	58	51	2	cells/i062-JIB-pdf058.png	diar/both			pending manual source-image review			
62	KUL	Kullu (District Headquarters)	59	52	2	cells/i062-KUL-pdf059.png	botha			pending manual source-image review			
62	LOR	Loren / South Kullu Valley	55	48	3	cells/i062-LOR-pdf055.png	bathn			pending manual source-image review			
62	MAN	Manali	57	50	1	cells/i062-MAN-pdf057.png	62. 'buiti			pending manual source-image review			
62	MAR	Maraur Village	57	50	3	cells/i062-MAR-pdf057.png				pending manual source-image review			
62	MNK	Manikaran	60	53	1	cells/i062-MNK-pdf060.png	bhuta			pending manual source-image review			
62	RAI	Raila Village	57	50	2	cells/i062-RAI-pdf057.png	vu:lna JT			pending manual source-image review			
62	SHA	Shalwar Village	56	49	1	cells/i062-SHA-pdf056.png	botie!			pending manual source-image review			
62	SHG	Shangarh	56	49	3	cells/i062-SHG-pdf056.png	vIna			pending manual source-image review			
62	SID	Sidua	58	51	1	cells/i062-SID-pdf058.png	bu:tha			pending manual source-image review			
63	ANI	Ani	60	53	2	cells/i063-ANI-pdf060.png	potfh			pending manual source-image review			
63	BAT	Bathad	58	51	3	cells/i063-BAT-pdf058.png	photfh			pending manual source-image review			
63	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i063-BHU-pdf059.png	patfa			pending manual source-image review			
63	CHI	Chinninal Village	56	49	2	cells/i063-CHI-pdf056.png	pat:i			pending manual source-image review			
63	CHU	Churla / Lag Valley	55	48	2	cells/i063-CHU-pdf055.png	po'tfn			pending manual source-image review			
63	GAR	Garsah	59	52	1	cells/i063-GAR-pdf059.png	potjh			pending manual source-image review			
63	JIB	Jibhi	58	51	2	cells/i063-JIB-pdf058.png	pa:t)			pending manual source-image review			
63	KUL	Kullu (District Headquarters)	59	52	2	cells/i063-KUL-pdf059.png	potf			pending manual source-image review			
63	LOR	Loren / South Kullu Valley	55	48	3	cells/i063-LOR-pdf055.png	poția/ potfn			pending manual source-image review			
63	MAN	Manali	57	50	1	cells/i063-MAN-pdf057.png	63, potfna			pending manual source-image review			
63	MAR	Maraur Village	57	50	3	cells/i063-MAR-pdf057.png	mud/bhaths			pending manual source-image review			
63	MNK	Manikaran	60	53	1	cells/i063-MNK-pdf060.png	facd			pending manual source-image review			
63	RAI	Raila Village	57	50	2	cells/i063-RAI-pdf057.png	pa:t)			pending manual source-image review			
63	SHA	Shalwar Village	56	49	1	cells/i063-SHA-pdf056.png	Pa:t)			pending manual source-image review			
63	SHG	Shangarh	56	49	3	cells/i063-SHG-pdf056.png	pa:t)			pending manual source-image review			
63	SID	Sidua	58	51	1	cells/i063-SID-pdf058.png	4/7cd			pending manual source-image review			
64	ANI	Ani	60	53	2	cells/i064-ANI-pdf060.png	bu:thi			pending manual source-image review			
64	BAT	Bathad	58	51	3	cells/i064-BAT-pdf058.png	tlotha bhutha			pending manual source-image review			
64	BHU	Bhutti Village / Lag Valley	59	52	3	cells/i064-BHU-pdf059.png	(hutsi) bathi			pending manual source-image review			
64	CHI	Chinninal Village	56	49	2	cells/i064-CHI-pdf056.png	paç^			pending manual source-image review			
64	CHU	Churla / Lag Valley	55	48	2	cells/i064-CHU-pdf055.png	dzhari			pending manual source-image review			
64	GAR	Garsah	59	52	1	cells/i064-GAR-pdf059.png	64. bwth^			pending manual source-image review			
