Item	Gloss	Bhumij_Site_Code	Ho2024_Site_Code	Locality	Elicitation_Date	Durable_List_ID	Durable_Cell_ID	Bhumij_2015_Status	Bhumij_2015_Forms	Bhumij_2015_Cognate_Labels	Bhumij_2015_Citation	Ho_2024_Status	Ho_2024_Transcription	Ho_2024_Citation	Status_Parity	Representation_Comparison	Canonical_Publication	Disposition
131	bad	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i131	attested	khʌɾɑp	1	baileymaggard2015bhumij[Appendix B.3, printed p. 54, item 131, list CHA]	attested	kʰʌrap	varenkamp2024ho[Appendix D.3, printed p. 106, item 131, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
132	wet	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i132	attested	lum	1	baileymaggard2015bhumij[Appendix B.3, printed p. 55, item 132, list CHA]	attested	lum	varenkamp2024ho[Appendix D.3, printed p. 106, item 132, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
133	dry	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i133	attested	ɾoɖo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 55, item 133, list CHA]	attested	roɖo	varenkamp2024ho[Appendix D.3, printed p. 107, item 133, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
134	long	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i134	attested	dʒiliŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 55, item 134, list CHA]	attested	dʒiliŋ	varenkamp2024ho[Appendix D.3, printed p. 107, item 134, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
135	short	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i135	attested	khɑtʌ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 55, item 135, list CHA]	attested	kʰatʌ	varenkamp2024ho[Appendix D.3, printed p. 107, item 135, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
136	hot	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i136	attested	lʌlʌ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 55, item 136, list CHA]	attested	lʌlʌ	varenkamp2024ho[Appendix D.3, printed p. 108, item 136, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
137	cold	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i137	attested	ɾijʌd	1	baileymaggard2015bhumij[Appendix B.3, printed p. 56, item 137, list CHA]	attested	rijaɖ	varenkamp2024ho[Appendix D.3, printed p. 108, item 137, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
138	right	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i138	attested	mɑndi kuʈi	2	baileymaggard2015bhumij[Appendix B.3, printed p. 56, item 138, list CHA]	attested	mandi kuṯi	varenkamp2024ho[Appendix D.3, printed p. 108, item 138, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
139	left	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i139	attested	liŋgɑ kuʈi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 56, item 139, list CHA]	attested	liŋga kuṯi	varenkamp2024ho[Appendix D.3, printed p. 109, item 139, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
140	near	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i140	attested	sube	2	baileymaggard2015bhumij[Appendix B.3, printed p. 56, item 140, list CHA]	attested	sube	varenkamp2024ho[Appendix D.3, printed p. 109, item 140, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
141	far	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i141	attested	sɑŋgin	1	baileymaggard2015bhumij[Appendix B.3, printed p. 56, item 141, list CHA]	attested	saŋgin	varenkamp2024ho[Appendix D.3, printed p. 109, item 141, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
142	big	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i142	attested	mʌɾʌŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 57, item 142, list CHA]	attested	mʌrʌŋ	varenkamp2024ho[Appendix D.3, printed p. 110, item 142, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
143	small	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i143	attested	huɖiŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 57, item 143, list CHA]	attested	huɖiŋ	varenkamp2024ho[Appendix D.3, printed p. 110, item 143, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
144	heavy	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i144	attested	hʌmbɑl	1	baileymaggard2015bhumij[Appendix B.3, printed p. 57, item 144, list CHA]	attested	hʌmbal	varenkamp2024ho[Appendix D.3, printed p. 110, item 144, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
145	light	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i145	attested	ɾʌbɑl	1	baileymaggard2015bhumij[Appendix B.3, printed p. 57, item 145, list CHA]	attested	rʌbal	varenkamp2024ho[Appendix D.3, printed p. 111, item 145, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
146	above	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i146	attested	tʃit̪ɑn	1	baileymaggard2015bhumij[Appendix B.3, printed p. 57, item 146, list CHA]	attested	tʃigʌn	varenkamp2024ho[Appendix D.3, printed p. 111, item 146, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
147	below	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i147	attested	lʌt̪ɑɾ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 58, item 147, list CHA]	attested	lʌṯar	varenkamp2024ho[Appendix D.3, printed p. 111, item 147, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
148	white	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i148	attested	pundi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 58, item 148, list CHA]	attested	puṇɖi	varenkamp2024ho[Appendix D.3, printed p. 112, item 148, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
149	black	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i149	attested	hend̪e	1	baileymaggard2015bhumij[Appendix B.3, printed p. 58, item 149, list CHA]	attested	heṇɖe	varenkamp2024ho[Appendix D.3, printed p. 112, item 149, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
150	red	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i150	attested	ɾɑŋgɑ	2	baileymaggard2015bhumij[Appendix B.3, printed p. 58, item 150, list CHA]	attested	raŋga	varenkamp2024ho[Appendix D.3, printed p. 112, item 150, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
151	one	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i151	attested	mõe	1	baileymaggard2015bhumij[Appendix B.3, printed p. 58, item 151, list CHA]	attested	mõe	varenkamp2024ho[Appendix D.3, printed p. 113, item 151, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
152	two	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i152	attested	bɑɾie	1	baileymaggard2015bhumij[Appendix B.3, printed p. 59, item 152, list CHA]	attested	barie	varenkamp2024ho[Appendix D.3, printed p. 113, item 152, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
153	three	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i153	attested	ɑpie	1	baileymaggard2015bhumij[Appendix B.3, printed p. 59, item 153, list CHA]	attested	apie	varenkamp2024ho[Appendix D.3, printed p. 113, item 153, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
154	four	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i154	attested	upunijɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 59, item 154, list CHA]	attested	upunija	varenkamp2024ho[Appendix D.3, printed p. 114, item 154, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
155	five	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i155	attested	mõnojɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 59, item 155, list CHA]	attested	mõŋoja	varenkamp2024ho[Appendix D.3, printed p. 114, item 155, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
156	six	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i156	attested	t̪uɾijɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 59, item 156, list CHA]	attested	ṯuruja	varenkamp2024ho[Appendix D.3, printed p. 114, item 156, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
157	seven	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i157	attested	sɑt̪	2	baileymaggard2015bhumij[Appendix B.3, printed p. 60, item 157, list CHA]	attested	saṯ	varenkamp2024ho[Appendix D.3, printed p. 115, item 157, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
158	eight	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i158	attested	ɑt	2	baileymaggard2015bhumij[Appendix B.3, printed p. 60, item 158, list CHA]	attested	aṯ	varenkamp2024ho[Appendix D.3, printed p. 115, item 158, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
159	nine	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i159	attested	no	2	baileymaggard2015bhumij[Appendix B.3, printed p. 60, item 159, list CHA]	attested	no	varenkamp2024ho[Appendix D.3, printed p. 115, item 159, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
160	ten	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i160	attested	ɖɑs	2	baileymaggard2015bhumij[Appendix B.3, printed p. 60, item 160, list CHA]	attested	ɖʌs	varenkamp2024ho[Appendix D.3, printed p. 116, item 160, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
161	eleven	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i161	attested	gʌɾɑ	2	baileymaggard2015bhumij[Appendix B.3, printed p. 60, item 161, list CHA]	attested	gʌra	varenkamp2024ho[Appendix D.3, printed p. 116, item 161, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
162	twelve	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i162	attested	bɑɾɑ	2	baileymaggard2015bhumij[Appendix B.3, printed p. 61, item 162, list CHA]	attested	bara	varenkamp2024ho[Appendix D.3, printed p. 116, item 162, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
163	twenty	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i163	attested	bis	3	baileymaggard2015bhumij[Appendix B.3, printed p. 61, item 163, list CHA]	attested	bis	varenkamp2024ho[Appendix D.3, printed p. 117, item 163, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
164	one hundred	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i164	attested	mot sʌ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 61, item 164, list CHA]	attested	mot sʌ	varenkamp2024ho[Appendix D.3, printed p. 117, item 164, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
165	who?	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i165	attested	okoe	1	baileymaggard2015bhumij[Appendix B.3, printed p. 61, item 165, list CHA]	attested	okoe	varenkamp2024ho[Appendix D.3, printed p. 117, item 165, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
166	what?	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i166	attested	tʃikɑnɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 61, item 166, list CHA]	attested	tʃikana	varenkamp2024ho[Appendix D.3, printed p. 118, item 166, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
167	where?	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i167	attested	okɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 62, item 167, list CHA]	attested	oka	varenkamp2024ho[Appendix D.3, printed p. 118, item 167, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
168	when?	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i168	attested	tʃumt̪ɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 62, item 168, list CHA]	attested	tʃumṯa	varenkamp2024ho[Appendix D.3, printed p. 118, item 168, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
169	how many?	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i169	attested	tʃimɑʔ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 62, item 169, list CHA]	attested	tʃima?	varenkamp2024ho[Appendix D.3, printed p. 119, item 169, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
170	what kind?	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i170	attested	tʃilikɑnɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 62, item 170, list CHA]	attested	tʃilikana	varenkamp2024ho[Appendix D.3, printed p. 119, item 170, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
171	this	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i171	attested	niɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 62, item 171, list CHA]	attested	nia	varenkamp2024ho[Appendix D.3, printed p. 119, item 171, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
172	that	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i172	attested	hɑnɑ | inɑ	1 | 1	baileymaggard2015bhumij[Appendix B.3, printed p. 63, item 172, list CHA]	attested	hana, ina	varenkamp2024ho[Appendix D.3, printed p. 120, item 172, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
173	these	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i173	attested	niko	1	baileymaggard2015bhumij[Appendix B.3, printed p. 63, item 173, list CHA]	attested	niko	varenkamp2024ho[Appendix D.3, printed p. 120, item 173, list BGH]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
174	those	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i174	attested	hɑnɑko	1	baileymaggard2015bhumij[Appendix B.3, printed p. 63, item 174, list CHA]	attested	hanako	varenkamp2024ho[Appendix D.3, printed p. 120, item 174, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
175	same	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i175	attested	sʌmɑn	1	baileymaggard2015bhumij[Appendix B.3, printed p. 63, item 175, list CHA]	attested	sʌman	varenkamp2024ho[Appendix D.3, printed p. 121, item 175, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
176	different	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i176	attested	benɑ benɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 63, item 176, list CHA]	attested	bena bena	varenkamp2024ho[Appendix D.3, printed p. 121, item 176, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
177	whole	CHA	BGH	Champi, Ghatsila, Singhbhum	1989-04-17	bhumij1989-champi	bhumij1989-champi-i177	attested	gotɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 64, item 177, list CHA]	attested	gota	varenkamp2024ho[Appendix D.3, printed p. 121, item 177, list BGH]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
