Record_Type,Item,Gloss,Site_Code,Site_Name,Role,Dialect_Group,PDF_Page,Printed_Page,Column,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Alternate_Digital_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,44,star,ORI,Oriya,comparison control,,115,110,2,nakʃatɾa,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 44, Oriya]",
wordlist cell,44,star,POD,Podia Koya,target,eastern Koya,84,79,3,ukːaku,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 44, Podia Koya]",silkoya1985:pod:i044:v1
wordlist cell,44,star,TEL,Telugu,comparison control,,115,110,1,tʃukːal,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 44, Telugu]",
wordlist cell,44,star,UTN,Utnoor Gondi,target,western Gondi,94,89,1,tʃukum,manual-source-image,,tesseract_raw.txt#pdf94,tʃukum,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 44, Utnoor Gondi]",silkoya1985:utn:i044:v1
wordlist cell,45,rain,BHG,Bhamani Gondi,target,western Gondi,94,89,2,piɾu,manual-source-image,,tesseract_raw.txt#pdf94,piɾu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 45, Bhamani Gondi]",silkoya1985:bhg:i045:v1
wordlist cell,45,rain,BHM,Bhamani Madia,target,western Madia,94,89,3,peɡo,manual-source-image,,tesseract_raw.txt#pdf94,peɡo,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 45, Bhamani Madia]",silkoya1985:bhm:i045:v1
wordlist cell,45,rain,CHI,Chintoor Koya,target,eastern Koya,84,79,2,wana,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 45, Chintoor Koya]",silkoya1985:chi:i045:v1
wordlist cell,45,rain,JAG,Jaganathapuram Koya,target,eastern Koya,84,79,1,vanaŋ,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 45, Jaganathapuram Koya]",silkoya1985:jag:i045:v1
wordlist cell,45,rain,MAL,Malakanagiri Koya,target,eastern Koya,105,100,1,wanːa,manual-source-image,,tesseract_raw.txt#pdf105,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 100, item 45, Malakanagiri Koya]",silkoya1985:mal:i045:v1
wordlist cell,45,rain,ORI,Oriya,comparison control,,115,110,2,boɾosa,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 45, Oriya]",
wordlist cell,45,rain,POD,Podia Koya,target,eastern Koya,84,79,3,wanːa,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 45, Podia Koya]",silkoya1985:pod:i045:v1
wordlist cell,45,rain,TEL,Telugu,comparison control,,115,110,1,wanːa,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 45, Telugu]",
wordlist cell,45,rain,UTN,Utnoor Gondi,target,western Gondi,94,89,1,pir,manual-source-image,,tesseract_raw.txt#pdf94,pir,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 45, Utnoor Gondi]",silkoya1985:utn:i045:v1
wordlist cell,46,water,BHG,Bhamani Gondi,target,western Gondi,94,89,2,eɾu,manual-source-image,,tesseract_raw.txt#pdf94,eɾu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 46, Bhamani Gondi]",silkoya1985:bhg:i046:v1
wordlist cell,46,water,BHM,Bhamani Madia,target,western Madia,94,89,3,eɡu,manual-source-image,,tesseract_raw.txt#pdf94,eɡu,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 46, Bhamani Madia]",silkoya1985:bhm:i046:v1
wordlist cell,46,water,CHI,Chintoor Koya,target,eastern Koya,84,79,2,eɾu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 46, Chintoor Koya]",silkoya1985:chi:i046:v1
wordlist cell,46,water,JAG,Jaganathapuram Koya,target,eastern Koya,84,79,1,eɾu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 46, Jaganathapuram Koya]",silkoya1985:jag:i046:v1
wordlist cell,46,water,MAL,Malakanagiri Koya,target,eastern Koya,105,100,1,ieːɾ,manual-source-image,,tesseract_raw.txt#pdf105,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 100, item 46, Malakanagiri Koya]",silkoya1985:mal:i046:v1
wordlist cell,46,water,ORI,Oriya,comparison control,,115,110,2,pani,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 46, Oriya]",
wordlist cell,46,water,POD,Podia Koya,target,eastern Koya,84,79,3,eɾu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 46, Podia Koya]",silkoya1985:pod:i046:v1
wordlist cell,46,water,TEL,Telugu,comparison control,,115,110,1,nilu,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 46, Telugu]",
wordlist cell,46,water,UTN,Utnoor Gondi,target,western Gondi,94,89,1,ɛːru,manual-source-image,,tesseract_raw.txt#pdf94,ɛːru,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 46, Utnoor Gondi]",silkoya1985:utn:i046:v1
wordlist cell,47,river,BHG,Bhamani Gondi,target,western Gondi,94,89,2,bʰeɾad,manual-source-image,,tesseract_raw.txt#pdf94,bʰeɾad,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 47, Bhamani Gondi]",silkoya1985:bhg:i047:v1
wordlist cell,47,river,BHM,Bhamani Madia,target,western Madia,94,89,3,bʰeɾˑdi,manual-source-image,,tesseract_raw.txt#pdf94,bʰeɾˑdi,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 47, Bhamani Madia]",silkoya1985:bhm:i047:v1
wordlist cell,47,river,CHI,Chintoor Koya,target,eastern Koya,84,79,2,waŋgu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 47, Chintoor Koya]",silkoya1985:chi:i047:v1
wordlist cell,47,river,JAG,Jaganathapuram Koya,target,eastern Koya,84,79,1,waŋgu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 47, Jaganathapuram Koya]",silkoya1985:jag:i047:v1
wordlist cell,47,river,MAL,Malakanagiri Koya,target,eastern Koya,105,100,1,potːaɾ/gadːa,manual-source-image,,tesseract_raw.txt#pdf105,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 100, item 47, Malakanagiri Koya]",silkoya1985:mal:i047:v1|silkoya1985:mal:i047:v2
wordlist cell,47,river,ORI,Oriya,comparison control,,115,110,2,nadi,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 47, Oriya]",
wordlist cell,47,river,POD,Podia Koya,target,eastern Koya,84,79,3,sauɾa,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 47, Podia Koya]",silkoya1985:pod:i047:v1
wordlist cell,47,river,TEL,Telugu,comparison control,,115,110,1,nadːi,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 47, Telugu]",
wordlist cell,47,river,UTN,Utnoor Gondi,target,western Gondi,94,89,1,nʌdi/lau̯di,manual-source-image,,tesseract_raw.txt#pdf94,nʌdi/lau̯di,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 47, Utnoor Gondi]",silkoya1985:utn:i047:v1|silkoya1985:utn:i047:v2
wordlist cell,48,cloud,BHG,Bhamani Gondi,target,western Gondi,94,89,2,mabɖu,manual-source-image,,tesseract_raw.txt#pdf94,mabɖu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 48, Bhamani Gondi]",silkoya1985:bhg:i048:v1
wordlist cell,48,cloud,BHM,Bhamani Madia,target,western Madia,94,89,3,mabʰi,manual-source-image,,tesseract_raw.txt#pdf94,mabʰi,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 48, Bhamani Madia]",silkoya1985:bhm:i048:v1
wordlist cell,48,cloud,CHI,Chintoor Koya,target,eastern Koya,84,79,2,mabʰu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 48, Chintoor Koya]",silkoya1985:chi:i048:v1
wordlist cell,48,cloud,JAG,Jaganathapuram Koya,target,eastern Koya,84,79,1,mabʰu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 48, Jaganathapuram Koya]",silkoya1985:jag:i048:v1
wordlist cell,48,cloud,MAL,Malakanagiri Koya,target,eastern Koya,105,100,1,mabːu,manual-source-image,,tesseract_raw.txt#pdf105,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 100, item 48, Malakanagiri Koya]",silkoya1985:mal:i048:v1
wordlist cell,48,cloud,ORI,Oriya,comparison control,,115,110,2,megʰo,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 48, Oriya]",
wordlist cell,48,cloud,POD,Podia Koya,target,eastern Koya,84,79,3,mabʰu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 48, Podia Koya]",silkoya1985:pod:i048:v1
wordlist cell,48,cloud,TEL,Telugu,comparison control,,115,110,1,megʰamulu,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 48, Telugu]",
wordlist cell,48,cloud,UTN,Utnoor Gondi,target,western Gondi,94,89,1,tʌpʌʔ,manual-source-image,,tesseract_raw.txt#pdf94,tʌpʌʔ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 48, Utnoor Gondi]",silkoya1985:utn:i048:v1
wordlist cell,49,lightning,BHG,Bhamani Gondi,target,western Gondi,94,89,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf94,,missing,source prints a blank or ruled missing cell,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 49, Bhamani Gondi]",
wordlist cell,49,lightning,BHM,Bhamani Madia,target,western Madia,94,89,3,midisint̪e,manual-source-image,,tesseract_raw.txt#pdf94,midisint̪e,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 49, Bhamani Madia]",silkoya1985:bhm:i049:v1
wordlist cell,49,lightning,CHI,Chintoor Koya,target,eastern Koya,84,79,2,meɾsi,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 49, Chintoor Koya]",silkoya1985:chi:i049:v1
wordlist cell,49,lightning,JAG,Jaganathapuram Koya,target,eastern Koya,84,79,1,meɾupu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 49, Jaganathapuram Koya]",silkoya1985:jag:i049:v1
wordlist cell,49,lightning,MAL,Malakanagiri Koya,target,eastern Koya,105,100,1,midukuta,manual-source-image,,tesseract_raw.txt#pdf105,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 100, item 49, Malakanagiri Koya]",silkoya1985:mal:i049:v1
wordlist cell,49,lightning,ORI,Oriya,comparison control,,115,110,2,bidʒuli,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 49, Oriya]",
wordlist cell,49,lightning,POD,Podia Koya,target,eastern Koya,84,79,3,meɾsi,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 49, Podia Koya]",silkoya1985:pod:i049:v1
wordlist cell,49,lightning,TEL,Telugu,comparison control,,115,110,1,meɾupu,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 49, Telugu]",
wordlist cell,49,lightning,UTN,Utnoor Gondi,target,western Gondi,94,89,1,mɪɾɪtʃʌnta,manual-source-image,,tesseract_raw.txt#pdf94,mɪɾɪtʃʌnta,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 49, Utnoor Gondi]",silkoya1985:utn:i049:v1
wordlist cell,50,rainbow,BHG,Bhamani Gondi,target,western Gondi,94,89,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf94,,missing,source prints a blank or ruled missing cell,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 50, Bhamani Gondi]",
wordlist cell,50,rainbow,BHM,Bhamani Madia,target,western Madia,94,89,3,bʰimanu̯ilˑli,manual-source-image,,tesseract_raw.txt#pdf94,bʰimanu̯ilˑli,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 50, Bhamani Madia]",silkoya1985:bhm:i050:v1
wordlist cell,50,rainbow,CHI,Chintoor Koya,target,eastern Koya,84,79,2,bimuduwulu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 50, Chintoor Koya]",silkoya1985:chi:i050:v1
wordlist cell,50,rainbow,JAG,Jaganathapuram Koya,target,eastern Koya,84,79,1,siŋgaɾi bili,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 50, Jaganathapuram Koya]",silkoya1985:jag:i050:v1
wordlist cell,50,rainbow,MAL,Malakanagiri Koya,target,eastern Koya,105,100,1,bʰimun wil,manual-source-image,,tesseract_raw.txt#pdf105,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 100, item 50, Malakanagiri Koya]",silkoya1985:mal:i050:v1
wordlist cell,50,rainbow,ORI,Oriya,comparison control,,115,110,2,indɾo dʰanasɔ,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 50, Oriya]",
wordlist cell,50,rainbow,POD,Podia Koya,target,eastern Koya,84,79,3,biminwilː,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 50, Podia Koya]",silkoya1985:pod:i050:v1
wordlist cell,50,rainbow,TEL,Telugu,comparison control,,115,110,1,indɾadhanusu,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 50, Telugu]",
wordlist cell,50,rainbow,UTN,Utnoor Gondi,target,western Gondi,94,89,1,kʌmbaːɖ,manual-source-image,,tesseract_raw.txt#pdf94,kʌmbaːɖ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 50, Utnoor Gondi]",silkoya1985:utn:i050:v1
wordlist cell,51,wind,BHG,Bhamani Gondi,target,western Gondi,94,89,2,u̯adi,manual-source-image,,tesseract_raw.txt#pdf94,u̯adi,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 51, Bhamani Gondi]",silkoya1985:bhg:i051:v1
wordlist cell,51,wind,BHM,Bhamani Madia,target,western Madia,94,89,3,vadiuˑ,manual-source-image,,tesseract_raw.txt#pdf94,vadiuˑ,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 51, Bhamani Madia]",silkoya1985:bhm:i051:v1
wordlist cell,51,wind,CHI,Chintoor Koya,target,eastern Koya,84,79,2,galdumːaɾam,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 51, Chintoor Koya]",silkoya1985:chi:i051:v1
wordlist cell,51,wind,JAG,Jaganathapuram Koya,target,eastern Koya,84,79,1,gali,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 51, Jaganathapuram Koya]",silkoya1985:jag:i051:v1
wordlist cell,51,wind,MAL,Malakanagiri Koya,target,eastern Koya,105,100,1,gaːl,manual-source-image,,tesseract_raw.txt#pdf105,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 100, item 51, Malakanagiri Koya]",silkoya1985:mal:i051:v1
wordlist cell,51,wind,ORI,Oriya,comparison control,,115,110,2,dʒoɾaka,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 51, Oriya]",
wordlist cell,51,wind,POD,Podia Koya,target,eastern Koya,84,79,3,gal,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 51, Podia Koya]",silkoya1985:pod:i051:v1
wordlist cell,51,wind,TEL,Telugu,comparison control,,115,110,1,gaːli,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 51, Telugu]",
wordlist cell,51,wind,UTN,Utnoor Gondi,target,western Gondi,94,89,1,vaɖi,manual-source-image,,tesseract_raw.txt#pdf94,vaɖi,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 51, Utnoor Gondi]",silkoya1985:utn:i051:v1
wordlist cell,52,stone,BHG,Bhamani Gondi,target,western Gondi,94,89,2,bʰanda,manual-source-image,,tesseract_raw.txt#pdf94,bʰanda,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 52, Bhamani Gondi]",silkoya1985:bhg:i052:v1
wordlist cell,52,stone,BHM,Bhamani Madia,target,western Madia,94,89,3,bʰanda,manual-source-image,,tesseract_raw.txt#pdf94,bʰanda,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 52, Bhamani Madia]",silkoya1985:bhm:i052:v1
wordlist cell,52,stone,CHI,Chintoor Koya,target,eastern Koya,84,79,2,kalu/ɾai,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 52, Chintoor Koya]",silkoya1985:chi:i052:v1|silkoya1985:chi:i052:v2
wordlist cell,52,stone,JAG,Jaganathapuram Koya,target,eastern Koya,84,79,1,kalu,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 52, Jaganathapuram Koya]",silkoya1985:jag:i052:v1
wordlist cell,52,stone,MAL,Malakanagiri Koya,target,eastern Koya,105,100,1,kalboːde,manual-source-image,,tesseract_raw.txt#pdf105,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 100, item 52, Malakanagiri Koya]",silkoya1985:mal:i052:v1
wordlist cell,52,stone,ORI,Oriya,comparison control,,115,110,2,potoɾa,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 52, Oriya]",
wordlist cell,52,stone,POD,Podia Koya,target,eastern Koya,84,79,3,kal,manual-source-image,,tesseract_raw.txt#pdf84,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 79, item 52, Podia Koya]",silkoya1985:pod:i052:v1
wordlist cell,52,stone,TEL,Telugu,comparison control,,115,110,1,ɾai,manual-source-image,,tesseract_raw.txt#pdf115,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 110, item 52, Telugu]",
wordlist cell,52,stone,UTN,Utnoor Gondi,target,western Gondi,94,89,1,bʌndʌ,manual-source-image,,tesseract_raw.txt#pdf94,bʌndʌ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 89, item 52, Utnoor Gondi]",silkoya1985:utn:i052:v1
