Status,Reason,Entry_Key,PDF_Page,Printed_Page,Printed_Head,Form,Variants,Sense,Definition,Tags,References,DEDR_IDs,Unresolved_DEDR_IDs,Variant_Of_Key,Raw_Entry
ingested,,bhaskararao-toda2025:p33:e10,49,33,ïr urp,ïr urp,,,figure of a buffalo,noun,emeneau-toda1984[p. 94],,,,ïr urp n. figure of a buffalo. TGT 94
ingested,,bhaskararao-toda2025:p33:e11,49,33,ïr uṟp,ïr uṟp,,,a small replica of buffalo (in silver or other metal) offered to a temple,noun,bhaskararao-toda-notes[p. 27],,,,ïr uṟp n. a small replica of buffalo (in silver or other metal) offered to a temple. PB 27
ingested,,bhaskararao-toda2025:p33:e12,49,33,ïr-uṟp kïs arkym,ïr-uṟp kïs arkym,,,the vow in the shape of a buffalo,noun,bhaskararao-toda-notes[p. 117],,,,ïr-uṟp kïs arkym n. the vow in the shape of a buffalo. PB 117
ingested,,bhaskararao-toda2025:p33:e13,49,33,ïr xaṟ- (xaṟθ-),ïr xaṟ-,xaṟθ-,,to milk (the buffaloes) (= kaṟ fux-),verb,,,,,ïr xaṟ- (xaṟθ-) v. to milk (the buffaloes) (= kaṟ fux-). RSLST 14
ingested,,bhaskararao-toda2025:p33:e14,49,33,ïr-xaṟ mïs,ïr-xaṟ mïs,,,the ground where the buffaloes are milked (= pep xaṟ mïs; Rivers: îrkarmu/mûs),noun,bhaskararao-toda-notes[p. 26],,,,"ïr-xaṟ mïs n. the ground where the buffaloes are milked (= pep xaṟ mïs; Rivers: îrkarmu/mûs). RSLST 13, PB 26"
ingested,,bhaskararao-toda2025:p33:e15,49,33,ïr-xaṟt pïṇ,ïr-xaṟt pïṇ,,,milking vessel,noun,,,,,ïr-xaṟt pïṇ n. milking vessel. Sak. 277
ingested,,bhaskararao-toda2025:p33:e16,49,33,ïr xoṟ,ïr xoṟ,,,the buffaloes in general (lit. buffaloes and calves); buffalo calf (female),noun onomatopoeia,emeneau-toda1984[p. 66]|bhaskararao-toda-notes[p. 27],,,,ïr xoṟ n.echo the buffaloes in general (lit. buffaloes and calves); buffalo calf (female). TGT 66; PB 27
ingested,,bhaskararao-toda2025:p33:e17,49,33,ïr xwïs̱m,ïr xwïs̱m,,,buffalo koṇ,noun,bhaskararao-toda-notes[p. 46],,,,ïr xwïs̱m n. buffalo koṇ. PB 46
ingested,,bhaskararao-toda2025:p33:e18,49,33,ïr xwïːṛ,ïr xwïːṛ,,,buffalo horn,noun,bhaskararao-toda-notes[p. 72],,,,ïr xwïːṛ n. buffalo horn. PB 72
ingested,,bhaskararao-toda2025:p33:e19,49,33,ïr-xwïːṛ faɫ̣,ïr-xwïːṛ faɫ̣,,,a valley near Noːṣ mund,noun,,,,,ïr-xwïːṛ faɫ̣ n. a valley near Noːṣ mund. Sak. 277
ingested,,bhaskararao-toda2025:p33:e20,49,33,ïr-xwïːṭ-ïr,ïr-xwïːṭ-ïr,,,an ornamental thing shaped like a buffalo horn,noun,bhaskararao-toda-notes[p. 26],,,,ïr-xwïːṭ-ïr n. an ornamental thing shaped like a buffalo horn. PB 26
ingested,,bhaskararao-toda2025:p33:e21,49,33,ïṟ,ïṟ,,,(1) depression in anything,noun,,859,,,"ïṟ n. (1) depression in anything. DEDR 859, Sak. 277"
ingested,,bhaskararao-toda2025:p33:e22,49,33,ïṟ,ïṟ,,,(2) calf of leg,noun,emeneau-toda1984[p. 31],,,,ïṟ n. (2) calf of leg. TGT 31
ingested,,bhaskararao-toda2025:p33:e23,49,33,ïṟ- (ïṟθ-),ïṟ-,ïṟθ-,,to drink (intoxicants); suck with noise (like buffalo drinking water),verb tr,emeneau-toda1984[p. 122]|bhaskararao-toda-notes[p. 28],709,,,"ïṟ- (ïṟθ-) vt. to drink (intoxicants); suck with noise (like buffalo drinking water). DEDR 709, TGT 122; PB 28 2"
ingested,,bhaskararao-toda2025:p33:e24,49,33,ïṟθ-,ïṟθ-,,,S ofïṟ-,verb,,,,,ïṟθ- v. S ofïṟ-
ingested,,bhaskararao-toda2025:p33:e25,49,33,ïṟuɫỵ,ïṟuɫỵ,,,a chisel for making a gap,noun,bhaskararao-toda-notes[p. 28],,,,ïṟuɫỵ n. a chisel for making a gap. PB 28
ingested,,bhaskararao-toda2025:p33:e26,49,33,ïṛ,ïṛ,,,"the middle, in ïr kwaːy",noun,,,,,"ïṛ n. the middle, in ïr kwaːy. RSLST 11 2"
ingested,,bhaskararao-toda2025:p33:e27,49,33,ïṛc-,ïṛc-,,,"S ofïṛy- ‘to thunder’, ‘to pull down’",verb,,,,,"ïṛc- v. S ofïṛy- ‘to thunder’, ‘to pull down’"
ingested,,bhaskararao-toda2025:p34:e1,50,34,ïṛ kwaːy,ïṛ kwaːy,,,"the bamboo vessel into which butter and buttermilk are poured from vessels of the inner room and from which they are poured into vessels of the outer room; bamboo vessel into which butter and buttermilk are poured from vessels of the inner section of the tiː dairy, and from which they are poured into vessels of the outer section (to keep the ritual purity of objects in the inner section free from any outside contamination",noun,,448,,,"ïṛ kwaːy n. the bamboo vessel into which butter and buttermilk are poured from vessels of the inner room and from which they are poured into vessels of the outer room; bamboo vessel into which butter and buttermilk are poured from vessels of the inner section of the tiː dairy, and from which they are poured into vessels of the outer section (to keep the ritual purity of objects in the inner section free from any outside contamination. RSLST 13; DEDR 448"
ingested,,bhaskararao-toda2025:p34:e2,50,34,ïṛṇ,ïṛṇ,,,place (obl. ïṛt-),noun,"emeneau-toda1984[p. 22, passim]|bhaskararao-toda-notes[p. 28]",434,,,"ïṛṇ n. place (obl. ïṛt-). RSLST 35, DEDR 434, TGT 22, passim, PB 28"
ingested,,bhaskararao-toda2025:p34:e3,50,34,ïṛ-poɫỵ,ïṛ-poɫỵ,,,imitation dairy,noun,emeneau-toda1984[p. 326],,,,ïṛ-poɫỵ n. imitation dairy. TGT 326 2
ingested,,bhaskararao-toda2025:p34:e4,50,34,ïṛs-,ïṛs-,,,S ofïṛy- ‘to fall down’,verb,,,,,ïṛs- v. S ofïṛy- ‘to fall down’
ingested,,bhaskararao-toda2025:p34:e5,50,34,ïṛt-,ïṛt-,,,obl. of ïṛṇ ‘place’,noun,,,,,ïṛt- n. obl. of ïṛṇ ‘place’
ingested,,bhaskararao-toda2025:p34:e6,50,34,ïṛt,ïṛt,,,because,conj,emeneau-toda1984[p. 161],,,,ïṛt conj. because. TGT 161
ingested,,bhaskararao-toda2025:p34:e7,50,34,ïṛtk,ïṛtk,,,(with verbal nouns in -p) in order to; to the place (dat.),postp,"emeneau-toda1984[p. 158, 160]",,,,"ïṛtk postp. (with verbal nouns in -p) in order to; to the place (dat.). TGT 158, 160"
ingested,,bhaskararao-toda2025:p34:e8,50,34,ïṛtk oːy,ïṛtk oːy,,,see ïṛtk,postp,emeneau-toda1984[p. 158],,,,ïṛtk oːy postp. see ïṛtk TGT 158
ingested,,bhaskararao-toda2025:p34:e9,50,34,ïṛtoːl,ïṛtoːl,,,mundoftheKiːwïṛ clan,noun,,,,,ïṛtoːl n. mundoftheKiːwïṛ clan. Sak. 277
ingested,,bhaskararao-toda2025:p34:e10,50,34,ïṛ-tuɫ̣,ïṛ-tuɫ̣,,,‘upper/higher’ sleeping place (PB ïṛ-tuːḷ),noun,emeneau-toda1984[p. 341],,,,ïṛ-tuɫ̣ n. ‘upper/higher’ sleeping place (PB ïṛ-tuːḷ). TGT 341
ingested,,bhaskararao-toda2025:p34:e11,50,34,ïṛ-tuːḷ,ïṛ-tuːḷ,,,(place–roll up) sleeping area (cf. tïṇ ‘raised platform’; TGT ïṛ-tuɫ).̣,noun,bhaskararao-toda-notes[p. 106],,,,ïṛ-tuːḷ n. (place–roll up) sleeping area (cf. tïṇ ‘raised platform’; TGT ïṛ-tuɫ).̣ PB 106
ingested,,bhaskararao-toda2025:p34:e12,50,34,ïṛ-xwaːx,ïṛ-xwaːx,,,a kwaːx vessel of medium size,noun,bhaskararao-toda-notes[p. 28],,,,ïṛ-xwaːx n. a kwaːx vessel of medium size. PB 28
ingested,,bhaskararao-toda2025:p34:e13,50,34,ïṛy,ïṛy,,,"thunder, ïṛy kaːl- (kaːḏ-) ‘(lightning) to strike’",noun,bhaskararao-toda-notes[p. 28],438,,,"ïṛy n. thunder, ïṛy kaːl- (kaːḏ-) ‘(lightning) to strike’. DEDR 438, PB 28"
ingested,,bhaskararao-toda2025:p34:e14,50,34,ïṛy- (ïṛc-),ïṛy-,ïṛc-,,to thunder,verb intr,bhaskararao-toda-notes[p. 28],438,,,"ïṛy- (ïṛc-) vi. to thunder. DEDR 438, PB 28"
ingested,,bhaskararao-toda2025:p34:e15,50,34,ïṛy- (ïṛc-),ïṛy-,ïṛc-,,"to pull down (a ruined house), to collapse",verb tr,emeneau-toda1984[p. 123]|bhaskararao-toda-notes[p. 28],432,,,"ïṛy- (ïṛc-) vt. to pull down (a ruined house), to collapse. DEDR 432, TGT 123, PB 28"
ingested,,bhaskararao-toda2025:p34:e16,50,34,ïṛy- (ïṛs-),ïṛy-,ïṛs-,,"to fall down (as a house), to collapse",verb intr,emeneau-toda1984[p. 123]|bhaskararao-toda-notes[p. 28],432,,,"ïṛy- (ïṛs-) vi. to fall down (as a house), to collapse. DEDR 432, TGT 123, PB 28 2"
ingested,,bhaskararao-toda2025:p34:e17,50,34,ïs-,ïs-,,,S ofïy-,verb,,,,,ïs- v. S ofïy-
ingested,,bhaskararao-toda2025:p34:e18,50,34,ïsa,ïsa,,,"occurring in lament vocatives; ïsa moxyaː ‘O my husband!’, ïsa kuːx ‘O my wife’, ïsa xuːx ‘O my wife’, ïsa xwïṭy ‘O my wife’, ïsa xwïṭyaː ‘O my wife!’, ïsa fanaː ‘O my wife!’",interj,,,,,"ïsa itj. occurring in lament vocatives; ïsa moxyaː ‘O my husband!’, ïsa kuːx ‘O my wife’, ïsa xuːx ‘O my wife’, ïsa xwïṭy ‘O my wife’, ïsa xwïṭyaː ‘O my wife!’, ïsa fanaː ‘O my wife!’ RSLST 39"
ingested,,bhaskararao-toda2025:p34:e19,50,34,ïsoːgoːṟn,ïsoːgoːṟn,,,apersoninacomfortableposition(=somebodywhoissatisfiedwith his life),noun,bhaskararao-toda-notes[p. 208],,,,ïsoːgoːṟn n. apersoninacomfortableposition(=somebodywhoissatisfiedwith his life). PB 208
ingested,,bhaskararao-toda2025:p34:e20,50,34,ïs̱,ïs̱,,,like this (also ïl),demonstrative adv,emeneau-toda1984[p. 10],,,,ïs̱ dem.adv. like this (also ïl). TGT 10
ingested,,bhaskararao-toda2025:p34:e21,50,34,ïs̱-ïn,ïs̱-ïn,,,"suddenly (also ïs̱-ïn ïḏ-s), pos ïs-ïn ïḏ-s fodsi ‘Bus came suddenly.’",adv,bhaskararao-toda-notes[p. 21],,,,"ïs̱-ïn adv. suddenly (also ïs̱-ïn ïḏ-s), pos ïs-ïn ïḏ-s fodsi ‘Bus came suddenly.’ PB 21"
ingested,,bhaskararao-toda2025:p34:e22,50,34,ïs̱ ïn- (ïḏ-),ïs̱ ïn-,ïḏ-,,to say like this; to give a refreshing/comfortable feeling,verb intr,emeneau-toda1984[p. 187],410,,,"ïs̱ ïn- (ïḏ-) vi. to say like this; to give a refreshing/comfortable feeling. DEDR 410, TGT 187"
ingested,,bhaskararao-toda2025:p35:e1,51,35,ïs̱-ïs̱ ïn- (ïḏ-),ïs̱-ïs̱ ïn-,ïḏ-,,in quick succession; kunuːṟ oːɫaːṟ̣ pos ïs̱-ïs̱ ïḏ-s fiːčči ‘Buses are going in quick succession.’,adv,bhaskararao-toda-notes[p. 21],,,,ïs̱-ïs̱ ïn- (ïḏ-) adv. in quick succession; kunuːṟ oːɫaːṟ̣ pos ïs̱-ïs̱ ïḏ-s fiːčči ‘Buses are going in quick succession.’ PB 21
ingested,,bhaskararao-toda2025:p35:e2,51,35,ïs̱k ïḏn-wïṛ,ïs̱k ïḏn-wïṛ,,,"suddenly by habit, aːn-g ïs̱k ïḏn-wïṛ püc fodči ‘He gets angry suddenly.’",adv,bhaskararao-toda-notes[p. 21],,,,"ïs̱k ïḏn-wïṛ adv. suddenly by habit, aːn-g ïs̱k ïḏn-wïṛ püc fodči ‘He gets angry suddenly.’ PB 21"
ingested,,bhaskararao-toda2025:p35:e3,51,35,ïsym,ïsym,,,exactly,adv,,410,,,ïsym adv. exactly. DEDR 410
ingested,,bhaskararao-toda2025:p35:e4,51,35,-ïṣ-,-ïṣ-,,,of the perseverative (see -ïḍ- (-ïṭ-)),verb auxiliary,emeneau-toda1984[p. 172],,,,-ïṣ- aux. of the perseverative (see -ïḍ- (-ïṭ-)). TGT 172
ingested,,bhaskararao-toda2025:p35:e5,51,35,ïṣk,ïṣk,,,lifetime,noun,emeneau-toda1984[p. 40]|bhaskararao-toda-notes[p. 28],480,,,"ïṣk n. lifetime. DEDR 480, TGT 40, PB 28"
ingested,,bhaskararao-toda2025:p35:e6,51,35,ïṣkuṛ,ïṣkuṛ,,,"a hiccough, hiccup",noun,emeneau-toda1984[p. 26]|bhaskararao-toda-notes[p. 26],,,,"ïṣkuṛ n. a hiccough, hiccup. TGT 26; PB 26"
ingested,,bhaskararao-toda2025:p35:e7,51,35,ïṣkuṛ faṯ- (faṯy-),ïṣkuṛ faṯ-,faṯy-,,to hiccough,verb intr,,772,,,ïṣkuṛ faṯ- (faṯy-) vi. to hiccough. DEDR 772
ingested,,bhaskararao-toda2025:p35:e8,51,35,ïṣt- (ïṣty-),ïṣt-,ïṣty-,,"to seat (somebody); keep in a place, keep something care- fully/slowly",verb tr,emeneau-toda1984[p. 40]|bhaskararao-toda-notes[p. 28],480,,,"ïṣt- (ïṣty-) vt. to seat (somebody); keep in a place, keep something care- fully/slowly. DEDR 480, TGT 40, PB 28 2"
ingested,,bhaskararao-toda2025:p35:e9,51,35,ïṣty-,ïṣty-,,,S ofïṣt-,verb,,,,,ïṣty- v. S ofïṣt-
ingested,,bhaskararao-toda2025:p35:e10,51,35,=ïšky,=ïšky,,,"isn’t it?, I wonder; indefinite marker",part,"emeneau-toda1984[p. 103, 186]",,,,"=ïšky part. isn’t it?, I wonder; indefinite marker. TGT 103, 186"
ingested,,bhaskararao-toda2025:p35:e11,51,35,ït,ït,,,"this many, ït noːɫṃ ‘so many days as this’; (-wïḍ) great",demonstrative adj,"emeneau-toda1984[p. 10, 183, 242]",410,,,"ït dem.a. this many, ït noːɫṃ ‘so many days as this’; (-wïḍ) great. DEDR 410, TGT 10,183,242"
ingested,,bhaskararao-toda2025:p35:e12,51,35,ït fïnaːṟm,ït fïnaːṟm,,,up until now,adv,emeneau-toda1984[p. 87],,,,ït fïnaːṟm adv. up until now. TGT 87
ingested,,bhaskararao-toda2025:p35:e13,51,35,ïtfok,ïtfok,,,"now, at this time. DEDR 410, TGT 90 (ït fok)",demonstrative adv,emeneau-toda1984[p. 90],410,,,"ïtfok dem.adv. now, at this time. DEDR 410, TGT 90 (ït fok)"
ingested,,bhaskararao-toda2025:p35:e14,51,35,ïtïtk,ïtïtk,,,only so much as this,demonstrative adv,emeneau-toda1984[p. 100],410,,,"ïtïtk dem.adv. only so much as this. DEDR 410, TGT 100"
ingested,,bhaskararao-toda2025:p35:e15,51,35,ït-k,ït-k,,,this much; that much (also etk),demonstrative adj,emeneau-toda1984[p. 100],410,,,"ït-k dem.a. this much; that much (also etk). DEDR 410, TGT 100"
ingested,,bhaskararao-toda2025:p35:e16,51,35,ïtks̱,ïtks̱,,,at this distance,demonstrative adv,emeneau-toda1984[p. 100],410,,,"ïtks̱ dem.adv. at this distance. DEDR 410, TGT 100"
ingested,,bhaskararao-toda2025:p35:e17,51,35,ït noːɫ̣,ït noːɫ̣,,,manydays,noun,bhaskararao-toda-notes[p. 42],,,,ït noːɫ̣ n. manydays. PB 42
ingested,,bhaskararao-toda2025:p35:e18,51,35,ïtoːf,ïtoːf,,,"such as this, of this type",demonstrative adj,emeneau-toda1984[p. 10]|bhaskararao-toda-notes[p. 14],410,,,"ïtoːf dem.a. such as this, of this type. DEDR 410, TGT 10, PB 14"
ingested,,bhaskararao-toda2025:p35:e19,51,35,ïtwïḍ,ïtwïḍ,,,"large, big, great (vs. kin-wïḍ); ïtwïḍ moḏ ‘a moḏ with higher sanctity’ (opp. max moḏ or kar moḏ)",adj,"bhaskararao-toda-notes[p. 28, 42]",4411,,,"ïtwïḍ a. large, big, great (vs. kin-wïḍ); ïtwïḍ moḏ ‘a moḏ with higher sanctity’ (opp. max moḏ or kar moḏ). DEDR 4411, PB 28, 42"
ingested,,bhaskararao-toda2025:p35:e20,51,35,ïtwïḍmoḏ,ïtwïḍmoḏ,,,highlysacredvillage(wherepollutionceremoniesarenotallowed),noun,bhaskararao-toda-notes[p. 158],,,,ïtwïḍmoḏ n. highlysacredvillage(wherepollutionceremoniesarenotallowed). PB 158
ingested,,bhaskararao-toda2025:p35:e21,51,35,ïtwïḍ oːɫ̣,ïtwïḍ oːɫ̣,,,"important man, headman, a great Toda (lit. Toda who was/is great)",noun,emeneau-toda1984[p. 110],,,,"ïtwïḍ oːɫ̣ n. important man, headman, a great Toda (lit. Toda who was/is great). TGT 110"
ingested,,bhaskararao-toda2025:p35:e22,51,35,ïty,ïty,,,"(?) few, small in quantity",adj,,410,,,"ïty a. (?) few, small in quantity. DEDR 410"
ingested,,bhaskararao-toda2025:p35:e23,51,35,-ïṭ,-ïṭ,,,"of the instrumental case, by means of, with",suffix,emeneau-toda1984[p. 82],,,,"-ïṭ suff. of the instrumental case, by means of, with. TGT 82 2"
ingested,,bhaskararao-toda2025:p35:e24,51,35,ïṭ-,ïṭ-,,,S ofïḍ- ‘to put’ 2,verb,,,,,ïṭ- v. S ofïḍ- ‘to put’ 2
ingested,,bhaskararao-toda2025:p35:e25,51,35,ïθ-,ïθ-,,,S ofïr-,verb,,,,,ïθ- v. S ofïr-
ingested,,bhaskararao-toda2025:p35:e26,51,35,ïθ-fiː noːɫ köːṛ̣,ïθ-fiː noːɫ köːṛ̣,,,see köːṛ fiː-fiː noːɫ̣,noun,,,,,ïθ-fiː noːɫ köːṛ̣ n. see köːṛ fiː-fiː noːɫ̣
ingested,,bhaskararao-toda2025:p35:e27,51,35,ïθ-foy noːɫ x̣öːṛ,ïθ-foy noːɫ x̣öːṛ,,,(also -̣köːṛ) first funeral (‘green funeral’ in Nilgiris parlance; Rivers etvainolkêḍr) at which the corpse is cremated; the funeral ceremony whenthecorpseiscremated(differentfrommaṟfynoːɫköːṛ̣ ),noun,emeneau-toda1984[p. 304]|bhaskararao-toda-notes[p. 28],,,,"ïθ-foy noːɫ x̣öːṛ n. (also -̣köːṛ) first funeral (‘green funeral’ in Nilgiris parlance; Rivers etvainolkêḍr) at which the corpse is cremated; the funeral ceremony whenthecorpseiscremated(differentfrommaṟfynoːɫköːṛ̣ ). TGT 304, PB 28"
ingested,,bhaskararao-toda2025:p36:e1,52,36,ïθ-fy noːɫ köːṛ̣ soːstuṟm,ïθ-fy noːɫ köːṛ̣ soːstuṟm,,,the procedure for maṟ-fy noːɫ köːṛ̣ function,noun,bhaskararao-toda-notes[p. 28],,,,ïθ-fy noːɫ köːṛ̣ soːstuṟm n. the procedure for maṟ-fy noːɫ köːṛ̣ function. PB 28
ingested,,bhaskararao-toda2025:p36:e2,52,36,ïθ-ïd,ïθ-ïd,,,because of this (non-human; caus.),pron,bhaskararao-toda-notes[p. 21],,,,ïθ-ïd pron. because of this (non-human; caus.). PB 21
ingested,,bhaskararao-toda2025:p36:e3,52,36,ïx- (ïxθ-),ïx-,ïxθ-,,"to separate oneself from others, have a gap, become separated, ïxθn ‘whenheseparated from others’",verb intr,emeneau-toda1984[p. 114]|bhaskararao-toda-notes[p. 29],,,,"ïx- (ïxθ-) vi. to separate oneself from others, have a gap, become separated, ïxθn ‘whenheseparated from others’. TGT 114; PB 29"
ingested,,bhaskararao-toda2025:p36:e4,52,36,ïx- (ïxy-),ïx-,ïxy-,,"to slip, be slippery; look slippery (cf. ïkïl ‘definitely slippery’). The ‘look slippery’ meaning and ‘slip’ meaning can coexist with 3rd person subject al ïxči ‘It is slippery there’ aθ al naṛθn-wïṛ ïxči ‘He will slip if he walks there.’",verb intr,emeneau-toda1984[p. 114]|bhaskararao-toda-notes[p. 28],503,,,"ïx- (ïxy-) vi. to slip, be slippery; look slippery (cf. ïkïl ‘definitely slippery’). The ‘look slippery’ meaning and ‘slip’ meaning can coexist with 3rd person subject al ïxči ‘It is slippery there’ aθ al naṛθn-wïṛ ïxči ‘He will slip if he walks there.’ DEDR 503, TGT 114, PB 28 2"
ingested,,bhaskararao-toda2025:p36:e5,52,36,ïxc-,ïxc-,,,S ofïxy-,verb,,,,,ïxc- v. S ofïxy-
ingested,,bhaskararao-toda2025:p36:e6,52,36,ïxf- (ïxt-),ïxf-,ïxt-,,"to make people separate, to separate; to open (loop, bangle); paːl waṛt eːḏaːṟ xïs ïxtsi ‘After breaking the wooden stick, he separated it into two.’",verb tr,emeneau-toda1984[p. 114]|bhaskararao-toda-notes[p. 29],,,,"ïxf- (ïxt-) vt. to make people separate, to separate; to open (loop, bangle); paːl waṛt eːḏaːṟ xïs ïxtsi ‘After breaking the wooden stick, he separated it into two.’ TGT 114; PB 29 2"
ingested,,bhaskararao-toda2025:p36:e7,52,36,ïxt-,ïxt-,,,S ofïxf-,verb,,,,,ïxt- v. S ofïxf-
ingested,,bhaskararao-toda2025:p36:e8,52,36,ïxt,ïxt,,,"slippery (garment), ïxt paṟy (slippery cloth)",adj,bhaskararao-toda-notes[p. 28],,,,"ïxt a. slippery (garment), ïxt paṟy (slippery cloth). PB 28"
ingested,,bhaskararao-toda2025:p36:e9,52,36,ïxt,ïxt,,,"separately, puːtxuːɫy-s̱̣puːf ïxt ïṣt-si ‘She put the flowery patches in sep- arate places in the Puːtxuːɫỵ’ (puːf embroiders flower, ïxt ‘separated’, ïṣt-si ‘put’)",adv,bhaskararao-toda-notes[p. 29],,,,"ïxt adv. separately, puːtxuːɫy-s̱̣puːf ïxt ïṣt-si ‘She put the flowery patches in sep- arate places in the Puːtxuːɫỵ’ (puːf embroiders flower, ïxt ‘separated’, ïṣt-si ‘put’). PB 29"
ingested,,bhaskararao-toda2025:p36:e10,52,36,ïxt puːf ïṣtyt,ïxt puːf ïṣtyt,,,putting flowers separate from each other,noun,bhaskararao-toda-notes[p. 33],,,,ïxt puːf ïṣtyt n. putting flowers separate from each other. PB 33 2
ingested,,bhaskararao-toda2025:p36:e11,52,36,ïxθ-,ïxθ-,,,S ofïx- ‘to separate oneself’ 2,verb,,,,,ïxθ- v. S ofïx- ‘to separate oneself’ 2
ingested,,bhaskararao-toda2025:p36:e12,52,36,ïxy-,ïxy-,,,S ofïx- ‘to slip’,verb,,,,,ïxy- v. S ofïx- ‘to slip’
ingested,,bhaskararao-toda2025:p36:e13,52,36,ïxy- (ïxc-),ïxy-,ïxc-,,"(calf) sucks; (a young animal) sucks (milk) from udder (note: if it sucks from a bottle, the verb will be uṇ- (uḍ-) ‘to drink’)",verb intr,emeneau-toda1984[p. 124]|bhaskararao-toda-notes[p. 29],504,,,"ïxy- (ïxc-) vi. (calf) sucks; (a young animal) sucks (milk) from udder (note: if it sucks from a bottle, the verb will be uṇ- (uḍ-) ‘to drink’). DEDR 504, TGT 124, PB 29"
ingested,,bhaskararao-toda2025:p36:e14,52,36,ïy,ïy,,,place where one kind of grain potm is cultivated,noun,,,,,ïy n. place where one kind of grain potm is cultivated. Sak. 278 2
ingested,,bhaskararao-toda2025:p36:e15,52,36,ïy- (ïs-),ïy-,ïs-,,"to knowhowto; learnaskill(withpresentnon-finite, i.e.S )",verb tr,"emeneau-toda1984[p. 122, 168]|bhaskararao-toda-notes[p. 29]",806,,,"ïy- (ïs-) vt. to knowhowto; learnaskill(withpresentnon-finite, i.e.S ). DEDR 806, TGT 122, 168, PB 29 1"
ingested,,bhaskararao-toda2025:p36:e16,52,36,"-ïyi, -ïy","-ïyi, -ïy",,,(with S ) negative third-person suffix,suffix,emeneau-toda1984[p. 135],,,,"-ïyi, -ïy suff. (with S ) negative third-person suffix. TGT 135"
ingested,,bhaskararao-toda2025:p36:e17,52,36,ïyi,ïyi,,,"third-person copula, ‘is, are’; focus-shifting construction; (with a verbal nounin-t) obligative construction (‘must, have to’)",verb,"emeneau-toda1984[p. 56, 63, 155]",,,,"ïyi v. third-person copula, ‘is, are’; focus-shifting construction; (with a verbal nounin-t) obligative construction (‘must, have to’) TGT 56, 63, 155."
