Record_Type,Item,Gloss,Site_Code,Site_Name,Role,PDF_Page,Printed_Page,Column,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,46,water,BAG,Bagdara Ruma,target,59,54,1,da,manual-source-image,collector question mark,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 54, item 46, Bagdara Ruma]",silkorku1985:bag:i046:v1
wordlist cell,46,water,CHI,Chikli Ruma,target,48,43,1,ɖa,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 43, item 46, Chikli Ruma]",silkorku1985:chi:i046:v1
wordlist cell,46,water,KHA,Khanapur Ruma,target,48,43,2,ɖa,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 43, item 46, Khanapur Ruma]",silkorku1985:kha:i046:v1
wordlist cell,46,water,KHM,Khamalpur Bondoy,target,81,76,2,da,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 76, item 46, Khamalpur Bondoy]",silkorku1985:khm:i046:v1
wordlist cell,46,water,LAH,Lahi Bouriya,target,70,65,2,da,manual-source-image,collector question mark,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 46, Lahi Bouriya]",silkorku1985:lah:i046:v1
wordlist cell,46,water,MOR,Moragao Bouriya,target,70,65,1,da,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 46, Moragao Bouriya]",silkorku1985:mor:i046:v1
wordlist cell,46,water,NIH,Jammat Jalgaon Nihali,comparison control,92,87,1,dʒoppʰo,manual-source-image,,tesseract_raw.txt#pdf92,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 87, item 46, Jammat Jalgaon Nihali]",
wordlist cell,46,water,WAR,Warsari Ruma,target,59,54,2,da,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 54, item 46, Warsari Ruma]",silkorku1985:war:i046:v1
wordlist cell,47,river,AMD,Amdhana Mawasi,target,81,76,1,gada,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 76, item 47, Amdhana Mawasi]",silkorku1985:amd:i047:v1
wordlist cell,47,river,BAG,Bagdara Ruma,target,59,54,1,gada,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 54, item 47, Bagdara Ruma]",silkorku1985:bag:i047:v1
wordlist cell,47,river,CHI,Chikli Ruma,target,48,43,1,gada,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 43, item 47, Chikli Ruma]",silkorku1985:chi:i047:v1
wordlist cell,47,river,KHA,Khanapur Ruma,target,48,43,2,goɖe,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 43, item 47, Khanapur Ruma]",silkorku1985:kha:i047:v1
wordlist cell,47,river,KHM,Khamalpur Bondoy,target,81,76,2,gada,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 76, item 47, Khamalpur Bondoy]",silkorku1985:khm:i047:v1
wordlist cell,47,river,LAH,Lahi Bouriya,target,70,65,2,gada,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 47, Lahi Bouriya]",silkorku1985:lah:i047:v1
wordlist cell,47,river,MOR,Moragao Bouriya,target,70,65,1,gada,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 47, Moragao Bouriya]",silkorku1985:mor:i047:v1
wordlist cell,47,river,NIH,Jammat Jalgaon Nihali,comparison control,92,87,1,paraj,manual-source-image,,tesseract_raw.txt#pdf92,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 87, item 47, Jammat Jalgaon Nihali]",
wordlist cell,47,river,WAR,Warsari Ruma,target,59,54,2,gada,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 54, item 47, Warsari Ruma]",silkorku1985:war:i047:v1
wordlist cell,48,cloud,AMD,Amdhana Mawasi,target,81,76,1,badda,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 76, item 48, Amdhana Mawasi]",silkorku1985:amd:i048:v1
wordlist cell,48,cloud,BAG,Bagdara Ruma,target,59,54,1,beɖara,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 54, item 48, Bagdara Ruma]",silkorku1985:bag:i048:v1
wordlist cell,48,cloud,CHI,Chikli Ruma,target,48,43,1,baɖɖa,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 43, item 48, Chikli Ruma]",silkorku1985:chi:i048:v1
wordlist cell,48,cloud,KHA,Khanapur Ruma,target,48,43,2,baɖere,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 43, item 48, Khanapur Ruma]",silkorku1985:kha:i048:v1
wordlist cell,48,cloud,KHM,Khamalpur Bondoy,target,81,76,2,badera,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 76, item 48, Khamalpur Bondoy]",silkorku1985:khm:i048:v1
wordlist cell,48,cloud,LAH,Lahi Bouriya,target,70,65,2,beɖara,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 48, Lahi Bouriya]",silkorku1985:lah:i048:v1
wordlist cell,48,cloud,MOR,Moragao Bouriya,target,70,65,1,baɖara,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 48, Moragao Bouriya]",silkorku1985:mor:i048:v1
wordlist cell,48,cloud,NIH,Jammat Jalgaon Nihali,comparison control,92,87,1,popor,manual-source-image,,tesseract_raw.txt#pdf92,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 87, item 48, Jammat Jalgaon Nihali]",
wordlist cell,48,cloud,WAR,Warsari Ruma,target,59,54,2,badala,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 54, item 48, Warsari Ruma]",silkorku1985:war:i048:v1
wordlist cell,49,lightning,AMD,Amdhana Mawasi,target,81,76,1,bidʒili,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 76, item 49, Amdhana Mawasi]",silkorku1985:amd:i049:v1
wordlist cell,49,lightning,BAG,Bagdara Ruma,target,59,54,1,biɖʒili,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 54, item 49, Bagdara Ruma]",silkorku1985:bag:i049:v1
wordlist cell,49,lightning,CHI,Chikli Ruma,target,48,43,1,biɖʒli,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 43, item 49, Chikli Ruma]",silkorku1985:chi:i049:v1
wordlist cell,49,lightning,KHA,Khanapur Ruma,target,48,43,2,tʃiren,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 43, item 49, Khanapur Ruma]",silkorku1985:kha:i049:v1
wordlist cell,49,lightning,KHM,Khamalpur Bondoy,target,81,76,2,bidʒili,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 76, item 49, Khamalpur Bondoy]",silkorku1985:khm:i049:v1
wordlist cell,49,lightning,LAH,Lahi Bouriya,target,70,65,2,biɖʒeli,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 49, Lahi Bouriya]",silkorku1985:lah:i049:v1
wordlist cell,49,lightning,MOR,Moragao Bouriya,target,70,65,1,tʃiren,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 49, Moragao Bouriya]",silkorku1985:mor:i049:v1
wordlist cell,49,lightning,NIH,Jammat Jalgaon Nihali,comparison control,92,87,1,bidʒili,manual-source-image,,tesseract_raw.txt#pdf92,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 87, item 49, Jammat Jalgaon Nihali]",
wordlist cell,49,lightning,WAR,Warsari Ruma,target,59,54,2,biɖʒilika,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 54, item 49, Warsari Ruma]",silkorku1985:war:i049:v1
wordlist cell,50,rainbow,AMD,Amdhana Mawasi,target,81,76,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf81,missing,source prints a ruled blank,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 76, item 50, Amdhana Mawasi]",
wordlist cell,50,rainbow,BAG,Bagdara Ruma,target,59,54,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf59,missing,source prints a ruled blank,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 54, item 50, Bagdara Ruma]",
wordlist cell,50,rainbow,CHI,Chikli Ruma,target,48,43,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf48,missing,source prints a ruled blank,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 43, item 50, Chikli Ruma]",
wordlist cell,50,rainbow,KHA,Khanapur Ruma,target,48,43,2,tamukulo deni,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 43, item 50, Khanapur Ruma]",silkorku1985:kha:i050:v1
wordlist cell,50,rainbow,KHM,Khamalpur Bondoy,target,81,76,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf81,missing,source prints a ruled blank,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 76, item 50, Khamalpur Bondoy]",
wordlist cell,50,rainbow,LAH,Lahi Bouriya,target,70,65,2,tamakoleŋuj,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 50, Lahi Bouriya]",silkorku1985:lah:i050:v1
wordlist cell,50,rainbow,MOR,Moragao Bouriya,target,70,65,1,tamkuluɖu,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 50, Moragao Bouriya]",silkorku1985:mor:i050:v1
wordlist cell,50,rainbow,NIH,Jammat Jalgaon Nihali,comparison control,92,87,1,tʰemkogon,manual-source-image,,tesseract_raw.txt#pdf92,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 87, item 50, Jammat Jalgaon Nihali]",
wordlist cell,50,rainbow,WAR,Warsari Ruma,target,59,54,2,tamkulundini,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 54, item 50, Warsari Ruma]",silkorku1985:war:i050:v1
wordlist cell,51,wind,AMD,Amdhana Mawasi,target,81,76,1,hewa,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 76, item 51, Amdhana Mawasi]",silkorku1985:amd:i051:v1
wordlist cell,51,wind,BAG,Bagdara Ruma,target,59,54,1,kojo,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 54, item 51, Bagdara Ruma]",silkorku1985:bag:i051:v1
wordlist cell,51,wind,CHI,Chikli Ruma,target,48,43,1,kojo,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 43, item 51, Chikli Ruma]",silkorku1985:chi:i051:v1
wordlist cell,51,wind,KHA,Khanapur Ruma,target,48,43,2,kʰoyo,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 43, item 51, Khanapur Ruma]",silkorku1985:kha:i051:v1
wordlist cell,51,wind,KHM,Khamalpur Bondoy,target,81,76,2,kojo,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 76, item 51, Khamalpur Bondoy]",silkorku1985:khm:i051:v1
wordlist cell,51,wind,LAH,Lahi Bouriya,target,70,65,2,koiyo,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 51, Lahi Bouriya]",silkorku1985:lah:i051:v1
wordlist cell,51,wind,MOR,Moragao Bouriya,target,70,65,1,kojo,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 51, Moragao Bouriya]",silkorku1985:mor:i051:v1
wordlist cell,51,wind,NIH,Jammat Jalgaon Nihali,comparison control,92,87,1,ora,manual-source-image,,tesseract_raw.txt#pdf92,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 87, item 51, Jammat Jalgaon Nihali]",
wordlist cell,51,wind,WAR,Warsari Ruma,target,59,54,2,kojo,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 54, item 51, Warsari Ruma]",silkorku1985:war:i051:v1
wordlist cell,52,stone,AMD,Amdhana Mawasi,target,81,76,1,dega,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 76, item 52, Amdhana Mawasi]",silkorku1985:amd:i052:v1
wordlist cell,52,stone,BAG,Bagdara Ruma,target,59,54,1,goʈa,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 54, item 52, Bagdara Ruma]",silkorku1985:bag:i052:v1
wordlist cell,52,stone,CHI,Chikli Ruma,target,48,43,1,dega,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 43, item 52, Chikli Ruma]",silkorku1985:chi:i052:v1
wordlist cell,52,stone,KHA,Khanapur Ruma,target,48,43,2,dʰega,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 43, item 52, Khanapur Ruma]",silkorku1985:kha:i052:v1
wordlist cell,52,stone,KHM,Khamalpur Bondoy,target,81,76,2,dʰega,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 76, item 52, Khamalpur Bondoy]",silkorku1985:khm:i052:v1
wordlist cell,52,stone,LAH,Lahi Bouriya,target,70,65,2,dʰega,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 52, Lahi Bouriya]",silkorku1985:lah:i052:v1
wordlist cell,52,stone,MOR,Moragao Bouriya,target,70,65,1,dʰega,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 52, Moragao Bouriya]",silkorku1985:mor:i052:v1
wordlist cell,52,stone,NIH,Jammat Jalgaon Nihali,comparison control,92,87,1,tʃago,manual-source-image,,tesseract_raw.txt#pdf92,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 87, item 52, Jammat Jalgaon Nihali]",
wordlist cell,52,stone,WAR,Warsari Ruma,target,59,54,2,dʰeiga,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 54, item 52, Warsari Ruma]",silkorku1985:war:i052:v1
wordlist cell,53,path,AMD,Amdhana Mawasi,target,81,76,1,kora,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 76, item 53, Amdhana Mawasi]",silkorku1985:amd:i053:v1
wordlist cell,53,path,BAG,Bagdara Ruma,target,59,54,1,kora,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 54, item 53, Bagdara Ruma]",silkorku1985:bag:i053:v1
wordlist cell,53,path,CHI,Chikli Ruma,target,48,43,1,kora,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 43, item 53, Chikli Ruma]",silkorku1985:chi:i053:v1
wordlist cell,53,path,KHA,Khanapur Ruma,target,48,43,2,kʰora,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 43, item 53, Khanapur Ruma]",silkorku1985:kha:i053:v1
wordlist cell,53,path,KHM,Khamalpur Bondoy,target,81,76,2,kora,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 76, item 53, Khamalpur Bondoy]",silkorku1985:khm:i053:v1
wordlist cell,53,path,LAH,Lahi Bouriya,target,70,65,2,kora,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 53, Lahi Bouriya]",silkorku1985:lah:i053:v1
wordlist cell,53,path,MOR,Moragao Bouriya,target,70,65,1,kora,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 53, Moragao Bouriya]",silkorku1985:mor:i053:v1
wordlist cell,53,path,NIH,Jammat Jalgaon Nihali,comparison control,92,87,1,dai,manual-source-image,,tesseract_raw.txt#pdf92,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 87, item 53, Jammat Jalgaon Nihali]",
wordlist cell,53,path,WAR,Warsari Ruma,target,59,54,2,kera,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 54, item 53, Warsari Ruma]",silkorku1985:war:i053:v1
wordlist cell,54,sand,AMD,Amdhana Mawasi,target,81,76,1,rejto,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 76, item 54, Amdhana Mawasi]",silkorku1985:amd:i054:v1
wordlist cell,54,sand,BAG,Bagdara Ruma,target,59,54,1,reʈo,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 54, item 54, Bagdara Ruma]",silkorku1985:bag:i054:v1
wordlist cell,54,sand,CHI,Chikli Ruma,target,48,43,1,riʈi,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 43, item 54, Chikli Ruma]",silkorku1985:chi:i054:v1
wordlist cell,54,sand,KHA,Khanapur Ruma,target,48,43,2,bitil,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 43, item 54, Khanapur Ruma]",silkorku1985:kha:i054:v1
wordlist cell,54,sand,KHM,Khamalpur Bondoy,target,81,76,2,rejto,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 76, item 54, Khamalpur Bondoy]",silkorku1985:khm:i054:v1
wordlist cell,54,sand,LAH,Lahi Bouriya,target,70,65,2,rejʈo,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 54, Lahi Bouriya]",silkorku1985:lah:i054:v1
wordlist cell,54,sand,MOR,Moragao Bouriya,target,70,65,1,reʈo,manual-source-image,,tesseract_raw.txt#pdf70,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 65, item 54, Moragao Bouriya]",silkorku1985:mor:i054:v1
wordlist cell,54,sand,NIH,Jammat Jalgaon Nihali,comparison control,92,87,1,biti-l,manual-source-image,source includes an internal hyphen-like stroke before final l,tesseract_raw.txt#pdf92,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 87, item 54, Jammat Jalgaon Nihali]",
wordlist cell,54,sand,WAR,Warsari Ruma,target,59,54,2,bitil,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 54, item 54, Warsari Ruma]",silkorku1985:war:i054:v1
wordlist cell,55,fire,AMD,Amdhana Mawasi,target,81,76,1,met,manual-source-image,,tesseract_raw.txt#pdf81,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 76, item 55, Amdhana Mawasi]",silkorku1985:amd:i055:v1
wordlist cell,55,fire,BAG,Bagdara Ruma,target,59,54,1,siŋgel,manual-source-image,,tesseract_raw.txt#pdf59,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 54, item 55, Bagdara Ruma]",silkorku1985:bag:i055:v1
wordlist cell,55,fire,CHI,Chikli Ruma,target,48,43,1,sigel,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 43, item 55, Chikli Ruma]",silkorku1985:chi:i055:v1
wordlist cell,55,fire,KHA,Khanapur Ruma,target,48,43,2,sigel,manual-source-image,,tesseract_raw.txt#pdf48,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 43, item 55, Khanapur Ruma]",silkorku1985:kha:i055:v1
