Status,Reason,Review_State,Review_Reason,Entry_Key,PDF_Page,Printed_Page,Column,Top,Raw_OCR,Raw_Head,Form,Variants,POS,Gloss,Tags,Reference,DEDR_IDs,Unresolved_DEDR_IDs,Etymology,OCR_Confidence
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p111:c2:y0302,131,111,2,302,"o:de n. thornless reed, subscandent
bamboo, unripe bamboo (Oxyte-
nanthera monadelpha; whistles
with five finger holes are made of a
section of it, on which boys can
practise buguri music, q.v., Hook-
er 1872-97: VII, 402; Lushington
1915:807;Gamble 1922:750; Gam-
ble & Fischer 1956-57:1288)
DEDR 1043
‘sappo:de sa:re | ha:go:fu du:ra’—The
milk vesssel is nearby, but the churning-
place is far away (Prov. 466a)",o:de,o:de,,n.,"thornless reed, subscandent bamboo, unripe bamboo",noun uncertain,"hockings-pilotraichoor1992[p. 111, col. 2]",1043,,"(Oxytenanthera monadelpha; whistles with five finger holes are made of a section of it, on which boys can practise buguri music, q.v., Hooker 1872-97: VII, 402; Lushington 1915:807;Gamble 1922:750; Gamble & Fischer 1956-57:1288); Hockings and Pilot-Raichoor cite DEDR 1043",90.76
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p111:c2:y0443,131,111,2,443,"o:de kudi/oṭṭte kudi n. 1. edible
bamboo shoots; 2. hidden sinews
in the body (cf. sere kudi; < otte +
kudi, ‘bamboo+sinew’) DEDR 1043",o:de kudi/oṭṭte kudi,o:de kudi,oṭṭte kudi,n.,1. edible bamboo shoots; 2. hidden sinews in the body,noun uncertain alternate,"hockings-pilotraichoor1992[p. 111, col. 2]",1043,,"(cf. sere kudi; < otte + kudi, ‘bamboo+sinew’); Hockings and Pilot-Raichoor cite DEDR 1043",87.66
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p111:c2:y0487,131,111,2,487,"o:de ko:lu n. bamboo stick DEDR
1043,2237",o:de ko:lu,o:de ko:lu,,n.,bamboo stick,noun uncertain,"hockings-pilotraichoor1992[p. 111, col. 2]",1043|2237,,"Hockings and Pilot-Raichoor cite DEDR 1043, 2237",91.70
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p111:c2:y0509,131,111,2,509,"O:denaḷḷa np. Odinalla,
name of a short stream which
flows SE to become the Barenalḷḷa
at a point 27.5 km. SW of Ootaca-
mund (< o:de+nalla ,‘unripe bam-
boo+brook’) DEDR 1043",O:denaḷḷa,O:denaḷḷa,,np.,"Odinalla, name of a short stream which flows SE to become the Barenalḷḷa at a point 27.5 km. SW of Ootacamund",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 111, col. 2]",1043,,"(< o:de+nalla,‘unripe bamboo+brook’); Hockings and Pilot-Raichoor cite DEDR 1043",86.95
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c1:y0073,132,112,1,73,"O:demandu np. O demandu, Oda-
mandai, name of a Gauda hamlet
in the Biligiri Rangan Hills, 56 km.
NE of Coonoor (< o:de+mandu,
‘unripe bamboo+tpen’) DEDR 1043,
4700a",O:demandu,O:demandu,,np.,"O demandu, Odamandai, name of a Gauda hamlet in the Biligiri Rangan Hills, 56 km. NE of Coonoor (< o:de+mandu",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 1]",1043|4700,,"Hockings and Pilot-Raichoor cite DEDR 1043, 4700",88.63
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c1:y0140,132,112,1,140,"o:ṇa n. garden lizard, bloodsucker
lizard (Calotes versicolor, cf. o:-
ji; Boulenger 1890: 135-36, Mac-
leane 1893: 98-99; Smith 1935:
189-93) DEDR 1053",o:ṇa,o:ṇa,,n.,"garden lizard, bloodsucker lizard",noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 1]",1053,,"(Calotes versicolor, cf. o:ji; Boulenger 1890: 135-36, Macleane 1893: 98-99; Smith 1935: 189-93); Hockings and Pilot-Raichoor cite DEDR 1053",87.26
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c1:y0194,132,112,1,194,"o:ṇa balle n. high instep (an in-
auspicious mark in a girl)",o:ṇa balle,o:ṇa balle,,n.,high instep (an inauspicious mark in a girl),noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 1]",,,,90.54
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c1:y0216,132,112,1,216,"o:ṇa habba n. onam, wonam,
tiru-onam, the great annual festival
of Malappuram District, Kerala as
celebrated by the Wainad Gaudas
during late August or early Sep-
tember (cf. putteri habba, Mac-
leane 1893: 1024; cf. Ma. ōṇam +
Bad. habba, ‘twenty-second lunar
mansion+festivalľ) DBIA 256",o:ṇa habba,o:ṇa habba,,n.,"onam, wonam, tiru-onam, the great annual festival of Malappuram District, Kerala as celebrated by the Wainad Gaudas during late August or early September DBIA 256",noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 1]",,,"(cf. putteri habba, Macleane 1893: 1024; cf. Ma. ōṇam + Bad. habba, ‘twenty-second lunar mansion+festivalľ)",90.55
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c1:y0313,132,112,1,313,"o:ni n. track, pathway, lane, cattle-
track DEDR 1046
<.. emme o:ṇiyo:ge kemmanpagiduṇndu
atte timba ja:ti...'—...People are digging
up laterite on the buffalo track and eating
it... (line from a poem; Prov. 1131, 19°)",o:ni,o:ni,,n.,"track, pathway, lane, cattletrack <.. emme o:ṇiyo:ge kemmanpagiduṇndu",noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 1]",1046,,Hockings and Pilot-Raichoor cite DEDR 1046,86.09
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c1:y0379,132,112,1,379,"O:ṇikaṇndi np. name of a part of
Ittalar, a Gauda hamlet 10.5 km.
SW of Ootacamund, formerly be-
longing to Me:lu:ru but now to It-
talar commune (in existence before
1812; < o:ṇi+kaṇdi, ‘cattle-track+
small tableland’) DEDR 1046, 1176",O:ṇikaṇndi,O:ṇikaṇndi,,np.,"name of a part of Ittalar, a Gauda hamlet 10.5 km. SW of Ootacamund, formerly belonging to Me:lu:ru but now to Ittalar commune",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 1]",1046|1176,,"(in existence before 1812; < o:ṇi+kaṇdi, ‘cattle-track+ small tableland’); Hockings and Pilot-Raichoor cite DEDR 1046, 1176",91.64
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c1:y0456,132,112,1,456,"o:tu n. billy-goat, he-goat ( Capra
hircus; cf. a:d u, belle a:du; Mac-
leane 1893:50; Watt 1908:743-46;
Prater 1971:255-56; Hawkins 1986:
392) DEDR 4586",o:tu,o:tu,,n.,"billy-goat, he-goat",noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 1]",4586,,"(Capra hircus; cf. a:d u, belle a:du; Macleane 1893:50; Watt 1908:743-46; Prater 1971:255-56; Hawkins 1986: 392); Hockings and Pilot-Raichoor cite DEDR 4586",92.55
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c1:y0510,132,112,1,510,"O:da np. male name (no longer in
general use)",O:da,O:da,,np.,male name (no longer in general use),noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 1]",,,,95.82
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c1:y0531,132,112,1,531,"O:danaṭṭi np. Wodanatti, Odanatti,
Vothanatti, Othanhatti, name of a
hamlet 5 km. NNW of Coonoor,
belonging to Jakkata/Jakkato: com-
mune and adjoining Jakkata (?
Belli kula; ca 70 Toreya houses
in 1970; < O:datna+haṭtṭi, ‘[name
of a founder]}+GEN+hamlet’) DEDR
3868",O:danaṭṭi,O:danaṭṭi,,np.,"Wodanatti, Odanatti, Vothanatti, Othanhatti, name of a hamlet 5 km. NNW of Coonoor, belonging to Jakkata/Jakkato: commune and adjoining Jakkata",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 1]",3868,,"(? Belli kula; ca 70 Toreya houses in 1970; < O:datna+haṭtṭi, ‘[name of a founder]}+GEN+hamlet’); Hockings and Pilot-Raichoor cite DEDR 3868",89.10
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c2:y0108,132,112,2,108,"o:dida adj. learned, studied, well-
read (< o:du, ‘to read’+S2+a)
DEDR 1052
‘:didamana mane sari™—...the house of
a learned man is good (Prov. 327)",o:dida,o:dida,,adj.,"learned, studied, wellread",adj uncertain,"hockings-pilotraichoor1992[p. 112, col. 2]",1052,,"(< o:du, ‘to read’+S2+a); Hockings and Pilot-Raichoor cite DEDR 1052",87.86
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c2:y0163,132,112,2,163,"o:du vt. to read, recite, utter, study
DEDR 1052
o:duvama tappina...? — The man who
reads will miss [something]... (Prov. 589)",o:du,o:du,,vt.,"to read, recite, utter, study",verb tr uncertain,"hockings-pilotraichoor1992[p. 112, col. 2]",1052,,Hockings and Pilot-Raichoor cite DEDR 1052,86.46
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c2:y0207,132,112,2,207,"o:pa n. smoothness, smoothing
out DEDR App. 19
‘ku:dida hendra maggiluno: bi:tu maf{-
o:pa so:dida...'—...The married wife got
upon the bed and criticized the smooth-
ness of the floor... (line from a funeral
prayer; Prov. 1125a)",o:pa,o:pa,,n.,"smoothness, smoothing out",noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 2]",,App. 19,Unresolved printed DEDR citation(s): App. 19,83.35
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c2:y0284,132,112,2,284,"o:ma n. bishop seed, ajwaun, Ben-
gal jawauny, bishop’s weed, Brah-
ma’s coosham, Ethiopean cumin,
Indian bishop’s weed, Indian dill,
lovage, omam plant, owa, royal
cumin, sison, sison cordial plant
(Carum copticum, Hooker 1872-
97:II, 682; Macleane 1893: 14-15;
Watt 1908:285; Maharashtra 1953:
55; Cooke 1958:I, 600; Maharash-
tra 1961: 105-06, 239) DEDR 1054",o:ma,o:ma,,n.,"bishop seed, ajwaun, Bengal jawauny, bishop’s weed, Brahma’s coosham, Ethiopean cumin, Indian bishop’s weed, Indian dill, lovage, omam plant, owa, royal cumin, sison, sison cordial plant",noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 2]",1054,,"(Carum copticum, Hooker 1872- 97:II, 682; Macleane 1893: 14-15; Watt 1908:285; Maharashtra 1953: 55; Cooke 1958:I, 600; Maharashtra 1961: 105-06, 239); Hockings and Pilot-Raichoor cite DEDR 1054",88.78
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c2:y0403,132,112,2,403,"O:m Nagar np. Om Nagar, name
of a new colony of Tamilian repat-
riates from Sri Lanka, 5 km. NE of
Kotagiri",O:m Nagar,O:m Nagar,,np.,"Om Nagar, name of a new colony of Tamilian repatriates from Sri Lanka, 5 km. NE of Kotagiri",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 2]",,,,92.81
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c2:y0446,132,112,2,446,"o:ra n. side; adv. sideways, side-
long; adj. bent, sloping, stooping
DEDR 1060
o:rakkaṇnṇeti no:da be:da...'—Don’t look
(at her with a) sidelong glance... (Prov.)",o:ra,o:ra,,n.,"side; sideways, sidelong; bent, sloping, stooping",noun adv adj uncertain,"hockings-pilotraichoor1992[p. 112, col. 2]",1060,,Hockings and Pilot-Raichoor cite DEDR 1060,90.17
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p112:c2:y0502,132,112,2,502,"o:ragatti n. 1. co-wife;, 2. wives
of the husbands’ brothers, girls or
women of the same house or same
generation level (cf. Ka. öḍragitti,
‘husband’s brother’s wife’) DEDR 7
<..Sikkava:leyu: o:ragatt? — ...even if
smaller she is the brothers wife (Prov.
375a)",o:ragatti,o:ragatti,,n.,"1. co-wife;, 2. wives of the husbands’ brothers, girls or women of the same house or same generation level (cf. Ka. öḍragitti",noun uncertain,"hockings-pilotraichoor1992[p. 112, col. 2]",7,,Hockings and Pilot-Raichoor cite DEDR 7,90.02
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c1:y0071,133,113,1,71,"o:rage adj. same age, same gene-
ration DEDR 990a",o:rage,o:rage,,adj.,"same age, same generation",adj uncertain,"hockings-pilotraichoor1992[p. 113, col. 1]",990,,Hockings and Pilot-Raichoor cite DEDR 990,94.47
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c1:y0093,133,113,1,93,"O:ranayi/Tanga:du O:ranayi
np. Tangadu Horanalli, Oranaly,
Oranully, Oranhalli, Voranhalli,
name of a hamlet 11.5 km. SSW of
Ootacamund, formerly belonging
to Me:lu:ru but now to Tanga:du
commune (Kasturi kula; in exist-
ence prior to 1812; 150 Gauda
houses in 1970; < O:ra+na+hali,
‘[a name]+GEN+ home farm’) DEDR
3999",O:ranayi/Tanga:du O:ranayi,O:ranayi,Tanga:du O:ranayi,np.,"Tangadu Horanalli, Oranaly, Oranully, Oranhalli, Voranhalli, name of a hamlet 11.5 km. SSW of Ootacamund, formerly belonging to Me:lu:ru but now to Tanga:du commune (Kasturi kula; in existence prior to 1812; 150 Gauda houses in 1970; < O:ra+na+hali",noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 113, col. 1]",3999,,Hockings and Pilot-Raichoor cite DEDR 3999,91.41
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c1:y0213,133,113,1,213,"O:rana:yi/Ho:rana:yi np. Hora-
nalli, Hornatti, Oranali, Voranhalli,
name of a hamlet 7 km. S of Oota-
camund, formerly belonging to
Adigaraṭṭi but now to So:gatore
commune (Kasturi kula; not in
existence prior to 1812; 51 Adikiri
houses in 1990; < o:ra+na:yi, ‘slo-
ping+neck of land’) DEDR 1060,
2933",O:rana:yi/Ho:rana:yi,O:rana:yi,Ho:rana:yi,np.,"Horanalli, Hornatti, Oranali, Voranhalli, name of a hamlet 7 km. S of Ootacamund, formerly belonging to Adigaraṭṭi but now to So:gatore commune",noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 113, col. 1]",1060|2933,,"(Kasturi kula; not in existence prior to 1812; 51 Adikiri houses in 1990; < o:ra+na:yi, ‘sloping+neck of land’); Hockings and Pilot-Raichoor cite DEDR 1060, 2933",92.21
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c1:y0321,133,113,1,321,"O:ramara Beṭṭu np. Oramara-
bettu, name of a mountain ca 2460
m in elevation, 25.5 km. SW of
Ootacamund (< o:ra+tmora+beṭ-
fu, ‘bent+treetmountain’) DEDR
1060, 4711a, 5474",O:ramara Beṭṭu,O:ramara Beṭṭu,,np.,"Oramarabettu, name of a mountain ca 2460 m in elevation, 25.5 km. SW of Ootacamund",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 113, col. 1]",1060|4711|5474,,"(< o:ra+tmora+beṭfu, ‘bent+treetmountain’); Hockings and Pilot-Raichoor cite DEDR 1060, 4711, 5474",85.56
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c1:y0386,133,113,1,386,"o:ri/ho:ri n. male calf, steer,
young untrained ox, young adult
bull (from the time it stops taking
milk until it is perhaps castrated)
DEDR 4593
a:ṇivi ma:fa o:ri\ agdavige ho:le ko:ri —
A boisterous bull he is, but sent to a no-
man’s-land he’ll be like a virgin (Prov.)",o:ri/ho:ri,o:ri,ho:ri,n.,"male calf, steer, young untrained ox, young adult bull (from the time it stops taking milk until it is perhaps castrated)",noun uncertain alternate,"hockings-pilotraichoor1992[p. 113, col. 1]",4593,,Hockings and Pilot-Raichoor cite DEDR 4593,91.54
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c1:y0475,133,113,1,475,"o:ri a:du vt. to bargain, haggle
DEDR 4540, 347",o:ri a:du,o:ri a:du,,vt.,"to bargain, haggle",verb tr uncertain,"hockings-pilotraichoor1992[p. 113, col. 1]",4540|347,,"Hockings and Pilot-Raichoor cite DEDR 4540, 347",94.32
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c1:y0497,133,113,1,497,"o:rige n. bother, botheration",o:rige,o:rige,,n.,"bother, botheration",noun uncertain,"hockings-pilotraichoor1992[p. 113, col. 1]",,,,91.10
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c1:y0508,133,113,1,508,"o:ru n. grazing tract
‘hane se:du o:ru...’—Grassland makes up
a grazing tract... (Prov.)",o:ru,o:ru,,n.,grazing tract,noun uncertain,"hockings-pilotraichoor1992[p. 113, col. 1]",,,,88.73
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c1:y0541,133,113,1,541,"o:re/ho:re n. slope, hard soil,
fallow, uncared-for land, marginal
land, grazing slope, slope above a
marsh DEDR 1060 or 1062
a:]attano: o:reyo: baggi no:dile...? — If
you stoop and look on the slope of each
shore... (line from a poem; Prov. 1131, 19",o:re/ho:re,o:re,ho:re,n.,"slope, hard soil, fallow, uncared-for land, marginal land, grazing slope, slope above a marsh or 1062",noun uncertain alternate,"hockings-pilotraichoor1992[p. 113, col. 1]",1060,,Hockings and Pilot-Raichoor cite DEDR 1060,92.17
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c2:y0106,133,113,2,106,"o:re kannu n. squint, squinting
eye DEDR 1062, 1159a",o:re kannu,o:re kannu,,n.,"squint, squinting eye",noun uncertain,"hockings-pilotraichoor1992[p. 113, col. 2]",1062|1159,,"Hockings and Pilot-Raichoor cite DEDR 1062, 1159",86.75
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c2:y0128,133,113,2,128,"O:regodalu np. Oregodalu Cattle
pen, name of a former emmaffi
(q.v.) 16.5 km. WSW of Ootaca-
mund (< o:re +gogdalu, ‘slope+
dale’, ref. to its location in the dale
between Huli Beṭtṭu and Billi Beṭ-
tu, q.v.) DEDR 1060 or 1062, 1660 or
1818",O:regodalu,O:regodalu,,np.,"Oregodalu Cattle pen, name of a former emmaffi 16.5 km. WSW of Ootacamund or 1062, 1660 or 1818",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 113, col. 2]",1060,,"(q.v.); (< o:re +gogdalu, ‘slope+ dale’, ref. to its location in the dale between Huli Beṭtṭu and Billi Beṭtu, q.v.); Hockings and Pilot-Raichoor cite DEDR 1060",84.27
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p113:c2:y0216,133,113,2,216,"o:langa/olanga adj. merry, jolly;
n. merry-making, merriment
DEDR 1006",o:langa/olanga,o:langa,olanga,adj.,"merry, jolly; merry-making, merriment",adj noun uncertain alternate,"hockings-pilotraichoor1992[p. 113, col. 2]",1006,,Hockings and Pilot-Raichoor cite DEDR 1006,93.70
