Record_Type,Report,PDF_Page,Printed_Page,Gloss_Number,Gloss,Site_Code,Site_Name,Source_Label,Comparison_Role,Response,Similarity_Group,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
wordlist response,john2008jaunsari,44,44,31,mortar,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,2,gut̪u,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 44, item 31, Lakhamandal]",siljaunsari2008:g031:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,44,44,31,mortar,A,Chakrata,Jaunsari-Chakratha,target,1,2,gʊt̪t̪u,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 44, item 31, Chakrata]",siljaunsari2008:g031:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,44,44,31,mortar,h,Hindi,Hindi,comparison control,1,1,khəɾəl,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 44, item 31, Hindi]",
wordlist response,john2008jaunsari,44,44,31,mortar,S,Bangani,Bangani,comparison control,1,3,ukhəli,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 44, item 31, Bangani]",
wordlist response,john2008jaunsari,44,44,31,mortar,J,Jaunpuri,Jaunpuri,comparison control,1,4,ulkhjaɾu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 44, item 31, Jaunpuri]",
wordlist response,john2008jaunsari,44,44,31,mortar,N,Nagpuriya,Nagpuriya,comparison control,1,3,ʋəkhəlu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 44, item 31, Nagpuriya]",
wordlist response,john2008jaunsari,44,44,31,mortar,G,Sirmauri,Sirmauri,comparison control,1,5,ukhel,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 44, item 31, Sirmauri]",
wordlist response,john2008jaunsari,45,45,32,pestle,K,Korwa,Jaunsari-Korwa,target,1,1,musɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Korwa]",siljaunsari2008:g032:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,45,45,32,pestle,D,Khanaad,Jaunsari-Khanaad,target,1,1,musɐɾ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Khanaad]",siljaunsari2008:g032:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,45,45,32,pestle,C,Chapnu,Jaunsari-Chapnu,target,1,1,musɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Chapnu]",siljaunsari2008:g032:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,45,45,32,pestle,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,musɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Bhandroli]",siljaunsari2008:g032:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,45,45,32,pestle,M,Maindrath,MixedJB-Maindrath,target,1,1,musɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Maindrath]",siljaunsari2008:g032:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,45,45,32,pestle,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,muçɐɳ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Lakhamandal]",siljaunsari2008:g032:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,45,45,32,pestle,A,Chakrata,Jaunsari-Chakratha,target,1,1,musɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Chakrata]",siljaunsari2008:g032:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,45,45,32,pestle,h,Hindi,Hindi,comparison control,1,1,musəi,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Hindi]",
wordlist response,john2008jaunsari,45,45,32,pestle,S,Bangani,Bangani,comparison control,1,1,musəl,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Bangani]",
wordlist response,john2008jaunsari,45,45,32,pestle,J,Jaunpuri,Jaunpuri,comparison control,1,2,gəndʒal̪u,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Jaunpuri]",
wordlist response,john2008jaunsari,45,45,32,pestle,N,Nagpuriya,Nagpuriya,comparison control,1,2,gənjau,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Nagpuriya]",
wordlist response,john2008jaunsari,45,45,32,pestle,G,Sirmauri,Sirmauri,comparison control,1,1,musəl,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 32, Sirmauri]",
wordlist response,john2008jaunsari,45,45,33,hammer,K,Korwa,Jaunsari-Korwa,target,1,1,hɐt̪ɔɖɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Korwa]",siljaunsari2008:g033:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,45,45,33,hammer,D,Khanaad,Jaunsari-Khanaad,target,1,1,hɐt̪ɔɖɐli,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Khanaad]",siljaunsari2008:g033:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,45,45,33,hammer,C,Chapnu,Jaunsari-Chapnu,target,1,1,hɐt̪ɔɖi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Chapnu]",siljaunsari2008:g033:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,45,45,33,hammer,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,hɐt̪ɔɖɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Bhandroli]",siljaunsari2008:g033:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,45,45,33,hammer,M,Maindrath,MixedJB-Maindrath,target,1,1,hɐt̪ɔɖi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Maindrath]",siljaunsari2008:g033:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,45,45,33,hammer,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,hɐt̪ɔɖu,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Lakhamandal]",siljaunsari2008:g033:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,45,45,33,hammer,A,Chakrata,Jaunsari-Chakratha,target,1,1,hət̪hɔɽa,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Chakrata]",siljaunsari2008:g033:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,45,45,33,hammer,h,Hindi,Hindi,comparison control,1,1,hət̪hoɖi,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Hindi]",
wordlist response,john2008jaunsari,45,45,33,hammer,S,Bangani,Bangani,comparison control,1,1,hat̪hoɽi,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Bangani]",
wordlist response,john2008jaunsari,45,45,33,hammer,J,Jaunpuri,Jaunpuri,comparison control,1,1,hət̪hoɽu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Jaunpuri]",
wordlist response,john2008jaunsari,45,45,33,hammer,N,Nagpuriya,Nagpuriya,comparison control,1,1,hət̪hoɽu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Nagpuriya]",
wordlist response,john2008jaunsari,45,45,33,hammer,G,Sirmauri,Sirmauri,comparison control,1,1,həthoɽi,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 33, Sirmauri]",
wordlist response,john2008jaunsari,45,45,34,knife,K,Korwa,Jaunsari-Korwa,target,1,1,tʃɐku,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Korwa]",siljaunsari2008:g034:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,45,45,34,knife,D,Khanaad,Jaunsari-Khanaad,target,1,1,tʃaku,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Khanaad]",siljaunsari2008:g034:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,45,45,34,knife,C,Chapnu,Jaunsari-Chapnu,target,1,2,tʃhuɾi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Chapnu]",siljaunsari2008:g034:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,45,45,34,knife,B,Bhandroli,Jaunsari-Bhandroli,target,1,2,tʃhuɾɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Bhandroli]",siljaunsari2008:g034:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,45,45,34,knife,M,Maindrath,MixedJB-Maindrath,target,1,1,tʃhɐkku,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Maindrath]",siljaunsari2008:g034:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,45,45,34,knife,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,tʃhɐkku,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Lakhamandal]",siljaunsari2008:g034:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,45,45,34,knife,A,Chakrata,Jaunsari-Chakratha,target,1,1,tʃaku,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Chakrata]",siljaunsari2008:g034:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,45,45,34,knife,h,Hindi,Hindi,comparison control,1,1,tʃaku,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Hindi]",
wordlist response,john2008jaunsari,45,45,34,knife,S,Bangani,Bangani,comparison control,1,3,oɽɛnt̪i,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Bangani]",
wordlist response,john2008jaunsari,45,45,34,knife,J,Jaunpuri,Jaunpuri,comparison control,1,1,tʃokku,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Jaunpuri]",
wordlist response,john2008jaunsari,45,45,34,knife,N,Nagpuriya,Nagpuriya,comparison control,1,1,tʃəkku,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Nagpuriya]",
wordlist response,john2008jaunsari,45,45,34,knife,G,Sirmauri,Sirmauri,comparison control,1,1,tʃɐku,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 34, Sirmauri]",
wordlist response,john2008jaunsari,45,45,35,axe,K,Korwa,Jaunsari-Korwa,target,1,1,kʊɾaɖi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Korwa]",siljaunsari2008:g035:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,45,45,35,axe,D,Khanaad,Jaunsari-Khanaad,target,1,1,kʊɾaɖi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Khanaad]",siljaunsari2008:g035:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,45,45,35,axe,C,Chapnu,Jaunsari-Chapnu,target,1,1,kulaɖi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Chapnu]",siljaunsari2008:g035:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,45,45,35,axe,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,kuɾaɖ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Bhandroli]",siljaunsari2008:g035:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,45,45,35,axe,M,Maindrath,MixedJB-Maindrath,target,1,1,kʊɾaɖi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Maindrath]",siljaunsari2008:g035:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,45,45,35,axe,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,kʊɾaɖi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Lakhamandal]",siljaunsari2008:g035:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,45,45,35,axe,A,Chakrata,Jaunsari-Chakratha,target,1,1,kuɽali,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Chakrata]",siljaunsari2008:g035:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,45,45,35,axe,h,Hindi,Hindi,comparison control,1,1,kʊlhaɖi,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Hindi]",
wordlist response,john2008jaunsari,45,45,35,axe,S,Bangani,Bangani,comparison control,1,1,kuɾat̪i,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Bangani]",
wordlist response,john2008jaunsari,45,45,35,axe,J,Jaunpuri,Jaunpuri,comparison control,1,1,kulaɽu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Jaunpuri]",
wordlist response,john2008jaunsari,45,45,35,axe,N,Nagpuriya,Nagpuriya,comparison control,1,1,kuləɽi,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Nagpuriya]",
wordlist response,john2008jaunsari,45,45,35,axe,G,Sirmauri,Sirmauri,comparison control,1,1,kʊlhaɖi,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 45, item 35, Sirmauri]",
wordlist response,john2008jaunsari,45,45,36,rope,K,Korwa,Jaunsari-Korwa,target,1,2,pəgɔj,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 45, item 36, Korwa]",siljaunsari2008:g036:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,45,45,36,rope,D,Khanaad,Jaunsari-Khanaad,target,1,2,pagɐj,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 45, item 36, Khanaad]",siljaunsari2008:g036:sil-jaunsari-2008-khanaad:i1
