Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,Excluded_From_Similarity,Raw_Lect_Code,Lect_Code,Site,District,Reliability,Raw_Form,Form,Review,Source_Scope,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,MAN,MAN,Mansehra,Mansehra District,B,hatoṛa,hatoṛa,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, MAN]",
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,tʰoṛa,tʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, MIR]",silpaharipothwari2010:g033:mir
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,ṭʰoṛa,ṭʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, GUJ]",silpaharipothwari2010:g033:guj
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,MOS,MOS,Mosyari,Rawalpindi District,A,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, MOS]",silpaharipothwari2010:g034:mos
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, GHO]",silpaharipothwari2010:g034:gho
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,DEW,DEW,Dewal,Rawalpindi District,B,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, DEW]",silpaharipothwari2010:g034:dew
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,AYU,AYU,Ayubia,Abbottabad District,A,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, AYU]",silpaharipothwari2010:g034:ayu
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,KOH,KOH,Kohala,Rawalpindi District,A,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, KOH]",silpaharipothwari2010:g034:koh
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, NIL]",silpaharipothwari2010:g034:nil
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,THA,THA,Thandiani,Abbottabad District,A,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, THA]",silpaharipothwari2010:g034:tha
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,LOR,LOR,Lora,Abbottabad District,A,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, LOR]",silpaharipothwari2010:g034:lor
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,OSI,OSI,Osia,Rawalpindi District,A,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, OSI]",silpaharipothwari2010:g034:osi
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, MUZ]",silpaharipothwari2010:g034:muz
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,DUN,DUN,Dunga Gali,Abbottabad District,A,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, DUN]",silpaharipothwari2010:g034:dun
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,BHA,BHA,Bharakoh,Islamabad District,B,kačʰu,kačʰu,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, BHA]",silpaharipothwari2010:g034:bha
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,ABB,ABB,Abbottabad,Abbottabad District,B,čʰuri,čʰuri,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, ABB]",
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,MAN,MAN,Mansehra,Mansehra District,B,čʰuri,čʰuri,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, MAN]",
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, MIR]",silpaharipothwari2010:g034:mir
wordlist cell,lothers-lothers2010pahari,162,156,34,knife,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,čʰuri,čʰuri,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 34, GUJ]",silpaharipothwari2010:g034:guj
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,MOS,MOS,Mosyari,Rawalpindi District,A,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, MOS]",silpaharipothwari2010:g035:mos
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, GHO]",silpaharipothwari2010:g035:gho
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,DEW,DEW,Dewal,Rawalpindi District,B,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, DEW]",silpaharipothwari2010:g035:dew
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,AYU,AYU,Ayubia,Abbottabad District,A,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, AYU]",silpaharipothwari2010:g035:ayu
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,KOH,KOH,Kohala,Rawalpindi District,A,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, KOH]",silpaharipothwari2010:g035:koh
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, NIL]",silpaharipothwari2010:g035:nil
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,THA,THA,Thandiani,Abbottabad District,A,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, THA]",silpaharipothwari2010:g035:tha
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,LOR,LOR,Lora,Abbottabad District,A,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, LOR]",silpaharipothwari2010:g035:lor
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,OSI,OSI,Osia,Rawalpindi District,A,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, OSI]",silpaharipothwari2010:g035:osi
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,kʌwaṛi,kʌwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, MUZ]",silpaharipothwari2010:g035:muz
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,DUN,DUN,Dunga Gali,Abbottabad District,A,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, DUN]",silpaharipothwari2010:g035:dun
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,BHA,BHA,Bharakoh,Islamabad District,B,kuwaṛi,kuwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, BHA]",silpaharipothwari2010:g035:bha
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,ABB,ABB,Abbottabad,Abbottabad District,B,kohaṛi,kohaṛi,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, ABB]",
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,MAN,MAN,Mansehra,Mansehra District,B,kohaṛi,kohaṛi,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, MAN]",
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,kowaṛi,kowaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, MIR]",silpaharipothwari2010:g035:mir
wordlist cell,lothers-lothers2010pahari,162,156,35,axe,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,kʊwaṛi,kʊwaṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 35, GUJ]",silpaharipothwari2010:g035:guj
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,MOS,MOS,Mosyari,Rawalpindi District,A,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, MOS]",silpaharipothwari2010:g036:mos
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, GHO]",silpaharipothwari2010:g036:gho
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,DEW,DEW,Dewal,Rawalpindi District,B,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, DEW]",silpaharipothwari2010:g036:dew
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,AYU,AYU,Ayubia,Abbottabad District,A,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, AYU]",silpaharipothwari2010:g036:ayu
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,KOH,KOH,Kohala,Rawalpindi District,A,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, KOH]",silpaharipothwari2010:g036:koh
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, NIL]",silpaharipothwari2010:g036:nil
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,THA,THA,Thandiani,Abbottabad District,A,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, THA]",silpaharipothwari2010:g036:tha
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,LOR,LOR,Lora,Abbottabad District,A,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, LOR]",silpaharipothwari2010:g036:lor
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,OSI,OSI,Osia,Rawalpindi District,A,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, OSI]",silpaharipothwari2010:g036:osi
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, MUZ]",silpaharipothwari2010:g036:muz
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,DUN,DUN,Dunga Gali,Abbottabad District,A,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, DUN]",silpaharipothwari2010:g036:dun
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,BHA,BHA,Bharakoh,Islamabad District,B,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, BHA]",silpaharipothwari2010:g036:bha
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,ABB,ABB,Abbottabad,Abbottabad District,B,rʌsˑi,rʌsˑi,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, ABB]",
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,MAN,MAN,Mansehra,Mansehra District,B,rʌsˑi,rʌsˑi,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, MAN]",
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, MIR]",silpaharipothwari2010:g036:mir
wordlist cell,lothers-lothers2010pahari,162,156,36,rope,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,rʌsˑi,rʌsˑi,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 36, GUJ]",silpaharipothwari2010:g036:guj
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,MOS,MOS,Mosyari,Rawalpindi District,A,taɡa,taɡa,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, MOS]",silpaharipothwari2010:g037:mos
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, GHO]",silpaharipothwari2010:g037:gho
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,DEW,DEW,Dewal,Rawalpindi District,B,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, DEW]",silpaharipothwari2010:g037:dew
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,AYU,AYU,Ayubia,Abbottabad District,A,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, AYU]",silpaharipothwari2010:g037:ayu
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,KOH,KOH,Kohala,Rawalpindi District,A,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, KOH]",silpaharipothwari2010:g037:koh
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, NIL]",silpaharipothwari2010:g037:nil
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,THA,THA,Thandiani,Abbottabad District,A,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, THA]",silpaharipothwari2010:g037:tha
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,LOR,LOR,Lora,Abbottabad District,A,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, LOR]",silpaharipothwari2010:g037:lor
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,OSI,OSI,Osia,Rawalpindi District,A,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, OSI]",silpaharipothwari2010:g037:osi
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, MUZ]",silpaharipothwari2010:g037:muz
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,DUN,DUN,Dunga Gali,Abbottabad District,A,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, DUN]",silpaharipothwari2010:g037:dun
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,BHA,BHA,Bharakoh,Islamabad District,B,taɣa,taɣa,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, BHA]",silpaharipothwari2010:g037:bha
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,ABB,ABB,Abbottabad,Abbottabad District,B,taɡa,taɡa,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, ABB]",
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,MAN,MAN,Mansehra,Mansehra District,B,taɡa,taɡa,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, MAN]",
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,taɡa,taɡa,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, MIR]",silpaharipothwari2010:g037:mir
wordlist cell,lothers-lothers2010pahari,163,157,37,thread,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,taɡa,taɡa,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 37, GUJ]",silpaharipothwari2010:g037:guj
wordlist cell,lothers-lothers2010pahari,163,157,38,needle,No,MOS,MOS,Mosyari,Rawalpindi District,A,sui,sui,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 38, MOS]",silpaharipothwari2010:g038:mos
wordlist cell,lothers-lothers2010pahari,163,157,38,needle,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,sui,sui,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 38, GHO]",silpaharipothwari2010:g038:gho
wordlist cell,lothers-lothers2010pahari,163,157,38,needle,No,DEW,DEW,Dewal,Rawalpindi District,B,sui,sui,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 38, DEW]",silpaharipothwari2010:g038:dew
wordlist cell,lothers-lothers2010pahari,163,157,38,needle,No,AYU,AYU,Ayubia,Abbottabad District,A,sui,sui,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 157, item 38, AYU]",silpaharipothwari2010:g038:ayu
