Snapshot_Date,Entry_Key,GUID,Letter,Page,Entry_Kind,Headword,Homograph,IPA,Part_Of_Speech,Sense_Count,Sense_Number,Gloss_English,Gloss_Hindi,Definition_Kind,Usage_Note,Semantic_Domains,Example,Example_Translation,Complex_Form_Type,Complex_Form_Parts,Variant_Of_Type,Variant_Of_Target,Variant_Of_Key,Variant_Backref_Type,Variant_Backref_Target,Cross_Reference_Type,Cross_Reference_Target,Status,Reason,Record_SHA256
2026-08-26,woods2019halbi:g2d5dd302-924f-47c8-93bb-48a09f2a1e5a,g2d5dd302-924f-47c8-93bb-48a09f2a1e5a,द,8,entry,देओ दादी,,deo dadi,cn,6,3,spirit,,definition,,4.9.2 Supernatural being,,,,,,,,,,,,installed,,56194ea0f9fc06c07db2c7ea18db52902e9ad32038b8c4de324c13f10dd9b409
2026-08-26,woods2019halbi:g2d5dd302-924f-47c8-93bb-48a09f2a1e5a,g2d5dd302-924f-47c8-93bb-48a09f2a1e5a,द,8,entry,देओ दादी,,deo dadi,cn,6,4,spirit's stone image,,definition,,4.9.2 Supernatural being; 4.9.8.1 Idol,,,,,,,,,,,,installed,,d07262d624861b593b35a1aa73379d32e0464ed24488ec3c6e5318e8b741af46
2026-08-26,woods2019halbi:g2d5dd302-924f-47c8-93bb-48a09f2a1e5a,g2d5dd302-924f-47c8-93bb-48a09f2a1e5a,द,8,entry,देओ दादी,,deo dadi,cn,6,5,spirit possessed shaman,,definition,,4.9.4.2 Demon possession; 4.9.5 Practice religion,,,,,,,,,,,,installed,,7d91900a989c3bf5cff4af6245c7b71bb8f68c118af63b7bb59e7d20ba5287b2
2026-08-26,woods2019halbi:g2d5dd302-924f-47c8-93bb-48a09f2a1e5a,g2d5dd302-924f-47c8-93bb-48a09f2a1e5a,द,8,entry,देओ दादी,,deo dadi,cn,6,6,spirit possessed priest,,definition,,4.9.4.2 Demon possession; 4.9.2 Supernatural being; 4.9.7.1 Religious person,,,,,,,,,,,,installed,,6acd5b4901bba8d5775e254b9224331826274faa2912bd11e9034a44532da64c
2026-08-26,woods2019halbi:g2d676c26-96de-49c8-a0f9-2af1e6c954a7,g2d676c26-96de-49c8-a0f9-2af1e6c954a7,प,10,entry,पीजरे,,pidʒre,cn,1,,uncertain meaning,,definition,,,,,,,,,,,,,,installed,,aeae49d2057d4492e5c31eb8fae7bce4b202fa8f2c9cb51a2dbfe8c536cfe71c
2026-08-26,woods2019halbi:g2d6a62fa-5d44-4b51-baf2-3a5f4e7991e6,g2d6a62fa-5d44-4b51-baf2-3a5f4e7991e6,क,24,entry,कोरूक,,koruk,v,1,,to comb,कँघी करना,definition,,7.5.4.2 Tangle; 5.4.3.1 Comb hair,"आऊर फूजून जानू हसीन चो नाहा धोआ करून, मूँड कान कोरून दीली मने, काए सूँदर।","And after worship, after Hasin's bathing, she combed her head, what beauty.",,,,,,,,,,installed,,888142f3fd433ef2046d2be63bde4dbebfc52ef70c2af5eb35b036b1c985418c
2026-08-26,woods2019halbi:g2d75ea54-b5bf-401e-97f9-bea76cc49249,g2d75ea54-b5bf-401e-97f9-bea76cc49249,प,20,minorentrycomplex,पोरद बाग,,porəd baɡ,cn,1,,leopard; werewolf ; people who learn how to be half tiger half human,,definition,"eat people on paths, usually occurs in certain months unspecified",1.6.1.1.2 Carnivore; 1.6.1 Types of animals; 4.9.2 Supernatural being,,,comp. of,बाग,,,,,,cf,बोगनी बाग,installed,,c84507cfe1a2269eaa327c64a32386291f7badd977228650a75197335f955072
2026-08-26,woods2019halbi:g2d77176f-a62d-4be9-bc4f-ff72864e6614,g2d77176f-a62d-4be9-bc4f-ff72864e6614,ब,3,minorentrycomplex,बाएले मनूक,,baele mənuk,cn,1,,husband and wife,,definition,kinship dyad,4.1.9.2 Related by marriage; 2.6.1 Marriage,,,comp. of,बाएले + मनूक,,,,,,,,installed,,f8591b1e3a6beec5a26170fa8b0f2ca7f0fdfac831781c6f7862e9200a09d9f8
2026-08-26,woods2019halbi:g2d856f59-b58d-4230-ad36-405a57103c75,g2d856f59-b58d-4230-ad36-405a57103c75,न,1,minorentrycomplex,भेलूआँ नकी,,bʰeluã nəki,cn,1,,nut of the cashew fruit,,definition,,1.5.5 Parts of a plant,,,comp. of,भेलोआँ + नकी,,,,,,,,installed,,01c6770419178a790420114a2fed09729397a9fe728debdc9361e8ac44b64fb9
2026-08-26,woods2019halbi:g2d8dd30b-7187-483d-a082-1105d94f77c4,g2d8dd30b-7187-483d-a082-1105d94f77c4,फ,5,minorentrycomplex,फूल बाड़ी,,pʰul baɽi,cn,1,,flower friendship,,definition,,,,,comp. of,फूल + बाड़ी,,,,,,,,installed,,e0e8bb97b85b2d56f28a34a3e5adad42746ee7cbf38fe53f3713579f7fd6787e
2026-08-26,woods2019halbi:g2d9225b9-c959-461a-a915-1eb0bc179572,g2d9225b9-c959-461a-a915-1eb0bc179572,न,4,entry,नाता,,nata,n,1,,kin term; kin relation,नातेदार; साला-सलाह,definition,for asking about kin relations,4.1.9.1 Related by birth,तूचो काए नाता आए?,Who are your kinfolk?,,,,,,,,,,installed,,a1b65ddd261282ff71ca23b7049e88aa564a27a6195b597aa88f50dcde0a0b57
2026-08-26,woods2019halbi:g2d9a9653-3a93-4fe9-9c8c-5f0b784edbcc,g2d9a9653-3a93-4fe9-9c8c-5f0b784edbcc,छ,3,entry,छाली,,tʃʰali,n,3,1,tree bark,छाल,definition,,1.5.1 Tree; 1.5.5 Parts of a plant,,,,,,,,,,cf,मीठा मसाला,installed,,a6c699765a1cdba388cfa2aec2a585bd5a18d135909c7185185de820f3e0e4a9
2026-08-26,woods2019halbi:g2d9a9653-3a93-4fe9-9c8c-5f0b784edbcc,g2d9a9653-3a93-4fe9-9c8c-5f0b784edbcc,छ,3,entry,छाली,,tʃʰali,n,3,2,"peeling of oranges, jackfruit, banana",छिलका,definition,,1.5.5 Parts of a plant,,,,,,,,,,cf,मीठा मसाला,installed,,ce19f9f03b3bc0228f4fd37d209752e00a0c8a0b40ffd76a62b344cb88a9240f
2026-08-26,woods2019halbi:g2d9a9653-3a93-4fe9-9c8c-5f0b784edbcc,g2d9a9653-3a93-4fe9-9c8c-5f0b784edbcc,छ,3,entry,छाली,,tʃʰali,n,3,3,fibre,रेशा,definition,,1.5.5 Parts of a plant,,,,,,,,,,cf,मीठा मसाला,installed,,144a96305bb2fa8855eeb1dba49bbf2e9d43f1004f7a70807df1a57b018e5695
2026-08-26,woods2019halbi:g2d9cba67-01a9-4cd5-b8a3-06acc9aebf2d,g2d9cba67-01a9-4cd5-b8a3-06acc9aebf2d,स,5,minorentrycomplex,सात समधूर,,sat səmdʰur,cn,1,,lake,,definition,,"1.3.1.1 Ocean, lake",,,rhy. ph.,समधूर,,,,,,,,installed,,142b77d5680ccdd6b17c576196623a7cbcfe89b4597374e1b3a46cc8a6e1ce49
2026-08-26,woods2019halbi:g2da1fffc-61fc-4862-8214-b10af4435521,g2da1fffc-61fc-4862-8214-b10af4435521,न,8,minorentrycomplex,सब ले नीको,,səb le niko,comAdj,1,,best of all,बेहतरीन; सभी को शुभ कामना,definition,,8.3.7 Good,,,comp. of,नीको + सब + ले,,,,,,,,installed,,1cf0b811db0184bdcd88709e7413d5c749406fb2ab90975fc30701b013d27967
2026-08-26,woods2019halbi:g2db5ffca-9b05-443e-baa7-aadedff04c26,g2db5ffca-9b05-443e-baa7-aadedff04c26,ज,3,entry,जमक,,dʒəmək,n,2,1,tools,औज़ार,definition,"such as land, cattle and implements",6.7 Tool,,,,,,,,,,cf,बोड़ही सज,installed,,f3bf988da1de86e4a191abdc46e5df3803e44ef07fc9c776d151a958cfc766f5
2026-08-26,woods2019halbi:g2db5ffca-9b05-443e-baa7-aadedff04c26,g2db5ffca-9b05-443e-baa7-aadedff04c26,ज,3,entry,जमक,,dʒəmək,n,2,2,possession; things owned,स्वामित्व वाली चीज़ें,definition,,8.1.3.3 Group of things,,,,,,,,,,cf,बोड़ही सज,installed,,35ac628201913b6bd53cce685dd0575375830cbeeeec37f6cdd7c1314806919e
2026-08-26,woods2019halbi:g2db91aff-7698-4faf-8c77-ad684fc7880b,g2db91aff-7698-4faf-8c77-ad684fc7880b,म,17,entry,मोंडरा,,mõɖra,n,1,,largish tied-up bundle of things in a cloth,गठरी,definition,,7.3.7.2 Wrap; 8.1.3.3 Group of things,आरू जानू गोटक तूआल ने एक मोंडरा पोएसा बाँदून दीला मने।,And they tied up some money for him in a towel.,,,,,,,,cf,मोंड़री,installed,,0496d39f460091162263c0919b31a870239464516a6ecb341e565af77cc31236
2026-08-26,woods2019halbi:g2dba3ef5-06db-47e1-9616-3c59b92a0261,g2dba3ef5-06db-47e1-9616-3c59b92a0261,क,10,minorentrycomplex,काएरी कूचरी होऊक,,kaeri kutʃri houk,comVb,1,,to be grudging,,definition,,3.4.2.3 Angry,,,ph. v. of,होऊक + काएरी कूचरी,,,,,,,,installed,,e644e2addf7f94b3f8edfa2cde25b175432939046dc3af612205e5e3e1f0ea90
2026-08-26,woods2019halbi:g2dc6ba70-f284-40fe-be6e-486b2cb7d43e,g2dc6ba70-f284-40fe-be6e-486b2cb7d43e,ह,9,entry,हूल हूली,,hul huli,sound,1,,neighing sound,,definition,,2.3.2.3 Types of sounds,,,,,,,,,,cf,गँदा बासा करूक,installed,,29f1914da5342aa83c4afae10202dd7d3d2b50b6542f3770e19a0295b42f7f30
2026-08-26,woods2019halbi:g2dcfdd95-7b1f-4b81-8b31-1c764abb6711,g2dcfdd95-7b1f-4b81-8b31-1c764abb6711,म,18,minorentryvariant,मोथी नी आए,,motʰi ni ae,,0,,,,,,,,,,,dial. var. of,मथी नी आए,woods2019halbi:ge40802f8-14df-4459-a5bb-16539839ebff,,,,,installed,,2f1e976d2dcd97d03535666fcc1d16d89d5a2b95212e15f2605f8e41368feb28
2026-08-26,woods2019halbi:g2dd21df5-9bd7-485b-8327-803c5f459542,g2dd21df5-9bd7-485b-8327-803c5f459542,ख,10,entry,खोत खोता,,kʰot kʰota,cn,1,,flow of water,,definition,as with a lot of rain,1.3.2 Movement of water; 1.3 Water; 1.3.2.1 Flow,पानी खोत खोता पोड़ेसे।,The water is flowing rapidly.,,,,,,,,,,installed,,7fb339a44543a964a4941fb938338bef295c908904e0cde6b4859d396b2b8a47
2026-08-26,woods2019halbi:g2dd70c0b-36f5-4dc3-88ca-efe1655dda97,g2dd70c0b-36f5-4dc3-88ca-efe1655dda97,क,10,entry,काकड़ी नँदी,,kakɽi nə̃di,pn,1,,Markandi River,,definition,,1.3.1.3 River; 1.3.2 Movement of water,,,,,,,,,,,,installed,,312e6db30643b7cfd0ac8b2cf85aab2556b1e5f7ef1308fd4d19a887f8e7502e
2026-08-26,woods2019halbi:g2dd7c574-d729-4f60-af99-86be649c11f8,g2dd7c574-d729-4f60-af99-86be649c11f8,अ,4,minorentryvariant,अरम पपई,,ərəm pəpəi,,0,,,,,,,,,,,fr. var. of,अरम पोपई,woods2019halbi:g366f61ed-eeec-441d-83d9-414fefc9b608,,,,,installed,,539a971469637d1ce032c74ee85872ef540f6a2ee099e4633a3c2d19768a62ba
2026-08-26,woods2019halbi:g2ddfc1f6-02ea-4d1a-9094-58090d147ea5,g2ddfc1f6-02ea-4d1a-9094-58090d147ea5,प,18,minorentrycomplex,बरप पोड़ूक,,bərəp poɽuk,comVb,1,,to snow,बर्फ गिरना,definition,,,,,ph. v. of,बरप + पोड़ूक,,,,,,,,installed,,ce022d5ad3996b080911b7999975e1c01ef0bd4bf5cafcf2c622291678b9e75b
2026-08-26,woods2019halbi:g2de0866e-60a2-42cc-9d7b-584dff9af20c,g2de0866e-60a2-42cc-9d7b-584dff9af20c,भ,3,minorentrycomplex,भाता कोता,,bʰata kota,cn,1,,cooked rice,,definition,,5.2 Food,,,comp. of,भात + आ,,,,,,cf,आटा भात,installed,,10e6bf9caa0a811b34e449aac952e454bfa5ab4a1915ea8e21e77d80e02e6ee2
2026-08-26,woods2019halbi:g2de24b09-a040-4e8d-9464-69eed9af232d,g2de24b09-a040-4e8d-9464-69eed9af232d,प,4,entry,पाक,,pak,n,1,,fruit,फल,definition,,5.2.3.1.2 Food from fruit; 6.2.1.4 Growing fruit,,,,,,,,,,cf,पाकूक,installed,,e476ae5811cc67426943413c9f67782f32ea3429b342aa36c05277bf562693d8
2026-08-26,woods2019halbi:g2de8c1d7-c0ff-4a65-979a-ee5f4454cf99,g2de8c1d7-c0ff-4a65-979a-ee5f4454cf99,ह,8,entry,हूतराहानी,,hutrahani,adv,1,,that much,कि ज्यादा,definition,largish amount,"8.1.3.1 Many, much; 8.1.3.2 Few, little; 9.2.3.3 Relative pronouns",,,,,,,,,,cf,बराबर,installed,,b9b640dc29feb57d79a84405ca0f5d3051fc063fa3193393ce52af39a8cd320b
2026-08-26,woods2019halbi:g2deef3bf-248f-461a-b25c-ec8a1b173e95,g2deef3bf-248f-461a-b25c-ec8a1b173e95,प,4,entry,पागा,,paɡa,n,1,,turban,पगड़ी,definition,,5.3.3 Traditional clothing; 5.3 Clothing,,,,,,,,,,,,installed,,7a1c203f8b97c9ca0840d05d1b89d94582314949140a420e51aeb8e8d4ebbbf7
2026-08-26,woods2019halbi:g2e012f59-b4f3-42b1-a2c3-037cc28138c6,g2e012f59-b4f3-42b1-a2c3-037cc28138c6,द,6,minorentrycomplex,दूई कोड़ी पाँच,,dui koɽi pãtʃ,num,1,,thirty-five,पैंतीस,definition,,,,,,,,,,Hin. borr.,पोंएतीस,,,installed,,70a06a1b700aa4c8502aba8adc68b6199447bfb16f25f36bc35a26b4b704b23e
2026-08-26,woods2019halbi:g2e06b498-1f02-43b3-9b8a-2715c6dbe1c4,g2e06b498-1f02-43b3-9b8a-2715c6dbe1c4,ठ,2,minorentrycomplex,ठेगला ठेगली,,ʈʰeɡla ʈʰeɡli,comAdj,1,,crowded,भीड़-भाड़ वाला,definition,,"4.2.1.7 Crowd, group; 7.5.1 Gather",,,redup. of,ठेगलाऊक + आ + ई,,,,,,,,installed,,4dc1f4599ed78f45ecbfe987c79be4da4069aab2300f19475b5bd199d30e45e6
2026-08-26,woods2019halbi:g2e07eb39-0a71-4b58-8562-af06bc3827b2,g2e07eb39-0a71-4b58-8562-af06bc3827b2,ई,1,minorentrycomplex,ईची थाने,,itʃi tʰane,comAdv,1,,just here; this very place,बस यहीं; यही जगह,definition,,"8.5.1 Here, there",,,comp. of,थाने + ची + ई,,,,,,,,installed,,b0225f85cb079b3d2c374b8bc2ad715c64b75aff0a16f69670fe7f0480787cd4
2026-08-26,woods2019halbi:g2e083a1c-96e3-4989-8b05-11e36635221a,g2e083a1c-96e3-4989-8b05-11e36635221a,अ,1,minorentrycomplex,अचरीत होऊक,,ətʃrit houk,comVb,1,,to be curious,,definition,,3.2.2.7 Willing to learn; 3.4.1.4 Interested,लेका अचरीत गेलो।,The boy became very curious.,ph. v. of,अचरीत + होऊक,,,,,,cf,भोकेआऊक,installed,,59a715639f5a763ae6d98e5e3b15978c1ff6202a60d6b6b14e5c2fbd54a7511a
2026-08-26,woods2019halbi:g2e096194-8435-4794-996c-fcf9c2a450ff,g2e096194-8435-4794-996c-fcf9c2a450ff,त,1,entry,तरपनाएँ,,tərəpnaẽ,adv,2,1,fill space; over filled,अतिभरित; जरूरत से ज्यादा भर गया,definition,,,,,,,,,,,,,,installed,,8bd506a9ac283e5e76545ff7a83a527d5d26d91c8144c1adb918b5ac2598ac78
2026-08-26,woods2019halbi:g2e096194-8435-4794-996c-fcf9c2a450ff,g2e096194-8435-4794-996c-fcf9c2a450ff,त,1,entry,तरपनाएँ,,tərəpnaẽ,adv,2,2,crowded out; packed out,,definition,,,,,,,,,,,,,,installed,,0da55e599af6c1e5b4d19ab4e2e90083d6fd4fea761e51b399a2590b27446c2d
2026-08-26,woods2019halbi:g2e1021a6-adab-4bff-be00-f9222f30acf6,g2e1021a6-adab-4bff-be00-f9222f30acf6,ए,4,entry,एबले,,eble,adv,1,,as yet,अभी तक,definition,,,,,,,,,,,,,,installed,,41d95e059b6177941ad6fe734ba9cfec9bc56f792a03b9440e344d06af03777f
2026-08-26,woods2019halbi:g2e11e938-c259-4c23-9f9a-4932eb67d248,g2e11e938-c259-4c23-9f9a-4932eb67d248,क,19,entry,कूरेआ,,kurea,n,1,,one who does(m),कर्ता,definition,,2 Person,,,,,,,,,,cf; cf,कूरा; गीत कूरीन,installed,,d97da922a228d9ea2aaeba486bf24d0e0e57ec1240e80bac01e1fd2c1654dab1
2026-08-26,woods2019halbi:g2e179d64-c5bb-4c7a-853f-53e8deac9b3c,g2e179d64-c5bb-4c7a-853f-53e8deac9b3c,च,15,minorentrycomplex,पीला झूलालो चोलन,,pila dʒʰulalo tʃolən,cn,1,,flat basket for swinging baby,,definition,,,,,comp. of,पीला + चोलन + झूलाऊक + लो,,,,,,,,installed,,456f70f92146e91b5b4fe73d45c8d35680766100d17bbd8bb0ab5250b5fa39ae
2026-08-26,woods2019halbi:g2e310158-1f25-45f5-8209-039bd99254fd,g2e310158-1f25-45f5-8209-039bd99254fd,ध,2,minorentrycomplex,पोएसा धरूक,,poesa dʰəruk,comVb,1,,to fine someone,,definition,,8.3.7 Good,,,ph. v. of,धरूक + पोएसा,,,,,,,,installed,,e70111b04de7ed19de6957aa6ba36859883077d8d0f428df0c3996bc9bc24b6e
2026-08-26,woods2019halbi:g2e39186f-3c8a-480b-9b4f-d4cb9d257980,g2e39186f-3c8a-480b-9b4f-d4cb9d257980,च,10,entry,चीरूक,,tʃiruk,trVb,2,1,to split wood for kindling; chop,पटना; दरकना; फारना,definition,,"6.6.3.2 Wood; 6.6.3.1 Lumbering; 7.8.4 Tear, rip","""चीर!"" बोलते चँदर सोन जानू चीरलो मने।","Saying, ""Split wood!"" Chander Son split wood.",,,,,,,,,,installed,,c2de805d100ddac15ce7aafe8fd82ba440f029863f183cc7c2d4e1a3fac2e488
2026-08-26,woods2019halbi:g2e39186f-3c8a-480b-9b4f-d4cb9d257980,g2e39186f-3c8a-480b-9b4f-d4cb9d257980,च,10,entry,चीरूक,,tʃiruk,trVb,2,2,to tear,,definition,,,,,,,,,,,,,,installed,,4be87c333d730a4266f9c43af685b59329aaad78d56db1296c94f200c16851b8
2026-08-26,woods2019halbi:g2e401c1a-a955-4800-940a-5f992be93727,g2e401c1a-a955-4800-940a-5f992be93727,म,17,entry,मोंहका,,mõhka,n,1,,revenge,बदला,definition,,4.8.2.5 Revenge,,,,,,,,,,,,installed,,237bd71e2d64ae865c16137609c8a329390c7bb79367d3afd5eb382a17a33598
2026-08-26,woods2019halbi:g2e415f54-4444-476e-be70-fbcd68afe6b4,g2e415f54-4444-476e-be70-fbcd68afe6b4,क,6,minorentrycomplex,धक धक करूक,,dʰək dʰək kəruk,comVb,1,,to beat; to pulsate,घड़कना,definition,as heart,7.2 Move,,,ph. v. of,धक धक + करूक,,,,,,,,installed,,7a4e1e6216c9b76310f431a2f55c3706c6cbfe248261f1c5abbdaf214f4f8164
2026-08-26,woods2019halbi:g2e4aa1d5-9ff9-4c15-886e-e288d0b51b42,g2e4aa1d5-9ff9-4c15-886e-e288d0b51b42,ब,5,entry,बाड़न,,baɽən,n,1,,broom,झाड़ू,definition,,1.5.1 Tree; 5 Daily life,फेर बूता रोलो लोग बूता करसोत नी रोलो लोग ए बाटे हून बाटे बाड़ान काए काए काटूक मन जाएसोत।,"Again, the people with work are working, the people without work are going here and there to cut (reeds, etc) for brooms or whatever.",,,,,,,,cf,बाड़ान,installed,,09e49e21401fcc56ec9b7712108a4e462f7ac19848154aa800e68cf7b1518839
2026-08-26,woods2019halbi:g2e4c136c-5ea0-4ad4-9f10-5da7072ac8ce,g2e4c136c-5ea0-4ad4-9f10-5da7072ac8ce,स,11,entry,सामी,,sami,n,2,1,rich man,,definition,,2.6.5.1 Man; 6.8.1.2 Rich,,,,,,,,,,,,installed,,292563eade2a432189edd3bc06ac891e86ea5fab1a9e8c9177da72427dab449c
2026-08-26,woods2019halbi:g2e4c136c-5ea0-4ad4-9f10-5da7072ac8ce,g2e4c136c-5ea0-4ad4-9f10-5da7072ac8ce,स,11,entry,सामी,,sami,n,2,2,husband,,definition,,,,,,,,,,,,,,installed,,74e9b3a61ca00f25471119223c2e06b741d88244563fc388752171a5fff711fa
2026-08-26,woods2019halbi:g2e5813ee-d9f5-4c6d-9493-29777636d18f,g2e5813ee-d9f5-4c6d-9493-29777636d18f,ख,5,entry,खाबड़ा,,kʰabɽa,n,1,,long stick for getting fruit from tree,,definition,used to throw at certain trees to knock fruit off,6.2.5.4 Plant product; 8.2.2 Long,खाबरा फींगला।,They threw the  stick.,,,,,,,,cf,लबेदा,installed,,51bdd30ee6103e6dc87b58034695d5d5ecc8b4199187e7c7ccb9422090388705
2026-08-26,woods2019halbi:g2e5dc7ca-6b8e-4359-bf97-4f4d8cd0192a,g2e5dc7ca-6b8e-4359-bf97-4f4d8cd0192a,स,1,entry,सकत,,səkət,n,2,1,ability; able,क्षमता; सक्षम,definition,,"6.1.2.1 Try, attempt; 9.4.2.1 Can; 9.4.4.4 Possible",अमके सकत नी आए।,We don't have the ability (to do something).,,,,,,,,,,installed,,3b581eefeb4174cc9ccaad37084ede0bc6e61532c1e38485f2d79636a73e2836
2026-08-26,woods2019halbi:g2e5dc7ca-6b8e-4359-bf97-4f4d8cd0192a,g2e5dc7ca-6b8e-4359-bf97-4f4d8cd0192a,स,1,entry,सकत,,səkət,n,2,2,power; strength,,definition,,"6.1.2.3.4 Power, force; 4.5 Authority; 3.3.3.6 Control",,,,,,,,,,,,installed,,45f1b5a56de8e7625fb88e3ff6457cfed16c9b12e59c977316bb3c19309761a3
2026-08-26,woods2019halbi:g2e69c426-76c9-4a1e-8353-6969a2f53631,g2e69c426-76c9-4a1e-8353-6969a2f53631,भ,8,entry,भोआऊक,,bʰoauk,v,1,,to dribble,थूक गिरना; लार टपकना,definition,,"1.3.2 Movement of water; 2.2.3 Spit, saliva; 2.6.4.1 Baby",,,,,,,,,,cf,भोऊक,installed,,321bb395251f2e3e06a16021b44144e49659ee2f37d4a56bbd663ddeefba69df
2026-08-26,woods2019halbi:g2e703693-f1f8-46f8-993a-f65ded20e0a2,g2e703693-f1f8-46f8-993a-f65ded20e0a2,न,6,entry,नी,2,ni,neg,1,,not,नहीं,definition,,"9.4.6.1 No, not",,,,,,,,dial. var.,ना,cf; cf; cf,केबीई नी; केबी नी; केबीई नी,installed,,055be6116c1db6478d85854b8183c548e7f7b0ec61fa0838bf20571ba6f4f107
2026-08-26,woods2019halbi:g2e71290f-d22b-426d-8d42-d9a717e47e81,g2e71290f-d22b-426d-8d42-d9a717e47e81,क,9,minorentrycomplex,काएरी कूचरी,,kaeri kutʃri,cn,2,1,grudge,,definition,,3.4.2.3 Angry,,,comp. of,कूचर,,,,,,cf,हीरका,installed,,d4937a02150381b16f7e78f4d8e0a5b12d0a08723113d95e4344edc01092e1f5
2026-08-26,woods2019halbi:g2e71290f-d22b-426d-8d42-d9a717e47e81,g2e71290f-d22b-426d-8d42-d9a717e47e81,क,9,minorentrycomplex,काएरी कूचरी,,kaeri kutʃri,cn,2,2,one who begrudges,,definition,,3.4.2.3 Angry; 2 Person,,,comp. of,कूचर,,,,,,cf,हीरका,installed,,193c3692ddb16fc2462fbfb77ab0d7a00dce6eac770d3c620850131ddbfaea7b
2026-08-26,woods2019halbi:g2e7d9741-7860-435f-8018-59cc564e9256,g2e7d9741-7860-435f-8018-59cc564e9256,च,2,entry,चँदन,,tʃə̃dən,n,1,,mark of ashes,बस्म; विभूति,definition,,5.4 Adornment; 4.9.5 Practice religion,,,,,,,,,,,,installed,,d4ae994201fa5b85aa05d2ff1639e9634c20cdd7dc3daa3a48d79f2f2fe4c533
2026-08-26,woods2019halbi:g2e8145f8-27d9-4b75-9247-631216ca8699,g2e8145f8-27d9-4b75-9247-631216ca8699,ठ,2,minorentrycomplex,ठेका देऊक,,ʈʰeka deuk,comVb,1,,to hire someone for building,,definition,,"6.8.4.6 Hire, rent",,,ph. v. of,देऊक + ठेका,,,,,,cf,ठेका धरूक,installed,,1e82b4cc2a0298c9644788c8022e3697f0fe0ee7f661be2d11df409d470098d1
2026-08-26,woods2019halbi:g2e8ab125-7a35-4853-b473-e86d3d6afb69,g2e8ab125-7a35-4853-b473-e86d3d6afb69,क,20,entry,केबे,,kebe,adv,1,,when,कब,definition,,8.4.3 Indefinite time; 9.2.3.4 Question words,,,,,,,,dial. var.; dial. var.,केब; कयेबे,cf; cf,केबीई नी; केबीई नी,installed,,d4fc4f910e550cb0be073b06d3c003fa0d9d9b92c3173a1695a073f0feb477f1
