Sequence|Unit_ID|Region|Section|Printed_Page|Raw_Form|Raw_Phonetic|Raw_Before|Raw_Gloss|Raw_After|Raw_Context
369|s2.8:q11|prose|2.8 Adverbs|14|xalyā||Other adverbs: bū “much”, tīkā “a little”, tīkā tīkā “slowly”, |quickly|, hazz(i) “still”.|Other adverbs: bū “much”, tīkā “a little”, tīkā tīkā “slowly”, xalyā “quickly”, hazz(i) “still”
370|s2.8:q12|prose|2.8 Adverbs|14|hazz(i)|| “much”, tīkā “a little”, tīkā tīkā “slowly”, xalyā “quickly”, |still|.|Other adverbs: bū “much”, tīkā “a little”, tīkā tīkā “slowly”, xalyā “quickly”, hazz(i) “still”
371|s2.8:q13|prose|2.8 Adverbs|14|ʿan ġafle||Aleppo Domari draws on Arabic for other adverbial phrases such as |suddenly| (also ġafl-ē-ki ), faǧʾatan, taqrīban “almost”, ṭabʿan “of cour|Aleppo Domari draws on Arabic for other adverbial phrases such as ʿan ġafle “suddenly” (also ġafl-ē-ki ), faǧʾatan, taqrība
372|s2.8:q14|prose|2.8 Adverbs|14|faǧʾatan, taqrīban||adverbial phrases such as ʿan ġafle “suddenly” (also ġafl-ē-ki ), |almost|, ṭabʿan “of course”. An interesting case of pattern replication app|Aleppo Domari draws on Arabic for other adverbial phrases such as ʿan ġafle “suddenly” (also ġafl-ē-ki ), faǧʾatan, taqrīban “almost”, ṭabʿan “of course”. An interesting c
373|s2.8:q15|prose|2.8 Adverbs|14|ṭabʿan||ġafle “suddenly” (also ġafl-ē-ki ), faǧʾatan, taqrīban “almost”, |of course|. An interesting case of pattern replication appears in the phrase nē|ari draws on Arabic for other adverbial phrases such as ʿan ġafle “suddenly” (also ġafl-ē-ki ), faǧʾatan, taqrīban “almost”, ṭabʿan “of course”. An interesting case of pattern replica
374|s2.8:q16|prose|2.8 Adverbs|14|nēzk-ə-tã||se”. An interesting case of pattern replication appears in the phrase |soon| (close-OBL-SUP) which obviously parallels Arabic ʿan qarīb (from cl|-ē-ki ), faǧʾatan, taqrīban “almost”, ṭabʿan “of course”. An interesting case of pattern replication appears in the phrase nēzk-ə-tã “soon” (close-OBL-SUP) which obviously paralle
375|s2.8:q17|prose|2.8 Adverbs|14|nēzək||c ʿan qarīb (from close), but employs the Kurdish derived adjective |close| augmented with the inherited superessive marker -tã .|k-ə-tã “soon” (close-OBL-SUP) which obviously parallels Arabic ʿan qarīb (from close), but employs the Kurdish derived adjective nēzək “close” augmented with the inherited superessiv
376|s2.9:q1|prose|2.9 Nouns|15|kām-āk||nd in Aleppo Domari. The most common is the indefinite marker -āk : |a thing|. This suffix, also found in Palestinian Domari, is common in Kurdish |Not many derivational affixes were found in Aleppo Domari. The most common is the indefinite marker -āk : kām-āk “a thing”. This suffix, also found in Palestinian
377|s2.9:q2|prose|2.9 Nouns|15|lāfty-ā||). Unlike Palestinian Domari, the formative /k/ is most often elided: |a girl| (girl-INDEF), kəry-ā “a house” (house-INDEF). The consonant / k /|s common in Kurdish and some Indic languages (Matras 1999:15). Unlike Palestinian Domari, the formative /k/ is most often elided: lāfty-ā “a girl” (girl-INDEF), kəry-ā “a house” (house
378|s2.9:q3|prose|2.9 Nouns|15|kəry-ā|| formative /k/ is most often elided: lāfty-ā “a girl” (girl-INDEF), |a house| (house-INDEF). The consonant / k / is however compulsory when addit|ic languages (Matras 1999:15). Unlike Palestinian Domari, the formative /k/ is most often elided: lāfty-ā “a girl” (girl-INDEF), kəry-ā “a house” (house-INDEF). The consonant / k / is
379|s2.9:q4|prose|2.9 Nouns|15|kəry-āk-ə́-mã||however compulsory when additional material is attached to the right: |in a house| (house-INDEF-OBL-IN), ʋəddy-āk=e “(it’s) an old woman” (old.woman-I|-ā “a house” (house-INDEF). The consonant / k / is however compulsory when additional material is attached to the right: kəry-āk-ə́-mã “in a house” (house-INDEF-OBL-IN), ʋəddy-āk=e “(it
380|s2.9:q5|prose|2.9 Nouns|15|ʋəddy-āk=e||ched to the right: kəry-āk-ə́-mã “in a house” (house-INDEF-OBL-IN), |(itʾs) an old woman| (old.woman-INDEF=COP). Interestingly, the suffix can co-occur with a |/ is however compulsory when additional material is attached to the right: kəry-āk-ə́-mã “in a house” (house-INDEF-OBL-IN), ʋəddy-āk=e “(itʾs) an old woman” (old.woman-INDEF=COP). Interestingly, t
381|s2.9:q6|prose|2.9 Nouns|15|yēka||terestingly, the suffix can co-occur with a short form of the numeral |one|: dīs-āk ~ yē dīs-āk “one day”. The Arabic indefinite marker ši |), ʋəddy-āk=e “(itʾs) an old woman” (old.woman-INDEF=COP). Interestingly, the suffix can co-occur with a short form of the numeral yēka “one”: dīs-āk ~ yē dīs-āk “one day”. The
382|s2.9:q7|prose|2.9 Nouns|15|dīs-āk ~ yē dīs-āk||he suffix can co-occur with a short form of the numeral yēka “one”: |one day|. The Arabic indefinite marker ši was also recorded: ši dīs-ā “one|woman” (old.woman-INDEF=COP). Interestingly, the suffix can co-occur with a short form of the numeral yēka “one”: dīs-āk ~ yē dīs-āk “one day”. The Arabic indefinite marker ši was
383|s2.9:q8|prose|2.9 Nouns|15|ši dīs-ā||s-āk “one day”. The Arabic indefinite marker ši was also recorded: |one day|. Gender as an inflectional category has been lost in Aleppo Domari. I|a short form of the numeral yēka “one”: dīs-āk ~ yē dīs-āk “one day”. The Arabic indefinite marker ši was also recorded: ši dīs-ā “one day”. Gender as an inflectional category has
384|s2.9:q9|prose|2.9 Nouns|15|kaǧǧã||leppo Domari. It only survives residually in derivational morphology: |man| vs. kaǧǧī “woman”, drōngã “old man” vs. drōngī “old woman”. The|ne day”. Gender as an inflectional category has been lost in Aleppo Domari. It only survives residually in derivational morphology: kaǧǧã “man” vs. kaǧǧī “woman”, drōngã “old man”
385|s2.9:q10|prose|2.9 Nouns|15|kaǧǧī||nly survives residually in derivational morphology: kaǧǧã “man” vs. |woman|, drōngã “old man” vs. drōngī “old woman”. The feminine ending -ī|an inflectional category has been lost in Aleppo Domari. It only survives residually in derivational morphology: kaǧǧã “man” vs. kaǧǧī “woman”, drōngã “old man” vs. drōngī “old w
386|s2.9:q11|prose|2.9 Nouns|15|drōngã||dually in derivational morphology: kaǧǧã “man” vs. kaǧǧī “woman”, |old man| vs. drōngī “old woman”. The feminine ending -ī also appears in ʋ|ategory has been lost in Aleppo Domari. It only survives residually in derivational morphology: kaǧǧã “man” vs. kaǧǧī “woman”, drōngã “old man” vs. drōngī “old woman”. The feminine
387|s2.9:q12|prose|2.9 Nouns|15|drōngī||morphology: kaǧǧã “man” vs. kaǧǧī “woman”, drōngã “old man” vs. |old woman|. The feminine ending -ī also appears in ʋəddī “old woman”, but th|n Aleppo Domari. It only survives residually in derivational morphology: kaǧǧã “man” vs. kaǧǧī “woman”, drōngã “old man” vs. drōngī “old woman”. The feminine ending -ī also appears
388|s2.9:q13|prose|2.9 Nouns|15|ʋəddī||n” vs. drōngī “old woman”. The feminine ending -ī also appears in |old woman|, but the masculine * ʋəddã was not attested ( kəčmārã “old man” i|orphology: kaǧǧã “man” vs. kaǧǧī “woman”, drōngã “old man” vs. drōngī “old woman”. The feminine ending -ī also appears in ʋəddī “old woman”, but the masculine * ʋəddã was not at
389|s2.9:q14|prose|2.9 Nouns|15|kəčmārã||n ʋəddī “old woman”, but the masculine * ʋəddã was not attested ( |old man| is used instead). Other derivational suffixes found in the corpus are|drōngī “old woman”. The feminine ending -ī also appears in ʋəddī “old woman”, but the masculine * ʋəddã was not attested ( kəčmārã “old man” is used instead). Other derivational su
390|s2.9:q15|prose|2.9 Nouns|15|qāyīš||erivational suffixes found in the corpus are the nominalisers -īš : |food|, mangīš “request”, rawīš “walk”, marīš “burial”, bīnāʋīš “fea|s not attested ( kəčmārã “old man” is used instead). Other derivational suffixes found in the corpus are the nominalisers -īš : qāyīš “food”, mangīš “request”, rawīš “walk”, m
391|s2.9:q16|prose|2.9 Nouns|15|mangīš||ixes found in the corpus are the nominalisers -īš : qāyīš “food”, |request|, rawīš “walk”, marīš “burial”, bīnāʋīš “fear”, ʋāyīš “hit”; a|kəčmārã “old man” is used instead). Other derivational suffixes found in the corpus are the nominalisers -īš : qāyīš “food”, mangīš “request”, rawīš “walk”, marīš “burial”, bīn
392|s2.9:q17|prose|2.9 Nouns|15|rawīš||rpus are the nominalisers -īš : qāyīš “food”, mangīš “request”, |walk|, marīš “burial”, bīnāʋīš “fear”, ʋāyīš “hit”; and -ʋāy : dər|is used instead). Other derivational suffixes found in the corpus are the nominalisers -īš : qāyīš “food”, mangīš “request”, rawīš “walk”, marīš “burial”, bīnāʋīš “fear”, ʋ
393|s2.9:q18|prose|2.9 Nouns|15|marīš||inalisers -īš : qāyīš “food”, mangīš “request”, rawīš “walk”, |burial|, bīnāʋīš “fear”, ʋāyīš “hit”; and -ʋāy : dərgʋāy “tallness”, |). Other derivational suffixes found in the corpus are the nominalisers -īš : qāyīš “food”, mangīš “request”, rawīš “walk”, marīš “burial”, bīnāʋīš “fear”, ʋāyīš “hit”; and
394|s2.9:q19|prose|2.9 Nouns|15|bīnāʋīš||qāyīš “food”, mangīš “request”, rawīš “walk”, marīš “burial”, |fear|, ʋāyīš “hit”; and -ʋāy : dərgʋāy “tallness”, mištʋāy “disease|l suffixes found in the corpus are the nominalisers -īš : qāyīš “food”, mangīš “request”, rawīš “walk”, marīš “burial”, bīnāʋīš “fear”, ʋāyīš “hit”; and -ʋāy : dərgʋāy
395|s2.9:q20|prose|2.9 Nouns|15|ʋāyīš||angīš “request”, rawīš “walk”, marīš “burial”, bīnāʋīš “fear”, |hit|; and -ʋāy : dərgʋāy “tallness”, mištʋāy “disease”, čāġʋāy “ch|in the corpus are the nominalisers -īš : qāyīš “food”, mangīš “request”, rawīš “walk”, marīš “burial”, bīnāʋīš “fear”, ʋāyīš “hit”; and -ʋāy : dərgʋāy “tallness”, mi
396|s2.9:q21|prose|2.9 Nouns|15|dərgʋāy||alk”, marīš “burial”, bīnāʋīš “fear”, ʋāyīš “hit”; and -ʋāy : |tallness|, mištʋāy “disease”, čāġʋāy “childhood”. More data are needed to a|isers -īš : qāyīš “food”, mangīš “request”, rawīš “walk”, marīš “burial”, bīnāʋīš “fear”, ʋāyīš “hit”; and -ʋāy : dərgʋāy “tallness”, mištʋāy “disease”, čāġʋāy “childho
397|s2.9:q22|prose|2.9 Nouns|15|mištʋāy||, bīnāʋīš “fear”, ʋāyīš “hit”; and -ʋāy : dərgʋāy “tallness”, |disease|, čāġʋāy “childhood”. More data are needed to assess the productivit|“food”, mangīš “request”, rawīš “walk”, marīš “burial”, bīnāʋīš “fear”, ʋāyīš “hit”; and -ʋāy : dərgʋāy “tallness”, mištʋāy “disease”, čāġʋāy “childhood”. More data are ne
398|s2.9:q23|prose|2.9 Nouns|15|čāġʋāy||ʋāyīš “hit”; and -ʋāy : dərgʋāy “tallness”, mištʋāy “disease”, |childhood|. More data are needed to assess the productivity of these suffixes.|quest”, rawīš “walk”, marīš “burial”, bīnāʋīš “fear”, ʋāyīš “hit”; and -ʋāy : dərgʋāy “tallness”, mištʋāy “disease”, čāġʋāy “childhood”. More data are needed to assess the pro
399|s2.11:q1|prose|2.11 Layer I|15||||coffee| is now identifiable as it has just been introduced, and therefore mar|to prepare coffee for him. As a new participant introduced into discourse, the word for coffee remains unmarked (11b). In (11c) the entity “coffee” is now identifiable as it has just been
400|ex11a:w1|example|2.11 Layer I|16|taqrīban|||about||example (11a) word 1
401|ex11a:w2|example|2.11 Layer I|16|sāʿa|||hour||example (11a) word 2
402|ex11a:w3|example|2.11 Layer I|16|dazz|||ten||example (11a) word 3
403|ex11a:w4|example|2.11 Layer I|16|lʋā kardōm|||open.PFV.1SG||example (11a) word 4
404|ex11a:w5|example|2.11 Layer I|16|talfizyōn-əs|||television-ACC||example (11a) word 5
405|ex11a:translation|translation|2.11 Layer I|16||||At about 10, I turned on the television||free translation of example (11a)
406|ex11b:w1|example|2.11 Layer I|16|gārdōm|||say.PFV.1SG||example (11b) word 1
407|ex11b:w2|example|2.11 Layer I|16|ǧəʋr-ōm-tã|||wife-1SG-SUP||example (11b) word 2
408|ex11b:w3|example|2.11 Layer I|16|abōm|||for.1SG||example (11b) word 3
409|ex11b:w4|example|2.11 Layer I|16|karər|||make.SUBJ.3SG||example (11b) word 4
410|ex11b:w5|example|2.11 Layer I|16|qaḥwa|||coffee||example (11b) word 5
411|ex11b:translation|translation|2.11 Layer I|16||||I said to my wife to make some coffee for me||free translation of example (11b)
412|ex11c:w1|example|2.11 Layer I|16|kardã|||make.PFV.3SF||example (11c) word 1
413|ex11c:w2|example|2.11 Layer I|16|abōm|||for.1SG||example (11c) word 2
414|ex11c:w3|example|2.11 Layer I|16|qaḥw-ēs|||coffee-ACC||example (11c) word 3
415|ex11c:w4|example|2.11 Layer I|16|tərdōs-əs|||put.PFV.3SG-3SG||example (11c) word 4
416|ex11c:translation|translation|2.11 Layer I|16||||She made the coffee for me and put it (down)||free translation of example (11c)
417|s2.11:q2|prose|2.11 Layer I|16|məns-a krī||eserved in other varieties (examples are from the dialect of Beirut): |the house of the man| (man-OBL house), dōm-a gāl “the language of the Dōm ” ( Dōm -OB|is mainly apparent with relational nouns, it is better preserved in other varieties (examples are from the dialect of Beirut): məns-a krī “the house of the man” (man-OBL house), dōm-a gāl “the langu
418|s2.11:q3|prose|2.11 Layer I|16|dōm-a gāl||lect of Beirut): məns-a krī “the house of the man” (man-OBL house), |the language of the Dōm| ( Dōm -OBL language), ʿarīs-a bāb “the father of the groom” (groo|er preserved in other varieties (examples are from the dialect of Beirut): məns-a krī “the house of the man” (man-OBL house), dōm-a gāl “the language of the Dōm ” ( Dōm -OBL language), ʿarīs-a bāb “
419|s2.11:q4|prose|2.11 Layer I|16|ʿarīs-a bāb||se), dōm-a gāl “the language of the Dōm ” ( Dōm -OBL language), |the father of the groom| (groom-OBL father), ʿarūs-a ʾābīn “the clothes of the bride” (bride|eirut): məns-a krī “the house of the man” (man-OBL house), dōm-a gāl “the language of the Dōm ” ( Dōm -OBL language), ʿarīs-a bāb “the father of the groom” (groom-OBL father), ʿarūs-a ʾābīn “th
420|s2.11:q5|prose|2.11 Layer I|16|ʿarūs-a ʾābīn||anguage), ʿarīs-a bāb “the father of the groom” (groom-OBL father), |the clothes of the bride| (bride-OBL clothes).|dōm-a gāl “the language of the Dōm ” ( Dōm -OBL language), ʿarīs-a bāb “the father of the groom” (groom-OBL father), ʿarūs-a ʾābīn “the clothes of the bride” (bride-OBL clothes)
421|ex12a:w1|example|2.11 Layer I|16|parme|||return.IMPFV.1SG||example (12a) word 1
422|ex12a:w2|example|2.11 Layer I|16|kəry-ə-ki|||house-OBL-ABL||example (12a) word 2
423|ex12a:translation|translation|2.11 Layer I|16||||I go back home||free translation of example (12a)
424|ex12b:w1|example|2.11 Layer I|16|laʋr(ã)|||tree||example (12b) word 1
425|ex12b:w2|example|2.11 Layer I|16|āšti|||there.is||example (12b) word 2
