PDF_Page,Printed_Page,OIA_Source,OIA_Match_Form,CDIAL_ID,Match_Status,Candidates,RHS_Source,Indus_Kohistani_Forms
21,497,*spharati1,spharati,13820,exact,13820,phʌ́r-phʌr karʌ́ṽ,phʌ́r-phʌr karʌ́ṽ
21,497,sphāṭayati,sphāṭayati,13825,exact,13825,phǖ́ (B),phǖ́
21,497,*sphāṭyate,sphāṭyate,13825-2,loose,13825-2,phaṭʌ́ṽ and phʌṭṑr,phaṭʌ́ṽ and phʌṭṑr
21,497,*sphiyá,sphiyá,13839,exact,13839,phiʌ́ṽ,phiʌ́ṽ
21,497,*sphuṭyati,sphuṭyati,13845,exact,13845,in hīī̃̀ phuìṭhi,hīī̃̀ phuìṭhi
21,497,sphuṇṭati,sphuṇṭati,13846,exact,13846,phùṇḍ˚,phùṇḍ˚
21,497,sphura,sphura,13847,exact,13847,in phuruṅgū́,phuruṅgū́
21,497,sphoṭa-1,sphoṭa,13853,loose,13853,phǖ́ (B),phǖ́
21,497,sphoṭa-2,sphoṭa,13854,loose,13854,phùī,phùī
21,497,*syārāṇikā,syārāṇikā,13871-2,exact,13871-2,sarʌ́ỹ,sarʌ́ỹ
21,497,*syālīvoḍhṛ,syālīvoḍhṛ,13875,loose,13875,sāṇḍū́,sāṇḍū́
21,497,srákva,srákva,13576-2,exact,13576-2,ṣɑ̄́kh,ṣɑ̄́kh
21,497,srastara,srastara,13883,exact,13883,satʌỳri,satʌỳri
21,497,*svakya,svakya,13896a,exact,13896a,sʌ̀kh,sʌ̀kh
21,497,svápati,svápati,13902,exact,13902,sō̃́ (G),sō̃́
21,497,svāsṛka,svāsṛka,13932,loose,13932,sʌzū́,sʌzū́
21,497,haṭṭī,haṭṭī,13944,exact,13944,hʌṭī̀,hʌṭī̀
21,497,haḍḍa,haḍḍa,13952,exact,13952,hɑ̄̀ṛ˚,hɑ̄̀ṛ˚
21,497,*happh,happh,13973-2,exact,13973-2,híp-hʌph karʌ́ṽ,híp-hʌph karʌ́ṽ
22,498,hárati,hárati,13980,exact,13980,harʌ́ṽ,harʌ́ṽ
22,498,hɑrinɑ́,hɑrinɑ́,13982,loose,13982,harón (G),harón
22,498,hɑridrɑ̄-1,hɑridrɑ̄,13990,exact,13990,hʌlī̀ẓ,hʌlī̀ẓ
22,498,halá-1,halá,14000,exact,14000,hal 2 (B); hṓl (J),hal;hṓl
22,498,halīṣā- or haleṣā,halīṣā- or haleṣā,,unmatched,,hʌlíši,hʌlíši
22,498,hásta,hásta,14024,exact,14024,hat (G); hɑ̄̀ 1 (J),hat;hɑ̄̀
22,498,hásta- plus *dhuvati2,hásta,14024,exact,14024,hʌdúī,hʌdúī
22,498,hastaka,hastaka,14025,exact,14025,"hatü, hatō (B)",hatü;hatō
22,498,*hastakāra,hastakāra,14027,exact,14027,hʌytɑ̄́r,hʌytɑ̄́r
22,498,hastatala,hastatala,14029,exact,14029,hatel (B); hazʌýli (J),hatel;hazʌýli
22,498,hastín,hastín,14039,exact,14039,hʌtī́,hʌtī́
22,498,*hasyate,hasyate,14048,loose,14048,hasʌ́ṽ,hasʌ́ṽ
22,498,hāyi,hāyi,14058,exact,14058,hʌ̀y-hʌy,hʌ̀y-hʌy
22,498,hāra-2,hāra,14059,exact,14059,hɑ̄́r 1 and in mʌṭhrū́,hɑ̄́r;mʌṭhrū́
22,498,**hāraka-pippa,hāraka-pippa,,unmatched,,hʌríph,hʌríph
22,498,*hāsiya,hāsiya,14071-2,exact,14071-2,hʌỳsi,hʌỳsi
22,498,hikkā,hikkā,14075,exact,14075,híkhi,híkhi
22,498,híṇḍate,híṇḍate,14089,loose,14089,hiṇḍʌ́ṽ,hiṇḍʌ́ṽ
22,498,*hin,hin,14092,exact,14092,hĩ̀ṛ-hĩṛ,hĩ̀ṛ-hĩṛ
22,498,himá,himá,14096,exact,14096,híū̃,híū̃
22,498,*himacala,himacala,14100,exact,14100,hiỹā̃́l,hiỹā̃́l
22,498,**hima-cāraka,hima-cāraka,,unmatched,,hinčʌ́r,hinčʌ́r
22,498,hiláti1,hiláti,14115,exact,14115,hilʌ́ṽ,hilʌ́ṽ
22,498,*hūl,hūl,14147,exact,14147,hū́l,hū́l
22,498,hŕḍaya,hŕḍaya,14152,loose,14152,"hʌlālī́, hìū, hìl, hī̀",hʌlālī́;hìū;hìl;hī̀
22,498,*hemānta,hemānta,14164,loose,14164,hivɑ̄́n,hivɑ̄́n
22,498,*herɑti,herɑti,14165,loose,14165,hɛrō̃́ (G),hɛrō̃́
