Status,Entry_Key,PDF_Page,Printed_Head,Form,Variants,Gloss,DEDR_IDs,DEDR_Relations,Checked_Unlinked,Unresolved_DEDR_IDs,Raw_Entry
ingested,wolf-kota:p17:e2,17,kaṭ,kaṭ,,"“knot, caste custom; case of which decision has been given”",1147,direct,,,"kaṭ — (1147) “knot, caste custom; case of which decision has been given”"
ingested,wolf-kota:p17:e3,17,kaṭ- (kac-),kaṭ-,kac-,"“to tie, build, manage (house), be equal”",1147,direct,,,"kaṭ- (kac-) — (1147) “to tie, build, manage (house), be equal”"
ingested,wolf-kota:p17:e4,17,kat,kat,,place for putting firewood (each home has one),,,yes,,kat — [-] place for putting firewood (each home has one)
ingested,wolf-kota:p17:e5,17,kat- (kayt-),kat-,kayt-,"“to burn (intr.), to light (lamp)”",1207,direct,,,"kat- (kayt-) — (1207) “to burn (intr.), to light (lamp)”"
ingested,wolf-kota:p17:e6,17,katc- (katc-),katc-,,“to set fire to” to light (a stove),1207,direct,,,katc- (katc-) — (1207) “to set fire to” to light (a stove)
ingested,wolf-kota:p17:e7,17,kaṭāc,kaṭāc,,place under palg where penpacols go to do their thing [EVS kaṭāc uḷ],,,,,kaṭāc — place under palg where penpacols go to do their thing [EVS kaṭāc uḷ]
ingested,wolf-kota:p17:e8,17,katal/katalg,katal,katalg,darkness,1278,direct,,,katal/katalg — (1278b) darkness
ingested,wolf-kota:p17:e9,17,-k-aṭl,-k-aṭl,,up to,,,yes,,-k-aṭl — [-] up to
ingested,wolf-kota:p17:e10,17,kaṭḷ,kaṭḷ,,"cot, bedframe, bier",,,,,"kaṭḷ — cot, bedframe, bier"
ingested,wolf-kota:p17:e11,17,kaṭḷ kāl oḷū,kaṭḷ kāl oḷū,,euphemism for funeral (lit. “it’s bier time”),,,,,kaṭḷ kāl oḷū — euphemism for funeral (lit. “it’s bier time”)
ingested,wolf-kota:p17:e12,17,kaṭōṛ,kaṭōṛ,,the thing wrapped up in a packet believed to be god which is kept in the kakuī,,,,,kaṭōṛ — the thing wrapped up in a packet believed to be god which is kept in the kakuī
ingested,wolf-kota:p17:e13,17,katr karpu,katr karpu,,"(Tamil) prob. karttiri karuppu “inauspicious day-famine”, bad luck, evil spirits, etc. I: 84",,,,,"katr karpu — (Tamil) prob. karttiri karuppu “inauspicious day-famine”, bad luck, evil spirits, etc. I: 84"
ingested,wolf-kota:p17:e14,17,kaṭṭuppāṭṭu,kaṭṭuppāṭṭu,,"tightly knit, unified, self-restrained IV:4",,,,,"kaṭṭuppāṭṭu — tightly knit, unified, self-restrained IV:4"
ingested,wolf-kota:p17:e15,17,Kaṭvāṛ,Kaṭvāṛ,,Badagas carrying Kota-Badaga god reached this place and thought they’d keep the god for themselves; god suddenly got heavy and they had to put it down.,,,,,Kaṭvāṛ — Badagas carrying Kota-Badaga god reached this place and thought they’d keep the god for themselves; god suddenly got heavy and they had to put it down.
ingested,wolf-kota:p17:e16,17,kaṭvijn,kaṭvijn,,paraiyars,,,yes,,kaṭvijn — [-] paraiyars
ingested,wolf-kota:p17:e17,17,kav,kav,,"“forked stick, fork of branch”",1325,direct,,,"kav — (1325) “forked stick, fork of branch”"
ingested,wolf-kota:p17:e18,17,kavāl,kavāl,,"grassless yard, area of tightly packed earth or cement in front of a house or row of houses",,,,,"kavāl — grassless yard, area of tightly packed earth or cement in front of a house or row of houses"
ingested,wolf-kota:p17:e19,17,kavāl condm,kavāl condm,,"members of family which share line of houses (i.e. smaller division than kēr, determined by space as well as kuty); non-blood relatives may become “street relations” by moving next door.",,,yes,,"kavāl condm — [-] members of family which share line of houses (i.e. smaller division than kēr, determined by space as well as kuty); non-blood relatives may become “street relations” by moving next door."
ingested,wolf-kota:p17:e20,17,kavāy,kavāy,,valley,,,yes,,kavāy — [-] valley
ingested,wolf-kota:p17:e21,17,kavc- (kavc-),kavc-,,“to cover up with a garment”,1221,direct,,,kavc- (kavc-) — (1221) “to cover up with a garment”
ingested,wolf-kota:p17:e22,17,kavc- (kavc-),kavc-,,"“to unfasten, knock off (something fixed in place)”; remove jewelry in ōl kavcd ceremony",1333,direct,,,"kavc- (kavc-) — (1333) “to unfasten, knock off (something fixed in place)”; remove jewelry in ōl kavcd ceremony"
ingested,wolf-kota:p17:e23,17,kavc- (kavc-),kavc-,,“to finish (ceremony)”,1356,direct,,,kavc- (kavc-) — (1356) “to finish (ceremony)”
ingested,wolf-kota:p17:e24,17,kavc koṛ- (koṭ-),kavc koṛ-,koṭ-,to look after (children),,,yes,,kavc koṛ- (koṭ-) — [-] to look after (children)
ingested,wolf-kota:p17:e25,17,kavḷ,kavḷ,,“bulb of Ceropegia pusilla”; kind of wild tuber,1343,direct,,,kavḷ — (1343) “bulb of Ceropegia pusilla”; kind of wild tuber
ingested,wolf-kota:p17:e26,17,kavṛ,kavṛ,,Kota name for Kurumba tribe,,,,,kavṛ — Kota name for Kurumba tribe
ingested,wolf-kota:p17:e27,17,kayj,kayj,,brass,,,yes,,kayj — [-] brass
ingested,wolf-kota:p17:e28,17,kaykōṭ,kaykōṭ,,"a kind of tool IV: 42, hoe, used to dig up weeds etc.",,,,,"kaykōṭ — a kind of tool IV: 42, hoe, used to dig up weeds etc."
ingested,wolf-kota:p17:e29,17,kay koṭd/kāl koṭd,kay koṭd,kāl koṭd,an elder blesses by putting hand on head of junior.,,,,,kay koṭd/kāl koṭd — an elder blesses by putting hand on head of junior.
ingested,wolf-kota:p17:e30,17,kaylāgād,kaylāgād,,lazy,,,,,kaylāgād — lazy
ingested,wolf-kota:p17:e31,17,kaymūvd,kaymūvd,,"praying with hands together, standing up. Just one second or so, not as long as parcvd.",,,,,"kaymūvd — praying with hands together, standing up. Just one second or so, not as long as parcvd."
ingested,wolf-kota:p17:e32,17,kayṇ,kayṇ,,“yoke-rope for bullock”; pull string,1184,direct,,,kayṇ — (1184) “yoke-rope for bullock”; pull string
ingested,wolf-kota:p17:e33,17,kayṇcīrm,kayṇcīrm,,(1184 + 2632) bag with pull string,,,,,kayṇcīrm — (1184 + 2632) bag with pull string
ingested,wolf-kota:p17:e34,17,kaynīṛ- (nīc-?),kaynīṛ- (nīc-?),,"a type of praying: to take vakm, one hand turns over with scooping motion I: 96",,,,,"kaynīṛ- (nīc-?) — a type of praying: to take vakm, one hand turns over with scooping motion I: 96"
ingested,wolf-kota:p17:e35,17,kayr,kayr,,"charcoal, soot",1278,direct,,,"kayr — (1278a) charcoal, soot"
ingested,wolf-kota:p18:e1,18,kayṛ- (kaṛc-),kayṛ-,kaṛc-,“to bite” clench in teeth (I: 72),1124,direct,,,kayṛ- (kaṛc-) — (1124) “to bite” clench in teeth (I: 72)
ingested,wolf-kota:p18:e2,18,kayr- (karc-),kayr-,karc-,“to laugh”,1392,direct,,,kayr- (karc-) — (1392) “to laugh”
ingested,wolf-kota:p18:e3,18,kayrmīdkū,kayrmīdkū,,ritual meal served the day after a cremation,,,,,kayrmīdkū — ritual meal served the day after a cremation
ingested,wolf-kota:p18:e4,18,kāc- (kāc-),kāc-,,"“to make hot, boil, dry before fire”; to brew country liquor",1458,direct,,,"kāc- (kāc-) — (1458) “to make hot, boil, dry before fire”; to brew country liquor"
ingested,wolf-kota:p18:e5,18,kākaj,kākaj,,toe rings,,,,,kākaj — toe rings
ingested,wolf-kota:p18:e6,18,kāl,kāl,,"area (as in markāl, area around a tree)",,,,,"kāl — area (as in markāl, area around a tree)"
ingested,wolf-kota:p18:e7,18,kāl,kāl,,offspring,,,,,kāl — offspring
ingested,wolf-kota:p18:e8,18,kāl at- (ac-)/ iṭ- (ic-)/ eṭ-,kāl at- (ac-),iṭ- (ic-)|eṭ-,to worship/pay obeisance at feet of another,4034,related,,,kāl at- (ac-)/ iṭ- (ic-)/ eṭ- [4034/-] to worship/pay obeisance at feet of another
ingested,wolf-kota:p18:e9,18,kāl at mūv,kāl at mūv,,child at varldav who performs rituals (Kurgoj),,,,,kāl at mūv — child at varldav who performs rituals (Kurgoj)
ingested,wolf-kota:p18:e10,18,kāleṛ,kāleṛ,,cattle,,,yes,,kāleṛ — [-] cattle
ingested,wolf-kota:p18:e11,18,kāl keṭōrā/keṭīkō,kāl keṭōrā,keṭīkō,population has decreased,,,yes,,kāl keṭōrā/keṭīkō — [-] population has decreased
ingested,wolf-kota:p18:e12,18,kāl puḷ mūv / kāl puḷ āḷ,kāl puḷ mūv,kāl puḷ āḷ,"boy who acts as intermediary between mundkanon and mundkanol during milk ceremony (Kurgoj) (I: 90; 99 Ticgar). (Kolmel kāl puḷ mog) kāl — leg, puḷ — in between.",,,,,"kāl puḷ mūv / kāl puḷ āḷ— boy who acts as intermediary between mundkanon and mundkanol during milk ceremony (Kurgoj) (I: 90; 99 Ticgar). (Kolmel kāl puḷ mog) kāl — leg, puḷ — in between."
ingested,wolf-kota:p18:e13,18,kāḷvāy,kāḷvāy,,special oven/stove used in the old days to extract iron from ore,,,yes,,kāḷvāy — [-] special oven/stove used in the old days to extract iron from ore
ingested,wolf-kota:p18:e14,18,kāṇ-,kāṇ-,,(see kaṇ-),,,,,kāṇ- (see kaṇ-)
ingested,wolf-kota:p18:e15,18,kāṇōr,kāṇōr,,"ones without [see pāṭ nāḷ 2001, those without conveniences]",,,,,"kāṇōr — ones without [see pāṭ nāḷ 2001, those without conveniences]"
ingested,wolf-kota:p18:e16,18,kāṇyk,kāṇyk,,offering of money or precious item for a deity,,,,,kāṇyk — offering of money or precious item for a deity
ingested,wolf-kota:p18:e17,18,kār,kār,,"black; kār may, rain of SW monsoon",1278,direct,,,"kār — (1278c) black; kār may, rain of SW monsoon"
ingested,wolf-kota:p18:e18,18,kāṛ,kāṛ,,"“jungle without trees, uncultivated ground, unfenced field”",1438,direct,,,"kāṛ — (1438) “jungle without trees, uncultivated ground, unfenced field”"
ingested,wolf-kota:p18:e19,18,kāṛ,kāṛ,,(jungle or not) place without people,1438,related,,,kāṛ — [1438] (jungle or not) place without people
ingested,wolf-kota:p18:e20,18,kāṛgūc,kāṛgūc,,stick used for lighting torch at devr that burns very well (spelling? karguc?),,,,,kāṛgūc — stick used for lighting torch at devr that burns very well (spelling? karguc?)
ingested,wolf-kota:p18:e21,18,kāṛ-kar,kāṛ-kar,,farming land I: 59,1293,direct,,,kāṛ-kar — (1293) farming land I: 59
ingested,wolf-kota:p18:e22,18,kāṛōn,kāṛōn,,non-Kota [DEDR gives “man not of one’s own family”; this is the definition of kaṇḍōn],1438,direct,,,kāṛōn — (1438) non-Kota [DEDR gives “man not of one’s own family”; this is the definition of kaṇḍōn]
ingested,wolf-kota:p18:e23,18,kāt,kāt,,wind,1481,direct,,,kāt — (1481) wind
ingested,wolf-kota:p18:e24,18,kātārm,kātārm,,cold,,,,,kātārm — cold
ingested,wolf-kota:p18:e25,18,kāṭ- (kāc-),kāṭ-,kāc-,“to show”,1443,direct,,,kāṭ- (kāc-) — (1443) “to show”
ingested,wolf-kota:p18:e26,18,kāv- (kāt-),kāv-,kāt-,"“to watch, guard”; wait nōm kāv- — to wait out the nōm period of restrictions",1416,direct,,,"kāv- (kāt-) — (1416) “to watch, guard”; wait nōm kāv- — to wait out the nōm period of restrictions"
ingested,wolf-kota:p18:e27,18,kāviḷy,kāviḷy,,name of tree (unidentified),,,yes,,kāviḷy — [-] name of tree (unidentified)
ingested,wolf-kota:p18:e28,18,kāy- (kāc-),kāy-,kāc-,"“to become hot, warm oneself, bask in sun”",1458,direct,,,"kāy- (kāc-) — (1458) “to become hot, warm oneself, bask in sun”"
ingested,wolf-kota:p18:e29,18,kāyṛkal,kāyṛkal,,stone at kargaṇ nīr area just inside varldāv nāṛ where cots are fist touched and then lined up in order of age during varldāv at Kolmēl IV: 44; II: 30,,,,,kāyṛkal — stone at kargaṇ nīr area just inside varldāv nāṛ where cots are fist touched and then lined up in order of age during varldāv at Kolmēl IV: 44; II: 30
ingested,wolf-kota:p18:e30,18,kāyidm,kāyidm,,letter,,,yes,,kāyidm — [-] letter
ingested,wolf-kota:p18:e31,18,kāym,kāym,,"cut, scratch",,,yes,,"kāym — [-] cut, scratch"
ingested,wolf-kota:p18:e32,18,kebgal,kebgal,,flint (special white stone used in conjunction with iron to produce fire),,,,,kebgal — flint (special white stone used in conjunction with iron to produce fire)
ingested,wolf-kota:p18:e33,18,kec- (keyc-),kec-,keyc-,to shave down [piece of bamboo] (or is this kej- kejy-?) III: 70a,,,,,kec- (keyc-) — [?] to shave down [piece of bamboo] (or is this kej- kejy-?) III: 70a
ingested,wolf-kota:p18:e34,18,kej- (kejy-),kej-,kejy-,"“to flay, cut open” [note in DEDR given at kej- kej-, but in notes, kej- kejy-. Is this same as what I recorded as kec-?]",1542,direct,,,"kej- (kejy-) — (1542) “to flay, cut open” [note in DEDR given at kej- kej-, but in notes, kej- kejy-. Is this same as what I recorded as kec-?]"
ingested,wolf-kota:p18:e35,18,"keḷk-, keḷyk-",keḷk-,keḷyk-,"to flirt, to cajole, to exacerbate someone’s bad mood, to tease, excite, stir up; to dig with the hands [not in EVS]",,,,,"keḷk-, keḷyk- — to flirt, to cajole, to exacerbate someone’s bad mood, to tease, excite, stir up; to dig with the hands [not in EVS]"
ingested,wolf-kota:p18:e36,18,keḷkārnton,keḷkārnton,,Toda partner of Kota in traditional exchange system,,,,,keḷkārnton — Toda partner of Kota in traditional exchange system
ingested,wolf-kota:p18:e37,18,ken/kēt,ken,kēt,red,1931,direct,,,ken/kēt — (1931) red
ingested,wolf-kota:p19:e1,19,keṇḍam,keṇḍam,,"fire area (acc. to Duryodhana, the “authenticity” of this word is questionable)",,,yes,,"keṇḍam — [-] fire area (acc. to Duryodhana, the “authenticity” of this word is questionable)"
ingested,wolf-kota:p19:e2,19,kenj- (kenj-),kenj-,,to beg,1939,direct,,,kenj- (kenj-) — (1939) to beg
ingested,wolf-kota:p19:e3,19,kepak,kepak,,"“frog, toad”",1224,direct,,,"kepak — (1224) “frog, toad”"
ingested,wolf-kota:p19:e4,19,ker,ker,,small stagnant pool at end of small stream (not “tank”),1980,direct,,,ker — (1980) small stagnant pool at end of small stream (not “tank”)
ingested,wolf-kota:p19:e5,19,ker,ker,,"“NE monsoon (Sept-Dec.)”; continous rain with light wind, no thunder",1982,direct,,,"ker — (1982) “NE monsoon (Sept-Dec.)”; continous rain with light wind, no thunder"
ingested,wolf-kota:p19:e6,19,kertal,kertal,,keeping hair long (I: 94),,,,,kertal — keeping hair long (I: 94)
ingested,wolf-kota:p19:e7,19,keṛ- (keṭ-) (keṭīko),keṛ- (keṭ-) (keṭīko),,"“to die, be ruined, lost”",1942,direct,,,"keṛ- (keṭ-) (keṭīko) — (1942) “to die, be ruined, lost”"
ingested,wolf-kota:p19:e8,19,keṛ koḷ,keṛ koḷ,,tunes for toda funeral (kurgoj) (III: 72b),,,,,keṛ koḷ — tunes for toda funeral (kurgoj) (III: 72b)
ingested,wolf-kota:p19:e9,19,keṛ pōt,keṛ pōt,,"in Kurgoj: the meat of the female buffalo sacrificed at a Toda green funeral (III: 72b); II: 28, 34",,,,,"keṛ pōt — in Kurgoj: the meat of the female buffalo sacrificed at a Toda green funeral (III: 72b); II: 28, 34"
ingested,wolf-kota:p19:e10,19,keṛc- (keṛc-),keṛc-,,to put out (fire) I: 152,1942,related,,,keṛc- (keṛc-) — [1942] to put out (fire) I: 152
ingested,wolf-kota:p19:e11,19,kerv- (kerc-),kerv-,kerc-,for a dog to bark or whine,1796,direct,,,kerv- (kerc-) — (1796) for a dog to bark or whine
ingested,wolf-kota:p19:e12,19,keṛv- (keṛd-),keṛv-,keṛd-,“to shake (tr.)” (III: 63b) (like when drying hair),1662,related,,,keṛv- (keṛd-) — [1662] “to shake (tr.)” (III: 63b) (like when drying hair)
ingested,wolf-kota:p19:e13,19,kev,kev,,ear,,,,,kev — ear
ingested,wolf-kota:p19:e14,19,kējar,kējar,,meat,,,,,kējar — meat
ingested,wolf-kota:p19:e15,19,key- (kec-),key-,kec-,"“to do, make” (Ticgāṛ mānt)",1957,direct,,,"key- (kec-) — (1957) “to do, make” (Ticgāṛ mānt)"
ingested,wolf-kota:p19:e16,19,kēd- (kēdy-),kēd-,kēdy-,“to lean one’s back against support”,2012,direct,,,kēd- (kēdy-) — (2012) “to lean one’s back against support”
ingested,wolf-kota:p19:e17,19,kēḷ- (kēṭ-),kēḷ-,kēṭ-,to hear (can be used for a tape recorder too),2017,direct,,,kēḷ- (kēṭ-) — (2017) to hear (can be used for a tape recorder too)
ingested,wolf-kota:p19:e18,19,kēnāṛ āv/[kēnōṛ āv?],kēnāṛ āv,kēnōṛ āv?,"“cow with its calf” (kēn āv, kēn im)",1123,direct,,,"kēnāṛ āv/[kēnōṛ āv?] — (1123) “cow with its calf” (kēn āv, kēn im)"
ingested,wolf-kota:p19:e19,19,kēp- (kēyp-),kēp-,kēyp-,(SDL 400) to send; II: 16,,,,,kēp- (kēyp-) — (SDL 400) to send; II: 16
ingested,wolf-kota:p19:e20,19,kēr,kēr,,line(s) of houses corresponding to a patrilineal exogamous clan in a village,,,,,kēr — line(s) of houses corresponding to a patrilineal exogamous clan in a village
ingested,wolf-kota:p19:e21,19,kēr,kēr,,"“shallow tank, puddle” IV: 95",2020,direct,,,"kēr — (2020) “shallow tank, puddle” IV: 95"
ingested,wolf-kota:p19:e22,19,kēṛ,kēṛ,,"“harm, danger, loss, funeral, corpse”",1942,direct,,,"kēṛ — (1942) “harm, danger, loss, funeral, corpse”"
ingested,wolf-kota:p19:e23,19,kēṛ pōt,kēṛ pōt,,meat from sacrificial animals for funeral II: 28 (or is it kēṛ),,,,,kēṛ pōt — meat from sacrificial animals for funeral II: 28 (or is it kēṛ)
ingested,wolf-kota:p19:e24,19,kērtal,kērtal,,hair kept long I: 94,,,,,kērtal — hair kept long I: 94
ingested,wolf-kota:p19:e25,19,kēṛ uyko,kēṛ uyko,,death pollution has entered (I: 40),,,,,kēṛ uyko — death pollution has entered (I: 40)
ingested,wolf-kota:p19:e26,19,kēr- (kēry-),kēr-,kēry-,"winnowing with vertical motion to make the skin of the vatm (poṭ) come off. kēyrvd kik — basket a woman has used for winnowing in her lifetime, put underneath bier at funeral. II: 18",2019,direct,,,"kēr- (kēry-) — (2019) winnowing with vertical motion to make the skin of the vatm (poṭ) come off. kēyrvd kik — basket a woman has used for winnowing in her lifetime, put underneath bier at funeral. II: 18"
ingested,wolf-kota:p19:e27,19,kērvāṛm,kērvāṛm,,name of place near Kotagiri,,,yes,,kērvāṛm — [-] name of place near Kotagiri
ingested,wolf-kota:p19:e28,19,kēyt vay- (vec-),kēyt vay-,vec-,to lean something (firewood) against support,2012,related,,,kēyt vay- (vec-) — [2012] to lean something (firewood) against support
ingested,wolf-kota:p19:e29,19,kēv,kēv,,"“calf of buffalo or cow, under one year”",1123,direct,,,"kēv — (1123) “calf of buffalo or cow, under one year”"
ingested,wolf-kota:p19:e30,19,kid- (kidy-),kid-,kidy-,"“to sprinkly from ends of fingers” (caḷnīr kiddō, sprinkle dung water, I: 46; note correct spelling here)",1546,direct,,,"kid- (kidy-) — (1546) “to sprinkly from ends of fingers” (caḷnīr kiddō, sprinkle dung water, I: 46; note correct spelling here)"
ingested,wolf-kota:p19:e31,19,kidarc- (ōkvo/ō/īko),kidarc- (ōkvo,ō|īko),"to spread to sides (pile of stones, beans, etc.) [Kolmēl mānt]",1546,related,,,"kidarc- (ōkvo/ō/īko) — [1546] to spread to sides (pile of stones, beans, etc.) [Kolmēl mānt]"
