number,gloss,lrp1,lrp2,lrp3
1408,piece,ˈɗã.ɳa,ˈɗã.ɳa,ˈɗã.ɳo
1409,top,ˈmatʰ.ljũ,ˈmatʰ.ljũ,ˈmatʰ.lũ
1410,bottom,ˈne.se,ˈnes.ljũ,ˈnes.lũ
1411,front (of something),ˈɦa.mo,ˈɦa.mo,ˈɦa.mo
1412,back (of something),ˈtʃe.ɽe,ˈtʃe.ɽe,ˈtʃe.ɽe
1413,side (of something),ˈpa.ɦe,ˈpa.ɦe,ˈpa.ɦe
1414,middle,wəss,wəss,wəss
1415,edge(n),ˈko.ɾe,ˈko.ɾe,ˈko.ɾe
1416,point (n),tʃʊmb,ˈɦə̃.ɳi,tʃʊmb
1417,bump (n),ˈdɪ.ko,ˈdɪ.ko,ˈdɪ.ko
1418,spot (n),ɗaɡ,ɗaɡ,ɗaɡ
1419,move(intr),ˈɦəl.wũ,ɦə.ˈla.wũ,ˈɦəl.wũ
1420,movement,-,-,-
1421,go,ˈza.wũ,ˈza.wũ,ˈza.wũ
1422,approach(v),-,ˈkə.ne ˈza.wũ,ˈkə.ne ˈza.wũ
1423,arrive,ˈpʊɡ.wũ,ˈpoɡ.wũ,ˈpoɡ.wũ
1424,"remain, stay",ˈɾeɦ.wũ,ˈɾeɦ.wũ,ˈɾeɦ.wũ
1425,leave(place),ˈmel.wũ,ˈmel.wũ,ˈmel.wũ
1426,"go round, detour",pʰə.ˈɾin ˈza.wũ,-,fə.ˈɾin ˈza.wũ
1427,"come(or go) out, exit(v)",ˈneɦɾ.wũ,ˈneɦɾ.wũ,ˈneɦɾ.wũ
1428,"ascend, go up",ˈõ.so ˈza.wũ,ˈõ.so ˈza.wũ,ˈma.tʰe ˈza.wũ
1429,"descend, go down",ˈne.sũ ˈza.wũ,ˈne.su ˈza.wũ,ˈne.se ˈza.wũ
1430,"swing(v), go back and forth",ˈɦes.wũ,ˈɦes.wũ,ˈɦes.wũ
1431,slide,ˈtɾɪk.wũ,ˈtɾɪk.wũ,ˈtɾɪk.wũ
1432,roll,sə.ˈke.ɽi ˈkʰa.wũ,ˈtʃək.ɾi ˈkʰa.wũ,ˈʧək.ɾi ˈkʰa.wũ
1433,"spread(disease, fire)",ˈpək.ɽi ˈza.wũ,ˈpək.ɽi ˈza.wũ,ˈpək.ɽi ˈza.wũ
1434,burst,pɪtʃ.ˈka.ɾi ˈneɾ.wũ,pɪtʃ.ˈka.ɾi ˈneɾ.wũ,pɪtʃ.ˈka.ɾi ˈneɾ.wũ
1435,speed (n),ˈtʰɪ.kʰũ,-,ˈtʰɪ.kʰũ
1436,"hasten, hurry",ɦʊt.ˈwaɾ.wũ,ɦut.ˈwaɾ.wũ,ɦʊt.ˈwaɾ.wũ
1437,"snatch, seize",pə.ˈɽa.wũ,pə.ˈɽa.wũ,pə.ˈɽa.wũ
1438,catch (object in air),ˈdʒəʈ.wũ,ˈdʒəʈ.wũ,ˈdʒəʈ.wũ
1439,pick up,ʊ.ˈpaɽ.wũ,u.ˈpaɽ.wũ,ʊ.ˈpaɽ.wũ
1440,hold,ˈɡəɾ.wũ,ˈɡəɾ.wũ,ˈɡəɾ.wũ
1441,lower (tr),ˈne.so ˈkəɾ.wũ,ˈne.so ˈkəɾ.wũ,ˈne.se ˈkəɾ.wũ
1442,drop (tr),ˈpaɽ.wũ,ˈpaɽ.wũ,ˈpaɽ.wũ
1443,"knock down, knock over (an object)",ˈne.so ˈpaɽ.wũ,ˈne.so ˈpaɽ.wũ,ˈne.se ˈpaɽ.wũ
1444,turn over (tr),ʊtʰ.ˈla.wũ,ʊtʰ.ˈla.wũ,ʊtʰ.ˈla.wũ
1445,drag,ˈɡəiɽ.wũ,ˈɡəiɽ.wũ,ˈɡəiɽ.wũ
1446,steer (v),-,-,-
1447,"overtake, pass (tr)",kɪ.ˈlas ˈkəɾ.wũ,kɪ.ˈlas ˈkəɾ.wũ,kɪ.ˈlas ˈkəɾ.wũ
1448,surround,ˈɡʱe.ɾo ˈkəɾ.wo,ˈɡʱe.ɾo ˈkəɾ.wũ,ˈɡʱe.ɾo ˈkəɾ.wũ
1449,twist,ˈmeɽ.wũ,ˈməiɽ.wũ,ˈməiɽ.wũ
1450,fold (v),ˈwaɭ.wũ,ˈwaɭ.wũ,ˈwaɭ.wũ
1451,coil (rope) (v),ˈweʈ.wũ,ˈweʈ.wũ,ˈweʈ.wũ
1452,hang up,ʈẽ.ˈŋa.wũ,ʈə.ˈɡaɽ.wũ,ʈẽ.ˈŋa.wũ
1453,spread out (maize) (tr),ˈpʰoɭ.wũ,ˈpʰoɭ.wũ,ˈpʰoɭ.wũ
1454,stretch,ˈtãɳ.wũ,ˈtãɳ.wũ,ˈtãɳ.wũ
1455,"bump (v), knock against",bɪʈ.ˈka.wũ,bɪʈ.ˈka.wũ,bɪʈ.ˈka.wũ
1456,scrape (v),ˈɡəʃ.wũ,ˈɡəʃ.wũ,ˈɡəʃ.wũ
1457,scratch (v),ɾə.ˈɡəɽ.wũ,ˈɡəiɽ.wũ,ɾə.ˈɡəɽ.wũ
1458,pierce,ˈʃe.ɾu ˈkəɾ.wũ,ˈwed.wũ,ˈʃəɾ.kũ ˈkəɾ.wũ
1459,tear (tr),ˈpʰaɽ.wũ,ˈpʰaɽ.wũ,ˈfaɽ.wũ
1460,strip off (bark),ˈpəʈ.wũ,ˈpəʈ.wũ,ˈpəʈ.wũ
1461,shake (tr),ɦə.ˈla.wũ,ɦə.ˈla.wũ,ɦə.ˈla.wũ
1462,crush (tr),pi.ˈsəl.wũ,pi.ˈsəɭ.wũ,pi.ˈsəl.wũ
1463,"create, make",ˈʈʰaɦ.wũ,ˈʈʰaɦ.wũ,ˈʈʰaɦ.wũ
1464,"alter, change (tr)",bəd.ˈla.wũ,bəd.ˈla.wũ,bəd.ˈla.wũ
1465,break (tr),ˈtoɽ.wũ,ˈbaɡ.wũ,ˈtoɽ.wũ
1466,"destroy, spoil",kʰə.ˈɾab ˈkəɾ.wũ,bə.ˈɡaɽ.wũ,kʰə.ˈɾab ˈkəɾ.wũ
1467,"join, put together",ɡə.ˈᶑa.wũ,ɡə.ˈᶑa.wũ,ɡə̃.ˈᶑa.wũ
1468,accumulate,ˈbe.ɭo ˈkəɾ.wũ,ˈbe.ɭo ˈkəɾ.wũ,ˈbe.ɭo ˈkəɾ.wũ
1469,gather,ˈbe.ɭo ˈkəɾ.wũ,ˈbe.ɭo ˈkəɾ.wũ,ˈbe.ɭo ˈkəɾ.wũ
1470,"divide, separate (tr)",daɾ ˈkəɾ.wũ,daɾ ˈkəɾ.wũ,daɾ ˈkəɾ.wũ
1471,scatter (tr),pə.ˈkʰe.ɽi ˈlakʰ.wũ,ˈwe.ʃi ˈlakʰ.wũ,pə.ˈɡa.ɦi ˈlakʰ.wũ
1472,"throw away, get rid of",ʊ.ˈseɽ.wũ,u.ˈʃəɽ.wũ,ʊ.ˈʃeɽ.wũ
1473,"put, place, set",ˈmel.wũ,ˈmel.wũ,ˈmel.wũ
1474,leave (something somewhere),ˈme.li ˈza.wũ,ˈme.li ˈza.wũ,ˈme.li ˈza.wũ
1475,"keep, save",ɦə.ba.ˈɭɪn ˈɾakʰ.wũ,ɦə.ba.ˈɭɪn ˈɾakʰ.wũ,ɦə.ba.ˈɭɪn ˈɾakʰ.wũ
1476,hide (tr),ɦə.ˈtaɭ.wũ,ɦə.ˈtaɭ.wũ,ɦə.ˈtaɭ.wũ
1477,lose (tr),ˈkʰo.wũ,ˈkʰo.wũ,ˈkʰo.wũ
1478,look for,ˈzo.wũ,ˈzo.wũ,ˈzo.wũ
1479,find,ˈɡot.wũ,ˈɡot.wũ,ˈɡot.wũ
1480,blow (of wind) (v),ˈpʰõk.wũ,ˈpʰõk.wũ,ˈpʰõk.wũ
1481,blow down,-,-,-
1482,blow away (intr),ʊ.ˈᶑaɽ.wũ,u.ˈᶑaɭ.wũ,ʊ.ˈᶑa.wũ
1483,fan (v),ˈwaɪ.ɾo ˈlakʰ.wo,ˈwaɪ.ɾo ˈlakʰ.wo,ˈwaɪ.ɾo ˈlakʰ.wo
1484,drip,ˈʈe.pũ,ˈpʰo.ɾũ,ˈʈe.pũ
1485,leak (v),ˈneɦɾ.wũ,ˈneɦɾ.wũ,ˈneɦɾ.wũ
1486,sprinkle,ˈtʃʰə̃.ɖa,ˈtʃə̃.ɖa,ˈtʃʰə̃.ɖa
1487,smear (tr),so.ˈpəɽ.wũ,so.ˈpəɽ.wũ,so.ˈpəɽ.wũ
1488,dip,pə.ˈlaɽ.wũ,pə.ˈlaɽ.wũ,pə.ˈlaɽ.wũ
1489,soak,ɦu.ˈkə.wu,ˈsʊɦ.wũ,ˈsu.wũ
1490,wring out,lẽ.ˈso.wũ,ne.ˈsə.wũ,ne.ˈso.wũ
1491,shine,tʃɪl.ˈka.wũ,tʃɪl.ˈka.wũ,tʃɪm.ˈka.wũ
1492,fade,ˈdok.ɽũ,ˈdok.ɽũ,ˈdok.ɽũ
1493,light (fire) (v),ɦəɭ.ˈɡa.wũ,ɦəɭ.ˈɡa.wũ,ɦəɭ.ˈɡa.wũ
1494,"burn (intr), blaze",ɦəɭ.ˈɡʊ.wũ,ɦəɭ.ˈɡʊ.wũ,ɦəɭ.ˈɡʊ.wũ
1495,melt (intr),ˈɡəɭ.wũ,ˈɡəɭ.wũ,ˈɡəɭ.wũ
1496,singe,ˈɓəɭ.wũ,ˈɓəɭ.wũ,ˈɓəɭ.wũ
1497,begin,ˈʃʊ.ɾu ˈkəɾ.wũ,ˈʃʊ.ɾu ˈkəɾ.wũ,ˈʃʊ.ɾu ˈkəɾ.wũ
1498,beginning,ʃʊɾ.ˈwat,ʃʊɾ.ˈwat,ˈʃʊɾ.ˈwat
1499,"continue, resume",ˈɦaɡ.tũ ˈɾe.wũ,ˈɦeɖ.tũ ˈɾe.wũ,ˈɦaɡ.tũ ˈɾe.wũ
1500,end (n),pə.ˈtʃʰa.ɽi,pə.ˈtʃʰa.ɽi,pə.ˈtʃʰa.ɽi
1501,"cease, stop",ˈʊ.bũ ˈɾakʰ.wũ,ˈʊ.bũ ˈɾakʰ.wũ,ˈʊ.bũ ˈɾakʰ.wũ
1502,"finish, complete (v)",ˈpu.ɾũ ˈkəɾ.wũ,ˈpu.ɾũ ˈkəɾ.wũ,ˈpu.ɾũ ˈkəɾ.wũ
1503,(be) high,ˈũ.su ˈtʰa.wũ,ˈõ.su,ˈõ.sũ
1504,(be) low,ˈne.sũ,ˈne.sũ,ˈne.se
1505,lengthen,ˈlã.bu ˈkəɾ.wũ,ˈlã.bu ˈkəɾ.wũ,ˈlã.bu ˈkəɾ.wũ
1506,shorten,ˈna.nu ˈkəɾ.wũ,ˈna.nu ˈkəɾ.wũ,ˈnã.ʧo ˈkəɾ.wũ
1507,widen,ˈmok.ɭo ˈkəɾ.wũ,ˈmok.ɭo ˈkəɾ.wũ,ˈmok.ɭo ˈkəɾ.wũ
1508,deepen,ˈɦõ.ɖo ˈkəɾ.wũ,ˈɦõ.ɖu ˈkəɾ.wũ,ˈɦõ.ɖu ˈkəɾ.wũ
1509,(be) flat,ˈɦəɾ.ko,ˈɦəɾ.kũ,ˈɦəɾ.ko
1510,flatten,ˈɦəɾ.ko ˈkəɾ.wũ,ˈɦəɾ.ko ˈkəɾ.wũ,ˈɦəɾ.ko ˈkəɾ.wũ
1511,(be) hollow,ˈpo.lũ,ˈpo.lũ,ˈpo.lũ
1512,swell (intr),ˈpʰʊl.wũ,ˈpʰʊl.wũ,ˈpʰol.wũ
1513,straighten,ˈsɪ.dʱũ ˈkəɾ.wũ,ˈsɪ.dʱũ ˈkəɾ.wũ,ˈsɪ.dʱũ ˈkəɾ.wũ
1514,(be) crooked,wə.ˈɭəl,ˈwã.ki,wə.ˈɭəl
1515,weight,baɾ,baɾ,baɾ
1516,sharpen (knife),ˈtʰɪ.kʰũ ˈkəɾ.wũ,ˈtʰɪ.kʰũ ˈkəɾ.wũ,ˈtʰɪ.kʰũ ˈkəɾ.wũ
1517,"sharpen, bring to point (arrow)",ˈtʰɪ.kʰũ ˈkəɾ.wũ,ˈtʰɪ.kʰũ ˈkəɾ.wũ,ˈtʰɪ.kʰũ ˈkəɾ.wũ
1518,make smooth,sap ˈkəɾ.wũ,ˈɦəkʰ.ɾa ˈkəɾ.wũ,ɦəkʰ.ɾa ˈkəɾ.wũ
1519,harden,ˈak.ɾũ ˈkəɾ.wũ,ˈak.ɾũ ˈkəɾ.wũ,ˈak.ɾũ ˈkəɾ.wũ
1520,soften,ˈpo.sũ ˈkəɾ.wũ,ˈpo.sũ ˈkəɾ.wũ,ˈpo.sũ ˈkəɾ.wũ
1521,(be) slippery,tɪɾ.ˈkə̃.ɳi,tɪɾ.ˈkə̃.ɳi,tɪɾ.ˈkã.ɳi
1522,(be) sticky,so.ˈʈəl,so.ˈʈəl,so.ˈʈəl
1523,colour,ɾə̃ŋ,ɾə̃ŋ,ɾə̃ŋ
1524,(be) blue,as.ˈma.ni ɾə̃ŋ,as.ˈma.ni ɾə̃ŋ,as.ˈma.ni ɾə̃ŋ
1525,(be) brown,ˈna.si ɾə̃ŋ,ˈna.si ɾə̃ŋ,ˈna.si ɾə̃ŋ
1526,(be) dark (colour),ˈʊ.tʃo,tez,ˈũ.tʃo
1527,(be) light (colour),ˈɦəl.ko,ˈɦəl.ko,ˈɦəl.ko
1528,taste (n),ˈzaɪ.ko,ˈzaɪ.ko,ˈzaɪ.ko
1529,(be) salty,ˈkʰa.ɾũ,ˈkʰa.ɾũ,ˈkʰa.ɾũ
1530,"odour, smell (n)",ɓaʃ,ɓaʃ,ɓaʃ
1531,"stink, smell (bad)",ɓaʃ,ɓaʃ,ɓaʃ
1532,(be) able (to),kã,kõ,ˈɦə.kã
1533,strength,ɓəɭ,ɓəɭ,ɓəɭ
1534,"(be) great, (be) powerful",ɓəɭ ˈwa.ɭo,ɓə.ˈɭu.ko,ɓəɭ ˈwa.ɭo
1535,"splendour, glory",ɡʊ̃ɳ,ʃãn,ɡʊ̃ɳ
1536,truth,ˈɦa.so,ˈɦa.so,ɦa.ˈsai
1537,(be) beautiful,ɾu.ˈpa.ɭi,ɾu.ˈpa.ɭi,ɾu.ˈpa.ɭi
1538,handsome,ɾu.ˈpa.ɭo,ɾu.ˈpa.ɭo,ɾu.ˈpa.ɭo
1539,(be) ugly,ˈka.ɭi,ˈka.ɭi,ˈka.ɭi
1540,(be) clean,ˈɦəkʰ.ɾo,ˈɦəkʰ.ɾo,ˈɦəkʰ.ɾo
1541,(be) important,kʰas,kʰas,kʰas
1542,"(be) amusing, funny",ˈməʃ.kɾo,ˈməʃ.kɾo,ˈməʃ.kɾo
1543,eleven (11),ə.ˈƒaɾ,ə.ˈƒaɾ,ə.ˈƒaɾ
1544,twelve (12),ɓaɾ,ɓaɾ,ɓaɾ
1545,thirteen (13),teɾ,teɾ,teɾ
1546,fourteen (14),səwd,səwd,səwd
1547,fifteen (15),pə.ˈnəɾ,pə.ˈnəɾ,pə.ˈnəɾ
1548,sixteen (16),ˈso.ɾã,ɦoɭ,ɦoɭ
1549,seventeen (17),ɦət.ˈtəɾ,ɦət.ˈtəɾ,ɦət.ˈtəɾ
1550,eighteen (18),ə.ˈɖaɾ,ə.ˈɖaɾ,ə.ˈɖaɾ
1551,nineteen (19),ˈũ.ɳi,ˈuɡ.ɳi,ˈũ.ɳi
1552,twenty-one (21),ˈek.wi,ˈek.wi,ˈek.wi
1553,twenty-two (22),ˈɓa.wi,ˈɓa.wi,ˈɓa.wi
1554,twenty-three (23),ˈʈe.wi,ˈʈe.wi,ˈʈe.wi
1555,twenty-four (24),ˈtʃo.wi,ˈtʃo.wi,ˈtʃo.wi
1556,twenty-five (25),ˈpə̃dʒ.wi,ˈpə̃dʒ.wi,ˈpə̃dʒ.wi
1557,twenty-six (26),ˈtʃʰə.wi,ˈtʃʰə.wi,ˈtʃʰə.wi
1558,twenty-seven (27),sət.ˈta.wi,sət.ˈta.wi,sət.ˈta.wi
1559,twenty-eight (28),ə.ˈʈʰa.wi,ə.ˈʈʰa.wi,ə.ˈʈʰa.wi
1560,twenty-nine (29),ˈʊ̃n.ʈi,ˈʊ̃n.ʈi,ˈʊ̃n.ʈi
1561,thirty (30),ʈi,tɾi,ʈi
1562,forty (40),ˈtʃa.ɭi,ˈtʃa.ɭi,ˈsa.ɾi
1563,fifty (50),ˈpəs.sa,ˈpəs.sa,ˈpəs.sa
1564,sixty (60),ɦaʈʰ,ɦaʈʰ,ɦaʈʰ
1565,seventy (70),ɦət.ˈtəɾ,ɦət.ˈtəɾ,ɦət.ˈtəɾ
1566,eighty (80),ˈe.ʃi,ˈe.ʃi,ˈe.ʃi
1567,ninety (90),ˈnə.we,ˈnə.we,ˈnə.we
1568,two hundred (200),ˈɓe.ɦo,ˈɓə.ɦo,ˈɓe.ɦo
1569,five hundred (500),ˈpã.so,ˈpãn.se,ˈpã.so
1570,two thousand (2000),ɓe ɦə.ˈzaɾ,ɓe ɦə.ˈzaɾ,ɓe ɦə.ˈzaɾ
1571,(be) first,ˈpeɾ.jũ,ˈpeɾ.jũ,ˈpeɾ.jũ
1572,(be) second,ˈɓi.zũ,ˈɓi.zũ,ˈɓi.zo
1573,(be) third,ˈtẽɳ.mũ,ˈtẽɳ.mũ,ˈtəĩɳ.mũ
1574,(be) last,pə.ˈtʃʰa.ɽi nu,pə.ˈtʃʰa.ɽi,pə.ˈtʃʰa.ɽi
1575,add,ˈɓe.ɽã,ˈɓe.ɽa,ˈɓe.ɽã
1576,"subtract, take away",ˈkaɖ.wũ,ˈkaɖ.wũ,ˈɡaɖ.wũ
1577,increase (intr),wə.ˈdaɾ.wũ,wə.ˈdaɾ.wũ,wə.ˈdaɾ.wũ
1578,decrease (intr),ˈɡaʈ.wũ,ɡa.ˈʈa.wũ,ˈɡaʈ.wũ
1579,arrange,-,-,-
1580,(be) equal,ˈɦəɾ.kʰũ,ˈɦəɾ.kʰũ,ek ˈzeʈ.lũ
1581,(be) alone,ˈek.lo,ˈek.lo,ˈek.lo
1582,enough,dʒam,dʒam,dʒam
1583,lack (v),kʰoʈ ˈtʰa.wi,kʰoʈ ˈtʰa.wi,kʰoʈ ˈtʰa.wi
1584,(be) used up,ˈkʰə.pi ˈza.wũ,ˈkʰə.pi ˈza.wũ,ˈkʰə.pi ˈza.wũ
1585,everybody,ɓəd.ˈdai ˈad.mi,ɓəd.ˈdai mə.ˈnik,ɓəd.ˈdai ˈad.mi
1586,everything,ɓəd.ˈjəi ʃəi,ɓəd.ˈjəi ʃəi,ˈɓəd.jũ ˈʃəi.jũ
1587,somebody,kok ˈad.mi,kãk mə.ˈnik,kak ˈad.mi
1588,something,kok ʃəi,kãk ʃəi,kak ˈʃəi.ju
1589,everywhere,ɓəd.ˈjəi ˈdʒə.ɡa,ɓəd.ˈjəi dʒai,ɓəd.ˈjəi ˈdʒə.ɡa
1590,nobody,koi ˈnə.tʰi,koi nəi,koi ne
1591,nothing,koi ʃəi ˈnə.tʰi,kai ne,koi ʃəi ne
1592,here,aĩ,aĩ,aĩ
1593,there,oĩ,oĩ,oĩ
1594,up,ˈõ.sũ,ˈõ.sũ,ˈõ.sũ
1595,down,ˈne.sũ,ˈne.sũ,ˈne.se
1596,forward (direction),ˈmo.ɾe,ˈmo.ɾe,ˈmo.ɾi
1597,backward (direction),ˈtʃe.ɽe,ˈtʃe.ɽe,ˈtʃe.ɽe
1598,"over, above",ˈma.tʰe,ˈma.tʰe,ˈma.tʰe
1599,"under, below",ˈma.ɦĩ,ˈma.ɦĩ,ˈma.ɦĩ
1600,"in front of, before",ˈɦa.mo,ˈɦa.mo,ˈɦa.mo
1601,behind,ˈtʃe.ɽe,ˈtʃe.ɽe,ˈtʃe.ɽe
1602,beside,ˈpa.ɦo,ˈpa.ɦe,ˈpa.ɦe
1603,inside,ˈma.ɦĩ,ˈma.ɦĩ,ˈma.ɦĩ
1604,outside,ˈɓa.ɾe,ˈɓa.ɾi,ˈɓa.ɾe
1605,between,wəss,wəss,wəss
1606,towards,ˈpa.ɦe,ˈpa.ɦe,ˈpa.ɦe
1607,away from,ˈʃe.ʈũ,ˈʃe.ʈũ,ˈʃe.ʈũ
1608,with,ˈbe.ɭa,ˈbe.ɭũ,ˈbe.ɭũ
1609,other (men),ˈɓi.zã,ˈɓi.zã,ˈɓi.zũ
1610,which (one)?,ˈtʃɪ.ɦũ,ˈtʃɪ.ɦũ,ˈtʃɪ.jũ
1611,why?,tʃəm,tʃəm,tʃəm
1612,how?,tʃəm tʃəm,tʃəm tʃəm,tʃəm tʃəm
1613,and,ˈə.ne,ˈə.ne,ˈə.ne
1614,if,ə.ˈɡəɾ,ə.ˈɡəɾ,ə.ˈɡəɾ
1615,but,pəɭ,pəɭ,pəɭ
1616,so,-,-,to
1617,because,ˈe.na,ˈe.na ˈɦa.ɾu,ˈe.na ˈɦa.ɾu
1618,perhaps,ʃa.ˈɦɪd,ʃa.ˈɦɪd,ʃa.ˈɦɪd
1619,"really, truly",ˈɦas.no,ˈɦas.no,ˈɦas.no
1620,well (adv),ˈɦəkʰ.ɾũ,ˈɦəkʰ.ɾũ,ˈɦəkʰ.ɾũ
1621,poorly,ˈkɪ.nu,ˈkɪ.nu,ˈkɪ.nu
1622,only,sɪ.ˈɾɪpʰ,ˈkʰa.li,sɪ.ˈɾɪf
1623,yes,ˈɦʊ.we,ˈɦʊ.we,ˈɦo.wi
1624,no,na,na,na
1625,nature,kʊz.ˈɾət,kʊd.ˈɾət,kʊd.ˈɾət
1626,volcano,ɦə.ˈɭaʃ,ɦə.ˈɭaʃ,ɦə.ˈɭaʃ
1627,donation,ɗan,ɗan,ɗan
1628,greedy,ˈlal.tʃi,ˈlal.tʃi,ˈlal.tʃi
1629,simple,ˈsa.do,ˈsa.do,ˈsa.do
1630,concentrate,de.ˈɦan ˈal.wũ,de.ˈɦan ˈal.wũ,de.ˈɦan ˈal.wũ
1631,villager,ɠam ˈwa.ɭa,ɠam ˈwa.ɭa,ɠam ˈwa.ɭa
1632,head-villager,pə.ˈʈel,pə.ˈʈel,pə.ˈʈel
1633,"clear, pure (water)",ˈɦəkʰ.ɾo,ˈɦəkʰ.ɾo,ˈɦəkʰ.ɾũ
1634,car,kaɾ,kaɾ,kaɾ
1635,motor bike,pʰəʈ.ˈpʰəʈ.jũ,"pʰəʈ,ˈpʰəʈ.jũ",fəʈ.ˈfəʈ.jũ
1636,pushcart,ˈʈʰe.lo,ˈɾe.ɽo,ˈʈʰe.lo
1637,air plane,zaz,zaz,zaz
1638,ship,ˈɓe.ɽo,ˈɓe.ɽo,ˈɓe.ɽo
1639,valuable,ˈkim.ti,ˈkim.ti,ˈkim.ti
1640,cheap,ˈsəs.ti,ˈõ.ɡu,ˈsəs.tũ
1641,sympathy,ɦəm.ˈdəɾ.di,ɦəm.ˈdəɾ.di,ɦəm.ˈdəɾ.di
1642,tolerance,-,-,bəɾ.ˈdaʃ
1643,vertical,ˈsɪ.dʱũ,ˈu.bi,ˈsɪ.dʱi
1644,horizontal,ˈa.ᶑi,ˈa.ᶑi,ˈa.ᶑi
1645,sugar,kʰãᶑ,kʰãᶑ,kʰãᶑ
1646,holiday,ˈmok.ljũ,mo.ˈkəl,ˈʧʰʊʈ.jũ
1647,to fart,ˈpad.wũ,ˈpad.wũ,ˈpad.wũ
1648,crash,ˈpəɽ.wũ,ˈpəɽ.wũ,ˈpəɽ.wũ
1649,accident,ek.si.ˈɖə̃ɖ,ek.si.ˈɖə̃ɖ,ek.si.ˈɖə̃ɖ
1650,pillar,piɾ.ˈpa.jo,piɾ.ˈpa.jo,piɾ.ˈpa.jo
