PKher,pkh-131-60,*turui,six,,*turui,,"munda1968proto[p. 60, SEAlang record 131]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p131.i60,,,,
PKher,pkh-144-61,*tuɲ,to shoot,,*tuɲ,,"munda1968proto[p. 61, SEAlang record 144]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p144.i61,,,,
PKher,pkh-306-73,*tì-sìɲ,today,,*tì-sìɲ,,"munda1968proto[p. 73, SEAlang record 306]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p306.i73,,,,
PKher,pkh-306-73,*tì-sìŋ,today,,*tì-sìŋ,,"munda1968proto[p. 73, SEAlang record 306]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p306.i73:v2,munda1968proto:R:c3.p306.i73,,,
PKher,pkh-300-73,*tìkì,to boil,,*tìkì,,"munda1968proto[p. 73, SEAlang record 300]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p300.i73,,,,
PKher,pkh-292-72,*tìl,"to distribute, divide",,*tìl,,"munda1968proto[p. 72, SEAlang record 292]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p292.i72,,,,
PKher,pkh-299-73,*tìlì,lice,,*tìlì,,"munda1968proto[p. 73, SEAlang record 299]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p299.i73,,,,
PKher,pkh-295-72,*tìŋɡù,to stand,,*tìŋɡù,,"munda1968proto[p. 72, SEAlang record 295]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p295.i72,,,,
PKher,pkh-293-72,*tìɟù,insect,,*tìɟù,,"munda1968proto[p. 72, SEAlang record 293]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p293.i72,,,,
PKher,pkh-338-76,*tùjù,"fox, jackal",,*tùjù,,"munda1968proto[p. 76, SEAlang record 338]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p338.i76,,,,
PKher,pkh-317-74,*tùkù,pestle,,*tùkù,,"munda1968proto[p. 74, SEAlang record 317]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p317.i74,,,,
PKher,pkh-312-74,*tùpì,short,,*tùpì,,"munda1968proto[p. 74, SEAlang record 312]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p312.i74,,,,
PKher,pkh-337-76,*tùpù,to get wet,,*tùpù,,"munda1968proto[p. 76, SEAlang record 337]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p337.i76,,,,
PKher,pkh-324-75,*tùɽù,squirrel,,*tùɽù,,"munda1968proto[p. 75, SEAlang record 324]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p324.i75,,,,
PKher,pkh-568-94,*tɔa,milk,,*tɔa,,"munda1968proto[p. 94, SEAlang record 568]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p568.i94,,,,
PKher,pkh-602-96,*tɔhab,to grasp,,*tɔhab,,"munda1968proto[p. 96, SEAlang record 602]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p602.i96,,,,
PKher,pkh-610-96x2,*tɔhɔd,to stumble,,*tɔhɔd,,"munda1968proto[p. 96-2, SEAlang record 610]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p610.i96-2,,,,
PKher,pkh-1218-140x2,*tɔl,middle,,*tɔl,,"munda1968proto[p. 140-2, SEAlang record 1218]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1218.i140-2,,,,
PKher,pkh-533-91,*tɔl,to tie,,*tɔl,,"munda1968proto[p. 91, SEAlang record 533]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p533.i91,,,,
PKher,pkh-638-99,*tɔlɔŋ,tail,,*tɔlɔŋ,,"munda1968proto[p. 99, SEAlang record 638]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p638.i99,,,,
PKher,pkh-583-94x2,*tɔra,perhaps,,*tɔra,,"munda1968proto[p. 94-2, SEAlang record 583]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p583.i94-2,,,,
PKher,pkh-611-97,*tɔrhɔd,iguana,,*tɔrhɔd,,"munda1968proto[p. 97, SEAlang record 611]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p611.i97,,,,
PKher,pkh-621-97,*tɔrɔɟ,ash,,*tɔrɔɟ,,"munda1968proto[p. 97, SEAlang record 621]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p621.i97,,,,
PKher,pkh-712-105,*tɔ̀d-ka,nape,,*tɔ̀d-ka,,"munda1968proto[p. 105, SEAlang record 712]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p712.i105,,,,
PKher,pkh-720-105,*tɔ̀lɔ̀ɟ,to squeeze,,*tɔ̀lɔ̀ɟ,,"munda1968proto[p. 105, SEAlang record 720]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p720.i105,,,,
PKher,pkh-412-82,*tɛbaʔ,to reach,,*tɛbaʔ,,"munda1968proto[p. 82, SEAlang record 412]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p412.i82,,,,
PKher,pkh-405-82,*tɛla,to receive,,*tɛla,,"munda1968proto[p. 82, SEAlang record 405]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p405.i82,,,,
PKher,pkh-406-82,*tɛlɛŋɡa,tall,,*tɛlɛŋɡa,,"munda1968proto[p. 82, SEAlang record 406]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p406.i82,,,,
PKher,pkh-367-78,*tɛn,"to press, cover",,*tɛn,,"munda1968proto[p. 78, SEAlang record 367]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p367.i78,,,,
PKher,pkh-446-85,*tɛpɛd,to close,,*tɛpɛd,,"munda1968proto[p. 85, SEAlang record 446]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p446.i85,,,,
PKher,pkh-421-83,*tɛraŋ,to shoot,,*tɛraŋ,,"munda1968proto[p. 83, SEAlang record 421]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p421.i83,,,,
PKher,pkh-381-80,*tɛrɔm,bee,,*tɛrɔm,,"munda1968proto[p. 80, SEAlang record 381]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p381.i80,,,,
PKher,pkh-422-83,*tɛtaŋ,thirst,,*tɛtaŋ,,"munda1968proto[p. 83, SEAlang record 422]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p422.i83,,,,
PKher,pkh-369-78,*tɛɲ,to weave,,*tɛɲ,,"munda1968proto[p. 78, SEAlang record 369]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p369.i78,,,,
PKher,pkh-369-78,*tɛŋ,to weave,,*tɛŋ,,"munda1968proto[p. 78, SEAlang record 369]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p369.i78:v2,munda1968proto:R:c3.p369.i78,,,
PKher,pkh-407-82,*tɛɲa,elder brother-in-law,,*tɛɲa,,"munda1968proto[p. 82, SEAlang record 407]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p407.i82,,,,
PKher,pkh-136-60,*ub,hair,,*ub,,"munda1968proto[p. 60, SEAlang record 136]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p136.i60,,,,
PKher,pkh-137-60,*ud,to swallow,,*ud,,"munda1968proto[p. 60, SEAlang record 137]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p137.i60,,,,
PKher,pkh-137-60,*ùd,to swallow,,*ùd,,"munda1968proto[p. 60, SEAlang record 137]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p137.i60:v2,munda1968proto:R:c3.p137.i60,,,
PKher,pkh-224-67,*uduʔ,to tell,,*uduʔ,,"munda1968proto[p. 67, SEAlang record 224]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p224.i67,,,,
PKher,pkh-224-67,*udub,to tell,,*udub,,"munda1968proto[p. 67, SEAlang record 224]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p224.i67:v2,munda1968proto:R:c3.p224.i67,,,
PKher,pkh-148-61,*ul(i),mango,,*ul(i),,"munda1968proto[p. 61, SEAlang record 148]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p148.i61,,,,
PKher,pkh-186-63,*ula,to vomit,,*ula,,"munda1968proto[p. 63, SEAlang record 186]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p186.i63,,,,
PKher,pkh-142-61,*um,to bathe,,*um,,"munda1968proto[p. 61, SEAlang record 142]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p142.i61,,,,
PKher,pkh-237-68,*umul,"shadow, shade",,*umul,,"munda1968proto[p. 68, SEAlang record 237]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p237.i68,,,,
PKher,pkh-143-61,*ur,to dig,,*ur,,"munda1968proto[p. 61, SEAlang record 143]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p143.i61,,,,
PKher,pkh-129-60,*uriɟ,cattle,,*uriɟ,,"munda1968proto[p. 60, SEAlang record 129]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p129.i60,,,,
PKher,pkh-207-65,*uru,insect,,*uru,,"munda1968proto[p. 65, SEAlang record 207]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p207.i65,,,,
PKher,pkh-231-67,*urɡum,warm,,*urɡum,,"munda1968proto[p. 67, SEAlang record 231]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p231.i67,,,,
PKher,pkh-307-73,*ìrwìl,younger brother/sister-in-law,,*ìrwìl,,"munda1968proto[p. 73, SEAlang record 307]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p307.i73,,,,
PKher,pkh-311-74,*ìwìr,breeze,,*ìwìr,,"munda1968proto[p. 74, SEAlang record 311]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p311.i74,,,,
PKher,pkh-332-76,*ùkù,to hide,,*ùkù,,"munda1968proto[p. 76, SEAlang record 332]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p332.i76,,,,
PKher,pkh-323-75,*ùl,moldy; mold,,*ùl,,"munda1968proto[p. 75, SEAlang record 323]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p323.i75,,,,
PKher,pkh-331-76,*ùɟù,boil,,*ùɟù,,"munda1968proto[p. 76, SEAlang record 331]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p331.i76,,,,noun
PKher,pkh-333-76,*ùʈù,kind of vegetable,,*ùʈù,,"munda1968proto[p. 76, SEAlang record 333]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p333.i76,,,,
PKher,pkh-635-98,*ɔ-r-ɔŋ,to blow,,*ɔ-r-ɔŋ,,"munda1968proto[p. 98, SEAlang record 635]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p635.i98,,,,
PKher,pkh-586-95,*ɔar,to take out of water,,*ɔar,,"munda1968proto[p. 95, SEAlang record 586]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p586.i95,,,,
PKher,pkh-627-97,*ɔcɔʔ,to take out,,*ɔcɔʔ,,"munda1968proto[p. 97, SEAlang record 627]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p627.i97,,,,
PKher,pkh-618-97,*ɔhɔɟ,potsherd,,*ɔhɔɟ,,"munda1968proto[p. 97, SEAlang record 618]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p618.i97,,,,
PKher,pkh-532-91,*ɔl,to write,,*ɔl,,"munda1968proto[p. 91, SEAlang record 532]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p532.i91,,,,
PKher,pkh-578-94,*ɔmbaʔ,to kneel,,*ɔmbaʔ,,"munda1968proto[p. 94, SEAlang record 578]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p578.i94,,,,
PKher,pkh-571-94,*ɔpad,shoot,,*ɔpad,,"munda1968proto[p. 94, SEAlang record 571]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p571.i94,,,,noun
PKher,pkh-535-91,*ɔr,to drag,,*ɔr,,"munda1968proto[p. 91, SEAlang record 535]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p535.i91,,,,
PKher,pkh-587-95,*ɔsar,wide,,*ɔsar,,"munda1968proto[p. 95, SEAlang record 587]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p587.i95,,,,
PKher,pkh-564-94,*ɔta,to press,,*ɔta,,"munda1968proto[p. 94, SEAlang record 564]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p564.i94,,,,
PKher,pkh-636-98,*ɔtɔŋ,to follow,,*ɔtɔŋ,,"munda1968proto[p. 98, SEAlang record 636]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p636.i98,,,,
PKher,pkh-516-90,*ɔtɛ,earth,,*ɔtɛ,,"munda1968proto[p. 90, SEAlang record 516]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p516.i90,,,,
PKher,pkh-none-91,*ɔŋ,to blow,,*ɔŋ,,munda1968proto[p. 91],,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p.i91,,,,
PKher,pkh-628-98,*ɔɟɔʔ,to anoint,,*ɔɟɔʔ,,"munda1968proto[p. 98, SEAlang record 628]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p628.i98,,,,
PKher,pkh-563-93,*ɔɳɖɔka,headhunter,,*ɔɳɖɔka,,"munda1968proto[p. 93, SEAlang record 563]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p563.i93,,,,
PKher,pkh-579-94,*ɔɽaʔ,house,,*ɔɽaʔ,,"munda1968proto[p. 94, SEAlang record 579]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p579.i94,,,,
PKher,pkh-475-87,*ɔɽɛ,bird,,*ɔɽɛ,,"munda1968proto[p. 87, SEAlang record 475]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p475.i87,,,,
PKher,pkh-480-87x2,*ɔɽɛɟ,to tear off,,*ɔɽɛɟ,,"munda1968proto[p. 87-2, SEAlang record 480]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p480.i87-2,,,,
PKher,pkh-584-94,*ɔʈaŋ,to fly,,*ɔʈaŋ,,"munda1968proto[p. 94, SEAlang record 584]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p584.i94,,,,
PKher,pkh-580-94,*ɔʈaʔ,to uncover,,*ɔʈaʔ,,"munda1968proto[p. 94, SEAlang record 580]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p580.i94,,,,
PKher,pkh-1523-160,*ɖ(h)ɔ̀ɳɖɔ̀,kind of snake,,*ɖ(h)ɔ̀ɳɖɔ̀,,"munda1968proto[p. 160, SEAlang record 1523]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1523.i160,,,,
PKher,pkh-623-97,*ɖabɔʔ,to nod,,*ɖabɔʔ,,"munda1968proto[p. 97, SEAlang record 623]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p623.i97,,,,
PKher,pkh-173-63,*ɖaŋɡua,bachelor,,*ɖaŋɡua,,"munda1968proto[p. 63, SEAlang record 173]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p173.i63,,,,
PKher,pkh-256-69,*ɖaɖu,big-headed,,*ɖaɖu,,"munda1968proto[p. 69, SEAlang record 256]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p256.i69,,,,
PKher,pkh-264-70,*ɖaɖub,not,,*ɖaɖub,,"munda1968proto[p. 70, SEAlang record 264]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p264.i70,,,,neg
PKher,pkh-897-118,*ɖaʈɔ(m),finger,,*ɖaʈɔ(m),,"munda1968proto[p. 118, SEAlang record 897]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p897.i118,,,,
PKher,pkh-none-51,*ɖi,"settlement, village",,*ɖi,,munda1968proto[p. 51],,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p.i51,,,,
PKher,pkh-22-52,*ɖida,to tiptoe,,*ɖida,,"munda1968proto[p. 52, SEAlang record 22]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p22.i52,,,,
PKher,pkh-23-52,*ɖiɳɖa,bachelor,,*ɖiɳɖa,,"munda1968proto[p. 52, SEAlang record 23]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p23.i52,,,,
PKher,pkh-1266-143,*ɖuɳɖi,one hind leg of slain animal,,*ɖuɳɖi,,"munda1968proto[p. 143, SEAlang record 1266]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1266.i143,,,,
PKher,pkh-604-96,*ɖɔjɔd,empty,,*ɖɔjɔd,,"munda1968proto[p. 96, SEAlang record 604]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p604.i96,,,,
PKher,pkh-615-97,*ɖɔkɔɟ,to swallow,,*ɖɔkɔɟ,,"munda1968proto[p. 97, SEAlang record 615]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p615.i97,,,,
PKher,pkh-639-99,*ɖɔmɔl,to float,,*ɖɔmɔl,,"munda1968proto[p. 99, SEAlang record 639]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p639.i99,,,,
PKher,pkh-1265-143,*ɖɔɳɖɔ,bull with bent horns; fool,,*ɖɔɳɖɔ,,"munda1968proto[p. 143, SEAlang record 1265]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1265.i143,,,,
PKher,pkh-711-105,*ɖɔ̀ŋɡa,to hang,,*ɖɔ̀ŋɡa,,"munda1968proto[p. 105, SEAlang record 711]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p711.i105,,,,
PKher,pkh-426-84,*ɖɛkɛ,"pointed, knotted",,*ɖɛkɛ,,"munda1968proto[p. 84, SEAlang record 426]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p426.i84,,,,
PKher,pkh-432-84,*ɖɛrɛd,"small, tiny",,*ɖɛrɛd,,"munda1968proto[p. 84, SEAlang record 432]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p432.i84,,,,
PKher,pkh-386-80,*ɖɛŋɡa,worn out cloth,,*ɖɛŋɡa,,"munda1968proto[p. 80, SEAlang record 386]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p386.i80,,,,
PKher,pkh-418-83,*ɛ(-t-)raŋ,to scold,,*ɛ(-t-)raŋ,,"munda1968proto[p. 83, SEAlang record 418]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p418.i83,,,,
PKher,pkh-387-80,*ɛ(ɛ )-a,seven,,*ɛ(ɛ )-a,,"munda1968proto[p. 80, SEAlang record 387]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p387.i80,,,,
PKher,pkh-462-86,*ɛdɛl,cottonsilk,,*ɛdɛl,,"munda1968proto[p. 86, SEAlang record 462]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p462.i86,,,,
PKher,pkh-469-87,*ɛhɔn,to wake up,,*ɛhɔn,,"munda1968proto[p. 87, SEAlang record 469]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p469.i87,,,,
sa,pkh-1106-133,*ɛlaŋ,heat,,*ɛlaŋ,,"munda1968proto[p. 133, SEAlang record 1106]",,Munda's Santali reflex of pkh-1106-133.,munda1968proto:C:c1.p1106.i133,,,,
PKher,pkh-364-78,*ɛm,to give,,*ɛm,,"munda1968proto[p. 78, SEAlang record 364]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p364.i78,,,,
PKher,pkh-364-78,*ɔm,to give,,*ɔm,,"munda1968proto[p. 78, SEAlang record 364]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p364.i78:v2,munda1968proto:R:c3.p364.i78,,,
PKher,pkh-415-82,*ɛman,et cetera,,*ɛman,,"munda1968proto[p. 82, SEAlang record 415]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p415.i82,,,,
PKher,pkh-389-81,*ɛn-a,that,,*ɛn-a,,"munda1968proto[p. 81, SEAlang record 389]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p389.i81,,,,pron
PKher,pkh-390-81,*ɛra,wife,,*ɛra,,"munda1968proto[p. 81, SEAlang record 390]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p390.i81,,,,
PKher,pkh-424-83,*ɛskar,"lonely, alone",,*ɛskar,,"munda1968proto[p. 83, SEAlang record 424]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p424.i83,,,,
PKher,pkh-433-84,*ɛsɛd,to stop,,*ɛsɛd,,"munda1968proto[p. 84, SEAlang record 433]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p433.i84,,,,
PKher,pkh-463-86,*ɛsɛl,fair,,*ɛsɛl,,"munda1968proto[p. 86, SEAlang record 463]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p463.i86,,,,
PKher,pkh-468-87,*ɛsɛr,to occupy,,*ɛsɛr,,"munda1968proto[p. 87, SEAlang record 468]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p468.i87,,,,
PKher,pkh-417-83,*ɛtaŋ,thin,,*ɛtaŋ,,"munda1968proto[p. 83, SEAlang record 417]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p417.i83,,,,
PKher,pkh-378-80,*ɛtɔm,right side,,*ɛtɔm,,"munda1968proto[p. 80, SEAlang record 378]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p378.i80,,,,adv
PKher,pkh-388-80,*ɛŋ-ɡa,mother,,*ɛŋ-ɡa,,"munda1968proto[p. 80, SEAlang record 388]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p388.i80,,,,
PKher,pkh-360-78,*ɛɟ,to scoop up,,*ɛɟ,,"munda1968proto[p. 78, SEAlang record 360]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p360.i78,,,,
PKher,pkh-467-87,*ɛɡɛr,to scold,,*ɛɡɛr,,"munda1968proto[p. 87, SEAlang record 467]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p467.i87,,,,
PKher,pkh-1096-132,*ɛɳɖaʔ,to throw away,,*ɛɳɖaʔ,,"munda1968proto[p. 132, SEAlang record 1096]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1096.i132,,,,
PKher,pkh-1097-132,*ɛʈaʔ,another,,*ɛʈaʔ,,"munda1968proto[p. 132, SEAlang record 1097]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1097.i132,,,,
PKher,pkh-456-86,*ɛʈkɛɟ,kind of tree,,*ɛʈkɛɟ,,"munda1968proto[p. 86, SEAlang record 456]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p456.i86,,,,
PKher,pkh-449-85,*ɛʈɛɟ,to begin,,*ɛʈɛɟ,,"munda1968proto[p. 85, SEAlang record 449]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p449.i85,,,,
PKher,pkh-961-124,*ɟ(h)ampa,shade; fence,,*ɟ(h)ampa,,"munda1968proto[p. 124, SEAlang record 961]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p961.i124,,,,
PKher,pkh-21-52,*ɟ(h)iki,porcupine,,*ɟ(h)iki,,"munda1968proto[p. 52, SEAlang record 21]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p21.i52,,,,
PKher,pkh-271-71,*ɟa(-l-)pud,rain,,*ɟa(-l-)pud,,"munda1968proto[p. 71, SEAlang record 271]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p271.i71,,,,
PKher,pkh-286-72,*ɟadur,kind of dance,,*ɟadur,,"munda1968proto[p. 72, SEAlang record 286]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p286.i72,,,,
PKher,pkh-503-89,*ɟahɛr,sacred grove,,*ɟahɛr,,"munda1968proto[p. 89, SEAlang record 503]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p503.i89,,,,
PKher,pkh-783-110,*ɟal,to lick,,*ɟal,,"munda1968proto[p. 110, SEAlang record 783]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p783.i110,,,,
PKher,pkh-996-126,*ɟalad,to stick,,*ɟalad,,"munda1968proto[p. 126, SEAlang record 996]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p996.i126,,,,
PKher,pkh-693-103,*ɟalɛ̀,kind of dance,,*ɟalɛ̀,,"munda1968proto[p. 103, SEAlang record 693]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p693.i103,,,,
PKher,pkh-879-116,*ɟambɽɔ̀,kind of snake,,*ɟambɽɔ̀,,"munda1968proto[p. 116, SEAlang record 879]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p879.i116,,,,
PKher,pkh-490-88,*ɟanhɛ,kind of grass,,*ɟanhɛ,,"munda1968proto[p. 88, SEAlang record 490]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p490.i88,,,,
PKher,pkh-279-71,*ɟanum,thorn,,*ɟanum,,"munda1968proto[p. 71, SEAlang record 279]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p279.i71,,,,
PKher,pkh-1047-129,*ɟapar,to split,,*ɟapar,,"munda1968proto[p. 129, SEAlang record 1047]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1047.i129,,,,
PKher,pkh-1007-126,*ɟapaʔ,to close,,*ɟapaʔ,,"munda1968proto[p. 126, SEAlang record 1007]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1007.i126,,,,
PKher,pkh-69-56,*ɟapid,to close eyes,,*ɟapid,,"munda1968proto[p. 56, SEAlang record 69]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p69.i56,,,,
PKher,pkh-69-56,*ɟipid,to close eyes,,*ɟipid,,"munda1968proto[p. 56, SEAlang record 69]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p69.i56:v2,munda1968proto:R:c3.p69.i56,,,
PKher,pkh-280-71,*ɟarum,ripe,,*ɟarum,,"munda1968proto[p. 71, SEAlang record 280]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p280.i71,,,,
PKher,pkh-280-71,*ɟarɔ̀m,ripe,,*ɟarɔ̀m,,"munda1968proto[p. 71, SEAlang record 280]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p280.i71:v2,munda1968proto:R:c3.p280.i71,,,
