Koch,,sagu,sky,,sagu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 42, wordlist item 1, site b Nokshi]",,,silkochbd2011:i001:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,maʔsu,cow,,maʔsu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 80, site r Chandabhoi]",,,silkochbd2011:i080:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,muʃi,buffalo,,muʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 81, site b Nokshi]",,,silkochbd2011:i081:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,muʃi,buffalo,,muʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 81, site c Kholchanda]",,,silkochbd2011:i081:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,bus,buffalo,,bus,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 81, site q Uttor Nokshi]",,,silkochbd2011:i081:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,muʃi,buffalo,,muʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 81, site r Chandabhoi]",,,silkochbd2011:i081:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,koroŋ,horn (of buffalo),,koroŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 82, site b Nokshi]",,,silkochbd2011:i082:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,koroŋ,horn (of buffalo),,koroŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 82, site c Kholchanda]",,,silkochbd2011:i082:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,koroŋ,horn (of buffalo),,koroŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 82, site q Uttor Nokshi]",,,silkochbd2011:i082:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,koroŋ,horn (of buffalo),,koroŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 82, site r Chandabhoi]",,,silkochbd2011:i082:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,dimai̯,tail,,dimai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 83, site b Nokshi]",,,silkochbd2011:i083:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,dimai̯,tail,,dimai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 83, site c Kholchanda]",,,silkochbd2011:i083:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,niŋur,tail,,niŋur,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 83, site q Uttor Nokshi]",,,silkochbd2011:i083:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,dimai̯,tail,,dimai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 83, site r Chandabhoi]",,,silkochbd2011:i083:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,purun,goat,,purun,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 84, site b Nokshi]",,,silkochbd2011:i084:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,purun,goat,,purun,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 84, site c Kholchanda]",,,silkochbd2011:i084:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,purun,goat,,purun,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 84, site q Uttor Nokshi]",,,silkochbd2011:i084:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,purun,goat,,purun,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 84, site r Chandabhoi]",,,silkochbd2011:i084:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,moʃai̯,rat,,moʃai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 86, site b Nokshi]",,,silkochbd2011:i086:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,moʃai̯,rat,,moʃai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 86, site c Kholchanda]",,,silkochbd2011:i086:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,motʃot,rat,,motʃot,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 86, site q Uttor Nokshi]",,,silkochbd2011:i086:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,moʃai̯,rat,,moʃai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 86, site r Chandabhoi]",,,silkochbd2011:i086:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tau̯,chicken (adult female),,tau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 87, site b Nokshi]",,,silkochbd2011:i087:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tau̯,chicken (adult female),,tau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 87, site c Kholchanda]",,,silkochbd2011:i087:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tau̯,chicken (adult female),,tau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 87, site q Uttor Nokshi]",,,silkochbd2011:i087:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tau̯,chicken (adult female),,tau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 87, site r Chandabhoi]",,,silkochbd2011:i087:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,pitɨk,egg,,pitɨk,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 88, site b Nokshi]",,,silkochbd2011:i088:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,pitɨk,egg,,pitɨk,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 88, site c Kholchanda]",,,silkochbd2011:i088:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tau̯tɨk,egg,,tau̯tɨk,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 88, site q Uttor Nokshi]",,,silkochbd2011:i088:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,pitɨk,egg,,pitɨk,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 88, site r Chandabhoi]",,,silkochbd2011:i088:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,na,fish,,na,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 89, site b Nokshi]",,,silkochbd2011:i089:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,na,fish,,na,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 89, site c Kholchanda]",,,silkochbd2011:i089:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,na,fish,,na,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 89, site q Uttor Nokshi]",,,silkochbd2011:i089:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,na,fish,,na,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 89, site r Chandabhoi]",,,silkochbd2011:i089:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,haŋsu,duck,,haŋsu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 90, site b Nokshi]",,,silkochbd2011:i090:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,haŋsu,duck,,haŋsu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 90, site c Kholchanda]",,,silkochbd2011:i090:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,hantʃuk,duck,,hantʃuk,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 90, site q Uttor Nokshi]",,,silkochbd2011:i090:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,haŋsu,duck,,haŋsu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 90, site r Chandabhoi]",,,silkochbd2011:i090:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tau̯,bird,,tau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 91, site b Nokshi]",,,silkochbd2011:i091:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tau̯,bird,,tau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 91, site c Kholchanda]",,,silkochbd2011:i091:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tau̯,bird,,tau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 91, site q Uttor Nokshi]",,,silkochbd2011:i091:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tau̯,bird,,tau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 91, site r Chandabhoi]",,,silkochbd2011:i091:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tʃoŋ,insect,,tʃoŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 92, site b Nokshi]",,,silkochbd2011:i092:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tʃoŋ,insect,,tʃoŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 92, site c Kholchanda]",,,silkochbd2011:i092:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tʃoŋ,insect,,tʃoŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 92, site q Uttor Nokshi]",,,silkochbd2011:i092:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tʃoŋ,insect,,tʃoŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 92, site r Chandabhoi]",,,silkochbd2011:i092:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,atʃɛp,cockroach,,atʃɛp,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 93, site b Nokshi]",,,silkochbd2011:i093:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,atʃɛp,cockroach,,atʃɛp,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 93, site c Kholchanda]",,,silkochbd2011:i093:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tɛltʃora,cockroach,,tɛltʃora,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 93, site q Uttor Nokshi]",,,silkochbd2011:i093:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,atʃɛp,cockroach,,atʃɛp,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 47, wordlist item 93, site r Chandabhoi]",,,silkochbd2011:i093:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,nijatʃoŋ,bee,,nijatʃoŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 94, site b Nokshi]",,,silkochbd2011:i094:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,nija (tʃoŋ),bee,,nija (tʃoŋ),lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 94, site c Kholchanda]",,,silkochbd2011:i094:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,nɛ,bee,,nɛ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 94, site q Uttor Nokshi]",,,silkochbd2011:i094:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,nija (tʃoŋ),bee,,nija (tʃoŋ),lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 94, site r Chandabhoi]",,,silkochbd2011:i094:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,nijatʃoŋ,bee,,nijatʃoŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 94, site r Chandabhoi]",,,silkochbd2011:i094:r:2,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,mai̯ paratʃoŋ,fly,,mai̯ paratʃoŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 95, site b Nokshi]",,,silkochbd2011:i095:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,mai̯ paratʃoŋ,fly,,mai̯ paratʃoŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 95, site c Kholchanda]",,,silkochbd2011:i095:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tʃoŋ,fly,,tʃoŋ,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 95, site q Uttor Nokshi]",,,silkochbd2011:i095:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,mai̯ paratʃoŋ,fly,,mai̯ paratʃoŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 95, site r Chandabhoi]",,,silkochbd2011:i095:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,makrɛk,spider,,makrɛk,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 96, site q Uttor Nokshi]",,,silkochbd2011:i096:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,sɛmal,ant,,sɛmal,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 97, site b Nokshi]",,,silkochbd2011:i097:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,ʃɛmar,ant,,ʃɛmar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 97, site c Kholchanda]",,,silkochbd2011:i097:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,ʃimer,ant,,ʃimer,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 97, site q Uttor Nokshi]",,,silkochbd2011:i097:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,sɛmar,ant,,sɛmar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 97, site r Chandabhoi]",,,silkochbd2011:i097:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tʃoŋdaŋlaŋ,mosquito,,tʃoŋdaŋlaŋ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 98, site b Nokshi]",,,silkochbd2011:i098:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tʃoŋ,mosquito,,tʃoŋ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 98, site c Kholchanda]",,,silkochbd2011:i098:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,gaŋgutʃuŋ,mosquito,,gaŋgutʃuŋ,lexical-similarity group 5,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 98, site q Uttor Nokshi]",,,silkochbd2011:i098:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tʃoŋ,mosquito,,tʃoŋ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 98, site r Chandabhoi]",,,silkochbd2011:i098:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,dukum,head,,dukum,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 99, site b Nokshi]",,,silkochbd2011:i099:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,dukum,head,,dukum,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 99, site c Kholchanda]",,,silkochbd2011:i099:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,dɨkɨm,head,,dɨkɨm,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 99, site q Uttor Nokshi]",,,silkochbd2011:i099:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,dukum,head,,dukum,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 99, site r Chandabhoi]",,,silkochbd2011:i099:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,mukʰaŋ,face,,mukʰaŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 100, site b Nokshi]",,,silkochbd2011:i100:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,mukʰaŋ,face,,mukʰaŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 100, site c Kholchanda]",,,silkochbd2011:i100:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,məhəŋ,face,,məhəŋ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 100, site q Uttor Nokshi]",,,silkochbd2011:i100:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,mukʰaŋ,face,,mukʰaŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 100, site r Chandabhoi]",,,silkochbd2011:i100:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,kalkʰu,neck,,kalkʰu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 101, site b Nokshi]",,,silkochbd2011:i101:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,kalkʰu,neck,,kalkʰu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 101, site c Kholchanda]",,,silkochbd2011:i101:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,gala,neck,,gala,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 101, site q Uttor Nokshi]",,,silkochbd2011:i101:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,kalkʰu,neck,,kalkʰu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 101, site r Chandabhoi]",,,silkochbd2011:i101:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,kʰau̯,hair,,kʰau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 102, site b Nokshi]",,,silkochbd2011:i102:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,kʰau̯,hair,,kʰau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 102, site c Kholchanda]",,,silkochbd2011:i102:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,hʌu̯,hair,,hʌu̯,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 102, site q Uttor Nokshi]",,,silkochbd2011:i102:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,kʰau̯,hair,,kʰau̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 102, site r Chandabhoi]",,,silkochbd2011:i102:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,nukun,eye,,nukun,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 103, site q Uttor Nokshi]",,,silkochbd2011:i103:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,nakuŋ,nose,,nakuŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 104, site q Uttor Nokshi]",,,silkochbd2011:i104:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,nakʰar,ear,,nakʰar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 105, site b Nokshi]",,,silkochbd2011:i105:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,nakʰar,ear,,nakʰar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 105, site c Kholchanda]",,,silkochbd2011:i105:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,nakor,ear,,nakor,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 105, site q Uttor Nokshi]",,,silkochbd2011:i105:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,nakʰar,ear,,nakʰar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 105, site r Chandabhoi]",,,silkochbd2011:i105:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tʃapa,cheek,,tʃapa,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 106, site q Uttor Nokshi]",,,silkochbd2011:i106:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,katʰolok,chin,,katʰolok,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 107, site b Nokshi]",,,silkochbd2011:i107:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,katʰolok,chin,,katʰolok,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 107, site c Kholchanda]",,,silkochbd2011:i107:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,dadi,chin,,dadi,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 48, wordlist item 107, site q Uttor Nokshi]",,,silkochbd2011:i107:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
