Goj,,dʒhɑn,body,,dʒhɑn,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 42, printed p. 34, item 1, list UDH]",,,sileasterngujari2023:p042:i001:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,mɪʈːi,dust,,mɪʈːi,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 51, printed p. 43, item 59, list HAL]",,,sileasterngujari2023:p051:i059:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,sonɑ,gold,,sonɑ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 51, printed p. 43, item 60, list UDH]",,,sileasterngujari2023:p051:i060:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,sono,gold,,sono,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 51, printed p. 43, item 60, list JAM]",,,sileasterngujari2023:p051:i060:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,sonɑ,gold,,sonɑ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 51, printed p. 43, item 60, list CHA]",,,sileasterngujari2023:p051:i060:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,sonɑ,gold,,sonɑ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 51, printed p. 43, item 60, list RAM]",,,sileasterngujari2023:p051:i060:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,sɔno,gold,,sɔno,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 51, printed p. 43, item 60, list NAL]",,,sileasterngujari2023:p051:i060:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,sono,gold,,sono,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 51, printed p. 43, item 60, list DEH]",,,sileasterngujari2023:p051:i060:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,sɔno,gold,,sɔno,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 51, printed p. 43, item 60, list KOT]",,,sileasterngujari2023:p051:i060:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,sono,gold,,sono,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 51, printed p. 43, item 60, list HAL]",,,sileasterngujari2023:p051:i060:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,buto,tree,,buto,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 61, list UDH]",,,sileasterngujari2023:p052:i061:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,buto,tree,,buto,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 61, list JAM]",,,sileasterngujari2023:p052:i061:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,buʈo,tree,,buʈo,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 61, list CHA]",,,sileasterngujari2023:p052:i061:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,budo,tree,,budo,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 61, list RAM]",,,sileasterngujari2023:p052:i061:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,buʈo,tree,,buʈo,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 61, list NAL]",,,sileasterngujari2023:p052:i061:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,bhuto,tree,,bhuto,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 61, list DEH]",,,sileasterngujari2023:p052:i061:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,bhuto,tree,,bhuto,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 61, list KOT]",,,sileasterngujari2023:p052:i061:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,buto,tree,,buto,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 61, list HAL]",,,sileasterngujari2023:p052:i061:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,pʌtːʌɾ,leaf,,pʌtːʌɾ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 62, list UDH]",,,sileasterngujari2023:p052:i062:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,pʌtːʌɾ,leaf,,pʌtːʌɾ,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 62, list JAM]",,,sileasterngujari2023:p052:i062:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,pʌtʌɾ,leaf,,pʌtʌɾ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 62, list CHA]",,,sileasterngujari2023:p052:i062:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,pʌtʌɾ,leaf,,pʌtʌɾ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 62, list RAM]",,,sileasterngujari2023:p052:i062:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,pʌt,leaf,,pʌt,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 62, list NAL]",,,sileasterngujari2023:p052:i062:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,pʌt,leaf,,pʌt,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 62, list DEH]",,,sileasterngujari2023:p052:i062:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,pɐt,leaf,,pɐt,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 62, list KOT]",,,sileasterngujari2023:p052:i062:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,pʌt,leaf,,pʌt,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 62, list HAL]",,,sileasterngujari2023:p052:i062:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,dʒʌɽ,root,,dʒʌɽ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 63, list UDH]",,,sileasterngujari2023:p052:i063:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,dʒʌɽ,root,,dʒʌɽ,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 63, list JAM]",,,sileasterngujari2023:p052:i063:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,dʒjʌɽ,root,,dʒjʌɽ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 63, list CHA]",,,sileasterngujari2023:p052:i063:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,dʒʌɽ,root,,dʒʌɽ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 63, list RAM]",,,sileasterngujari2023:p052:i063:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,dʒʌɽ,root,,dʒʌɽ,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 63, list NAL]",,,sileasterngujari2023:p052:i063:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,dʒʌɽ,root,,dʒʌɽ,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 63, list DEH]",,,sileasterngujari2023:p052:i063:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,dʒʌɽ,root,,dʒʌɽ,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 63, list KOT]",,,sileasterngujari2023:p052:i063:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,dʒʌɽ,root,,dʒʌɽ,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 63, list HAL]",,,sileasterngujari2023:p052:i063:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,kʌɳɖo,thorn,,kʌɳɖo,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 64, list UDH]",,,sileasterngujari2023:p052:i064:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kʌɳɖɑ,thorn,,kʌɳɖɑ,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 64, list JAM]",,,sileasterngujari2023:p052:i064:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,kʌɳɖɑ,thorn,,kʌɳɖɑ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 64, list CHA]",,,sileasterngujari2023:p052:i064:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kʌɳɖo,thorn,,kʌɳɖo,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 64, list RAM]",,,sileasterngujari2023:p052:i064:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,kʌɳɖo,thorn,,kʌɳɖo,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 64, list NAL]",,,sileasterngujari2023:p052:i064:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kʌɳɖo,thorn,,kʌɳɖo,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 64, list DEH]",,,sileasterngujari2023:p052:i064:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,kʌɳɖo,thorn,,kʌɳɖo,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 64, list KOT]",,,sileasterngujari2023:p052:i064:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kʌɳɖo,thorn,,kʌɳɖo,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 64, list HAL]",,,sileasterngujari2023:p052:i064:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,phʊl,flower,,phʊl,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 65, list UDH]",,,sileasterngujari2023:p052:i065:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ɸol,flower,,ɸol,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 65, list JAM]",,,sileasterngujari2023:p052:i065:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,phʊl,flower,,phʊl,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 65, list CHA]",,,sileasterngujari2023:p052:i065:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ɸol,flower,,ɸol,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 65, list RAM]",,,sileasterngujari2023:p052:i065:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,ɸol,flower,,ɸol,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 65, list NAL]",,,sileasterngujari2023:p052:i065:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,phʊl,flower,,phʊl,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 65, list DEH]",,,sileasterngujari2023:p052:i065:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,phɔl,flower,,phɔl,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 65, list KOT]",,,sileasterngujari2023:p052:i065:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,phɔl,flower,,phɔl,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 65, list HAL]",,,sileasterngujari2023:p052:i065:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,phʌl,fruit,,phʌl,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 66, list UDH]",,,sileasterngujari2023:p052:i066:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ɸʌl,fruit,,ɸʌl,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 66, list JAM]",,,sileasterngujari2023:p052:i066:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,phʌl,fruit,,phʌl,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 66, list CHA]",,,sileasterngujari2023:p052:i066:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ɸʌl,fruit,,ɸʌl,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 66, list RAM]",,,sileasterngujari2023:p052:i066:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,ɸʌl,fruit,,ɸʌl,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 66, list NAL]",,,sileasterngujari2023:p052:i066:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,phʌl,fruit,,phʌl,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 66, list DEH]",,,sileasterngujari2023:p052:i066:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,phʌl,fruit,,phʌl,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 66, list KOT]",,,sileasterngujari2023:p052:i066:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,phʌl,fruit,,phʌl,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 52, printed p. 44, item 66, list HAL]",,,sileasterngujari2023:p052:i066:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,ɑm,mango,,ɑm,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 67, list UDH]",,,sileasterngujari2023:p053:i067:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ʌmb,mango,,ʌmb,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 67, list JAM]",,,sileasterngujari2023:p053:i067:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ʌm,mango,,ʌm,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 67, list CHA]",,,sileasterngujari2023:p053:i067:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ʌmb,mango,,ʌmb,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 67, list RAM]",,,sileasterngujari2023:p053:i067:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,ʌm,mango,,ʌm,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 67, list NAL]",,,sileasterngujari2023:p053:i067:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,ɑmb,mango,,ɑmb,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 67, list DEH]",,,sileasterngujari2023:p053:i067:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,ɑmb,mango,,ɑmb,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 67, list KOT]",,,sileasterngujari2023:p053:i067:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,ɑmb,mango,,ɑmb,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 67, list HAL]",,,sileasterngujari2023:p053:i067:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,kelo,banana,,kelo,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 68, list UDH]",,,sileasterngujari2023:p053:i068:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kelo,banana,,kelo,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 68, list JAM]",,,sileasterngujari2023:p053:i068:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,kelɑ,banana,,kelɑ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 68, list CHA]",,,sileasterngujari2023:p053:i068:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kelo,banana,,kelo,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 68, list RAM]",,,sileasterngujari2023:p053:i068:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,kelo,banana,,kelo,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 68, list NAL]",,,sileasterngujari2023:p053:i068:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kelɑ,banana,,kelɑ,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 68, list DEH]",,,sileasterngujari2023:p053:i068:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,kelɑ,banana,,kelɑ,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 68, list KOT]",,,sileasterngujari2023:p053:i068:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kelo,banana,,kelo,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 68, list HAL]",,,sileasterngujari2023:p053:i068:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,kãɽək,wheat (husked),,kãɽək,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 69, list UDH]",,,sileasterngujari2023:p053:i069:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kʌɳʌkh,wheat (husked),,kʌɳʌkh,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 53, printed p. 45, item 69, list JAM]",,,sileasterngujari2023:p053:i069:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
