ktivi,n1122,ćâvř′u,the area inhabited by the Saňu (Wâmâi) people: wâmâ,,,"[cf. Psht. Ačaṇ’u ‘Gřâmsaňâ Gřâ:m, a village below Wâmâ’]",strand,,,,,,,spatial dialect:Katavari%3A%20Ktivi
Kam,n1122,ćâň′u,the area inhabited by the Saňu (Wâmâi) people: wâmâ,,,"[cf. Psht. Ačaṇ’u ‘Gřâmsaňâ Gřâ:m, a village below Wâmâ’]",strand,,,,,,,spatial dialect:Kamviri
Kam,n1122,ćâň′u vâňi,man from Ćâň′u,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n1122,saň′u,Saňu; the name of the people of Sâma (Wâmâ),,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sanu,n1122,saňu viːr′i,language of the Saňu of Wâmâ,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n1123,ćav′e,drilled hole,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1123,ć′üa,drilled hole,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n1123,ć′um,drilled hole,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n1123,ćav′e-,"bore a hole, make a hole",,,,strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n1123,ć′üa-,"bore a hole, make a hole",,,,strand,,,,,,,verb tr dialect:Kamviri
usut,n1124,zü:m′i,"Sâma, a Saňu village in the Pech Valley; Wâmâ",,,,morgenstierne,,,,,,,spatial dialect:Prasun%3A%20Usut
sanu,n1124,sâm′a,"Sâma, a Saňu village in the Pech Valley; Wâmâ",,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n1124,šemi,"Sâma, a Saňu village in the Pech Valley; Wâmâ",,,,strand,,,,,,,spatial dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n1124,šo˜,man from Wâmâ,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1125,ćâćk′e-,sting,,,[reduplicated?],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n1125,ćâćk′a-,sting,,,[reduplicated?],strand,,,,,,,verb intr dialect:Kamviri
sanu,n1125,źaźak-âː-,cause to sting,,,[reduplicated?],strand,,,,,,,verb tr dialect:Ashkun%3A%20Sanu
sec,n1126,t′âpu˜,new-born lamb,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sanu,n1126,ćipř′âː˜,lamb (to 3 months),,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n1127,ćk′i,a Vay village west of the Kunar River: ćawkay,,,,strand,,,,,,,spatial dialect:Kamviri
nis,n1127,ćuki,a Vay village west of the Kunar River: ćawkay,,,,strand,,,,,,,spatial dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1128,sać′uř,thin [?; Prs. bârik],,,,strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
ktivi,n1128,sać′u,small [livestock only?],,,,strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n1128,turć′a˜,small,,,,strand,,,,,,,adj dialect:Kamviri
nis,n1132,to,that; him; her; it; [Conceptual oblique],,,,strand,,,,,,,pron dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n1133,t′uara,the other (archaic),,,,strand,,,,,,,pron dialect:Kamviri
usut,n1135,-Ų,he; she; it [Immediate-Mode Verbal Subject suffix],,,,buddruss,,,,,,,pron dialect:Prasun%3A%20Usut
sanu,n1136,-i,he; she; it [Verbal Subject suffix],,,,strand,,,,,,,pron dialect:Ashkun%3A%20Sanu
nis,n1136,-i,he; she; it [Verbal Subject suffix],,,,strand,,,,,,,pron dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1139,-i-,,,,[+],strand,,,,,,,suffix dialect:Katavari%3A%20Ktivi
Kam,n1139,-i-,,,,[+],strand,,,,,,,suffix dialect:Kamviri
nis,n1139,-e-,,,,[+],strand,,,,,,,dir dialect:Nuristani%20Kalasha%3A%20Nisheigram suffix
nis,n1139,-e-,,,,[+],strand,,,,,,,dir dialect:Nuristani%20Kalasha%3A%20Nisheigram suffix
ktivi,n1140,-řa-,,,,[+],strand,,,,,,,suffix dialect:Katavari%3A%20Ktivi
Kam,n1140,-řa-,,,,[+],strand,,,,,,,suffix dialect:Kamviri
ktivi,n1141,-ta-,,,,[+],strand,,,,,,,suffix dialect:Katavari%3A%20Ktivi
Kam,n1141,-ta-,,,,[+],strand,,,,,,,suffix dialect:Kamviri
usut,n1144,′üo,you (thou),,,,buddruss,,,,,,,pron dialect:Prasun%3A%20Usut
sec,n1144,üy′u,you (thou),,,,morgenstierne,,,,,,,pron dialect:Prasun%3A%20Sec
ktivi,n1144,ti′u,you (thou),,,[= T. 14573],strand,,,,,,,pron dialect:Katavari%3A%20Ktivi
Kam,n1144,t′ü,you (thou),,,[= T. 14573],strand,,,,,,,pron dialect:Kamviri
sanu,n1144,t′u,you (thou),,,,strand,,,,,,,pron dialect:Ashkun%3A%20Sanu
nis,n1144,tü,you (thou),,,[= T. 14573],strand,,,,,,,pron dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n1144,t′u,you (thou),,,[+],morgenstierne,,,,,,,pron dialect:Tregami%3A%20Gambir
usut,n1145,üt′eš,to thee,,,[+],buddruss,,,,,,,pron dialect:Prasun%3A%20Usut
sec,n1145,üty′öiš,you (thee) [oblique],,,[+],morgenstierne,,,,,,,pron dialect:Prasun%3A%20Sec
ktivi,n1148,t′u,you (thee) [oblique],,,[= T. 14573],strand,,,,,,,pron dialect:Katavari%3A%20Ktivi
Kam,n1148,t′ua,you (thee) [oblique],,,[= T. 14573],strand,,,,,,,pron dialect:Kamviri
Kam,n1148,t′u,your (thy),,,[= T. 14573],strand,,,,,,,pron dialect:Kamviri
sanu,n1148,t′o,you (thee) [oblique],,,[+],strand,,,,,,,pron dialect:Ashkun%3A%20Sanu
sanu,n1148,t′o-âː,your (thy),,,[+],strand,,,,,,,pron dialect:Ashkun%3A%20Sanu
nis,n1148,t′u-ba,your (thy),,,[= T. 14573],strand,,,,,,,pron dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n1148,tu,you (thee) [oblique],,,[= T. 14573],strand,,,,,,,pron dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n1148,t′o,you (thee),,,[+],morgenstierne,,,,,,,pron dialect:Tregami%3A%20Gambir
usut,n1151,i,your (thy),,,,strand,,,,,,,pron dialect:Prasun%3A%20Usut
sec,n1151,i˜,your (thy),,,,morgenstierne,,,,,,,pron dialect:Prasun%3A%20Sec
gamb,n1153,t′ârâ,your (thy),,,[+],morgenstierne,,,,,,,pron dialect:Tregami%3A%20Gambir
ktivi,n1155,-ti,,,,[+],strand,,,,,,,spatial temporal dialect:Katavari%3A%20Ktivi
Kam,n1155,-ti,,,,[+],strand,,,,,,,spatial temporal dialect:Kamviri
usut,n1157,-te,nearest [1st degree of distance],,,,buddruss,,,,,,,spatial dialect:Prasun%3A%20Usut
Kam,5958,t′el,oil; kerosene,,,[+; probably < Prs.],strand,,,,,,,noun dialect:Kamviri
sanu,n1158,tâkâr′a,rag,,,[?],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sec,n1159,ṭâg,ill; sick,,,,morgenstierne,,,,,,,adj dialect:Prasun%3A%20Sec
ktivi,n1159,trk′a,rag,,,[?],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1159,trâk′a,rag,,,[?],strand,,,,,,,noun dialect:Kamviri
Kam,5633.1,t′uř,layer,,,[+],strand,,,,,,,noun dialect:Kamviri
Kam,5633.1,t′uř,sole (measure for layers of sole-leather),,,[+],strand,,,,,,,noun dialect:Kamviri
nis,n1160,tarâ˜t,near,,,,strand,,,,,,,spatial dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n1160,tar′ant,near,,,[+],morgenstierne,,,,,,,spatial dialect:Tregami%3A%20Gambir
sanu,n1161,târâl′i,three-sided “pig sticker”; sword,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n1161,tareli,sword,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n1162,tr′âž,sword,,,[cf. Kmkt. tr′evoč],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n1162,trav′oǰ,three-sided “pig sticker”; sword,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n1162,tr′e voč,three-sided “pig sticker”; sword,,,"[in alternative Kmkt.kmv form tr′ekoč, k is back formation from morpheme- initial v before o]",strand,,,,,,,noun f dialect:Kamviri
Kam,n1163,târi′ok,opium,,,,strand,,,,,,,noun dialect:Kamviri
Kam,5727,tr′âp,quick (ideophone indicating fast movement),,,[+],strand,,,,,,,interj dialect:Kamviri
ktivi,n1167,t′o,father,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1167,t′ot,father,,,,strand,,,,,,,noun dialect:Kamviri
vagal,n1167,tata,father,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Vagal
ames,n1167,tâta,father,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Amesdes
nis,n1167,tâti,father,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n1167,t′ât,father,,,[+],morgenstierne,,,,,,,noun dialect:Tregami%3A%20Gambir
ktivi,n1168,te,,,,[+],strand,,,,,,,part emph dialect:Katavari%3A%20Ktivi
Kam,n1168,de,,,,[+],strand,,,,,,,part emph dialect:Kamviri
nis,n1168,-da,,,,[+],strand,,,,,,,part emph dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n1169,di,,,,[+],strand,,,,,,,part emph dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,5735,tâl′a-,"separate chaff or dirt [from grain, sugar, etc.] by tossing it so that the chaff collects in a separate pile",,,[+],strand,,,,,,,verb tr dialect:Kamviri
nis,5651,tana,baby,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n1170,tâŋt′aŋa,"tight [clothes, jewelry]",,,,strand,,,,,,,adj dialect:Kamviri
ktivi,5627,taŋ′e-,grow big [animate],,,[+],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,5627,tâŋ′a-,grow big [animate],,,[+],strand,,,,,,,verb intr dialect:Kamviri
sec,5663,uṭäk,loom,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
nis,n1171,tapa,team,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n1172,t′uare˜,near,,,,strand,,,,,,,spatial dialect:Kamviri
sanu,n1172,patavar′ak,near,,,,strand,,,,,,,spatial dialect:Ashkun%3A%20Sanu
Kam,n1173,tâv′ić,talisman,,,,strand,,,,,,,noun f dialect:Kamviri
ktivi,n1174,tâmb′oki,tobacco,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1174,tâmk′ü,tobacco,,,,strand,,,,,,,noun dialect:Kamviri
nis,n1174,tamakü,tobacco,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n1175,tâv′il ku-,deliver,,,,strand,,,,,,,verb tr dialect:Kamviri
sec,n1176,ta,river,,,[?; v. Morgenstierne 1949: 272],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n1177,tâǰ′a,maize,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1177,tâǰ′üň,sorghum (considered to be a kind of millet),,,,strand,,,,,,,noun dialect:Kamviri
sanu,n1177,tâiẓ′uː˜,sorghum,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n1177,tala˜zü,sorghum,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,5748,-toř,,,,[+; originally from driving animals to their deaths?],strand,,,,,,,noun dialect:Kamviri
ktivi,n1178,tr′ez,scales,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1178,târź′a,scales,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n1178,târânź′a,scales,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
usut,n1179,tâdb′â,agnate,,,,strand,,,,,,,noun dialect:Prasun%3A%20Usut
supu,n1179,t′âdbâ,agnate,,,,strand,,,,,,,noun dialect:Prasun%3A%20Supu
ktivi,n1179,t′ot břo,male agnate,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1179,t′otbřo,male agnate,,,,strand,,,,,,,noun dialect:Kamviri
vagal,n1179,tatabřa,agnates,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Vagal
nis,n1179,tati-brâ,male agnate,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n1180,t′os,top of shoulder,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n1180,t′âs,top of shoulder,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,5766.2,tanü,consanguineal kinsman,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1181,t′on,woolen cloth,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1181,t′on,woolen cloth,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n1181,t′âːn,woolen cloth,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n1182,tâm′ik,markhor kid,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1182,tâm′ü,markhor kid,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n1182,tâmiš′a,markhor kid,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n1182,tamuṣa,female markhor kid,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n1183,ṭ′im,can,,,,strand,,,,,,,noun dialect:Kamviri
ktivi,n1186,t′eć kana,kind of live oak with smooth leaf margins,,,[+],strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n1186,t′eć kâno,kind of live oak with smooth leaf margins,,,[+],strand,,,,,,,noun f dialect:Kamviri
ktivi,n1189,t′in,wine,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1189,t′in,wine,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n1189,t′in,wine,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n1193,sać′e-,hew; plane,,,,strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n1193,tâć′a-,hew; plane,,,,strand,,,,,,,verb tr dialect:Kamviri
sanu,n1193,t′oː˜ć-ie-,hew; plane,,,,strand,,,,,,,verb tr dialect:Ashkun%3A%20Sanu
ktivi,n1196,p′a trave-,attack,,,[+],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n1196,târ′a-,pass (by); cross (over); go over; overflow,,,[+],strand,,,,,,,verb intr dialect:Kamviri
Kam,n1199,t′ur,ford; animal trail,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n1199,âbot′ar,ford,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n1202,tâ·′i,thorn; bramble,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n1202,tâň′i,thorn; bramble,,,,strand,,,,,,,noun f dialect:Kamviri
Kam,n1205,t′üř,weight measure: = about 12 Kâbuli paw,,,,strand,,,,,,,num dialect:Kamviri
ktivi,n1208,tuř′e-,weigh,,,[or T. 5979 tol-′aya-ti ‘lifts; weighs’],strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n1208,tuř′a-,weigh,,,[or T. 5979 tol-′aya-ti ‘lifts; weighs’],strand,,,,,,,verb tr dialect:Kamviri
sanu,n1208,toːlie-,weigh,,,[or T. 5979 tol-′aya-ti ‘lifts; weighs’],strand,,,,,,,verb tr dialect:Ashkun%3A%20Sanu
nis,n1208,tula-,measure,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
sanu,n1212,tâlim′âː,forehead,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n1212,tâlük,forehead,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1216,tuřak′a,thin; shallow,,,[cf. Pok. 1065 ten-₁ ‘extend; stretch; span’],strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n1216,tuň′uka,thin; shallow,,,[cf. Pok. 1065 ten-₁ ‘extend; stretch; span’],strand,,,,,,,adj dialect:Kamviri
nis,n1216,tu˜ka,thin,,,[cf. Pok. 1065 ten-₁ ‘extend; stretch; span’],strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1220,tp′e-,become hot,,,[+],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n1220,tâp′a-,become hot,,,[+],strand,,,,,,,verb intr dialect:Kamviri
sanu,n1220,tap-′ie-,become hot,,,[+],strand,,,,,,,verb dialect:Ashkun%3A%20Sanu
sec,n1224,t′âbe,hot [heat?],,,[- T. 5686 tap-ya-t′u-],morgenstierne,,,,,,,adj dialect:Prasun%3A%20Sec
ktivi,n1224,t′op,heat,,,[- T. 5685 tap-ya-t′i-],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1224,t′op,heat,,,[- T. 5685 tap-ya-t′i-],strand,,,,,,,noun dialect:Kamviri
ktivi,n1228,b′etot,endeavor,,,[?; whence be and o?],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1228,b′etot,endeavor,,,[?; whence be and o?],strand,,,,,,,noun dialect:Kamviri
sanu,n1228,bet′âːt,endeavor,,,[?; whence be and â?],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n1232,trâmš′a,twilight; waning light,,,,strand,,,,,,,noun dialect:Kamviri
nis,n1232,tramaša,dark; stingy (fem.),,,,strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,5925,taṛa-,pull apart; stretch,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1233,turi′e-,turn to yoghurt [milk],,,,strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n1233,tr′üa-,turn to yoghurt [milk],,,,strand,,,,,,,verb intr dialect:Kamviri
sanu,n1233,truv-ie-,turn to yoghurt [milk],,,,strand,,,,,,,verb dialect:Ashkun%3A%20Sanu
nis,n1233,trö-,turn to yoghurt [milk],,,,strand,,,,,,,verb intr dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n1234,čü′u,curdled milk,,,[= T. 14576],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n1234,tru′i,yoghurt,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1234,tr′üa źu,yoghurt,,,,strand,,,,,,,noun dialect:Kamviri
nis,n1234,trö zor,yoghurt,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1237,tâvr′ak,fly,,,[+; cf. OIA tvar ‘hasten’],strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n1237,t′üruk,fly,,,[+; cf. OIA tvar ‘hasten’],strand,,,,,,,noun f dialect:Kamviri
ktivi,n1238,ti′us,empty millet ear used for fodder,,,[ṣ in OIA],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1238,t′üs,empty millet ear used for fodder,,,[ṣ in OIA],strand,,,,,,,noun dialect:Kamviri
nis,n1238,tüs,empty millet ear used for fodder,,,[ṣ in OIA],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,5904,tul′ik ḍun,stick for applying kohl,,,[+],strand,,,,,,,noun f dialect:Kamviri
Kam,n1239,tâlv′iša,owner of an adjoining field,,,,strand,,,,,,,noun dialect:Kamviri
nis,n1239,tol-veša,owner of an adjoining field,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1240,tp′ak,gun; rifle,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n1240,tupk′on,cannon,,,,strand,,,,,,,noun f dialect:Kamviri
Kam,n1240,tâpk′a,gun; rifle,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n1240,tup′âk,gun; rifle,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n1240,tüpak,gun; rifle,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1241,tâm′on,Afghan-style baggy trousers,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1241,tâm′on,Afghan-style baggy trousers,,,,strand,,,,,,,noun dialect:Kamviri
Kam,6011,tr′âa˜ča,"guard, watchman",,,[+],strand,,,,,,,noun dialect:Kamviri
Kam,n1242,trk′i,crack,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n1242,trikâ-gast′a,cracked [cup],,,,strand,,,,,,,adj dialect:Ashkun%3A%20Sanu
sec,n1243,ṭapale,wet,,,[+; = T. 14575; doubtful T. 5929 & T. 14575 tr̥pâla- ‘satisfying’],morgenstierne,,,,,,,adj dialect:Prasun%3A%20Sec
ktivi,n1243,trav′ela,"soft, mushy (from being wet)",,,,strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n1243,trup′ala,"soft, mushy (from being wet)",,,,strand,,,,,,,adj dialect:Kamviri
sanu,n1243,trupâl′a,"soft, mushy (from being wet)",,,,strand,,,,,,,adj dialect:Ashkun%3A%20Sanu
nis,n1243,trüpala,wet,,,,strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n1243,trüpala,mud,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
zumu,n1247,či,three,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Zumu
sec,n1247,ćši,three,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Sec
ktivi,n1247,tr′e,three,,,,strand,,,,,,,num dialect:Katavari%3A%20Ktivi
Kam,n1247,tr′e,three,,,,strand,,,,,,,num dialect:Kamviri
sanu,n1247,tr′a,three,,,,strand,,,,,,,num dialect:Ashkun%3A%20Sanu
nis,n1247,tre,three,,,,strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n1247,tr′e,three,,,[+],morgenstierne,,,,,,,num dialect:Tregami%3A%20Gambir
usut,n1250,ćš′iza,thirteen,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Usut
zumu,n1250,čiz,thirteen,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Zumu
ktivi,n1250,tr′ić,thirteen,,,,strand,,,,,,,num dialect:Katavari%3A%20Ktivi
Kam,n1250,tr′ić,thirteen,,,,strand,,,,,,,num dialect:Kamviri
sanu,n1252,tr′aus,thirteen,,,[+],strand,,,,,,,num dialect:Ashkun%3A%20Sanu
nis,n1252,trü˜š,thirteen,,,,strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n1252,tr′u˜š,thirteen,,,[+],morgenstierne,,,,,,,num dialect:Tregami%3A%20Gambir
ktivi,n1255,tr′ekârik,small of back,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1255,tr′e_kâra,small of back,,,,strand,,,,,,,noun dialect:Kamviri
sec,n1256,čig′i,ankle joint (“triple-joint”),,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
Kam,n1256,trk′iṭ,small bone in knee joint of animals,,,[+],strand,,,,,,,noun dialect:Kamviri
sanu,n1256,trikâṭ′ik,ankle bone; small bone in knee joint of animals,,,[+],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n1259,tri′uće,two years ago,,,[+],strand,,,,,,,adv dialect:Katavari%3A%20Ktivi
Kam,n1259,tr′üće˜,two years ago,,,[+],strand,,,,,,,adv dialect:Kamviri
sanu,n1259,tr′ossa,two years ago,,,[+],strand,,,,,,,spatial temporal dialect:Ashkun%3A%20Sanu
gamb,n1259,tr′iš,the day after tomorrow,,,[+],morgenstierne,,,,,,,spatial temporal dialect:Tregami%3A%20Gambir
ktivi,n1262,tri′eň,young bull (3-4 years),,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1262,tr′aň,young bull (3-4 years),,,,strand,,,,,,,noun dialect:Kamviri
nis,n1262,traṇa,young bull (3-4 years),,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n1262,tr′a˜,bull,,,[+],morgenstierne,,,,,,,noun dialect:Tregami%3A%20Gambir
Kam,n1264,trip′a,tripod to hold pots over fire,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n1265,trav′âi,tripod to hold pots over fire,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n1265,travai,tripod to hold pots over fire,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n1269,uṭ′us,avalanche,,,[- T. 6013 trâsa- ‘fear’],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n1269,tr′us,avalanche; pile of snow left by an avalanche,,,[- T. 6013 trâsa- ‘fear’],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n1269,tr′us,avalanche; pile of snow left by an avalanche,,,[-T. 6013 trâsa- ‘fear’],strand,,,,,,,noun dialect:Kamviri
sanu,n1269,istr′oːs,avalanche; pile of snow left by an avalanche,,,[-T. 6013 trâsa- ‘fear’],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n1269,tros,avalanche; pile of snow left by an avalanche,,,[- T. 6013 trâsa- ‘fear’],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,6567,döv,torch,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n1270,dar′e-,wash,,,,strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n1270,dâr′a-,wash,,,,strand,,,,,,,verb tr dialect:Kamviri
sanu,n1270,dar-i′e-,wash,,,,strand,,,,,,,verb tr dialect:Ashkun%3A%20Sanu
usut,n1271,dârb′âr,gathering,,,,buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
Kam,6212,k′eć dâlla,young markhor,,,[+],strand,,,,,,,noun dialect:Kamviri
ktivi,n1272,ḍ′un,stick (used as an implement),,,"[cf. T. 5527 *ḍa˜ṭha-, etc. ‘stem’]",strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n1272,ḍ′un,stick (used as an implement),,,"[cf. T. 5527 *ḍa˜ṭha-, etc. ‘stem’]",strand,,,,,,,noun f dialect:Kamviri
nis,n1272,ḍun,stick (used as an implement); walking-stick,,,"[cf. T. 5527 *ḍa˜ṭha-, etc. ‘stem’]",strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n1273,kuṇḍ′u:,wooden beam,,,[?],buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
