humla_til,,zuwu,body,,zuwu,,devries2020humla[p. 49],,,humla:1:til:1
humla_til,,maŋ,come,,maŋ,,devries2020humla[p. 64],,,humla:192:til:2
humla_muchu,,suŋ,come,,suŋ,,devries2020humla[p. 64],,,humla:192:muchu:1
humla_muchu,,maŋ,come,,maŋ,,devries2020humla[p. 64],,,humla:192:muchu:2
humla_yalbang,,sõ,come,,sõ,,devries2020humla[p. 64],,,humla:192:yalbang:1
humla_yalbang,,maŋ,come,,maŋ,,devries2020humla[p. 64],,,humla:192:yalbang:2
humla_kermi,,joŋ,come,,joŋ,,devries2020humla[p. 64],,,humla:192:kermi:1
humla_kermi,,dzuŋ,come,,dzuŋ,,devries2020humla[p. 64],,,humla:192:kermi:2
humla_yakpa,,joŋ,come,,joŋ,,devries2020humla[p. 64],,,humla:192:yakpa:1
humla_yakpa,,suŋ,come,,suŋ,,devries2020humla[p. 64],,,humla:192:yakpa:2
humla_bargaun,,juŋ,come,,juŋ,,devries2020humla[p. 64],,,humla:192:bargaun:1
humla_bargaun,,ʒuŋ,come,,ʒuŋ,,devries2020humla[p. 64],,,humla:192:bargaun:2
humla_dojam,,juŋ,come,,juŋ,,devries2020humla[p. 64],,,humla:192:dojam:1
humla_dojam,,ʒuŋ,come,,ʒuŋ,,devries2020humla[p. 64],,,humla:192:dojam:2
humla_til,,toŋ,speak,,toŋ,,devries2020humla[p. 65],,,humla:193:til:1
humla_til,,taŋ,speak,,taŋ,,devries2020humla[p. 65],,,humla:193:til:2
humla_muchu,,toŋ,speak,,toŋ,,devries2020humla[p. 65],,,humla:193:muchu:1
humla_muchu,,taŋ,speak,,taŋ,,devries2020humla[p. 65],,,humla:193:muchu:2
humla_yalbang,,toŋ,speak,,toŋ,,devries2020humla[p. 65],,,humla:193:yalbang:1
humla_yalbang,,taŋ,speak,,taŋ,,devries2020humla[p. 65],,,humla:193:yalbang:2
humla_kermi,,taŋ,speak,,taŋ,,devries2020humla[p. 65],,,humla:193:kermi:1
humla_yakpa,,tɔŋ,speak,,tɔŋ,,devries2020humla[p. 65],,,humla:193:yakpa:1
humla_yakpa,,taŋ,speak,,taŋ,,devries2020humla[p. 65],,,humla:193:yakpa:2
humla_bargaun,,ɟa tot,speak,,ɟa tot,,devries2020humla[p. 65],,,humla:193:bargaun:1
humla_bargaun,,ɟa tat,speak,,ɟa tat,,devries2020humla[p. 65],,,humla:193:bargaun:2
humla_dojam,,cap,speak,,cap,,devries2020humla[p. 65],,,humla:193:dojam:1
humla_til,,ko,hear,,ko,,devries2020humla[p. 65],,,humla:194:til:1
humla_til,,ɲin,hear,,ɲin,,devries2020humla[p. 65],,,humla:194:til:2
humla_muchu,,hako,hear,,hako,,devries2020humla[p. 65],,,humla:194:muchu:1
humla_muchu,,ɲin,hear,,ɲin,,devries2020humla[p. 65],,,humla:194:muchu:2
humla_yalbang,,ɲen,hear,,ɲen,,devries2020humla[p. 65],,,humla:194:yalbang:1
humla_kermi,,ɲan,hear,,ɲan,,devries2020humla[p. 65],,,humla:194:kermi:1
humla_yakpa,,tʲor,hear,,tʲor,,devries2020humla[p. 65],,,humla:194:yakpa:1
humla_yakpa,,ɲɛn,hear,,ɲɛn,,devries2020humla[p. 65],,,humla:194:yakpa:2
humla_bargaun,,ɲan,hear,,ɲan,,devries2020humla[p. 65],,,humla:194:bargaun:1
humla_dojam,,jen,hear,,jen,,devries2020humla[p. 65],,,humla:194:dojam:1
humla_dojam,,jan,hear,,jan,,devries2020humla[p. 65],,,humla:194:dojam:2
humla_til,,tãŋ,see,,tãŋ,,devries2020humla[p. 65],,,humla:195:til:1
humla_muchu,,tʰoŋ,see,,tʰoŋ,,devries2020humla[p. 65],,,humla:195:muchu:1
humla_yalbang,,tʰoŋ,see,,tʰoŋ,,devries2020humla[p. 65],,,humla:195:yalbang:1
humla_kermi,,tʰoŋ,see,,tʰoŋ,,devries2020humla[p. 65],,,humla:195:kermi:1
humla_yakpa,,tʰoŋ,see,,tʰoŋ,,devries2020humla[p. 65],,,humla:195:yakpa:1
humla_bargaun,,ʈʰoŋ,see,,ʈʰoŋ,,devries2020humla[p. 65],,,humla:195:bargaun:1
humla_dojam,,tʰoŋ,see,,tʰoŋ,,devries2020humla[p. 65],,,humla:195:dojam:1
humla_til,,ŋa,I (1st sg),,ŋa,,devries2020humla[p. 65],,,humla:196:til:1
humla_muchu,,ŋa,I (1st sg),,ŋa,,devries2020humla[p. 65],,,humla:196:muchu:1
humla_yalbang,,ŋa,I (1st sg),,ŋa,,devries2020humla[p. 65],,,humla:196:yalbang:1
humla_kermi,,ŋa,I (1st sg),,ŋa,,devries2020humla[p. 65],,,humla:196:kermi:1
humla_yakpa,,ŋaraŋ,I (1st sg),,ŋaraŋ,,devries2020humla[p. 65],,,humla:196:yakpa:1
humla_bargaun,,ŋaraŋ,I (1st sg),,ŋaraŋ,,devries2020humla[p. 65],,,humla:196:bargaun:1
humla_dojam,,ŋa,I (1st sg),,ŋa,,devries2020humla[p. 65],,,humla:196:dojam:1
humla_til,,kʰʏ,you (2nd sg inf),,kʰʏ,,devries2020humla[p. 65],,,humla:197:til:1
humla_muchu,,tʲo,you (2nd sg inf),,tʲo,,devries2020humla[p. 65],,,humla:197:muchu:1
humla_yalbang,,tʲo,you (2nd sg inf),,tʲo,,devries2020humla[p. 65],,,humla:197:yalbang:1
humla_kermi,,co,you (2nd sg inf),,co,,devries2020humla[p. 65],,,humla:197:kermi:1
humla_yakpa,,cʰaraŋ,you (2nd sg inf),,cʰaraŋ,,devries2020humla[p. 65],,,humla:197:yakpa:1
humla_bargaun,,cʰo,you (2nd sg inf),,cʰo,,devries2020humla[p. 65],,,humla:197:bargaun:1
humla_dojam,,kʰeraŋ,you (2nd sg inf),,kʰeraŋ,,devries2020humla[p. 65],,,humla:197:dojam:1
humla_til,,ceraŋ,you (2nd sg for),,ceraŋ,,devries2020humla[p. 65],,,humla:198:til:1
humla_muchu,,hoʒak,you (2nd sg for),,hoʒak,,devries2020humla[p. 65],,,humla:198:muchu:1
humla_yalbang,,horaŋ,you (2nd sg for),,horaŋ,,devries2020humla[p. 65],,,humla:198:yalbang:1
humla_kermi,,coraŋ,you (2nd sg for),,coraŋ,,devries2020humla[p. 65],,,humla:198:kermi:1
humla_yakpa,,cʰaraŋ,you (2nd sg for),,cʰaraŋ,,devries2020humla[p. 65],,,humla:198:yakpa:1
humla_bargaun,,caraŋ,you (2nd sg for),,caraŋ,,devries2020humla[p. 65],,,humla:198:bargaun:1
humla_dojam,,cʰo,you (2nd sg for),,cʰo,,devries2020humla[p. 65],,,humla:198:dojam:1
humla_til,,kʰo,he (only),,kʰo,,devries2020humla[p. 65],,,humla:199:til:1
humla_muchu,,kʰo,he (only),,kʰo,,devries2020humla[p. 65],,,humla:199:muchu:1
humla_yalbang,,kʰe,he (only),,kʰe,,devries2020humla[p. 65],,,humla:199:yalbang:1
humla_kermi,,kʰo,he (only),,kʰo,,devries2020humla[p. 65],,,humla:199:kermi:1
humla_yakpa,,kʰoroŋ,he (only),,kʰoroŋ,,devries2020humla[p. 65],,,humla:199:yakpa:1
humla_bargaun,,cʰoktuŋ,he (only),,cʰoktuŋ,,devries2020humla[p. 65],,,humla:199:bargaun:1
humla_dojam,,kʰoraŋ,he (only),,kʰoraŋ,,devries2020humla[p. 65],,,humla:199:dojam:1
humla_til,,mo,she (only),,mo,,devries2020humla[p. 65],,,humla:200:til:1
humla_muchu,,kʰo,she (only),,kʰo,,devries2020humla[p. 65],,,humla:200:muchu:1
humla_yalbang,,kʰe,she (only),,kʰe,,devries2020humla[p. 65],,,humla:200:yalbang:1
humla_kermi,,kʰo,she (only),,kʰo,,devries2020humla[p. 65],,,humla:200:kermi:1
humla_yakpa,,kʰoroŋ,she (only),,kʰoroŋ,,devries2020humla[p. 65],,,humla:200:yakpa:1
humla_bargaun,,nʌʒuŋ,she (only),,nʌʒuŋ,,devries2020humla[p. 65],,,humla:200:bargaun:1
humla_dojam,,mo,she (only),,mo,,devries2020humla[p. 65],,,humla:200:dojam:1
humla_til,,ɲegʲa,"we (1st pl, incl)",,ɲegʲa,,devries2020humla[p. 65],,,humla:201:til:1
humla_muchu,,hotamʒe,"we (1st pl, incl)",,hotamʒe,,devries2020humla[p. 65],,,humla:201:muchu:1
humla_yalbang,,ɲegaũ,"we (1st pl, incl)",,ɲegaũ,,devries2020humla[p. 65],,,humla:201:yalbang:1
humla_kermi,,ɲeraŋɟa,"we (1st pl, incl)",,ɲeraŋɟa,,devries2020humla[p. 65],,,humla:201:kermi:1
humla_yakpa,,hɔrɔŋ,"we (1st pl, incl)",,hɔrɔŋ,,devries2020humla[p. 65],,,humla:201:yakpa:1
humla_bargaun,,wahaɟaŋpu,"we (1st pl, incl)",,wahaɟaŋpu,,devries2020humla[p. 65],,,humla:201:bargaun:1
humla_dojam,,waraŋure,"we (1st pl, incl)",,waraŋure,,devries2020humla[p. 65],,,humla:201:dojam:1
humla_til,,ɲegamu,"we (1st pl, excl)",,ɲegamu,,devries2020humla[p. 65],,,humla:202:til:1
humla_muchu,,hoɲi,"we (1st pl, excl)",,hoɲi,,devries2020humla[p. 65],,,humla:202:muchu:1
humla_yalbang,,ɲe,"we (1st pl, excl)",,ɲe,,devries2020humla[p. 65],,,humla:202:yalbang:1
humla_kermi,,ɲeɟa,"we (1st pl, excl)",,ɲeɟa,,devries2020humla[p. 65],,,humla:202:kermi:1
humla_yakpa,,hɔrɔŋca,"we (1st pl, excl)",,hɔrɔŋca,,devries2020humla[p. 65],,,humla:202:yakpa:1
humla_bargaun,,waraŋ,"we (1st pl, excl)",,waraŋ,,devries2020humla[p. 65],,,humla:202:bargaun:1
humla_dojam,,waraŋure,"we (1st pl, excl)",,waraŋure,,devries2020humla[p. 65],,,humla:202:dojam:1
humla_til,,cʰeca,"you (2nd pl, inf)",,cʰeca,,devries2020humla[p. 65],,,humla:203:til:1
humla_muchu,,kʰeja,"you (2nd pl, inf)",,kʰeja,,devries2020humla[p. 65],,,humla:203:muchu:1
humla_yalbang,,cʰe,"you (2nd pl, inf)",,cʰe,,devries2020humla[p. 65],,,humla:203:yalbang:1
humla_kermi,,kʰeɟa,"you (2nd pl, inf)",,kʰeɟa,,devries2020humla[p. 65],,,humla:203:kermi:1
humla_yakpa,,cʰeraŋca,"you (2nd pl, inf)",,cʰeraŋca,,devries2020humla[p. 65],,,humla:203:yakpa:1
humla_bargaun,,cʰeraŋ,"you (2nd pl, inf)",,cʰeraŋ,,devries2020humla[p. 65],,,humla:203:bargaun:1
humla_dojam,,cʰeraŋure,"you (2nd pl, inf)",,cʰeraŋure,,devries2020humla[p. 65],,,humla:203:dojam:1
humla_til,,kʰeraŋca,"you (2nd pl, for)",,kʰeraŋca,,devries2020humla[p. 65],,,humla:204:til:1
humla_muchu,,hoʒak̚ ja,"you (2nd pl, for)",,hoʒak̚ ja,,devries2020humla[p. 65],,,humla:204:muchu:1
humla_yalbang,,horaŋja,"you (2nd pl, for)",,horaŋja,,devries2020humla[p. 65],,,humla:204:yalbang:1
humla_kermi,,ceraŋɟa,"you (2nd pl, for)",,ceraŋɟa,,devries2020humla[p. 65],,,humla:204:kermi:1
humla_yakpa,,cʰeraŋca,"you (2nd pl, for)",,cʰeraŋca,,devries2020humla[p. 65],,,humla:204:yakpa:1
humla_bargaun,,cʰagaŋpo,"you (2nd pl, for)",,cʰagaŋpo,,devries2020humla[p. 65],,,humla:204:bargaun:1
humla_dojam,,cʰeraŋure,"you (2nd pl, for)",,cʰeraŋure,,devries2020humla[p. 65],,,humla:204:dojam:1
humla_til,,cʰeca,"they (3rd pl, inf)",,cʰeca,,devries2020humla[p. 66],,,humla:205:til:1
humla_muchu,,kʰoja,"they (3rd pl, inf)",,kʰoja,,devries2020humla[p. 66],,,humla:205:muchu:1
humla_yalbang,,kʰɔja,"they (3rd pl, inf)",,kʰɔja,,devries2020humla[p. 66],,,humla:205:yalbang:1
humla_kermi,,kʰoɟa,"they (3rd pl, inf)",,kʰoɟa,,devries2020humla[p. 66],,,humla:205:kermi:1
humla_yakpa,,kʰoraŋca,"they (3rd pl, inf)",,kʰoraŋca,,devries2020humla[p. 66],,,humla:205:yakpa:1
humla_bargaun,,kʰwaraŋ,"they (3rd pl, inf)",,kʰwaraŋ,,devries2020humla[p. 66],,,humla:205:bargaun:1
humla_dojam,,pʰaiure,"they (3rd pl, inf)",,pʰaiure,,devries2020humla[p. 66],,,humla:205:dojam:1
