B,,akaʃ,sky,,akaʃ,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 1, site 0 Bangla]",,,siltripura2011:i001:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,hatʃɛŋ,sand,,hatʃɛŋ,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site m Laiphu Karbaripara]",,,siltripura2011:i019:m:2,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,hatʃɛŋ,sand,,hatʃɛŋ,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site n Krishna Dayalpara]",,,siltripura2011:i019:n:2,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,hatʃiŋtʈʃa,sand,,hatʃiŋtʈʃa,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site r Khumulung]",,,siltripura2011:i019:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,hait̯ʃokrom,sand,,hait̯ʃokrom,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site o Jarichandrapara]",,,siltripura2011:i019:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,haiʂ̯iŋ,sand,,haiʂ̯iŋ,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site d Lombapara]",,,siltripura2011:i019:d:2,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,hait̯ʃiŋ,sand,,hait̯ʃiŋ,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site q Satchari Tripura Basti]",,,siltripura2011:i019:q:3,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Garo,,hanʔtʃɛŋ,sand,,hanʔtʃɛŋ,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site u Gajni]",,,siltripura2011:i019:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,hanʔtʃɛŋ,sand,,hanʔtʃɛŋ,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site v Nagar Sontosh]",,,siltripura2011:i019:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Garo,,hanʔtʃɛŋ,sand,,hanʔtʃɛŋ,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site w Nalchapra]",,,siltripura2011:i019:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
Kokborok,,haʂiŋ,sand,,haʂiŋ,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site p Doluchara]",,,siltripura2011:i019:p:2,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,hatʃɛŋ,sand,,hatʃɛŋ,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site g Mildhanpara]",,,siltripura2011:i019:g:3,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,hatʃɛŋ,sand,,hatʃɛŋ,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site m Laiphu Karbaripara]",,,siltripura2011:i019:m:3,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,hatʃɛŋ,sand,,hatʃɛŋ,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site n Krishna Dayalpara]",,,siltripura2011:i019:n:3,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
B,,ʃona,gold,,ʃona,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site 0 Bangla]",,,siltripura2011:i020:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Garo,,ʃona,gold,,ʃona,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site u Gajni]",,,siltripura2011:i020:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,ʃona,gold,,ʃona,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site v Nagar Sontosh]",,,siltripura2011:i020:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Garo,,ʃona,gold,,ʃona,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site w Nalchapra]",,,siltripura2011:i020:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
Kokborok,,ɾaŋgiaʔ̯,gold,,ɾaŋgiaʔ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site b Choto Madhuk]",,,siltripura2011:i020:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,ɾaŋgiaʔ̯,gold,,ɾaŋgiaʔ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site j Robertpara]",,,siltripura2011:i020:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,ɾaŋgiaʔ̯,gold,,ɾaŋgiaʔ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site k Bethanipara]",,,siltripura2011:i020:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,ɾau̯ŋgiɔ ̯,gold,,ɾau̯ŋgiɔ ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site a Boro Pharangsia]",,,siltripura2011:i020:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,ɾau̯ŋgiɔ ̯,gold,,ɾau̯ŋgiɔ ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site l Katchaptali]",,,siltripura2011:i020:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,ɾaŋtʃa,gold,,ɾaŋtʃa,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site g Mildhanpara]",,,siltripura2011:i020:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site c Dolchari]",,,siltripura2011:i020:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site d Lombapara]",,,siltripura2011:i020:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site e Pakkhipara]",,,siltripura2011:i020:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site f Tongpaipara]",,,siltripura2011:i020:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site h Noimail Gutchagram]",,,siltripura2011:i020:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site m Laiphu Karbaripara]",,,siltripura2011:i020:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site n Krishna Dayalpara]",,,siltripura2011:i020:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site o Jarichandrapara]",,,siltripura2011:i020:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site p Doluchara]",,,siltripura2011:i020:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site q Satchari Tripura Basti]",,,siltripura2011:i020:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,ɾaŋtʃak,gold,,ɾaŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site r Khumulung]",,,siltripura2011:i020:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,ɾaŋdʒag,gold,,ɾaŋdʒag,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site t Oldlankar]",,,siltripura2011:i020:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,raŋtʃak,gold,,raŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site i Beltolipara]",,,siltripura2011:i020:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,raŋtʃak,gold,,raŋtʃak,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site s Barbakpur]",,,siltripura2011:i020:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,ɾaŋtʃa,gold,,ɾaŋtʃa,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site g Mildhanpara]",,,siltripura2011:i020:g:2,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,ɾau̯ŋgiɔ ̯,gold,,ɾau̯ŋgiɔ ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site a Boro Pharangsia]",,,siltripura2011:i020:a:2,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,ɾau̯ŋgiɔ ̯,gold,,ɾau̯ŋgiɔ ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 20, site l Katchaptali]",,,siltripura2011:i020:l:2,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
B,,ɾupa,silver,,ɾupa,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site 0 Bangla]",,,siltripura2011:i021:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Garo,,ɾupa,silver,,ɾupa,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site u Gajni]",,,siltripura2011:i021:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,ɾupa,silver,,ɾupa,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site v Nagar Sontosh]",,,siltripura2011:i021:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Garo,,ɾupa,silver,,ɾupa,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site w Nalchapra]",,,siltripura2011:i021:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
Kokborok,,ɾupai ̯,silver,,ɾupai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site o Jarichandrapara]",,,siltripura2011:i021:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,ɾupai ̯,silver,,ɾupai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site s Barbakpur]",,,siltripura2011:i021:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,ɾupai ̯,silver,,ɾupai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site t Oldlankar]",,,siltripura2011:i021:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site a Boro Pharangsia]",,,siltripura2011:i021:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site b Choto Madhuk]",,,siltripura2011:i021:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site c Dolchari]",,,siltripura2011:i021:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site d Lombapara]",,,siltripura2011:i021:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site e Pakkhipara]",,,siltripura2011:i021:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site f Tongpaipara]",,,siltripura2011:i021:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site g Mildhanpara]",,,siltripura2011:i021:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site h Noimail Gutchagram]",,,siltripura2011:i021:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site i Beltolipara]",,,siltripura2011:i021:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site j Robertpara]",,,siltripura2011:i021:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site k Bethanipara]",,,siltripura2011:i021:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site l Katchaptali]",,,siltripura2011:i021:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site m Laiphu Karbaripara]",,,siltripura2011:i021:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site n Krishna Dayalpara]",,,siltripura2011:i021:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site p Doluchara]",,,siltripura2011:i021:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site q Satchari Tripura Basti]",,,siltripura2011:i021:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,ɾuphai ̯,silver,,ɾuphai ̯,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 21, site r Khumulung]",,,siltripura2011:i021:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
B,,adʒ,today,,adʒ,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site 0 Bangla]",,,siltripura2011:i022:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Garo,,tani,today,,tani,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site w Nalchapra]",,,siltripura2011:i022:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site a Boro Pharangsia]",,,siltripura2011:i022:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site b Choto Madhuk]",,,siltripura2011:i022:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site c Dolchari]",,,siltripura2011:i022:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site e Pakkhipara]",,,siltripura2011:i022:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site f Tongpaipara]",,,siltripura2011:i022:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site g Mildhanpara]",,,siltripura2011:i022:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site h Noimail Gutchagram]",,,siltripura2011:i022:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site i Beltolipara]",,,siltripura2011:i022:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site j Robertpara]",,,siltripura2011:i022:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site k Bethanipara]",,,siltripura2011:i022:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site l Katchaptali]",,,siltripura2011:i022:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site m Laiphu Karbaripara]",,,siltripura2011:i022:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site n Krishna Dayalpara]",,,siltripura2011:i022:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site o Jarichandrapara]",,,siltripura2011:i022:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site p Doluchara]",,,siltripura2011:i022:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site q Satchari Tripura Basti]",,,siltripura2011:i022:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site r Khumulung]",,,siltripura2011:i022:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site s Barbakpur]",,,siltripura2011:i022:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,tini,today,,tini,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site t Oldlankar]",,,siltripura2011:i022:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,tunui ̯,today,,tunui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site d Lombapara]",,,siltripura2011:i022:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Garo,,daʔaʃal,today,,daʔaʃal,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site u Gajni]",,,siltripura2011:i022:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,daʔaʃal,today,,daʔaʃal,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 22, site v Nagar Sontosh]",,,siltripura2011:i022:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
B,,gɔtokal / kalke,yesterday,,gɔtokal / kalke,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 23, site 0 Bangla]",,,siltripura2011:i023:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,ɨmdʒa,yesterday,,ɨmdʒa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 23, site l Katchaptali]",,,siltripura2011:i023:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,ɨndʒa,yesterday,,ɨndʒa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 23, site a Boro Pharangsia]",,,siltripura2011:i023:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,ɨndʒa,yesterday,,ɨndʒa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 23, site j Robertpara]",,,siltripura2011:i023:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,mɨndʒa,yesterday,,mɨndʒa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 23, site k Bethanipara]",,,siltripura2011:i023:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,mɨdʒa (phuɔ),yesterday,,mɨdʒa (phuɔ),lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 23, site b Choto Madhuk]",,,siltripura2011:i023:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
